2BOUNDS_2018-03-07.14_44_02.604_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -63.63647   8.91645  10.97008 -46.00210 -54.56813 -20.89553       (-3.063,-10.970) (-8.916,-32.628) (-6.229,-63.636)      1.42109e-14
1    -63.63647   8.89860  10.94812 -45.96229 -54.54617 -20.87768       (-3.080,-10.948) (-8.899,-32.650) (-6.269,-63.636)      0.0564538
2    -63.63647   8.88075  10.92616 -45.92248 -54.52421 -20.85983       (-3.098,-10.926) (-8.881,-32.672) (-6.309,-63.636)      0.112908
3    -63.63647   8.86290  10.90420 -45.88267 -54.50225 -20.84198       (-3.116,-10.904) (-8.863,-32.694) (-6.348,-63.636)      0.169361
4    -63.63647   8.84504  10.88223 -45.84285 -54.48028 -20.82413       (-3.134,-10.882) (-8.845,-32.716) (-6.388,-63.636)      0.225815
5    -63.63647   8.82719  10.86027 -45.80304 -54.45832 -20.80627       (-3.152,-10.860) (-8.827,-32.738) (-6.428,-63.636)      0.282269
6    -63.63647   8.80934  10.83831 -45.76323 -54.43636 -20.78842       (-3.170,-10.838) (-8.809,-32.760) (-6.468,-63.636)      0.338723
7    -63.63647   8.79149  10.81635 -45.72341 -54.41440 -20.77057       (-3.188,-10.816) (-8.791,-32.782) (-6.508,-63.636)      0.395177
8    -63.63647   8.77364  10.79439 -45.68360 -54.39244 -20.75272       (-3.205,-10.794) (-8.774,-32.804) (-6.548,-63.636)      0.451631
9    -63.63647   8.75579  10.77242 -45.64379 -54.37047 -20.73487       (-3.223,-10.772) (-8.756,-32.826) (-6.587,-63.636)      0.508084
10    -63.63647   8.73794  10.75046 -45.60398 -54.34851 -20.71702       (-3.241,-10.750) (-8.738,-32.848) (-6.627,-63.636)      0.564538
11    -63.63647   8.72009  10.72850 -45.56416 -54.32655 -20.69917       (-3.259,-10.728) (-8.720,-32.870) (-6.667,-63.636)      0.620992
12    -63.63647   8.70224  10.70654 -45.52435 -54.30459 -20.68132       (-3.277,-10.707) (-8.702,-32.892) (-6.707,-63.636)      0.677446
13    -63.63647   8.68439  10.68457 -45.48454 -54.28263 -20.66347       (-3.295,-10.685) (-8.684,-32.913) (-6.747,-63.636)      0.7339
14    -63.63647   8.66654  10.66261 -45.44472 -54.26066 -20.64562       (-3.313,-10.663) (-8.667,-32.935) (-6.786,-63.636)      0.790353
15    -63.63647   8.64869  10.64065 -45.40491 -54.23870 -20.62777       (-3.330,-10.641) (-8.649,-32.957) (-6.826,-63.636)      0.846807
16    -63.63647   8.63084  10.61869 -45.36510 -54.21674 -20.60992       (-3.348,-10.619) (-8.631,-32.979) (-6.866,-63.636)      0.903261
17    -63.63647   8.61298  10.59673 -45.32529 -54.19478 -20.59207       (-3.366,-10.597) (-8.613,-33.001) (-6.906,-63.636)      0.959715
18    -63.63647   8.59513  10.57476 -45.28547 -54.17281 -20.57421       (-3.384,-10.575) (-8.595,-33.023) (-6.946,-63.636)      1.01617
19    -63.63647   8.57728  10.55280 -45.24566 -54.15085 -20.55636       (-3.402,-10.553) (-8.577,-33.045) (-6.985,-63.636)      1.07262
20    -63.63647   8.55943  10.53084 -45.20585 -54.12889 -20.53851       (-3.420,-10.531) (-8.559,-33.067) (-7.025,-63.636)      1.12908
21    -63.63647   8.54158  10.50888 -45.16603 -54.10693 -20.52066       (-3.437,-10.509) (-8.542,-33.089) (-7.065,-63.636)      1.18553
22    -63.63647   8.52373  10.48692 -45.12622 -54.08497 -20.50281       (-3.455,-10.487) (-8.524,-33.111) (-7.105,-63.636)      1.24198
23    -63.63647   8.50588  10.46495 -45.08641 -54.06300 -20.48496       (-3.473,-10.465) (-8.506,-33.133) (-7.145,-63.636)      1.29844
24    -63.63647   8.48803  10.44299 -45.04660 -54.04104 -20.46711       (-3.491,-10.443) (-8.488,-33.155) (-7.185,-63.636)      1.35489
25    -63.63647   8.47018  10.42103 -45.00678 -54.01908 -20.44926       (-3.509,-10.421) (-8.470,-33.177) (-7.224,-63.636)      1.41135
26    -63.63647   8.45233  10.39907 -44.96697 -53.99712 -20.43141       (-3.527,-10.399) (-8.452,-33.199) (-7.264,-63.636)      1.4678
27    -63.63647   8.43448  10.37710 -44.92716 -53.97516 -20.41356       (-3.545,-10.377) (-8.434,-33.221) (-7.304,-63.636)      1.52425
28    -63.63647   8.41663  10.35514 -44.88734 -53.95319 -20.39571       (-3.562,-10.355) (-8.417,-33.243) (-7.344,-63.636)      1.58071
29    -63.63647   8.39878  10.33318 -44.84753 -53.93123 -20.37786       (-3.580,-10.333) (-8.399,-33.265) (-7.384,-63.636)      1.63716
30    -63.63647   8.38092  10.31122 -44.80772 -53.90927 -20.36001       (-3.598,-10.311) (-8.381,-33.287) (-7.423,-63.636)      1.69361
31    -63.63647   8.36307  10.28926 -44.76791 -53.88731 -20.34216       (-3.616,-10.289) (-8.363,-33.309) (-7.463,-63.636)      1.75007
32    -63.63647   8.34522  10.26729 -44.72809 -53.86534 -20.32430       (-3.634,-10.267) (-8.345,-33.331) (-7.503,-63.636)      1.80652
33    -63.63647   8.32737  10.24533 -44.68828 -53.84338 -20.30645       (-3.652,-10.245) (-8.327,-33.353) (-7.543,-63.636)      1.86298
34    -63.63647   8.30952  10.22337 -44.64847 -53.82142 -20.28860       (-3.670,-10.223) (-8.310,-33.375) (-7.583,-63.636)      1.91943
