2BOUNDS_2018-03-07.14_43_08.578_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -20.41964 -15.41352  -6.27741  12.39934   4.07466 -42.95092       (-0.826,-3.108) (-6.090,-2.490) (-0.094,-5.372)      0
1    -20.40530 -15.40120  -6.27650  12.38443   4.06976 -42.90802       (-0.922,-3.091) (-6.128,-2.459) (-0.074,-5.428)      0.124003
2    -20.39096 -15.38888  -6.27559  12.36953   4.06485 -42.86512       (-1.018,-3.075) (-6.165,-2.428) (-0.055,-5.484)      0.248007
3    -20.37661 -15.37656  -6.27469  12.35463   4.05995 -42.82222       (-1.115,-3.058) (-6.203,-2.398) (-0.036,-5.539)      0.37201
4    -20.36227 -15.36424  -6.27378  12.33972   4.05504 -42.77932       (-1.211,-3.041) (-6.240,-2.367) (-0.017,-5.595)      0.496013
5    -20.34793 -15.35193  -6.27288  12.32482   4.05014 -42.73642       (-1.305,-6.275) (-3.023,-2.334) (-0.002,-5.653)      0.618789
6    -20.33358 -15.33961  -6.27197  12.30991   4.04523 -42.69352       (-1.382,-6.293) (-2.987,-2.284) (-0.021,-5.728)      0.734825
7    -20.31924 -15.32729  -6.27106  12.29501   4.04032 -42.65062       (-1.459,-6.312) (-2.951,-2.234) (-0.041,-5.803)      0.853886
8    -20.30490 -15.31497  -6.27016  12.28011   4.03542 -42.60772       (-1.536,-6.330) (-2.915,-2.184) (-0.060,-5.878)      0.974862
9    -20.29055 -15.30265  -6.26925  12.26520   4.03051 -42.56482       (-1.614,-6.348) (-2.880,-2.134) (-0.079,-5.953)      1.09712
10    -20.27621 -15.29034  -6.26834  12.25030   4.02561 -42.52192       (-1.691,-6.366) (-2.844,-2.084) (-0.098,-6.028)      1.22028
11    -20.26186 -15.27802  -6.26744  12.23539   4.02070 -42.47902       (-1.768,-6.385) (-2.808,-2.034) (-0.117,-6.103)      1.34409
12    -20.24752 -15.26570  -6.26653  12.22049   4.01580 -42.43612       (-1.845,-6.403) (-2.772,-1.984) (-0.136,-6.178)      1.46838
13    -20.23318 -15.25338  -6.26563  12.20558   4.01089 -42.39322       (-1.922,-6.421) (-2.737,-1.934) (-0.156,-6.253)      1.59304
14    -20.21883 -15.24106  -6.26472  12.19068   4.00599 -42.35032       (-1.999,-6.440) (-2.701,-1.884) (-0.175,-6.328)      1.60263
15    -20.20449 -15.22875  -6.26381  12.17578   4.00108 -42.30742       (-2.076,-6.458) (-2.665,-1.834) (-0.194,-6.403)      1.60973
16    -20.19015 -15.21643  -6.26291  12.16087   3.99618 -42.26452       (-2.153,-6.476) (-2.629,-1.784) (-0.213,-6.478)      1.62668
17    -20.17580 -15.20411  -6.26200  12.14597   3.99127 -42.22162       (-2.231,-6.494) (-2.594,-1.734) (-0.232,-6.553)      1.6532
18    -20.16146 -15.19179  -6.26109  12.13106   3.98637 -42.17872       (-2.308,-6.513) (-2.558,-1.684) (-0.251,-6.628)      1.68882
19    -20.14711 -15.17947  -6.26019  12.11616   3.98146 -42.13582       (-2.385,-6.531) (-2.522,-1.634) (-0.271,-6.702)      1.73299
20    -20.13277 -15.16715  -6.25928  12.10125   3.97656 -42.09292       (-2.462,-6.549) (-2.486,-1.584) (-0.290,-6.777)      1.78506
21    -20.11843 -15.15484  -6.25838  12.08635   3.97165 -42.05002       (-2.539,-6.567) (-2.450,-1.534) (-0.309,-6.852)      1.81446
22    -20.10408 -15.14252  -6.25747  12.07145   3.96674 -42.00712       (-2.616,-6.586) (-2.415,-1.484) (-0.328,-6.927)      1.84396
23    -20.08974 -15.13020  -6.25656  12.05654   3.96184 -41.96422       (-2.693,-6.604) (-2.379,-1.434) (-0.347,-7.002)      1.88154
24    -20.07540 -15.11788  -6.25566  12.04164   3.95693 -41.92132       (-2.770,-6.622) (-2.343,-1.384) (-0.367,-7.077)      1.92672
25    -20.06105 -15.10556  -6.25475  12.02673   3.95203 -41.87842       (-2.848,-6.640) (-2.307,-1.334) (-0.386,-7.152)      1.97899
26    -20.04671 -15.09325  -6.25384  12.01183   3.94712 -41.83552       (-2.925,-6.659) (-2.272,-1.285) (-0.405,-7.227)      2.03781
27    -20.03236 -15.08093  -6.25294  11.99692   3.94222 -41.79262       (-3.002,-6.677) (-2.236,-1.235) (-0.424,-7.302)      2.10261
28    -20.01802 -15.06861  -6.25203  11.98202   3.93731 -41.74972       (-3.079,-6.695) (-2.200,-1.185) (-0.443,-7.377)      2.17288
29    -20.00368 -15.05629  -6.25113  11.96712   3.93241 -41.70682       (-3.156,-6.713) (-2.164,-1.135) (-0.462,-7.452)      2.24809
30    -19.98933 -15.04397  -6.25022  11.95221   3.92750 -41.66392       (-3.233,-6.732) (-2.129,-1.085) (-0.482,-7.527)      2.32776
31    -19.97499 -15.03166  -6.24931  11.93731   3.92260 -41.62102       (-3.310,-6.750) (-2.093,-1.035) (-0.501,-7.602)      2.41146
32    -19.96065 -15.01934  -6.24841  11.92240   3.91769 -41.57812       (-3.388,-6.768) (-2.057,-0.985) (-0.520,-7.677)      2.49878
33    -19.94630 -15.00702  -6.24750  11.90750   3.91279 -41.53522       (-3.465,-6.787) (-2.021,-0.935) (-0.539,-7.752)      2.58934
34    -19.93196 -14.99470  -6.24659  11.89259   3.90788 -41.49232       (-3.542,-6.805) (-1.986,-0.885) (-0.558,-7.827)      2.68284
35    -19.91761 -14.98238  -6.24569  11.87769   3.90297 -41.44942       (-3.619,-6.823) (-1.950,-0.835) (-0.577,-7.902)      2.77896
36    -19.90327 -14.97007  -6.24478  11.86279   3.89807 -41.40652       (-3.696,-6.841) (-1.914,-0.785) (-0.597,-7.977)      2.87745
37    -19.88893 -14.95775  -6.24388  11.84788   3.89316 -41.36362       (-3.773,-6.860) (-1.878,-0.735) (-0.616,-8.051)      2.97806
38    -19.87458 -14.94543  -6.24297  11.83298   3.88826 -41.32072       (-3.850,-6.878) (-1.843,-0.685) (-0.635,-8.126)      3.0806
39    -19.86024 -14.93311  -6.24206  11.81807   3.88335 -41.27781       (-3.927,-6.896) (-1.807,-0.635) (-0.654,-8.201)      3.18488
40    -19.84590 -14.92079  -6.24116  11.80317   3.87845 -41.23491       (-4.005,-6.914) (-1.771,-0.585) (-0.673,-8.276)      3.2871
41    -19.83155 -14.90848  -6.24025  11.78827   3.87354 -41.19201       (-4.082,-6.933) (-1.735,-0.535) (-0.692,-8.351)      3.35798
42    -19.81721 -14.89616  -6.23934  11.77336   3.86864 -41.14911       (-4.159,-6.951) (-1.700,-0.485) (-0.712,-8.426)      3.43208
43    -19.80286 -14.88384  -6.23844  11.75846   3.86373 -41.10621       (-4.236,-6.969) (-1.664,-0.435) (-0.731,-8.501)      3.50919
44    -19.78852 -14.87152  -6.23753  11.74355   3.85883 -41.06331       (-4.313,-6.987) (-1.628,-0.385) (-0.750,-8.576)      3.58911
45    -19.77418 -14.85920  -6.23663  11.72865   3.85392 -41.02041       (-4.390,-7.006) (-1.592,-0.335) (-0.769,-8.651)      3.67166
46    -19.75983 -14.84688  -6.23572  11.71374   3.84902 -40.97751       (-4.467,-7.024) (-1.557,-0.285) (-0.788,-8.726)      3.75667
47    -19.74549 -14.83457  -6.23481  11.69884   3.84411 -40.93461       (-4.544,-7.042) (-1.521,-0.235) (-0.807,-8.801)      3.84397
48    -19.73115 -14.82225  -6.23391  11.68394   3.83921 -40.89171       (-4.622,-7.061) (-1.485,-0.185) (-0.827,-8.876)      3.93341
49    -19.71680 -14.80993  -6.23300  11.66903   3.83430 -40.84881       (-4.699,-7.079) (-1.449,-0.135) (-0.846,-8.951)      4.02485
