2BOUNDS_2018-03-07.14_35_46.388_.txt     Output is probe cell, reduced cell, NCDist distance between
0     -0.12167   5.98908  -9.07202 -43.71005   5.42500  -7.58794       (-1.048,-0.462) (-0.122,-4.958) (-1.136,-2.599)      0
1     -0.12651   5.98204  -9.06554 -43.66642   5.41911  -7.58149       (-1.014,-0.425) (-0.127,-5.174) (-1.175,-2.633)      0.228246
2     -0.13135   5.97499  -9.05906 -43.62279   5.41321  -7.57503       (-0.979,-0.387) (-0.131,-5.391) (-1.213,-2.667)      0.456492
3     -0.13619   5.96795  -9.05258 -43.57916   5.40732  -7.56857       (-0.945,-0.349) (-0.136,-5.607) (-1.252,-2.700)      0.684738
4     -0.14103   5.96091  -9.04610 -43.53553   5.40143  -7.56211       (-0.911,-0.311) (-0.141,-5.824) (-1.290,-2.734)      0.912984
5     -0.14587   5.95386  -9.03962 -43.49189   5.39553  -7.55565       (-0.876,-0.273) (-0.146,-6.040) (-1.329,-2.768)      1.14123
6     -0.15071   5.94682  -9.03314 -43.44826   5.38964  -7.54920       (-0.842,-0.235) (-0.151,-6.256) (-1.367,-2.802)      1.36948
7     -0.15556   5.93977  -9.02666 -43.40463   5.38375  -7.54274       (-0.807,-0.198) (-0.156,-6.473) (-1.405,-2.835)      1.59772
8     -0.16040   5.93273  -9.02018 -43.36100   5.37785  -7.53628       (-0.773,-0.160) (-0.160,-6.689) (-1.444,-2.869)      1.82584
9     -0.16524   5.92569  -9.01370 -43.31737   5.37196  -7.52982       (-0.739,-0.122) (-0.165,-6.906) (-1.482,-2.903)      2.047
10     -0.17008   5.91864  -9.00722 -43.27373   5.36607  -7.52336       (-0.704,-0.084) (-0.170,-7.122) (-1.521,-2.937)      2.26957
11     -0.17492   5.91160  -9.00074 -43.23010   5.36017  -7.51691       (-0.670,-0.046) (-0.175,-7.339) (-1.559,-2.970)      2.49316
12     -0.17976   5.90455  -8.99426 -43.18647   5.35428  -7.51045       (-0.636,-0.008) (-0.180,-7.555) (-1.598,-3.004)      2.71753
13     -0.18460   5.89751  -8.98778 -43.14284   5.34839  -7.50399       (-0.631,-0.030) (-1.606,-7.742) (-0.155,-3.008)      2.90361
14     -0.18944   5.89047  -8.98130 -43.09921   5.34249  -7.49753       (-0.634,-0.067) (-1.607,-7.920) (-0.122,-3.004)      3.0799
15     -0.19428   5.88342  -8.97482 -43.05557   5.33660  -7.49107       (-0.638,-0.105) (-1.608,-8.099) (-0.089,-3.000)      3.25723
16     -0.19913   5.87638  -8.96834 -43.01194   5.33071  -7.48462       (-0.641,-0.143) (-1.608,-8.278) (-0.056,-2.996)      3.43543
17     -0.20397   5.86933  -8.96187 -42.96831   5.32481  -7.47816       (-0.645,-0.181) (-1.609,-8.456) (-0.023,-2.992)      3.61437
18     -0.20881   5.86229  -8.95539 -42.92468   5.31892  -7.47170       (-0.638,-1.599) (-0.209,-8.625) (-0.010,-2.998)      3.78183
19     -0.21365   5.85524  -8.94891 -42.88105   5.31303  -7.46524       (-0.609,-1.567) (-0.214,-8.770) (-0.043,-3.027)      3.92244
20     -0.21849   5.84820  -8.94243 -42.83741   5.30713  -7.45878       (-0.579,-1.535) (-0.218,-8.916) (-0.076,-3.056)      4.06435
21     -0.22333   5.84116  -8.93595 -42.79378   5.30124  -7.45233       (-0.550,-1.502) (-0.223,-9.062) (-0.109,-3.085)      4.20743
