Fol_.72_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -1009.53263 2219.71886 -605.53350 -5322.21307 1329.03167 -8666.71191       (-2329.772,-134.605) (-66.795,-117.965) (-3755.415,-33.465)      0
1    -1008.64017 2215.16482 -604.96086 -5316.95239 1327.56657 -8661.79570       (-2331.834,-135.498) (-66.317,-117.645) (-3760.887,-32.892)      5.97018
2    -1007.74771 2210.61077 -604.38822 -5311.69171 1326.10147 -8656.87949       (-2333.897,-136.390) (-65.838,-117.325) (-3766.358,-32.319)      11.9404
3    -1006.85525 2206.05673 -603.81557 -5306.43103 1324.63637 -8651.96327       (-2335.959,-137.283) (-65.360,-117.005) (-3771.829,-31.747)      17.9105
4    -1005.96279 2201.50268 -603.24293 -5301.17036 1323.17126 -8647.04706       (-2338.022,-138.175) (-64.881,-116.685) (-3777.300,-31.174)      23.8807
5    -1005.07033 2196.94864 -602.67029 -5295.90968 1321.70616 -8642.13085       (-2340.084,-139.067) (-64.402,-116.366) (-3782.771,-30.601)      29.8509
6    -1004.17787 2192.39459 -602.09765 -5290.64900 1320.24106 -8637.21464       (-2342.147,-139.960) (-63.924,-116.046) (-3788.242,-30.029)      35.8211
7    -1003.28541 2187.84055 -601.52501 -5285.38832 1318.77596 -8632.29842       (-2344.209,-140.852) (-63.445,-115.726) (-3793.714,-29.456)      41.7913
8    -1002.39295 2183.28650 -600.95237 -5280.12764 1317.31086 -8627.38221       (-2346.272,-141.745) (-62.967,-115.406) (-3799.185,-28.883)      47.7615
9    -1001.50049 2178.73246 -600.37973 -5274.86696 1315.84575 -8622.46600       (-2348.334,-142.637) (-62.488,-115.086) (-3804.656,-28.311)      53.7316
10    -1000.60802 2174.17841 -599.80708 -5269.60629 1314.38065 -8617.54979       (-2350.397,-143.530) (-62.010,-114.766) (-3810.127,-27.738)      59.7018
11    -999.71556 2169.62437 -599.23444 -5264.34561 1312.91555 -8612.63357       (-2352.459,-144.422) (-61.531,-114.447) (-3815.598,-27.166)      65.672
12    -998.82310 2165.07033 -598.66180 -5259.08493 1311.45045 -8607.71736       (-2354.522,-145.315) (-61.053,-114.127) (-3821.069,-26.593)      71.6422
13    -997.93064 2160.51628 -598.08916 -5253.82425 1309.98535 -8602.80115       (-2356.584,-146.207) (-60.574,-113.807) (-3826.540,-26.020)      77.6124
14    -997.03818 2155.96224 -597.51652 -5248.56357 1308.52025 -8597.88494       (-2358.647,-147.100) (-60.095,-113.487) (-3832.012,-25.448)      83.5825
15    -996.14572 2151.40819 -596.94388 -5243.30289 1307.05514 -8592.96872       (-2360.709,-147.992) (-59.617,-113.167) (-3837.483,-24.875)      89.5527
16    -995.25326 2146.85415 -596.37123 -5238.04221 1305.59004 -8588.05251       (-2362.772,-148.885) (-59.138,-112.848) (-3842.954,-24.302)      95.5229
17    -994.36080 2142.30010 -595.79859 -5232.78154 1304.12494 -8583.13630       (-2364.834,-149.777) (-58.660,-112.528) (-3848.425,-23.730)      101.493
18    -993.46834 2137.74606 -595.22595 -5227.52086 1302.65984 -8578.22008       (-2366.897,-150.669) (-58.181,-112.208) (-3853.896,-23.157)      107.463
19    -992.57588 2133.19201 -594.65331 -5222.26018 1301.19474 -8573.30387       (-2368.959,-151.562) (-57.703,-111.888) (-3859.367,-22.584)      113.433
20    -991.68342 2128.63797 -594.08067 -5216.99950 1299.72963 -8568.38766       (-2371.021,-152.454) (-57.224,-111.568) (-3864.839,-22.012)      119.404
21    -990.79096 2124.08392 -593.50803 -5211.73882 1298.26453 -8563.47145       (-2373.084,-153.347) (-56.746,-111.248) (-3870.310,-21.439)      125.374
22    -989.89850 2119.52988 -592.93538 -5206.47814 1296.79943 -8558.55523       (-2375.146,-154.239) (-56.267,-110.929) (-3875.781,-20.866)      131.344
23    -989.00604 2114.97583 -592.36274 -5201.21746 1295.33433 -8553.63902       (-2377.209,-155.132) (-55.788,-110.609) (-3881.252,-20.294)      137.314
24    -988.11358 2110.42179 -591.79010 -5195.95679 1293.86923 -8548.72281       (-2379.271,-156.024) (-55.310,-110.289) (-3886.723,-19.721)      143.284
25    -987.22112 2105.86775 -591.21746 -5190.69611 1292.40412 -8543.80660       (-2381.334,-156.917) (-54.831,-109.969) (-3892.194,-19.149)      149.255
26    -986.32866 2101.31370 -590.64482 -5185.43543 1290.93902 -8538.89038       (-2383.396,-157.809) (-54.353,-109.649) (-3897.665,-18.576)      155.225
27    -985.43620 2096.75966 -590.07218 -5180.17475 1289.47392 -8533.97417       (-2385.459,-158.702) (-53.874,-109.330) (-3903.137,-18.003)      161.195
28    -984.54374 2092.20561 -589.49954 -5174.91407 1288.00882 -8529.05796       (-2387.521,-159.594) (-53.396,-109.010) (-3908.608,-17.431)      167.165
29    -983.65128 2087.65157 -588.92689 -5169.65339 1286.54372 -8524.14175       (-2389.584,-160.487) (-52.917,-108.690) (-3914.079,-16.858)      173.135
30    -982.75882 2083.09752 -588.35425 -5164.39272 1285.07861 -8519.22553       (-2391.646,-161.379) (-52.439,-108.370) (-3919.550,-16.285)      179.105
31    -981.86636 2078.54348 -587.78161 -5159.13204 1283.61351 -8514.30932       (-2393.709,-162.271) (-51.960,-108.050) (-3925.021,-15.713)      185.076
32    -980.97390 2073.98943 -587.20897 -5153.87136 1282.14841 -8509.39311       (-2395.771,-163.164) (-51.481,-107.730) (-3930.492,-15.140)      191.046
33    -980.08144 2069.43539 -586.63633 -5148.61068 1280.68331 -8504.47690       (-2397.834,-164.056) (-51.003,-107.411) (-3935.964,-14.567)      197.016
34    -979.18898 2064.88134 -586.06369 -5143.35000 1279.21821 -8499.56068       (-2399.896,-164.949) (-50.524,-107.091) (-3941.435,-13.995)      202.986
35    -978.29651 2060.32730 -585.49104 -5138.08932 1277.75310 -8494.64447       (-2401.959,-165.841) (-50.046,-106.771) (-3946.906,-13.422)      208.956
36    -977.40405 2055.77325 -584.91840 -5132.82864 1276.28800 -8489.72826       (-2404.021,-166.734) (-49.567,-106.451) (-3952.377,-12.849)      214.927
37    -976.51159 2051.21921 -584.34576 -5127.56797 1274.82290 -8484.81204       (-2406.084,-167.626) (-49.089,-106.131) (-3957.848,-12.277)      220.897
38    -975.61913 2046.66517 -583.77312 -5122.30729 1273.35780 -8479.89583       (-2408.146,-168.519) (-48.610,-105.812) (-3963.319,-11.704)      226.867
39    -974.72667 2042.11112 -583.20048 -5117.04661 1271.89270 -8474.97962       (-2410.209,-169.411) (-48.132,-105.492) (-3968.790,-11.132)      232.837
40    -973.83421 2037.55708 -582.62784 -5111.78593 1270.42759 -8470.06341       (-2412.271,-170.304) (-47.653,-105.172) (-3974.262,-10.559)      238.807
41    -972.94175 2033.00303 -582.05520 -5106.52525 1268.96249 -8465.14719       (-2414.334,-171.196) (-47.174,-104.852) (-3979.733,-9.986)      244.777
42    -972.04929 2028.44899 -581.48255 -5101.26457 1267.49739 -8460.23098       (-2416.396,-172.089) (-46.696,-104.532) (-3985.204,-9.414)      250.748
43    -971.15683 2023.89494 -580.90991 -5096.00389 1266.03229 -8455.31477       (-2418.459,-172.981) (-46.217,-104.212) (-3990.675,-8.841)      256.718
44    -970.26437 2019.34090 -580.33727 -5090.74322 1264.56719 -8450.39856       (-2420.521,-173.873) (-45.739,-103.893) (-3996.146,-8.268)      262.688
45    -969.37191 2014.78685 -579.76463 -5085.48254 1263.10208 -8445.48234       (-2422.584,-174.766) (-45.260,-103.573) (-4001.617,-7.696)      268.658
46    -968.47945 2010.23281 -579.19199 -5080.22186 1261.63698 -8440.56613       (-2424.646,-175.658) (-44.782,-103.253) (-4007.088,-7.123)      274.628
