Fol_.92_.txt     Output is probe cell, reduced cell, NCDist distance between
0    417.48554 300.36146 899.11353 -5155.72741 -2069.75792 -1162.93243       (-2558.581,-27.600) (-327.961,-100.194) (-89.524,-235.479)      2.27374e-13
1    414.50650 299.73251 898.12390 -5150.59414 -2067.78639 -1162.00404       (-2572.389,-33.259) (-332.991,-116.166) (-81.515,-224.483)      26.2316
2    411.52745 299.10356 897.13428 -5145.46088 -2065.81485 -1161.07566       (-2586.196,-38.917) (-338.021,-132.138) (-73.507,-213.488)      52.4632
3    408.54841 298.47461 896.14465 -5140.32762 -2063.84332 -1160.14728       (-2600.003,-44.576) (-343.050,-148.110) (-65.498,-202.492)      78.6948
4    405.56936 297.84566 895.15502 -5135.19436 -2061.87178 -1159.21890       (-2613.811,-50.235) (-348.080,-164.081) (-57.489,-191.497)      104.926
5    402.59031 297.21670 894.16540 -5130.06110 -2059.90024 -1158.29052       (-2627.618,-55.893) (-353.110,-180.053) (-49.480,-180.501)      131.158
6    399.61127 296.58775 893.17577 -5124.92784 -2057.92871 -1157.36214       (-2641.425,-61.552) (-358.140,-196.025) (-41.472,-169.506)      156.178
7    396.63222 295.95880 892.18614 -5119.79458 -2055.95717 -1156.43375       (-2655.233,-67.211) (-363.169,-211.996) (-33.463,-158.510)      163.295
8    393.65318 295.32985 891.19651 -5114.66132 -2053.98564 -1155.50537       (-2669.040,-72.869) (-368.199,-227.968) (-25.454,-147.515)      174.111
9    390.67413 294.70090 890.20689 -5109.52806 -2052.01410 -1154.57699       (-2682.847,-78.528) (-373.229,-243.940) (-17.445,-136.519)      187.991
10    387.69509 294.07195 889.21726 -5104.39480 -2050.04257 -1153.64861       (-2696.654,-84.186) (-378.258,-259.911) (-9.437,-125.524)      204.31
11    384.71604 293.44299 888.22763 -5099.26154 -2048.07103 -1152.72023       (-2710.462,-89.845) (-383.288,-275.883) (-1.428,-114.528)      222.533
12    381.73699 292.81404 887.23800 -5094.12828 -2046.09950 -1151.79184       (-381.737,-2717.688) (-88.923,-285.274) (-110.114,-6.581)      251.137
13    378.75795 292.18509 886.24838 -5088.99502 -2044.12796 -1150.86346       (-378.758,-2723.487) (-86.573,-293.237) (-107.127,-14.590)      253.649
14    375.77890 291.55614 885.25875 -5083.86175 -2042.15643 -1149.93508       (-375.779,-2729.285) (-84.223,-301.200) (-104.140,-22.598)      256.855
15    372.79986 290.92719 884.26912 -5078.72849 -2040.18489 -1149.00670       (-372.800,-2735.084) (-81.873,-309.163) (-101.153,-30.607)      260.73
16    369.82081 290.29823 883.27949 -5073.59523 -2038.21336 -1148.07832       (-369.821,-2740.883) (-79.523,-317.126) (-98.166,-38.616)      265.244
17    366.84176 289.66928 882.28987 -5068.46197 -2036.24182 -1147.14993       (-366.842,-2746.681) (-77.172,-325.089) (-95.180,-46.625)      270.367
18    363.86272 289.04033 881.30024 -5063.32871 -2034.27029 -1146.22155       (-363.863,-2752.480) (-74.822,-333.052) (-92.193,-54.633)      276.063
19    360.88367 288.41138 880.31061 -5058.19545 -2032.29875 -1145.29317       (-360.884,-2758.278) (-72.472,-341.015) (-89.206,-62.642)      282.298
20    357.90463 287.78243 879.32098 -5053.06219 -2030.32722 -1144.36479       (-357.905,-2764.077) (-70.122,-348.978) (-86.219,-70.651)      289.037
21    354.92558 287.15348 878.33136 -5047.92893 -2028.35568 -1143.43641       (-354.926,-2769.875) (-67.772,-356.941) (-83.233,-78.660)      296.247
22    351.94654 286.52452 877.34173 -5042.79567 -2026.38415 -1142.50802       (-351.947,-2775.674) (-65.422,-364.904) (-80.246,-86.668)      303.893
23    348.96749 285.89557 876.35210 -5037.66241 -2024.41261 -1141.57964       (-348.967,-2781.473) (-63.072,-372.866) (-77.259,-94.677)      309.649
24    345.98844 285.26662 875.36248 -5032.52915 -2022.44108 -1140.65126       (-345.988,-2787.271) (-60.722,-380.829) (-74.272,-102.686)      314.756
25    343.00940 284.63767 874.37285 -5027.39589 -2020.46954 -1139.72288       (-343.009,-2793.070) (-58.372,-388.792) (-71.286,-110.695)      320.357
26    340.03035 284.00872 873.38322 -5022.26263 -2018.49801 -1138.79450       (-340.030,-2798.868) (-56.022,-396.755) (-68.299,-118.703)      326.428
27    337.05131 283.37977 872.39359 -5017.12936 -2016.52647 -1137.86611       (-337.051,-2804.667) (-53.672,-404.718) (-65.312,-126.712)      332.943
28    334.07226 282.75081 871.40397 -5011.99610 -2014.55494 -1136.93773       (-334.072,-2810.465) (-51.321,-412.681) (-62.325,-134.721)      339.876
29    331.09322 282.12186 870.41434 -5006.86284 -2012.58340 -1136.00935       (-331.093,-2816.264) (-48.971,-420.644) (-59.338,-142.730)      347.202
30    328.11417 281.49291 869.42471 -5001.72958 -2010.61187 -1135.08097       (-328.114,-2822.063) (-46.621,-428.607) (-56.352,-150.738)      354.897
31    325.13512 280.86396 868.43508 -4996.59632 -2008.64033 -1134.15259       (-325.135,-2827.861) (-44.271,-436.570) (-53.365,-158.747)      362.937
32    322.15608 280.23501 867.44546 -4991.46306 -2006.66880 -1133.22421       (-322.156,-2833.660) (-41.921,-444.533) (-50.378,-166.756)      371.3
33    319.17703 279.60605 866.45583 -4986.32980 -2004.69726 -1132.29582       (-319.177,-2839.458) (-39.571,-452.496) (-47.391,-174.765)      379.965
34    316.19799 278.97710 865.46620 -4981.19654 -2002.72573 -1131.36744       (-316.198,-2845.257) (-37.221,-460.459) (-44.405,-182.773)      388.911
35    313.21894 278.34815 864.47657 -4976.06328 -2000.75419 -1130.43906       (-313.219,-2851.055) (-34.871,-468.422) (-41.418,-190.782)      398.119
36    310.23989 277.71920 863.48695 -4970.93002 -1998.78266 -1129.51068       (-310.240,-2856.854) (-32.521,-476.385) (-38.431,-198.791)      407.573
37    307.26085 277.09025 862.49732 -4965.79676 -1996.81112 -1128.58230       (-307.261,-2862.653) (-30.171,-484.348) (-35.444,-206.800)      417.254
38    304.28180 276.46130 861.50769 -4960.66350 -1994.83959 -1127.65391       (-304.282,-2868.451) (-27.821,-492.311) (-32.458,-214.809)      427.148
39    301.30276 275.83234 860.51806 -4955.53023 -1992.86805 -1126.72553       (-301.303,-2874.250) (-25.470,-500.274) (-29.471,-222.817)      437.24
40    298.32371 275.20339 859.52844 -4950.39697 -1990.89652 -1125.79715       (-298.324,-2880.048) (-23.120,-508.237) (-26.484,-230.826)      447.517
41    295.34467 274.57444 858.53881 -4945.26371 -1988.92498 -1124.86877       (-295.345,-2885.847) (-20.770,-516.200) (-23.497,-238.835)      457.966
42    292.36562 273.94549 857.54918 -4940.13045 -1986.95345 -1123.94039       (-292.366,-2891.645) (-18.420,-524.162) (-20.511,-246.844)      468.575
43    289.38657 273.31654 856.55956 -4934.99719 -1984.98191 -1123.01200       (-289.387,-2897.444) (-16.070,-532.125) (-17.524,-254.852)      479.335
44    286.40753 272.68759 855.56993 -4929.86393 -1983.01038 -1122.08362       (-286.408,-2903.243) (-13.720,-540.088) (-14.537,-262.861)      490.235
45    283.42848 272.05863 854.58030 -4924.73067 -1981.03884 -1121.15524       (-283.428,-2909.041) (-11.370,-548.051) (-11.550,-270.870)      501.266
46    280.44944 271.42968 853.59067 -4919.59741 -1979.06731 -1120.22686       (-280.449,-2914.840) (-9.020,-556.014) (-8.563,-278.879)      509.521
47    277.47039 270.80073 852.60105 -4914.46415 -1977.09577 -1119.29848       (-277.470,-2920.638) (-6.670,-563.977) (-5.577,-286.887)      517.36
48    274.49134 270.17178 851.61142 -4909.33089 -1975.12424 -1118.37009       (-274.491,-2926.437) (-4.320,-571.940) (-2.590,-294.896)      525.432
49    271.51230 269.54283 850.62179 -4904.19763 -1973.15270 -1117.44171       (-271.115,-1.573) (-2931.839,-579.506) (-0.397,-303.302)      533.205
50    268.53325 268.91388 849.63216 -4899.06437 -1971.18117 -1116.51333       (-0.381,-581.099) (-310.152,-3.384) (-2930.506,-268.533)      532.367
51    265.55421 268.28492 848.64254 -4893.93111 -1969.20963 -1115.58495       (-2.731,-583.088) (-313.461,-6.370) (-2925.630,-265.554)      528.14
52    262.57516 267.65597 847.65291 -4888.79784 -1967.23810 -1114.65657       (-5.081,-585.078) (-316.769,-9.357) (-2920.755,-262.575)      523.998
53    259.59612 267.02702 846.66328 -4883.66458 -1965.26656 -1113.72819       (-7.431,-587.067) (-320.078,-12.344) (-2915.880,-259.596)      519.942
54    256.61707 266.39807 845.67365 -4878.53132 -1963.29503 -1112.79980       (-9.781,-589.057) (-323.387,-15.331) (-2911.005,-256.617)      515.974
55    253.63802 265.76912 844.68403 -4873.39806 -1961.32349 -1111.87142       (-12.131,-591.046) (-326.695,-18.317) (-2906.130,-253.638)      512.096
56    250.65898 265.14016 843.69440 -4868.26480 -1959.35196 -1110.94304       (-14.481,-593.035) (-330.004,-21.304) (-2901.255,-250.659)      508.311
57    247.67993 264.51121 842.70477 -4863.13154 -1957.38042 -1110.01466       (-16.831,-595.025) (-333.312,-24.291) (-2896.380,-247.680)      504.621
58    244.70089 263.88226 841.71514 -4857.99828 -1955.40889 -1109.08628       (-19.181,-597.014) (-336.621,-27.278) (-2891.504,-244.701)      501.027
59    241.72184 263.25331 840.72552 -4852.86502 -1953.43735 -1108.15789       (-21.531,-599.004) (-339.929,-30.264) (-2886.629,-241.722)      497.531
