Fol_.80_.txt     Output is probe cell, reduced cell, NCDist distance between
0    870.72136  64.91123 660.44316 -1843.57671 -5230.99167 -1860.80591       (-2233.574,-64.911) (-595.532,-805.810) (-457.779,-54.452)      2.78475e-13
1    867.61395  64.25013 659.32382 -1841.79627 -5226.56206 -1858.99775       (-2236.937,-64.250) (-595.074,-803.364) (-458.899,-59.520)      6.69885
2    864.50655  63.58902 658.20447 -1840.01582 -5222.13244 -1857.18959       (-2240.299,-63.589) (-594.615,-800.918) (-460.018,-64.587)      13.3977
3    861.39915  62.92792 657.08513 -1838.23538 -5217.70283 -1855.38142       (-2243.662,-62.928) (-594.157,-798.471) (-461.137,-69.655)      20.0966
4    858.29175  62.26681 655.96579 -1836.45493 -5213.27322 -1853.57326       (-2247.025,-62.267) (-593.699,-796.025) (-462.257,-74.723)      26.7954
5    855.18434  61.60571 654.84645 -1834.67448 -5208.84361 -1851.76510       (-2250.388,-61.606) (-593.241,-793.579) (-463.376,-79.791)      33.4943
6    852.07694  60.94460 653.72711 -1832.89404 -5204.41400 -1849.95694       (-2253.751,-60.945) (-592.783,-791.132) (-464.495,-84.858)      40.1931
7    848.96954  60.28350 652.60777 -1831.11359 -5199.98439 -1848.14877       (-2257.113,-60.284) (-592.324,-788.686) (-465.615,-89.926)      46.892
8    845.86214  59.62240 651.48842 -1829.33315 -5195.55478 -1846.34061       (-2260.476,-59.622) (-591.866,-786.240) (-466.734,-94.994)      53.5908
9    842.75473  58.96129 650.36908 -1827.55270 -5191.12517 -1844.53245       (-2263.839,-58.961) (-591.408,-783.793) (-467.853,-100.062)      60.2897
10    839.64733  58.30019 649.24974 -1825.77225 -5186.69556 -1842.72429       (-2267.202,-58.300) (-590.950,-781.347) (-468.973,-105.129)      66.9885
11    836.53993  57.63908 648.13040 -1823.99181 -5182.26594 -1840.91613       (-2270.564,-57.639) (-590.491,-778.901) (-470.092,-110.197)      73.6874
12    833.43252  56.97798 647.01106 -1822.21136 -5177.83633 -1839.10796       (-2273.927,-56.978) (-590.033,-776.455) (-471.211,-115.265)      80.3863
13    830.32512  56.31687 645.89172 -1820.43092 -5173.40672 -1837.29980       (-2277.290,-56.317) (-589.575,-774.008) (-472.331,-120.333)      87.0851
14    827.21772  55.65577 644.77237 -1818.65047 -5168.97711 -1835.49164       (-2280.653,-55.656) (-589.117,-771.562) (-473.450,-125.400)      93.784
15    824.11032  54.99467 643.65303 -1816.87003 -5164.54750 -1833.68348       (-2284.015,-54.995) (-588.658,-769.116) (-474.569,-130.468)      100.483
16    821.00291  54.33356 642.53369 -1815.08958 -5160.11789 -1831.87532       (-2287.378,-54.334) (-588.200,-766.669) (-475.689,-135.536)      107.182
17    817.89551  53.67246 641.41435 -1813.30913 -5155.68828 -1830.06715       (-2290.741,-53.672) (-587.742,-764.223) (-476.808,-140.604)      113.881
18    814.78811  53.01135 640.29501 -1811.52869 -5151.25867 -1828.25899       (-2294.104,-53.011) (-587.284,-761.777) (-477.927,-145.671)      120.579
19    811.68071  52.35025 639.17567 -1809.74824 -5146.82905 -1826.45083       (-2297.467,-52.350) (-586.825,-759.330) (-479.047,-150.739)      127.278
20    808.57330  51.68914 638.05632 -1807.96780 -5142.39944 -1824.64267       (-2300.829,-51.689) (-586.367,-756.884) (-480.166,-155.807)      133.977
