Fol_.99_.txt     Output is probe cell, reduced cell, NCDist distance between
0    397.22313 785.97039 2649.47296 -9499.33989 -9236.65038 -1344.92693       (-65.280,-708.751) (-22.697,-4465.488) (-1516.081,-73.756)      4.54747e-13
1    396.75168 785.11829 2642.35087 -9491.34864 -9228.11395 -1343.60338       (-64.900,-705.690) (-23.549,-4469.963) (-1526.793,-73.285)      12.0517
2    396.28022 784.26619 2635.22879 -9483.35739 -9219.57751 -1342.27982       (-64.519,-702.629) (-24.401,-4474.438) (-1537.506,-72.813)      24.1034
3    395.80877 783.41409 2628.10671 -9475.36614 -9211.04108 -1340.95627       (-64.138,-699.569) (-25.253,-4478.913) (-1548.218,-72.342)      36.1551
4    395.33732 782.56198 2620.98462 -9467.37489 -9202.50464 -1339.63272       (-63.758,-696.508) (-26.105,-4483.388) (-1558.931,-71.871)      48.2068
5    394.86587 781.70988 2613.86254 -9459.38364 -9193.96820 -1338.30916       (-63.377,-693.448) (-26.957,-4487.863) (-1569.643,-71.399)      60.2585
6    394.39442 780.85778 2606.74045 -9451.39239 -9185.43177 -1336.98561       (-62.997,-690.387) (-27.809,-4492.338) (-1580.355,-70.928)      72.3102
7    393.92297 780.00567 2599.61837 -9443.40114 -9176.89533 -1335.66205       (-62.616,-687.326) (-28.661,-4496.813) (-1591.068,-70.456)      84.3619
8    393.45152 779.15357 2592.49629 -9435.40989 -9168.35889 -1334.33850       (-62.235,-684.266) (-29.513,-4501.288) (-1601.780,-69.985)      96.4136
9    392.98007 778.30147 2585.37420 -9427.41864 -9159.82246 -1333.01495       (-61.855,-681.205) (-30.366,-4505.763) (-1612.493,-69.513)      108.465
10    392.50862 777.44936 2578.25212 -9419.42739 -9151.28602 -1331.69139       (-61.474,-678.144) (-31.218,-4510.238) (-1623.205,-69.042)      120.517
11    392.03717 776.59726 2571.13004 -9411.43614 -9142.74959 -1330.36784       (-61.093,-675.084) (-32.070,-4514.713) (-1633.918,-68.570)      132.569
12    391.56572 775.74516 2564.00795 -9403.44489 -9134.21315 -1329.04428       (-60.713,-672.023) (-32.922,-4519.188) (-1644.630,-68.099)      144.62
