Fol_.62_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -767.50615 -495.03656 2009.02338 -4624.06921 -3261.50662 849.78027       (-363.601,-58.019) (-67.041,-140.293) (-475.954,-214.451)      0
1    -767.10184 -494.60813 2006.53591 -4619.49859 -3258.38228 848.71497       (-367.267,-58.888) (-69.946,-140.501) (-473.687,-213.606)      5.34107
2    -766.69753 -494.17971 2004.04845 -4614.92797 -3255.25794 847.64968       (-370.932,-59.758) (-72.850,-140.710) (-471.419,-212.760)      10.6821
3    -766.29322 -493.75129 2001.56098 -4610.35735 -3252.13360 846.58438       (-374.598,-60.627) (-75.754,-140.918) (-469.152,-211.915)      16.0232
4    -765.88891 -493.32286 1999.07352 -4605.78673 -3249.00926 845.51908       (-378.263,-61.496) (-78.659,-141.127) (-466.884,-211.070)      21.3643
5    -765.48460 -492.89444 1996.58605 -4601.21611 -3245.88493 844.45379       (-381.929,-62.366) (-81.563,-141.335) (-464.617,-210.224)      26.7053
6    -765.08029 -492.46602 1994.09859 -4596.64548 -3242.76059 843.38849       (-385.594,-63.235) (-84.468,-141.544) (-462.350,-209.379)      32.0464
7    -764.67598 -492.03759 1991.61112 -4592.07486 -3239.63625 842.32319       (-389.260,-64.105) (-87.372,-141.752) (-460.082,-208.534)      37.3875
8    -764.27168 -491.60917 1989.12366 -4587.50424 -3236.51191 841.25790       (-392.925,-64.974) (-90.276,-141.960) (-457.815,-207.688)      42.7285
9    -763.86737 -491.18075 1986.63619 -4582.93362 -3233.38757 840.19260       (-396.591,-65.844) (-93.181,-142.169) (-455.547,-206.843)      48.0696
10    -763.46306 -490.75232 1984.14873 -4578.36300 -3230.26324 839.12730       (-400.256,-66.713) (-96.085,-142.377) (-453.280,-205.998)      53.4107
11    -763.05875 -490.32390 1981.66126 -4573.79238 -3227.13890 838.06201       (-403.922,-67.583) (-98.989,-142.586) (-451.012,-205.152)      58.7517
12    -762.65444 -489.89547 1979.17380 -4569.22176 -3224.01456 836.99671       (-407.588,-68.452) (-101.894,-142.794) (-448.745,-204.307)      64.0928
13    -762.25013 -489.46705 1976.68633 -4564.65114 -3220.89022 835.93141       (-411.253,-69.321) (-104.798,-143.003) (-446.477,-203.462)      69.4339
14    -761.84582 -489.03863 1974.19886 -4560.08052 -3217.76588 834.86612       (-414.919,-70.191) (-107.702,-143.211) (-444.210,-202.616)      74.775
15    -761.44151 -488.61020 1971.71140 -4555.50989 -3214.64155 833.80082       (-418.584,-71.060) (-110.607,-143.420) (-441.942,-201.771)      80.116
16    -761.03720 -488.18178 1969.22393 -4550.93927 -3211.51721 832.73553       (-422.250,-71.930) (-113.511,-143.628) (-439.675,-200.926)      85.4571
17    -760.63289 -487.75336 1966.73647 -4546.36865 -3208.39287 831.67023       (-425.915,-72.799) (-116.416,-143.836) (-437.407,-200.080)      90.7982
18    -760.22858 -487.32493 1964.24900 -4541.79803 -3205.26853 830.60493       (-429.581,-73.669) (-119.320,-144.045) (-435.140,-199.235)      96.1392
19    -759.82427 -486.89651 1961.76154 -4537.22741 -3202.14419 829.53964       (-433.246,-74.538) (-122.224,-144.253) (-432.872,-198.390)      101.48
20    -759.41996 -486.46809 1959.27407 -4532.65679 -3199.01985 828.47434       (-436.912,-75.407) (-125.129,-144.462) (-430.605,-197.544)      106.821
21    -759.01565 -486.03966 1956.78661 -4528.08617 -3195.89552 827.40904       (-440.577,-76.277) (-128.033,-144.670) (-428.337,-196.699)      112.162
22    -758.61134 -485.61124 1954.29914 -4523.51555 -3192.77118 826.34375       (-444.243,-77.146) (-130.937,-144.879) (-426.070,-195.854)      117.503
23    -758.20703 -485.18281 1951.81168 -4518.94493 -3189.64684 825.27845       (-447.909,-78.016) (-133.842,-145.087) (-423.802,-195.008)      122.845
24    -757.80272 -484.75439 1949.32421 -4514.37431 -3186.52250 824.21315       (-451.574,-78.885) (-136.746,-145.296) (-421.535,-194.163)      128.186
25    -757.39841 -484.32597 1946.83675 -4509.80368 -3183.39816 823.14786       (-455.240,-79.755) (-139.650,-145.504) (-419.267,-193.318)      133.527
26    -756.99410 -483.89754 1944.34928 -4505.23306 -3180.27383 822.08256       (-458.905,-80.624) (-142.555,-145.713) (-417.000,-192.472)      138.868
27    -756.58980 -483.46912 1941.86182 -4500.66244 -3177.14949 821.01726       (-462.571,-81.494) (-145.459,-145.921) (-414.732,-191.627)      144.209
28    -756.18549 -483.04070 1939.37435 -4496.09182 -3174.02515 819.95197       (-466.236,-82.363) (-148.364,-146.129) (-412.465,-190.782)      149.55
29    -755.78118 -482.61227 1936.88689 -4491.52120 -3170.90081 818.88667       (-469.902,-83.232) (-151.268,-146.338) (-410.197,-189.937)      154.891
30    -755.37687 -482.18385 1934.39942 -4486.95058 -3167.77647 817.82138       (-473.567,-84.102) (-154.172,-146.546) (-407.930,-189.091)      160.232
31    -754.97256 -481.75543 1931.91195 -4482.37996 -3164.65214 816.75608       (-477.233,-84.971) (-157.077,-146.755) (-405.662,-188.246)      165.573
32    -754.56825 -481.32700 1929.42449 -4477.80934 -3161.52780 815.69078       (-480.898,-85.841) (-159.981,-146.963) (-403.395,-187.401)      170.914
33    -754.16394 -480.89858 1926.93702 -4473.23872 -3158.40346 814.62549       (-484.564,-86.710) (-162.885,-147.172) (-401.127,-186.555)      176.255
34    -753.75963 -480.47016 1924.44956 -4468.66809 -3155.27912 813.56019       (-488.230,-87.580) (-165.790,-147.380) (-398.860,-185.710)      181.596
35    -753.35532 -480.04173 1921.96209 -4464.09747 -3152.15478 812.49489       (-491.895,-88.449) (-168.694,-147.589) (-396.592,-184.865)      186.937
36    -752.95101 -479.61331 1919.47463 -4459.52685 -3149.03044 811.42960       (-495.561,-89.318) (-171.598,-147.797) (-394.325,-184.019)      192.278
37    -752.54670 -479.18488 1916.98716 -4454.95623 -3145.90611 810.36430       (-499.226,-90.188) (-174.503,-148.005) (-392.057,-183.174)      197.62
38    -752.14239 -478.75646 1914.49970 -4450.38561 -3142.78177 809.29900       (-502.892,-91.057) (-177.407,-148.214) (-389.790,-182.329)      202.961
39    -751.73808 -478.32804 1912.01223 -4445.81499 -3139.65743 808.23371       (-506.557,-91.927) (-180.312,-148.422) (-387.522,-181.483)      208.302
40    -751.33377 -477.89961 1909.52477 -4441.24437 -3136.53309 807.16841       (-510.223,-92.796) (-183.216,-148.631) (-385.255,-180.638)      212.237
41    -750.92946 -477.47119 1907.03730 -4436.67375 -3133.40875 806.10311       (-513.888,-93.666) (-186.120,-148.839) (-382.987,-179.793)      213.274
42    -750.52515 -477.04277 1904.54984 -4432.10313 -3130.28442 805.03782       (-517.554,-94.535) (-189.025,-149.048) (-380.720,-178.947)      214.438
43    -750.12084 -476.61434 1902.06237 -4427.53250 -3127.16008 803.97252       (-521.219,-95.404) (-191.929,-149.256) (-378.452,-178.102)      215.728
44    -749.71653 -476.18592 1899.57491 -4422.96188 -3124.03574 802.90723       (-524.885,-96.274) (-194.833,-149.465) (-376.185,-177.257)      217.143
