Fol_.45_.txt     Output is probe cell, reduced cell, NCDist distance between
0    437.33003   9.92129 1553.18509 -2717.69850 -5017.54885 -2102.08944       (-417.487,-388.672) (-259.175,-9.921) (-1227.429,-755.999)      0
1    436.50320   9.65192 1550.87360 -2715.39598 -5012.53621 -2101.21390       (-417.199,-386.351) (-265.080,-9.652) (-1228.208,-758.867)      7.01718
2    435.67637   9.38256 1548.56210 -2713.09347 -5007.52357 -2100.33837       (-416.911,-384.031) (-270.985,-9.383) (-1228.986,-761.736)      14.0344
3    434.84954   9.11319 1546.25060 -2710.79096 -5002.51093 -2099.46283       (-416.623,-381.710) (-276.890,-9.113) (-1229.764,-764.604)      21.0515
4    434.02271   8.84383 1543.93911 -2708.48844 -4997.49829 -2098.58730       (-416.335,-379.390) (-282.795,-8.844) (-1230.542,-767.472)      28.0687
5    433.19588   8.57446 1541.62761 -2706.18593 -4992.48565 -2097.71176       (-416.047,-377.069) (-288.700,-8.574) (-1231.320,-770.340)      35.0859
6    432.36906   8.30509 1539.31612 -2703.88342 -4987.47301 -2096.83623       (-415.759,-374.749) (-294.605,-8.305) (-1232.098,-773.208)      42.1031
7    431.54223   8.03573 1537.00462 -2701.58090 -4982.46037 -2095.96069       (-415.471,-372.428) (-300.510,-8.036) (-1232.876,-776.076)      49.1202
8    430.71540   7.76636 1534.69313 -2699.27839 -4977.44773 -2095.08515       (-415.183,-370.108) (-306.415,-7.766) (-1233.654,-778.945)      56.1374
9    429.88857   7.49700 1532.38163 -2696.97587 -4972.43509 -2094.20962       (-414.895,-367.787) (-312.320,-7.497) (-1234.432,-781.813)      63.1546
10    429.06174   7.22763 1530.07013 -2694.67336 -4967.42245 -2093.33408       (-414.606,-365.467) (-318.225,-7.228) (-1235.211,-784.681)      70.1718
11    428.23491   6.95826 1527.75864 -2692.37085 -4962.40981 -2092.45855       (-414.318,-363.146) (-324.130,-6.958) (-1235.989,-787.549)      77.1889
12    427.40808   6.68890 1525.44714 -2690.06833 -4957.39717 -2091.58301       (-414.030,-360.826) (-330.035,-6.689) (-1236.767,-790.417)      84.2061
