Fol_.77_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -289.28001 1187.19976 -442.83004 -2722.69519 539.46472 -2025.44772       (-96.011,-426.486) (-151.418,-57.539) (-39.095,-493.561)      0
1    -289.48450 1185.91526 -442.44436 -2720.00891 538.49780 -2023.57181       (-97.378,-429.121) (-149.768,-55.582) (-40.471,-495.782)      4.71021
2    -289.68898 1184.63077 -442.05869 -2717.32262 537.53089 -2021.69591       (-98.745,-431.755) (-148.118,-53.625) (-41.847,-498.003)      9.42041
3    -289.89347 1183.34627 -441.67301 -2714.63633 536.56397 -2019.82000       (-100.112,-434.390) (-146.468,-51.668) (-43.223,-500.223)      14.1306
4    -290.09795 1182.06178 -441.28733 -2711.95005 535.59705 -2017.94409       (-101.479,-437.024) (-144.819,-49.711) (-44.599,-502.444)      18.8408
5    -290.30244 1180.77728 -440.90166 -2709.26376 534.63013 -2016.06819       (-102.845,-439.659) (-143.169,-47.754) (-45.975,-504.665)      23.551
6    -290.50692 1179.49279 -440.51598 -2706.57748 533.66321 -2014.19228       (-104.212,-442.293) (-141.519,-45.797) (-47.351,-506.886)      28.2612
7    -290.71141 1178.20829 -440.13031 -2703.89119 532.69630 -2012.31638       (-105.579,-444.928) (-139.870,-43.839) (-48.727,-509.107)      32.9714
8    -290.91589 1176.92380 -439.74463 -2701.20490 531.72938 -2010.44047       (-106.946,-447.562) (-138.220,-41.882) (-50.102,-511.327)      37.6816
9    -291.12038 1175.63930 -439.35895 -2698.51862 530.76246 -2008.56456       (-108.313,-450.197) (-136.570,-39.925) (-51.478,-513.548)      42.3919
10    -291.32486 1174.35481 -438.97328 -2695.83233 529.79554 -2006.68866       (-109.680,-452.831) (-134.920,-37.968) (-52.854,-515.769)      47.1021
11    -291.52935 1173.07031 -438.58760 -2693.14605 528.82863 -2004.81275       (-111.047,-455.466) (-133.271,-36.011) (-54.230,-517.990)      51.8123
12    -291.73384 1171.78582 -438.20192 -2690.45976 527.86171 -2002.93685       (-112.414,-458.100) (-131.621,-34.054) (-55.606,-520.211)      56.5225
13    -291.93832 1170.50132 -437.81625 -2687.77347 526.89479 -2001.06094       (-113.781,-460.735) (-129.971,-32.097) (-56.982,-522.431)      61.2327
14    -292.14281 1169.21683 -437.43057 -2685.08719 525.92787 -1999.18503       (-115.148,-463.369) (-128.322,-30.140) (-58.358,-524.652)      65.9429
15    -292.34729 1167.93233 -437.04490 -2682.40090 524.96095 -1997.30913       (-116.515,-466.003) (-126.672,-28.182) (-59.734,-526.873)      70.6531
