Fol_.57_.txt     Output is probe cell, reduced cell, NCDist distance between
0    329.56315 1124.07201 296.05227 -2752.31231 -737.12102 -5245.95570       (-4.954,-275.138) (-2567.716,-73.041) (-33.511,-245.822)      4.54747e-13
1    328.98719 1122.94186 295.68281 -2749.59079 -736.65857 -5243.27478       (-6.979,-274.633) (-2568.491,-71.706) (-33.304,-249.850)      4.7965
2    328.41123 1121.81170 295.31335 -2746.86927 -736.19613 -5240.59386       (-9.003,-274.128) (-2569.266,-70.370) (-33.098,-253.878)      9.59299
3    327.83527 1120.68154 294.94388 -2744.14774 -735.73368 -5237.91294       (-11.028,-273.624) (-2570.040,-69.035) (-32.891,-257.907)      14.3895
4    327.25931 1119.55139 294.57442 -2741.42622 -735.27124 -5235.23201       (-13.053,-273.119) (-2570.815,-67.699) (-32.685,-261.935)      19.186
5    326.68335 1118.42123 294.20496 -2738.70470 -734.80879 -5232.55109       (-15.078,-272.614) (-2571.590,-66.364) (-32.478,-265.963)      23.9825
6    326.10739 1117.29108 293.83550 -2735.98317 -734.34635 -5229.87017       (-17.103,-272.109) (-2572.365,-65.029) (-32.272,-269.991)      28.779
7    325.53142 1116.16092 293.46603 -2733.26165 -733.88390 -5227.18925       (-19.128,-271.605) (-2573.140,-63.693) (-32.065,-274.019)      33.5755
8    324.95546 1115.03076 293.09657 -2730.54013 -733.42145 -5224.50833       (-21.153,-271.100) (-2573.915,-62.358) (-31.859,-278.047)      38.372
9    324.37950 1113.90061 292.72711 -2727.81861 -732.95901 -5221.82741       (-23.178,-270.595) (-2574.690,-61.022) (-31.652,-282.075)      40.9205
10    323.80354 1112.77045 292.35764 -2725.09708 -732.49656 -5219.14649       (-25.203,-270.090) (-2575.464,-59.687) (-31.446,-286.103)      41.4536
11    323.22758 1111.64030 291.98818 -2722.37556 -732.03412 -5216.46557       (-27.227,-269.586) (-2576.239,-58.351) (-31.239,-290.131)      42.5245
12    322.65162 1110.51014 291.61872 -2719.65404 -731.57167 -5213.78465       (-29.252,-269.081) (-2577.014,-57.016) (-31.033,-294.159)      44.0939
13    322.07565 1109.37999 291.24926 -2716.93251 -731.10923 -5211.10373       (-31.277,-268.576) (-2577.789,-55.681) (-30.826,-298.187)      46.111
14    321.49969 1108.24983 290.87979 -2714.21099 -730.64678 -5208.42281       (-33.302,-268.071) (-2578.564,-54.345) (-30.620,-302.215)      48.52
15    320.92373 1107.11967 290.51033 -2711.48947 -730.18433 -5205.74189       (-35.327,-267.567) (-2579.339,-53.010) (-30.413,-306.243)      51.2657
16    320.34777 1105.98952 290.14087 -2708.76794 -729.72189 -5203.06097       (-37.352,-267.062) (-2580.113,-51.674) (-30.207,-310.271)      54.297
17    319.77181 1104.85936 289.77141 -2706.04642 -729.25944 -5200.38005       (-39.377,-266.557) (-2580.888,-50.339) (-30.000,-314.299)      57.5688
18    319.19585 1103.72921 289.40194 -2703.32490 -728.79700 -5197.69912       (-41.402,-266.052) (-2581.663,-49.004) (-29.794,-318.327)      61.0425
19    318.61989 1102.59905 289.03248 -2700.60338 -728.33455 -5195.01820       (-43.427,-265.548) (-2582.438,-47.668) (-29.587,-322.355)      64.6856
20    318.04392 1101.46890 288.66302 -2697.88185 -727.87211 -5192.33728       (-45.452,-265.043) (-2583.213,-46.333) (-29.381,-326.383)      68.4709
21    317.46796 1100.33874 288.29355 -2695.16033 -727.40966 -5189.65636       (-47.476,-264.538) (-2583.988,-44.997) (-29.174,-330.411)      72.3762
22    316.89200 1099.20858 287.92409 -2692.43881 -726.94721 -5186.97544       (-49.501,-264.033) (-2584.763,-43.662) (-28.968,-334.439)      76.3832
23    316.31604 1098.07843 287.55463 -2689.71728 -726.48477 -5184.29452       (-51.526,-263.529) (-2585.537,-42.326) (-28.761,-338.467)      79.4923
