Fol_.87_.txt     Output is probe cell, reduced cell, NCDist distance between
0    7722.87418 4504.20065 4393.08939 -12965.70664 -19707.49415 -20111.22109       (-8.603,-2609.793) (-1.093,-243.743) (-3406.036,-20.232)      0
1    7715.13496 4496.28249 4388.69081 -12955.34036 -19687.78718 -20091.33373       (-6.768,-2612.555) (-16.813,-240.810) (-3479.709,-10.026)      75.8905
2    7707.39575 4488.36433 4384.29222 -12944.97408 -19668.08021 -20071.44636       (-7.789,-2622.013) (-26.931,-3544.499) (-231.181,-2.567)      134.053
3    7699.65653 4480.44618 4379.89364 -12934.60780 -19648.37325 -20051.55900       (-18.620,-2626.579) (-10.685,-3590.859) (-226.444,-11.661)      181.832
4    7691.91731 4472.52802 4375.49506 -12924.24152 -19628.66628 -20031.67163       (-7.742,-2628.578) (-11.015,-3634.653) (-224.274,-25.889)      224.498
5    7684.17810 4464.60987 4371.09648 -12913.87524 -19608.95931 -20011.78427       (-3.136,-2633.713) (-8.209,-218.968) (-3675.311,-36.980)      252.889
6    7676.43888 4456.69171 4366.69790 -12903.50896 -19589.25234 -19991.89690       (-208.259,-2.340) (-11.675,-3705.887) (-37.990,-2644.250)      298.575
7    7668.69966 4448.77356 4362.29932 -12893.14268 -19569.54537 -19972.00954       (-205.760,-12.888) (-12.004,-3728.254) (-30.791,-2646.579)      319.893
8    7660.96045 4440.85540 4357.90074 -12882.77640 -19549.83840 -19952.12217       (-203.260,-23.437) (-12.334,-3750.622) (-23.592,-2648.908)      341.822
9    7653.22123 4432.93725 4353.50215 -12872.41012 -19530.13143 -19932.23481       (-200.760,-33.985) (-12.664,-3772.989) (-16.393,-2651.236)      364.251
10    7645.48202 4425.01909 4349.10357 -12862.04384 -19510.42446 -19912.34744       (-198.260,-44.533) (-12.994,-3795.357) (-9.194,-2653.565)      387.094
11    7637.74280 4417.10094 4344.70499 -12851.67756 -19490.71750 -19892.46008       (-195.761,-55.082) (-13.323,-3817.724) (-1.996,-2655.893)      410.282
12    7630.00358 4409.18278 4340.30641 -12841.31128 -19471.01053 -19872.57271       (-188.058,-8.450) (-60.427,-3834.888) (-5.203,-2663.425)      403.823
13    7622.26437 4401.26463 4335.90783 -12830.94500 -19451.30356 -19852.68535       (-178.359,-1.581) (-63.776,-3850.057) (-12.402,-2672.953)      420.259
14    7614.52515 4393.34647 4331.50925 -12820.57872 -19431.59659 -19832.79798       (-173.949,-5.289) (-14.313,-3859.937) (-61.837,-2677.192)      458.192
15    7606.78594 4385.42832 4327.11067 -12810.21244 -19411.88962 -19812.91062       (-171.120,-12.158) (-14.642,-3868.236) (-58.318,-2679.850)      466.429
16    7599.04672 4377.51016 4322.71208 -12799.84616 -19392.18265 -19793.02325       (-168.290,-19.027) (-14.972,-3876.536) (-54.798,-2682.509)      474.819
17    7591.30750 4369.59201 4318.31350 -12789.47988 -19372.47568 -19773.13589       (-165.461,-25.896) (-15.302,-3884.835) (-51.279,-2685.167)      483.355
18    7583.56829 4361.67385 4313.91492 -12779.11360 -19352.76871 -19753.24852       (-162.631,-32.765) (-15.631,-3893.135) (-47.759,-2687.825)      492.029
19    7575.82907 4353.75570 4309.51634 -12768.74732 -19333.06174 -19733.36116       (-159.802,-39.634) (-15.961,-3901.434) (-44.239,-2690.484)      500.834
20    7568.08985 4345.83754 4305.11776 -12758.38103 -19313.35478 -19713.47379       (-156.972,-46.503) (-16.291,-3909.734) (-40.720,-2693.142)      509.763
21    7560.35064 4337.91939 4300.71918 -12748.01475 -19293.64781 -19693.58643       (-154.143,-53.372) (-16.621,-3918.033) (-37.200,-2695.801)      518.81
22    7552.61142 4330.00123 4296.32060 -12737.64847 -19273.94084 -19673.69906       (-151.313,-60.241) (-16.950,-3926.333) (-33.681,-2698.459)      527.968
23    7544.87221 4322.08308 4291.92201 -12727.28219 -19254.23387 -19653.81170       (-148.484,-67.110) (-17.280,-3934.632) (-30.161,-2701.117)      537.232
24    7537.13299 4314.16492 4287.52343 -12716.91591 -19234.52690 -19633.92433       (-145.654,-73.980) (-17.610,-3942.932) (-26.641,-2703.776)      546.597
25    7529.39377 4306.24677 4283.12485 -12706.54963 -19214.81993 -19614.03697       (-142.825,-80.849) (-17.940,-3951.231) (-23.122,-2706.434)      556.058
26    7521.65456 4298.32861 4278.72627 -12696.18335 -19195.11296 -19594.14960       (-139.995,-87.718) (-18.269,-3959.531) (-19.602,-2709.093)      565.609
27    7513.91534 4290.41046 4274.32769 -12685.81707 -19175.40599 -19574.26224       (-137.166,-94.587) (-18.599,-3967.830) (-16.083,-2711.751)      575.246
28    7506.17613 4282.49230 4269.92911 -12675.45079 -19155.69903 -19554.37487       (-134.337,-101.456) (-18.929,-3976.130) (-12.563,-2714.409)      584.966
29    7498.43691 4274.57415 4265.53053 -12665.08451 -19135.99206 -19534.48751       (-131.507,-108.325) (-19.259,-3984.429) (-9.044,-2717.068)      594.763
30    7490.69769 4266.65599 4261.13195 -12654.71823 -19116.28509 -19514.60014       (-128.678,-115.194) (-19.588,-3992.729) (-5.524,-2719.726)      604.634
31    7482.95848 4258.73784 4256.73336 -12644.35195 -19096.57812 -19494.71278       (-125.848,-122.063) (-19.918,-4001.028) (-2.004,-2722.384)      614.576
32    7475.21926 4250.81968 4252.33478 -12633.98567 -19076.87115 -19474.82541       (-18.733,-121.504) (-2726.558,-1.515) (-127.417,-4007.813)      584.577
33    7467.48005 4242.90153 4247.93620 -12623.61939 -19057.16418 -19454.93805       (-15.543,-115.155) (-2732.736,-5.035) (-130.767,-4012.592)      592.165
34    7459.74083 4234.98337 4243.53762 -12613.25311 -19037.45721 -19435.05068       (-12.353,-108.805) (-2738.914,-8.554) (-134.116,-4017.372)      599.923
35    7452.00161 4227.06521 4239.13904 -12602.88683 -19017.75024 -19415.16332       (-9.163,-102.456) (-2745.092,-12.074) (-137.466,-4022.152)      607.847
36    7444.26240 4219.14706 4234.74046 -12592.52055 -18998.04328 -19395.27595       (-5.973,-96.107) (-2751.270,-15.593) (-140.815,-4026.932)      615.928
37    7436.52318 4211.22890 4230.34188 -12582.15427 -18978.33631 -19375.38859       (-2.784,-89.758) (-2757.448,-19.113) (-144.165,-4031.712)      624.162
38    7428.78396 4203.31075 4225.94329 -12571.78799 -18958.62934 -19355.50122       (-83.816,-0.406) (-147.108,-2763.219) (-22.226,-4036.086)      670.499
39    7421.04475 4195.39259 4221.54471 -12561.42171 -18938.92237 -19335.61386       (-80.656,-3.596) (-147.268,-2766.207) (-22.556,-4037.676)      673.328
40    7413.30553 4187.47444 4217.14613 -12551.05543 -18919.21540 -19315.72649       (-77.497,-6.786) (-147.427,-2769.196) (-22.886,-4039.266)      676.195
41    7405.56632 4179.55628 4212.74755 -12540.68915 -18899.50843 -19295.83913       (-74.338,-9.976) (-147.587,-2772.184) (-23.215,-4040.856)      679.098
42    7397.82710 4171.63813 4208.34897 -12530.32287 -18879.80146 -19275.95176       (-71.179,-13.166) (-147.747,-2775.172) (-23.545,-4042.446)      682.038
43    7390.08788 4163.71997 4203.95039 -12519.95659 -18860.09449 -19256.06440       (-68.020,-16.355) (-147.907,-2778.160) (-23.875,-4044.036)      685.014
44    7382.34867 4155.80182 4199.55181 -12509.59031 -18840.38753 -19236.17703       (-64.860,-19.545) (-148.066,-2781.148) (-24.205,-4045.626)      688.026
45    7374.60945 4147.88366 4195.15322 -12499.22403 -18820.68056 -19216.28967       (-61.701,-22.735) (-148.226,-2784.136) (-24.534,-4047.216)      691.073
