Fol_.85_.txt     Output is probe cell, reduced cell, NCDist distance between
0    3135.69414 5089.28380 4265.65833 -14528.75426 -15038.49938 -14669.64370       (-309.946,-908.154) (-84.528,-2326.053) (-4181.130,-1045.436)      0
1    3131.50882 5084.10481 4260.47934 -14518.39628 -15025.77421 -14655.26962       (-316.288,-913.333) (-89.707,-2334.044) (-4170.772,-1039.263)      17.4099
2    3127.32351 5078.92582 4255.30035 -14508.03829 -15013.04903 -14640.89555       (-322.630,-918.512) (-94.886,-2342.034) (-4160.414,-1033.091)      34.8199
3    3123.13819 5073.74683 4250.12136 -14497.68031 -15000.32386 -14626.52148       (-328.972,-923.691) (-100.065,-2350.025) (-4150.056,-1026.918)      52.2298
4    3118.95287 5068.56784 4244.94237 -14487.32233 -14987.59869 -14612.14741       (-335.314,-928.870) (-105.244,-2358.016) (-4139.698,-1020.745)      69.6397
5    3114.76756 5063.38885 4239.76337 -14476.96435 -14974.87352 -14597.77334       (-341.656,-934.049) (-110.423,-2366.007) (-4129.340,-1014.573)      87.0497
6    3110.58224 5058.20986 4234.58438 -14466.60637 -14962.14835 -14583.39927       (-347.997,-939.228) (-115.602,-2373.997) (-4118.982,-1008.400)      104.46
7    3106.39693 5053.03087 4229.40539 -14456.24838 -14949.42317 -14569.02519       (-354.339,-944.407) (-120.781,-2381.988) (-4108.624,-1002.227)      121.87
8    3102.21161 5047.85187 4224.22640 -14445.89040 -14936.69800 -14554.65112       (-360.681,-949.586) (-125.960,-2389.979) (-4098.266,-996.055)      139.279
9    3098.02630 5042.67288 4219.04741 -14435.53242 -14923.97283 -14540.27705       (-367.023,-954.765) (-131.139,-2397.970) (-4087.908,-989.882)      156.689
10    3093.84098 5037.49389 4213.86842 -14425.17444 -14911.24766 -14525.90298       (-373.365,-959.944) (-136.318,-2405.961) (-4077.550,-983.709)      174.099
11    3089.65567 5032.31490 4208.68943 -14414.81645 -14898.52249 -14511.52891       (-379.707,-965.123) (-141.497,-2413.951) (-4067.192,-977.537)      191.509
12    3085.47035 5027.13591 4203.51044 -14404.45847 -14885.79731 -14497.15484       (-386.049,-970.302) (-146.676,-2421.942) (-4056.834,-971.364)      208.919
13    3081.28504 5021.95692 4198.33145 -14394.10049 -14873.07214 -14482.78076       (-392.391,-975.481) (-151.855,-2429.933) (-4046.476,-965.191)      226.329
14    3077.09972 5016.77793 4193.15245 -14383.74251 -14860.34697 -14468.40669       (-398.733,-980.660) (-157.034,-2437.924) (-4036.118,-959.019)      243.739
15    3072.91441 5011.59894 4187.97346 -14373.38452 -14847.62180 -14454.03262       (-405.074,-985.839) (-162.213,-2445.915) (-4025.760,-952.846)      261.149
16    3068.72909 5006.41995 4182.79447 -14363.02654 -14834.89663 -14439.65855       (-411.416,-991.018) (-167.392,-2453.905) (-4015.402,-946.673)      278.559
17    3064.54378 5001.24095 4177.61548 -14352.66856 -14822.17146 -14425.28448       (-417.758,-996.197) (-172.571,-2461.896) (-4005.044,-940.501)      295.969
18    3060.35846 4996.06196 4172.43649 -14342.31058 -14809.44628 -14410.91041       (-424.100,-1001.376) (-177.750,-2469.887) (-3994.686,-934.328)      313.379
19    3056.17315 4990.88297 4167.25750 -14331.95260 -14796.72111 -14396.53633       (-430.442,-1006.555) (-182.929,-2477.878) (-3984.328,-928.155)      330.789
20    3051.98783 4985.70398 4162.07851 -14321.59461 -14783.99594 -14382.16226       (-436.784,-1011.734) (-188.108,-2485.869) (-3973.970,-921.983)      348.199
21    3047.80251 4980.52499 4156.89952 -14311.23663 -14771.27077 -14367.78819       (-443.126,-1016.913) (-193.287,-2493.859) (-3963.612,-915.810)      365.609
22    3043.61720 4975.34600 4151.72053 -14300.87865 -14758.54560 -14353.41412       (-449.468,-1022.092) (-198.466,-2501.850) (-3953.254,-909.637)      383.019
23    3039.43188 4970.16701 4146.54153 -14290.52067 -14745.82042 -14339.04005       (-455.810,-1027.271) (-203.645,-2509.841) (-3942.896,-903.465)      400.429
24    3035.24657 4964.98802 4141.36254 -14280.16268 -14733.09525 -14324.66598       (-462.152,-1032.450) (-208.824,-2517.832) (-3932.538,-897.292)      417.838
25    3031.06125 4959.80903 4136.18355 -14269.80470 -14720.37008 -14310.29190       (-468.493,-1037.629) (-214.003,-2525.823) (-3922.180,-891.119)      435.248
26    3026.87594 4954.63003 4131.00456 -14259.44672 -14707.64491 -14295.91783       (-474.835,-1042.808) (-219.182,-2533.813) (-3911.822,-884.947)      452.658
27    3022.69062 4949.45104 4125.82557 -14249.08874 -14694.91974 -14281.54376       (-481.177,-1047.987) (-224.361,-2541.804) (-3901.464,-878.774)      470.068
28    3018.50531 4944.27205 4120.64658 -14238.73076 -14682.19457 -14267.16969       (-487.519,-1053.166) (-229.540,-2549.795) (-3891.107,-872.601)      487.478
29    3014.31999 4939.09306 4115.46759 -14228.37277 -14669.46939 -14252.79562       (-493.861,-1058.345) (-234.719,-2557.786) (-3880.749,-866.429)      504.888
30    3010.13468 4933.91407 4110.28860 -14218.01479 -14656.74422 -14238.42155       (-500.203,-1063.524) (-239.898,-2565.776) (-3870.391,-860.256)      522.298
31    3005.94936 4928.73508 4105.10961 -14207.65681 -14644.01905 -14224.04747       (-506.545,-1068.703) (-245.077,-2573.767) (-3860.033,-854.083)      539.708
32    3001.76405 4923.55609 4099.93061 -14197.29883 -14631.29388 -14209.67340       (-512.887,-1073.882) (-250.256,-2581.758) (-3849.675,-847.911)      557.118
33    2997.57873 4918.37710 4094.75162 -14186.94084 -14618.56871 -14195.29933       (-519.229,-1079.061) (-255.435,-2589.749) (-3839.317,-841.738)      574.528
34    2993.39342 4913.19811 4089.57263 -14176.58286 -14605.84353 -14180.92526       (-525.570,-1084.239) (-260.614,-2597.740) (-3828.959,-835.565)      591.938
35    2989.20810 4908.01911 4084.39364 -14166.22488 -14593.11836 -14166.55119       (-531.912,-1089.418) (-265.793,-2605.730) (-3818.601,-829.393)      609.348
36    2985.02278 4902.84012 4079.21465 -14155.86690 -14580.39319 -14152.17712       (-538.254,-1094.597) (-270.972,-2613.721) (-3808.243,-823.220)      626.758
37    2980.83747 4897.66113 4074.03566 -14145.50892 -14567.66802 -14137.80304       (-544.596,-1099.776) (-276.151,-2621.712) (-3797.885,-817.047)      644.168
38    2976.65215 4892.48214 4068.85667 -14135.15093 -14554.94285 -14123.42897       (-550.938,-1104.955) (-281.330,-2629.703) (-3787.527,-810.875)      661.578
39    2972.46684 4887.30315 4063.67768 -14124.79295 -14542.21768 -14109.05490       (-557.280,-1110.134) (-286.509,-2637.694) (-3777.169,-804.702)      678.988
