Fol_.49_.txt     Output is probe cell, reduced cell, NCDist distance between
0    2886.23619 2393.11625 1928.80372 -5915.88157 -7761.98223 -10119.70732       (-176.564,-640.877) (-348.454,-848.929) (-618.243,-158.278)      0
1    2882.72820 2390.54399 1926.52418 -5910.11820 -7754.85399 -10110.42726       (-174.764,-638.784) (-352.129,-851.623) (-620.792,-158.710)      5.92173
2    2879.22021 2387.97174 1924.24465 -5904.35483 -7747.72576 -10101.14720       (-172.964,-636.691) (-355.804,-854.317) (-623.341,-159.142)      11.8435
3    2875.71223 2385.39949 1921.96511 -5898.59146 -7740.59753 -10091.86715       (-171.164,-634.598) (-359.479,-857.011) (-625.891,-159.575)      17.7652
4    2872.20424 2382.82723 1919.68557 -5892.82810 -7733.46929 -10082.58709       (-169.364,-632.505) (-363.153,-859.704) (-628.440,-160.007)      23.6869
5    2868.69625 2380.25498 1917.40603 -5887.06473 -7726.34106 -10073.30703       (-167.563,-630.412) (-366.828,-862.398) (-630.989,-160.439)      29.6086
6    2865.18827 2377.68273 1915.12650 -5881.30136 -7719.21282 -10064.02697       (-165.763,-628.319) (-370.503,-865.092) (-633.538,-160.871)      34.7141
7    2861.68028 2375.11048 1912.84696 -5875.53800 -7712.08459 -10054.74691       (-163.963,-626.227) (-374.178,-867.786) (-636.088,-161.303)      37.002
8    2858.17229 2372.53822 1910.56742 -5869.77463 -7704.95636 -10045.46685       (-162.163,-624.134) (-377.852,-870.480) (-638.637,-161.736)      40.042
9    2854.66431 2369.96597 1908.28788 -5864.01126 -7697.82812 -10036.18680       (-160.363,-622.041) (-381.527,-873.173) (-641.186,-162.168)      43.6773
10    2851.15632 2367.39372 1906.00834 -5858.24789 -7690.69989 -10026.90674       (-158.562,-619.948) (-385.202,-875.867) (-643.736,-162.600)      47.7722
11    2847.64833 2364.82146 1903.72881 -5852.48453 -7683.57166 -10017.62668       (-156.762,-617.855) (-388.877,-878.561) (-646.285,-163.032)      52.2188
12    2844.14035 2362.24921 1901.44927 -5846.72116 -7676.44342 -10008.34662       (-154.962,-615.762) (-392.551,-881.255) (-648.834,-163.465)      56.9346
