Fol_.93_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -4897.84841 903.56882 4059.55031 -9786.94411 -9076.35062 -4744.46328       (-2798.031,-764.275) (-3920.256,-817.956) (-139.294,-5037.143)      1.01685e-12
1    -4897.98784 898.74017 4054.72166 -9777.28680 -9068.08396 -4742.51490       (-2815.398,-769.103) (-3925.085,-829.004) (-129.637,-5027.625)      25.5759
2    -4898.12727 893.91152 4049.89300 -9767.62949 -9059.81730 -4740.56652       (-2832.764,-773.932) (-3929.913,-840.052) (-119.980,-5018.107)      51.1519
3    -4898.26671 889.08286 4045.06435 -9757.97219 -9051.55064 -4738.61814       (-2850.130,-778.761) (-3934.742,-851.100) (-110.322,-5008.589)      76.7278
4    -4898.40614 884.25421 4040.23570 -9748.31488 -9043.28398 -4736.66976       (-2867.496,-783.589) (-3939.571,-862.148) (-100.665,-4999.071)      102.304
5    -4898.54557 879.42556 4035.40704 -9738.65757 -9035.01731 -4734.72138       (-2884.863,-788.418) (-3944.399,-873.196) (-91.008,-4989.553)      127.88
6    -4898.68501 874.59690 4030.57839 -9729.00026 -9026.75065 -4732.77300       (-2902.229,-793.247) (-3949.228,-884.244) (-81.350,-4980.035)      153.456
7    -4898.82444 869.76825 4025.74974 -9719.34296 -9018.48399 -4730.82462       (-2919.595,-798.075) (-3954.057,-895.292) (-71.693,-4970.517)      179.032
8    -4898.96387 864.93959 4020.92108 -9709.68565 -9010.21733 -4728.87624       (-2936.961,-802.904) (-3958.885,-906.339) (-62.036,-4961.000)      204.608
9    -4899.10331 860.11094 4016.09243 -9700.02834 -9001.95067 -4726.92786       (-2954.328,-807.733) (-3963.714,-917.387) (-52.378,-4951.482)      230.183
10    -4899.24274 855.28229 4011.26378 -9690.37104 -8993.68401 -4724.97948       (-2971.694,-812.561) (-3968.543,-928.435) (-42.721,-4941.964)      255.759
11    -4899.38218 850.45363 4006.43512 -9680.71373 -8985.41735 -4723.03110       (-2989.060,-817.390) (-3973.371,-939.483) (-33.064,-4932.446)      281.335
12    -4899.52161 845.62498 4001.60647 -9671.05642 -8977.15068 -4721.08272       (-3006.426,-822.219) (-3978.200,-950.531) (-23.406,-4922.928)      306.911
13    -4899.66104 840.79633 3996.77781 -9661.39911 -8968.88402 -4719.13434       (-3023.793,-827.047) (-3983.029,-961.579) (-13.749,-4913.410)      332.487
14    -4899.80048 835.96767 3991.94916 -9651.74181 -8960.61736 -4717.18596       (-3041.159,-831.876) (-3987.857,-972.627) (-4.092,-4903.892)      358.063
15    -4899.93991 831.13902 3987.12051 -9642.08450 -8952.35070 -4715.23758       (-3052.960,-3987.121) (-831.139,-978.110) (-5.565,-4899.940)      373.347
16    -4900.07934 826.31037 3982.29185 -9632.42719 -8944.08404 -4713.28920       (-3060.668,-3982.292) (-826.310,-979.500) (-15.223,-4900.079)      381.357
17    -4900.21878 821.48171 3977.46320 -9622.76988 -8935.81738 -4711.34082       (-3068.377,-3977.463) (-821.482,-980.891) (-24.880,-4900.219)      389.72
18    -4900.35821 816.65306 3972.63455 -9613.11258 -8927.55072 -4709.39244       (-3076.086,-3972.635) (-816.653,-982.282) (-34.537,-4900.358)      398.412
19    -4900.49764 811.82440 3967.80589 -9603.45527 -8919.28405 -4707.44406       (-3083.795,-3967.806) (-811.824,-983.672) (-44.195,-4900.498)      407.412
20    -4900.63708 806.99575 3962.97724 -9593.79796 -8911.01739 -4705.49568       (-3091.504,-3962.977) (-806.996,-985.063) (-53.852,-4900.637)      416.702
21    -4900.77651 802.16710 3958.14859 -9584.14066 -8902.75073 -4703.54730       (-3099.213,-3958.149) (-802.167,-986.454) (-63.509,-4900.777)      426.261
22    -4900.91595 797.33844 3953.31993 -9574.48335 -8894.48407 -4701.59892       (-3106.922,-3953.320) (-797.338,-987.844) (-73.167,-4900.916)      436.072
23    -4901.05538 792.50979 3948.49128 -9564.82604 -8886.21741 -4699.65054       (-3114.631,-3948.491) (-792.510,-989.235) (-82.824,-4901.055)      446.119
24    -4901.19481 787.68114 3943.66262 -9555.16873 -8877.95075 -4697.70216       (-3122.340,-3943.663) (-787.681,-990.625) (-92.481,-4901.195)      456.386
25    -4901.33425 782.85248 3938.83397 -9545.51143 -8869.68409 -4695.75378       (-3130.049,-3938.834) (-782.852,-992.016) (-102.139,-4901.334)      466.858
26    -4901.47368 778.02383 3934.00532 -9535.85412 -8861.41742 -4693.80540       (-3137.758,-3934.005) (-778.024,-993.407) (-111.796,-4901.474)      477.522
27    -4901.61311 773.19518 3929.17666 -9526.19681 -8853.15076 -4691.85702       (-3145.467,-3929.177) (-773.195,-994.797) (-121.453,-4901.613)      488.365
28    -4901.75255 768.36652 3924.34801 -9516.53951 -8844.88410 -4689.90864       (-3153.176,-3924.348) (-768.367,-996.188) (-131.110,-4901.753)      499.376
29    -4901.89198 763.53787 3919.51936 -9506.88220 -8836.61744 -4687.96026       (-3160.885,-3919.519) (-763.538,-997.579) (-140.768,-4901.892)      510.544
30    -4902.03141 758.70921 3914.69070 -9497.22489 -8828.35078 -4686.01188       (-3168.593,-3914.691) (-758.709,-998.969) (-150.425,-4902.031)      521.858
