Fol_.54_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -1940.19250 324.34309 736.94971 -1935.77464 -4001.95716 -2507.94224       (-1672.445,-137.532) (-550.139,-2341.247) (-186.811,-2127.003)      1.01685e-12
1    -1940.37949 323.46773 736.07435 -1934.02393 -4000.29479 -2507.10591       (-1675.110,-138.407) (-551.014,-2343.086) (-185.060,-2125.440)      4.18659
2    -1940.56649 322.59237 735.19900 -1932.27322 -3998.63242 -2506.26958       (-1677.775,-139.283) (-551.889,-2344.925) (-183.310,-2123.876)      8.37319
3    -1940.75349 321.71702 734.32364 -1930.52250 -3996.97004 -2505.43324       (-1680.440,-140.158) (-552.765,-2346.764) (-181.559,-2122.312)      12.5598
4    -1940.94049 320.84166 733.44828 -1928.77179 -3995.30767 -2504.59691       (-1683.105,-141.034) (-553.640,-2348.603) (-179.808,-2120.749)      16.7464
5    -1941.12749 319.96630 732.57293 -1927.02107 -3993.64530 -2503.76058       (-1685.771,-141.909) (-554.516,-2350.442) (-178.057,-2119.185)      20.933
6    -1941.31448 319.09094 731.69757 -1925.27036 -3991.98292 -2502.92424       (-1688.436,-142.784) (-555.391,-2352.281) (-176.307,-2117.621)      25.1196
7    -1941.50148 318.21559 730.82221 -1923.51964 -3990.32055 -2502.08791       (-1691.101,-143.660) (-556.266,-2354.120) (-174.556,-2116.057)      29.3062
8    -1941.68848 317.34023 729.94685 -1921.76893 -3988.65818 -2501.25158       (-1693.766,-144.535) (-557.142,-2355.959) (-172.805,-2114.494)      33.4928
9    -1941.87548 316.46487 729.07150 -1920.01821 -3986.99581 -2500.41524       (-1696.431,-145.410) (-558.017,-2357.798) (-171.055,-2112.930)      37.6793
10    -1942.06248 315.58952 728.19614 -1918.26750 -3985.33343 -2499.57891       (-1699.096,-146.286) (-558.892,-2359.637) (-169.304,-2111.366)      41.8659
11    -1942.24947 314.71416 727.32078 -1916.51679 -3983.67106 -2498.74258       (-1701.761,-147.161) (-559.768,-2361.476) (-167.553,-2109.803)      46.0525
12    -1942.43647 313.83880 726.44543 -1914.76607 -3982.00869 -2497.90624       (-1704.426,-148.036) (-560.643,-2363.315) (-165.802,-2108.239)      50.2391
13    -1942.62347 312.96344 725.57007 -1913.01536 -3980.34632 -2497.06991       (-1707.091,-148.912) (-561.518,-2365.155) (-164.052,-2106.675)      54.4257
14    -1942.81047 312.08809 724.69471 -1911.26464 -3978.68394 -2496.23358       (-1709.756,-149.787) (-562.394,-2366.994) (-162.301,-2105.111)      58.6123
15    -1942.99747 311.21273 723.81935 -1909.51393 -3977.02157 -2495.39724       (-1712.422,-150.662) (-563.269,-2368.833) (-160.550,-2103.548)      62.7989
16    -1943.18446 310.33737 722.94400 -1907.76321 -3975.35920 -2494.56091       (-1715.087,-151.538) (-564.144,-2370.672) (-158.800,-2101.984)      66.9855
17    -1943.37146 309.46201 722.06864 -1906.01250 -3973.69682 -2493.72458       (-1717.752,-152.413) (-565.020,-2372.511) (-157.049,-2100.420)      71.1721
18    -1943.55846 308.58666 721.19328 -1904.26178 -3972.03445 -2492.88824       (-1720.417,-153.289) (-565.895,-2374.350) (-155.298,-2098.857)      75.3587
19    -1943.74546 307.71130 720.31792 -1902.51107 -3970.37208 -2492.05191       (-1723.082,-154.164) (-566.771,-2376.189) (-153.547,-2097.293)      79.5453
20    -1943.93246 306.83594 719.44257 -1900.76036 -3968.70971 -2491.21558       (-1725.747,-155.039) (-567.646,-2378.028) (-151.797,-2095.729)      83.7319
21    -1944.11945 305.96059 718.56721 -1899.00964 -3967.04733 -2490.37924       (-1728.412,-155.915) (-568.521,-2379.867) (-150.046,-2094.165)      87.9185
