Fol_.63_.txt     Output is probe cell, reduced cell, NCDist distance between
0    381.71190 277.20908 1033.61042 -2094.15979 -2896.09529 -779.12405       (-87.928,-36.803) (-15.700,-114.052) (-67.700,-4.462)      0
1    381.24179 276.91588 1032.50801 -2092.10037 -2893.31046 -778.34861       (-88.250,-36.534) (-15.865,-114.597) (-67.792,-4.646)      0.736596
2    380.77168 276.62267 1031.40560 -2090.04096 -2890.52563 -777.57318       (-88.571,-36.265) (-16.030,-115.142) (-67.884,-4.830)      1.47319
3    380.30157 276.32947 1030.30318 -2087.98154 -2887.74080 -776.79774       (-88.892,-35.996) (-16.195,-115.688) (-67.976,-5.014)      2.20979
4    379.83146 276.03627 1029.20077 -2085.92213 -2884.95597 -776.02230       (-89.214,-35.727) (-16.359,-116.233) (-68.068,-5.198)      2.94639
5    379.36135 275.74307 1028.09836 -2083.86271 -2882.17114 -775.24686       (-89.535,-35.458) (-16.524,-116.778) (-68.160,-5.382)      3.68298
6    378.89124 275.44986 1026.99594 -2081.80329 -2879.38632 -774.47142       (-89.857,-35.189) (-16.689,-117.324) (-68.252,-5.566)      4.41958
7    378.42113 275.15666 1025.89353 -2079.74388 -2876.60149 -773.69599       (-90.178,-34.920) (-16.854,-117.869) (-68.344,-5.751)      5.15617
8    377.95102 274.86346 1024.79112 -2077.68446 -2873.81666 -772.92055       (-90.500,-34.651) (-17.019,-118.414) (-68.436,-5.935)      5.89277
9    377.48091 274.57026 1023.68871 -2075.62504 -2871.03183 -772.14511       (-90.821,-34.382) (-17.183,-118.960) (-68.528,-6.119)      6.62937
10    377.01080 274.27705 1022.58629 -2073.56563 -2868.24700 -771.36967       (-91.143,-34.113) (-17.348,-119.505) (-68.620,-6.303)      7.36596
11    376.54069 273.98385 1021.48388 -2071.50621 -2865.46217 -770.59424       (-91.464,-33.844) (-17.513,-120.050) (-68.712,-6.487)      8.10256
12    376.07058 273.69065 1020.38147 -2069.44680 -2862.67735 -769.81880       (-91.786,-33.576) (-17.678,-120.595) (-68.804,-6.671)      8.83916
13    375.60047 273.39745 1019.27906 -2067.38738 -2859.89252 -769.04336       (-92.107,-33.307) (-17.842,-121.141) (-68.896,-6.856)      9.57575
14    375.13036 273.10424 1018.17664 -2065.32796 -2857.10769 -768.26792       (-92.429,-33.038) (-18.007,-121.686) (-68.989,-7.040)      10.3123
15    374.66025 272.81104 1017.07423 -2063.26855 -2854.32286 -767.49248       (-92.750,-32.769) (-18.172,-122.231) (-69.081,-7.224)      11.0489
16    374.19014 272.51784 1015.97182 -2061.20913 -2851.53803 -766.71705       (-93.072,-32.500) (-18.337,-122.777) (-69.173,-7.408)      11.7855
17    373.72003 272.22464 1014.86940 -2059.14971 -2848.75320 -765.94161       (-93.393,-32.231) (-18.502,-123.322) (-69.265,-7.592)      12.5221
