Fol_.97_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -80.51197 -426.67959 3820.98142 -9992.35798 -7605.78380 -1565.15370       (-3740.469,-346.168) (-2430.907,-80.512) (-44.333,-1645.666)      1.87497e-12
1    -84.17559 -428.68582 3817.11224 -9982.70213 -7598.25100 -1565.23429       (-3732.937,-344.510) (-2432.653,-84.176) (-48.202,-1649.410)      10.2446
2    -87.83921 -430.69206 3813.24305 -9973.04628 -7590.71819 -1565.31488       (-3725.404,-342.853) (-2434.399,-87.839) (-52.071,-1653.154)      20.4891
3    -91.50283 -432.69829 3809.37387 -9963.39044 -7583.18539 -1565.39547       (-3717.871,-341.195) (-2436.146,-91.503) (-55.940,-1656.898)      30.7337
4    -95.16645 -434.70452 3805.50469 -9953.73459 -7575.65258 -1565.47607       (-3710.338,-339.538) (-2437.892,-95.166) (-59.810,-1660.643)      40.9782
5    -98.83007 -436.71076 3801.63550 -9944.07874 -7568.11978 -1565.55666       (-3702.805,-337.881) (-2439.638,-98.830) (-63.679,-1664.387)      51.2228
6    -102.49369 -438.71699 3797.76632 -9934.42290 -7560.58697 -1565.63725       (-3695.273,-336.223) (-2441.384,-102.494) (-67.548,-1668.131)      61.4673
7    -106.15731 -440.72323 3793.89714 -9924.76705 -7553.05417 -1565.71784       (-3687.740,-334.566) (-2443.130,-106.157) (-71.417,-1671.875)      71.7119
8    -109.82093 -442.72946 3790.02795 -9915.11121 -7545.52136 -1565.79844       (-3680.207,-332.909) (-2444.876,-109.821) (-75.286,-1675.619)      81.9564
9    -113.48456 -444.73569 3786.15877 -9905.45536 -7537.98856 -1565.87903       (-3672.674,-331.251) (-2446.622,-113.485) (-79.156,-1679.364)      92.201
10    -117.14818 -446.74193 3782.28959 -9895.79951 -7530.45575 -1565.95962       (-3665.141,-329.594) (-2448.369,-117.148) (-83.025,-1683.108)      102.446
11    -120.81180 -448.74816 3778.42040 -9886.14367 -7522.92295 -1566.04021       (-3657.609,-327.936) (-2450.115,-120.812) (-86.894,-1686.852)      112.69
12    -124.47542 -450.75439 3774.55122 -9876.48782 -7515.39014 -1566.12081       (-3650.076,-326.279) (-2451.861,-124.475) (-90.763,-1690.596)      122.935
13    -128.13904 -452.76063 3770.68204 -9866.83197 -7507.85734 -1566.20140       (-3642.543,-324.622) (-2453.607,-128.139) (-94.632,-1694.340)      133.179
14    -131.80266 -454.76686 3766.81285 -9857.17613 -7500.32454 -1566.28199       (-3635.010,-322.964) (-2455.353,-131.803) (-98.501,-1698.085)      143.424
15    -135.46628 -456.77310 3762.94367 -9847.52028 -7492.79173 -1566.36258       (-3627.477,-321.307) (-2457.099,-135.466) (-102.371,-1701.829)      153.668
16    -139.12990 -458.77933 3759.07449 -9837.86444 -7485.25893 -1566.44318       (-3619.945,-319.649) (-2458.845,-139.130) (-106.240,-1705.573)      163.913
17    -142.79352 -460.78556 3755.20530 -9828.20859 -7477.72612 -1566.52377       (-3612.412,-317.992) (-2460.592,-142.794) (-110.109,-1709.317)      174.157
18    -146.45715 -462.79180 3751.33612 -9818.55274 -7470.19332 -1566.60436       (-3604.879,-316.335) (-2462.338,-146.457) (-113.978,-1713.062)      184.402
19    -150.12077 -464.79803 3747.46693 -9808.89690 -7462.66051 -1566.68495       (-3597.346,-314.677) (-2464.084,-150.121) (-117.847,-1716.806)      194.647
20    -153.78439 -466.80426 3743.59775 -9799.24105 -7455.12771 -1566.76555       (-3589.813,-313.020) (-2465.830,-153.784) (-121.717,-1720.550)      204.891
