Fol_.28_.txt     Output is probe cell, reduced cell, NCDist distance between
0    4215.79104 1391.98353 751.05176 -2796.54350 -13555.31636 -9787.48247       (-72.391,-963.732) (-84.967,-1878.725) (-177.107,-496.150)      0
1    4209.69042 1389.62545 750.12267 -2793.82921 -13541.81994 -9778.18183       (-66.885,-1000.620) (-154.605,-505.733) (-81.463,-1949.179)      83.4582
2    4203.58981 1387.26738 749.19358 -2791.11492 -13528.32352 -9768.88120       (-61.379,-1037.508) (-132.103,-515.315) (-77.959,-2019.634)      166.916
3    4197.48919 1384.90931 748.26449 -2788.40062 -13514.82710 -9759.58057       (-55.874,-1074.396) (-109.600,-524.898) (-74.456,-2090.088)      250.375
4    4191.38857 1382.55123 747.33540 -2785.68633 -13501.33067 -9750.27994       (-50.368,-1111.284) (-87.098,-534.480) (-70.952,-2160.542)      333.833
5    4185.28796 1380.19316 746.40632 -2782.97204 -13487.83425 -9740.97930       (-44.862,-1148.172) (-64.596,-544.062) (-67.448,-2230.996)      417.291
6    4179.18734 1377.83508 745.47723 -2780.25775 -13474.33783 -9731.67867       (-39.357,-1185.060) (-42.093,-553.645) (-63.944,-2301.450)      500.749
7    4173.08672 1375.47701 744.54814 -2777.54346 -13460.84141 -9722.37804       (-33.851,-1221.948) (-19.591,-563.227) (-60.440,-2371.904)      584.208
8    4166.98610 1373.11894 743.61905 -2774.82917 -13447.34499 -9713.07741       (-2439.447,-1255.925) (-2.911,-575.721) (-54.025,-25.434)      664.595
9    4160.88549 1370.76086 742.68996 -2772.11488 -13433.84856 -9703.77677       (-22.840,-1267.736) (-2484.825,-605.231) (-30.593,-2.574)      717.05
10    4154.78487 1368.40279 741.76088 -2769.40059 -13420.35214 -9694.47614       (-17.334,-1254.114) (-2504.769,-609.308) (-32.595,-30.582)      722.025
11    4148.68425 1366.04471 740.83179 -2766.68630 -13406.85572 -9685.17551       (-11.828,-1240.492) (-2524.713,-613.385) (-34.597,-58.590)      728.914
12    4142.58364 1363.68664 739.90270 -2763.97201 -13393.35930 -9675.87488       (-6.323,-1226.869) (-2544.657,-617.461) (-36.599,-86.598)      737.665
13    4136.48302 1361.32857 738.97361 -2761.25772 -13379.86288 -9666.57424       (-0.817,-1213.247) (-2564.601,-621.538) (-38.601,-114.606)      748.211
14    4130.38240 1358.97049 738.04452 -2758.54343 -13366.36645 -9657.27361       (-4.689,-1204.314) (-2579.856,-35.914) (-620.926,-137.925)      757.336
15    4124.28179 1356.61242 737.11544 -2755.82914 -13352.87003 -9647.97298       (-10.194,-1196.197) (-2594.294,-32.410) (-619.497,-160.427)      766.943
16    4118.18117 1354.25434 736.18635 -2753.11485 -13339.37361 -9638.67235       (-15.700,-1188.080) (-2608.732,-28.906) (-618.068,-182.930)      777.494
17    4112.08055 1351.89627 735.25726 -2750.40055 -13325.87719 -9629.37171       (-21.206,-1179.964) (-2623.170,-25.402) (-616.639,-205.432)      788.95
18    4105.97993 1349.53820 734.32817 -2747.68626 -13312.38076 -9620.07108       (-26.711,-1171.847) (-2637.609,-21.898) (-615.210,-227.934)      801.273
19    4099.87932 1347.18012 733.39908 -2744.97197 -13298.88434 -9610.77045       (-32.217,-1163.730) (-2652.047,-18.395) (-613.781,-250.437)      814.423
20    4093.77870 1344.82205 732.47000 -2742.25768 -13285.38792 -9601.46981       (-37.723,-1155.614) (-2666.485,-14.891) (-612.352,-272.939)      828.362
21    4087.67808 1342.46397 731.54091 -2739.54339 -13271.89150 -9592.16918       (-43.228,-1147.497) (-2680.923,-11.387) (-610.923,-295.441)      843.049
22    4081.57747 1340.10590 730.61182 -2736.82910 -13258.39508 -9582.86855       (-48.734,-1139.380) (-2695.362,-7.883) (-609.494,-317.944)      858.446
23    4075.47685 1337.74783 729.68273 -2734.11481 -13244.89865 -9573.56792       (-54.240,-1131.264) (-2709.800,-4.379) (-608.065,-340.446)      874.517
24    4069.37623 1335.38975 728.75364 -2731.40052 -13231.40223 -9564.26728       (-59.746,-1123.147) (-2724.238,-0.876) (-606.636,-362.948)      891.224
25    4063.27562 1333.03168 727.82456 -2728.68623 -13217.90581 -9554.96665       (-602.579,-1112.402) (-2741.304,-2.628) (-62.623,-382.822)      908.532
26    4057.17500 1330.67360 726.89547 -2725.97194 -13204.40939 -9545.66602       (-597.646,-1100.782) (-2759.246,-6.132) (-64.625,-401.821)      926.408
27    4051.07438 1328.31553 725.96638 -2723.25765 -13190.91297 -9536.36539       (-592.713,-1089.161) (-2777.189,-9.636) (-66.627,-420.819)      944.82
28    4044.97377 1325.95746 725.03729 -2720.54336 -13177.41654 -9527.06475       (-587.780,-1077.541) (-2795.131,-13.140) (-68.628,-439.818)      963.736
29    4038.87315 1323.59938 724.10820 -2717.82907 -13163.92012 -9517.76412       (-582.848,-1065.920) (-2813.073,-16.644) (-70.630,-458.816)      983.128
30    4032.77253 1321.24131 723.17912 -2715.11478 -13150.42370 -9508.46349       (-577.915,-1054.300) (-2831.015,-20.147) (-72.632,-477.815)      1002.97
31    4026.67191 1318.88323 722.25003 -2712.40049 -13136.92728 -9499.16286       (-572.982,-1042.679) (-2848.957,-23.651) (-74.634,-496.813)      1023.23
32    4020.57130 1316.52516 721.32094 -2709.68619 -13123.43085 -9489.86222       (-568.049,-1031.059) (-2866.899,-27.155) (-76.636,-515.812)      1043.89
33    4014.47068 1314.16709 720.39185 -2706.97190 -13109.93443 -9480.56159       (-563.116,-1019.438) (-2884.841,-30.659) (-78.638,-534.810)      1064.92
34    4008.37006 1311.80901 719.46276 -2704.25761 -13096.43801 -9471.26096       (-558.184,-1007.818) (-2902.783,-34.163) (-80.640,-553.809)      1086.31
35    4002.26945 1309.45094 718.53368 -2701.54332 -13082.94159 -9461.96032       (-553.251,-996.198) (-2920.725,-37.666) (-82.641,-572.807)      1108.03
36    3996.16883 1307.09286 717.60459 -2698.82903 -13069.44517 -9452.65969       (-548.318,-984.577) (-2938.667,-41.170) (-84.643,-591.805)      1130.06
37    3990.06821 1304.73479 716.67550 -2696.11474 -13055.94874 -9443.35906       (-543.385,-972.957) (-2956.609,-44.674) (-86.645,-610.804)      1152.39
38    3983.96760 1302.37672 715.74641 -2693.40045 -13042.45232 -9434.05843       (-538.452,-961.336) (-2974.551,-48.178) (-88.647,-629.802)      1174.99
39    3977.86698 1300.01864 714.81733 -2690.68616 -13028.95590 -9424.75779       (-533.520,-949.716) (-2992.493,-51.682) (-90.649,-648.801)      1197.86
40    3971.76636 1297.66057 713.88824 -2687.97187 -13015.45948 -9415.45716       (-528.587,-938.095) (-3010.435,-55.186) (-92.651,-667.799)      1220.97
41    3965.66574 1295.30249 712.95915 -2685.25758 -13001.96306 -9406.15653       (-523.654,-926.475) (-3028.377,-58.689) (-94.653,-686.798)      1244.32
42    3959.56513 1292.94442 712.03006 -2682.54329 -12988.46663 -9396.85590       (-518.721,-914.854) (-3046.319,-62.193) (-96.654,-705.796)      1267.89
43    3953.46451 1290.58635 711.10097 -2679.82900 -12974.97021 -9387.55526       (-513.788,-903.234) (-3064.261,-65.697) (-98.656,-724.795)      1291.67
44    3947.36389 1288.22827 710.17189 -2677.11471 -12961.47379 -9378.25463       (-508.856,-891.613) (-3082.203,-69.201) (-100.658,-743.793)      1315.64
45    3941.26328 1285.87020 709.24280 -2674.40042 -12947.97737 -9368.95400       (-503.923,-879.993) (-3100.145,-72.705) (-102.660,-762.792)      1339.81
46    3935.16266 1283.51212 708.31371 -2671.68612 -12934.48095 -9359.65337       (-498.990,-868.372) (-3118.087,-76.208) (-104.662,-781.790)      1364.15
47    3929.06204 1281.15405 707.38462 -2668.97183 -12920.98452 -9350.35273       (-494.057,-856.752) (-3136.029,-79.712) (-106.664,-800.789)      1388.66
48    3922.96143 1278.79598 706.45553 -2666.25754 -12907.48810 -9341.05210       (-489.124,-845.132) (-3153.971,-83.216) (-108.666,-819.787)      1413.32
49    3916.86081 1276.43790 705.52645 -2663.54325 -12893.99168 -9331.75147       (-484.192,-833.511) (-3171.913,-86.720) (-110.667,-838.786)      1438.14
50    3910.76019 1274.07983 704.59736 -2660.82896 -12880.49526 -9322.45083       (-479.259,-821.891) (-3189.855,-90.224) (-112.669,-857.784)      1463.1
51    3904.65957 1271.72175 703.66827 -2658.11467 -12866.99883 -9313.15020       (-474.326,-810.270) (-3207.797,-93.728) (-114.671,-876.783)      1475.54
52    3898.55896 1269.36368 702.73918 -2655.40038 -12853.50241 -9303.84957       (-469.393,-798.650) (-3225.739,-97.231) (-116.673,-895.781)      1486
53    3892.45834 1267.00561 701.81009 -2652.68609 -12840.00599 -9294.54894       (-464.460,-787.029) (-3243.681,-100.735) (-118.675,-914.780)      1496.96
