Fol_.26_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -3161.10308 -238.89846 1615.60050 -2088.53077 -5589.83393 175.85760       (-2491.363,-46.955) (-472.930,-836.943) (-191.943,-493.882)      5.08423e-13
1    -3160.43267 -239.13273 1613.79115 -2086.48715 -5585.07628 175.18719       (-2492.034,-48.999) (-472.696,-841.701) (-190.134,-493.212)      5.57128
2    -3159.76225 -239.36699 1611.98180 -2084.44353 -5580.31863 174.51678       (-2492.704,-51.043) (-472.462,-846.459) (-188.324,-492.542)      11.1426
3    -3159.09184 -239.60126 1610.17244 -2082.39992 -5575.56098 173.84637       (-2493.374,-53.086) (-472.227,-851.216) (-186.515,-491.871)      16.7138
4    -3158.42143 -239.83553 1608.36309 -2080.35630 -5570.80333 173.17596       (-2494.045,-55.130) (-471.993,-855.974) (-184.706,-491.201)      22.2851
5    -3157.75102 -240.06979 1606.55374 -2078.31268 -5566.04568 172.50555       (-2494.715,-57.174) (-471.759,-860.732) (-182.896,-490.530)      27.8564
6    -3157.08061 -240.30406 1604.74438 -2076.26906 -5561.28804 171.83514       (-2495.386,-59.217) (-471.525,-865.489) (-181.087,-489.860)      33.4277
7    -3156.41020 -240.53832 1602.93503 -2074.22544 -5556.53039 171.16473       (-2496.056,-61.261) (-471.290,-870.247) (-179.278,-489.189)      38.9989
8    -3155.73979 -240.77259 1601.12568 -2072.18182 -5551.77274 170.49432       (-2496.726,-63.304) (-471.056,-875.004) (-177.468,-488.519)      44.5702
9    -3155.06938 -241.00686 1599.31633 -2070.13820 -5547.01509 169.82391       (-2497.397,-65.348) (-470.822,-879.762) (-175.659,-487.849)      50.1415
10    -3154.39897 -241.24112 1597.50697 -2068.09458 -5542.25744 169.15350       (-2498.067,-67.392) (-470.588,-884.520) (-173.850,-487.178)      55.7128
11    -3153.72856 -241.47539 1595.69762 -2066.05096 -5537.49979 168.48309       (-2498.738,-69.435) (-470.353,-889.277) (-172.040,-486.508)      61.2841
12    -3153.05815 -241.70966 1593.88827 -2064.00734 -5532.74215 167.81268       (-2499.408,-71.479) (-470.119,-894.035) (-170.231,-485.837)      66.8553
13    -3152.38774 -241.94392 1592.07891 -2061.96373 -5527.98450 167.14227       (-2500.078,-73.522) (-469.885,-898.793) (-168.421,-485.167)      72.4266
14    -3151.71733 -242.17819 1590.26956 -2059.92011 -5523.22685 166.47186       (-2500.749,-75.566) (-469.651,-903.550) (-166.612,-484.497)      77.9979
15    -3151.04692 -242.41245 1588.46021 -2057.87649 -5518.46920 165.80145       (-2501.419,-77.610) (-469.416,-908.308) (-164.803,-483.826)      83.5692
16    -3150.37651 -242.64672 1586.65086 -2055.83287 -5513.71155 165.13104       (-2502.090,-79.653) (-469.182,-913.066) (-162.993,-483.156)      89.1404
17    -3149.70610 -242.88099 1584.84150 -2053.78925 -5508.95390 164.46063       (-2502.760,-81.697) (-468.948,-917.823) (-161.184,-482.485)      94.7117
18    -3149.03569 -243.11525 1583.03215 -2051.74563 -5504.19626 163.79022       (-2503.431,-83.741) (-468.713,-922.581) (-159.375,-481.815)      100.283
19    -3148.36528 -243.34952 1581.22280 -2049.70201 -5499.43861 163.11981       (-2504.101,-85.784) (-468.479,-927.339) (-157.565,-481.145)      105.854
20    -3147.69487 -243.58378 1579.41344 -2047.65839 -5494.68096 162.44940       (-2504.771,-87.828) (-468.245,-932.096) (-155.756,-480.474)      111.426
21    -3147.02446 -243.81805 1577.60409 -2045.61477 -5489.92331 161.77899       (-2505.442,-89.871) (-468.011,-936.854) (-153.947,-479.804)      116.997
22    -3146.35405 -244.05232 1575.79474 -2043.57116 -5485.16566 161.10858       (-2506.112,-91.915) (-467.776,-941.612) (-152.137,-479.133)      122.568
23    -3145.68364 -244.28658 1573.98539 -2041.52754 -5480.40801 160.43817       (-2506.783,-93.959) (-467.542,-946.369) (-150.328,-478.463)      128.139
24    -3145.01323 -244.52085 1572.17603 -2039.48392 -5475.65037 159.76776       (-2507.453,-96.002) (-467.308,-951.127) (-148.519,-477.793)      133.711
25    -3144.34282 -244.75511 1570.36668 -2037.44030 -5470.89272 159.09735       (-2508.123,-98.046) (-467.074,-955.884) (-146.709,-477.122)      139.282
26    -3143.67241 -244.98938 1568.55733 -2035.39668 -5466.13507 158.42693       (-2508.794,-100.090) (-466.839,-960.642) (-144.900,-476.452)      144.853
27    -3143.00200 -245.22365 1566.74797 -2033.35306 -5461.37742 157.75652       (-2509.464,-102.133) (-466.605,-965.400) (-143.091,-475.781)      150.424
28    -3142.33159 -245.45791 1564.93862 -2031.30944 -5456.61977 157.08611       (-2510.135,-104.177) (-466.371,-970.157) (-141.281,-475.111)      155.996
29    -3141.66117 -245.69218 1563.12927 -2029.26582 -5451.86212 156.41570       (-2510.805,-106.220) (-466.137,-974.915) (-139.472,-474.440)      161.567
30    -3140.99076 -245.92644 1561.31992 -2027.22220 -5447.10448 155.74529       (-2511.475,-108.264) (-465.902,-979.673) (-137.662,-473.770)      167.138
31    -3140.32035 -246.16071 1559.51056 -2025.17858 -5442.34683 155.07488       (-2512.146,-110.308) (-465.668,-984.430) (-135.853,-473.100)      172.71
32    -3139.64994 -246.39498 1557.70121 -2023.13497 -5437.58918 154.40447       (-2512.816,-112.351) (-465.434,-989.188) (-134.044,-472.429)      178.281
33    -3138.97953 -246.62924 1555.89186 -2021.09135 -5432.83153 153.73406       (-2513.487,-114.395) (-465.199,-993.946) (-132.234,-471.759)      183.852
34    -3138.30912 -246.86351 1554.08250 -2019.04773 -5428.07388 153.06365       (-2514.157,-116.438) (-464.965,-998.703) (-130.425,-471.088)      189.423
35    -3137.63871 -247.09777 1552.27315 -2017.00411 -5423.31624 152.39324       (-2514.827,-118.482) (-464.731,-1003.461) (-128.616,-470.418)      194.995
36    -3136.96830 -247.33204 1550.46380 -2014.96049 -5418.55859 151.72283       (-2515.498,-120.526) (-464.497,-1008.219) (-126.806,-469.748)      200.566
37    -3136.29789 -247.56631 1548.65444 -2012.91687 -5413.80094 151.05242       (-2516.168,-122.569) (-464.262,-1012.976) (-124.997,-469.077)      206.137
38    -3135.62748 -247.80057 1546.84509 -2010.87325 -5409.04329 150.38201       (-2516.839,-124.613) (-464.028,-1017.734) (-123.188,-468.407)      211.709
39    -3134.95707 -248.03484 1545.03574 -2008.82963 -5404.28564 149.71160       (-2517.509,-126.657) (-463.794,-1022.492) (-121.378,-467.736)      217.28
40    -3134.28666 -248.26911 1543.22639 -2006.78601 -5399.52799 149.04119       (-2518.180,-128.700) (-463.560,-1027.249) (-119.569,-467.066)      222.851
41    -3133.61625 -248.50337 1541.41703 -2004.74239 -5394.77035 148.37078       (-2518.850,-130.744) (-463.325,-1032.007) (-117.760,-466.396)      228.422
42    -3132.94584 -248.73764 1539.60768 -2002.69878 -5390.01270 147.70037       (-2519.520,-132.787) (-463.091,-1036.765) (-115.950,-465.725)      233.994
43    -3132.27543 -248.97190 1537.79833 -2000.65516 -5385.25505 147.02996       (-2520.191,-134.831) (-462.857,-1041.522) (-114.141,-465.055)      239.565
44    -3131.60502 -249.20617 1535.98897 -1998.61154 -5380.49740 146.35955       (-2520.861,-136.875) (-462.623,-1046.280) (-112.332,-464.384)      245.136
