Fol_.10_.txt     Output is probe cell, reduced cell, NCDist distance between
0    689.28377 634.48087 1649.42063 -4174.90666 -3978.52406 -1656.96609       (-57.974,-22.881) (-54.803,-73.403) (-255.518,-119.207)      0
1    688.53576 633.79089 1647.51378 -4170.75047 -3974.61503 -1655.42679       (-59.801,-22.335) (-54.745,-76.049) (-256.020,-118.438)      3.38914
2    687.78776 633.10092 1645.60694 -4166.59429 -3970.70600 -1653.88749       (-61.628,-21.790) (-54.687,-78.696) (-256.522,-117.669)      6.77827
3    687.03975 632.41095 1643.70009 -4162.43811 -3966.79697 -1652.34820       (-63.455,-21.245) (-54.629,-81.343) (-257.024,-116.901)      10.1674
4    686.29175 631.72097 1641.79324 -4158.28193 -3962.88794 -1650.80890       (-65.282,-20.699) (-54.571,-83.989) (-257.526,-116.132)      13.5565
5    685.54374 631.03100 1639.88640 -4154.12575 -3958.97891 -1649.26960       (-67.108,-20.154) (-54.513,-86.636) (-258.028,-115.363)      16.9457
6    684.79573 630.34102 1637.97955 -4149.96956 -3955.06988 -1647.73030       (-68.935,-19.609) (-54.455,-89.283) (-258.530,-114.594)      20.3348
7    684.04773 629.65105 1636.07271 -4145.81338 -3951.16085 -1646.19100       (-70.762,-19.063) (-54.397,-91.929) (-259.032,-113.826)      23.724
8    683.29972 628.96108 1634.16586 -4141.65720 -3947.25182 -1644.65170       (-72.589,-18.518) (-54.339,-94.576) (-259.534,-113.057)      27.1131
9    682.55172 628.27110 1632.25902 -4137.50102 -3943.34279 -1643.11240       (-74.416,-17.973) (-54.281,-97.223) (-260.036,-112.288)      30.5022
10    681.80371 627.58113 1630.35217 -4133.34484 -3939.43376 -1641.57311       (-76.243,-17.427) (-54.223,-99.869) (-260.538,-111.519)      33.8914
11    681.05571 626.89116 1628.44533 -4129.18865 -3935.52473 -1640.03381       (-78.070,-16.882) (-54.165,-102.516) (-261.041,-110.751)      37.2805
12    680.30770 626.20118 1626.53848 -4125.03247 -3931.61570 -1638.49451       (-79.897,-16.336) (-54.107,-105.163) (-261.543,-109.982)      40.6696
13    679.55969 625.51121 1624.63164 -4120.87629 -3927.70667 -1636.95521       (-81.724,-15.791) (-54.048,-107.809) (-262.045,-109.213)      44.0588
14    678.81169 624.82124 1622.72479 -4116.72011 -3923.79764 -1635.41591       (-83.551,-15.246) (-53.990,-110.456) (-262.547,-108.445)      47.4479
15    678.06368 624.13126 1620.81795 -4112.56393 -3919.88861 -1633.87661       (-85.378,-14.700) (-53.932,-113.103) (-263.049,-107.676)      50.8371
16    677.31568 623.44129 1618.91110 -4108.40774 -3915.97958 -1632.33731       (-87.204,-14.155) (-53.874,-115.749) (-263.551,-106.907)      54.2262
17    676.56767 622.75131 1617.00426 -4104.25156 -3912.07055 -1630.79802       (-89.031,-13.610) (-53.816,-118.396) (-264.053,-106.138)      57.6153
18    675.81967 622.06134 1615.09741 -4100.09538 -3908.16152 -1629.25872       (-90.858,-13.064) (-53.758,-121.043) (-264.555,-105.370)      59.0038
19    675.07166 621.37137 1613.19057 -4095.93920 -3904.25249 -1627.71942       (-92.685,-12.519) (-53.700,-123.689) (-265.057,-104.601)      59.5285
20    674.32366 620.68139 1611.28372 -4091.78302 -3900.34346 -1626.18012       (-94.512,-11.974) (-53.642,-126.336) (-265.559,-103.832)      60.2397
21    673.57565 619.99142 1609.37688 -4087.62683 -3896.43442 -1624.64082       (-96.339,-11.428) (-53.584,-128.983) (-266.061,-103.063)      61.1307
22    672.82764 619.30145 1607.47003 -4083.47065 -3892.52539 -1623.10152       (-98.166,-10.883) (-53.526,-131.629) (-266.563,-102.295)      62.1939
23    672.07964 618.61147 1605.56319 -4079.31447 -3888.61636 -1621.56222       (-99.993,-10.337) (-53.468,-134.276) (-267.066,-101.526)      63.4206
24    671.33163 617.92150 1603.65634 -4075.15829 -3884.70733 -1620.02292       (-101.820,-9.792) (-53.410,-136.923) (-267.568,-100.757)      64.8015
25    670.58363 617.23152 1601.74950 -4071.00211 -3880.79830 -1618.48363       (-103.647,-9.247) (-53.352,-139.569) (-268.070,-99.989)      66.327
26    669.83562 616.54155 1599.84265 -4066.84592 -3876.88927 -1616.94433       (-105.474,-8.701) (-53.294,-142.216) (-268.572,-99.220)      67.9873
27    669.08762 615.85158 1597.93581 -4062.68974 -3872.98024 -1615.40503       (-107.300,-8.156) (-53.236,-144.863) (-269.074,-98.451)      69.7729
28    668.33961 615.16160 1596.02896 -4058.53356 -3869.07121 -1613.86573       (-109.127,-7.611) (-53.178,-147.509) (-269.576,-97.682)      71.6743
29    667.59160 614.47163 1594.12212 -4054.37738 -3865.16218 -1612.32643       (-110.954,-7.065) (-53.120,-150.156) (-270.078,-96.914)      73.6827
30    666.84360 613.78166 1592.21527 -4050.22120 -3861.25315 -1610.78713       (-112.781,-6.520) (-53.062,-152.803) (-270.580,-96.145)      75.7894
31    666.09559 613.09168 1590.30843 -4046.06501 -3857.34412 -1609.24783       (-114.608,-5.974) (-53.004,-155.449) (-271.082,-95.376)      77.9866
32    665.34759 612.40171 1588.40158 -4041.90883 -3853.43509 -1607.70854       (-116.435,-5.429) (-52.946,-158.096) (-271.584,-94.607)      80.2667
33    664.59958 611.71173 1586.49474 -4037.75265 -3849.52606 -1606.16924       (-118.262,-4.884) (-52.888,-160.743) (-272.086,-93.839)      82.623
34    663.85158 611.02176 1584.58789 -4033.59647 -3845.61703 -1604.62994       (-120.089,-4.338) (-52.830,-163.389) (-272.588,-93.070)      85.0491
35    663.10357 610.33179 1582.68104 -4029.44029 -3841.70800 -1603.09064       (-121.916,-3.793) (-52.772,-166.036) (-273.090,-92.301)      87.5392
36    662.35556 609.64181 1580.77420 -4025.28410 -3837.79897 -1601.55134       (-123.743,-3.248) (-52.714,-168.683) (-273.593,-91.532)      90.088
37    661.60756 608.95184 1578.86735 -4021.12792 -3833.88994 -1600.01204       (-125.570,-2.702) (-52.656,-171.329) (-274.095,-90.764)      92.6906
38    660.85955 608.26187 1576.96051 -4016.97174 -3829.98091 -1598.47274       (-127.396,-2.157) (-52.598,-173.976) (-274.597,-89.995)      95.3427
39    660.11155 607.57189 1575.05366 -4012.81556 -3826.07188 -1596.93345       (-129.223,-1.612) (-52.540,-176.623) (-275.099,-89.226)      98.0402
40    659.36354 606.88192 1573.14682 -4008.65938 -3822.16285 -1595.39415       (-131.050,-1.066) (-52.482,-179.269) (-275.601,-88.458)      100.779
41    658.61554 606.19194 1571.23997 -4004.50319 -3818.25382 -1593.85485       (-132.877,-0.521) (-52.424,-181.916) (-276.103,-87.689)      103.557
42    657.86753 605.50197 1569.33313 -4000.34701 -3814.34479 -1592.31555       (-134.729,-0.025) (-276.580,-184.538) (-52.341,-86.896)      106.366
43    657.11952 604.81200 1567.42628 -3996.19083 -3810.43576 -1590.77625       (-137.101,-0.570) (-276.537,-186.639) (-51.738,-85.581)      109.113
44    656.37152 604.12202 1565.51944 -3992.03465 -3806.52673 -1589.23695       (-139.473,-1.115) (-276.494,-188.741) (-51.134,-84.267)      111.903
45    655.62351 603.43205 1563.61259 -3987.87847 -3802.61770 -1587.69765       (-141.846,-1.661) (-276.451,-190.842) (-50.531,-82.953)      114.734
46    654.87551 602.74208 1561.70575 -3983.72229 -3798.70867 -1586.15835       (-144.218,-2.206) (-276.407,-192.943) (-49.927,-81.639)      117.603
47    654.12750 602.05210 1559.79890 -3979.56610 -3794.79964 -1584.61906       (-146.590,-2.751) (-276.364,-195.045) (-49.324,-80.325)      120.507
48    653.37950 601.36213 1557.89206 -3975.40992 -3790.89061 -1583.07976       (-148.962,-3.297) (-276.321,-197.146) (-48.721,-79.011)      123.443
49    652.63149 600.67215 1555.98521 -3971.25374 -3786.98158 -1581.54046       (-151.335,-3.842) (-276.277,-199.247) (-48.117,-77.697)      126.409
50    651.88348 599.98218 1554.07837 -3967.09756 -3783.07255 -1580.00116       (-153.707,-4.388) (-276.234,-201.348) (-47.514,-76.383)      129.403
51    651.13548 599.29221 1552.17152 -3962.94138 -3779.16352 -1578.46186       (-156.079,-4.933) (-276.191,-203.450) (-46.910,-75.069)      132.424
52    650.38747 598.60223 1550.26468 -3958.78519 -3775.25449 -1576.92256       (-158.451,-5.478) (-276.148,-205.551) (-46.307,-73.755)      135.443
53    649.63947 597.91226 1548.35783 -3954.62901 -3771.34546 -1575.38326       (-160.824,-6.024) (-276.104,-207.652) (-45.704,-72.440)      137.835
54    648.89146 597.22229 1546.45099 -3950.47283 -3767.43642 -1573.84397       (-163.196,-6.569) (-276.061,-209.754) (-45.100,-71.126)      140.274
55    648.14346 596.53231 1544.54414 -3946.31665 -3763.52739 -1572.30467       (-165.568,-7.114) (-276.018,-211.855) (-44.497,-69.812)      142.759
56    647.39545 595.84234 1542.63730 -3942.16047 -3759.61836 -1570.76537       (-167.941,-7.660) (-275.974,-213.956) (-43.893,-68.498)      145.286
57    646.64744 595.15236 1540.73045 -3938.00428 -3755.70933 -1569.22607       (-170.313,-8.205) (-275.931,-216.058) (-43.290,-67.184)      147.855
58    645.89944 594.46239 1538.82361 -3933.84810 -3751.80030 -1567.68677       (-172.685,-8.750) (-275.888,-218.159) (-42.687,-65.870)      150.462
59    645.15143 593.77242 1536.91676 -3929.69192 -3747.89127 -1566.14747       (-175.057,-9.296) (-275.845,-220.260) (-42.083,-64.556)      153.106
60    644.40343 593.08244 1535.00992 -3925.53574 -3743.98224 -1564.60817       (-177.430,-9.841) (-275.801,-222.361) (-41.480,-63.242)      155.786
61    643.65542 592.39247 1533.10307 -3921.37956 -3740.07321 -1563.06888       (-179.802,-10.387) (-275.758,-224.463) (-40.876,-61.928)      158.498
62    642.90742 591.70250 1531.19623 -3917.22337 -3736.16418 -1561.52958       (-182.174,-10.932) (-275.715,-226.564) (-40.273,-60.614)      161.242
63    642.15941 591.01252 1529.28938 -3913.06719 -3732.25515 -1559.99028       (-184.546,-11.477) (-275.671,-228.665) (-39.670,-59.300)      164.015
64    641.41140 590.32255 1527.38253 -3908.91101 -3728.34612 -1558.45098       (-186.919,-12.023) (-275.628,-230.767) (-39.066,-57.985)      166.817
65    640.66340 589.63257 1525.47569 -3904.75483 -3724.43709 -1556.91168       (-189.291,-12.568) (-275.585,-232.868) (-38.463,-56.671)      169.646
66    639.91539 588.94260 1523.56884 -3900.59865 -3720.52806 -1555.37238       (-191.663,-13.113) (-275.542,-234.969) (-37.859,-55.357)      172.501
67    639.16739 588.25263 1521.66200 -3896.44246 -3716.61903 -1553.83308       (-194.036,-13.659) (-275.498,-237.070) (-37.256,-54.043)      175.38
68    638.41938 587.56265 1519.75515 -3892.28628 -3712.71000 -1552.29379       (-196.408,-14.204) (-275.455,-239.172) (-36.653,-52.729)      178.283
69    637.67138 586.87268 1517.84831 -3888.13010 -3708.80097 -1550.75449       (-198.780,-14.749) (-275.412,-241.273) (-36.049,-51.415)      181.207
70    636.92337 586.18271 1515.94146 -3883.97392 -3704.89194 -1549.21519       (-201.152,-15.295) (-275.368,-243.374) (-35.446,-50.101)      184.153
71    636.17536 585.49273 1514.03462 -3879.81774 -3700.98291 -1547.67589       (-203.525,-15.840) (-275.325,-245.476) (-34.842,-48.787)      187.119
72    635.42736 584.80276 1512.12777 -3875.66155 -3697.07388 -1546.13659       (-205.897,-16.386) (-275.282,-247.577) (-34.239,-47.473)      190.104
73    634.67935 584.11278 1510.22093 -3871.50537 -3693.16485 -1544.59729       (-208.269,-16.931) (-275.239,-249.678) (-33.636,-46.159)      193.107
74    633.93135 583.42281 1508.31408 -3867.34919 -3689.25582 -1543.05799       (-210.642,-17.476) (-275.195,-251.780) (-33.032,-44.844)      196.127
75    633.18334 582.73284 1506.40724 -3863.19301 -3685.34679 -1541.51869       (-213.014,-18.022) (-275.152,-253.881) (-32.429,-43.530)      199.164
76    632.43534 582.04286 1504.50039 -3859.03683 -3681.43776 -1539.97940       (-215.386,-18.567) (-275.109,-255.982) (-31.825,-42.216)      202.218
77    631.68733 581.35289 1502.59355 -3854.88064 -3677.52873 -1538.44010       (-217.758,-19.112) (-275.065,-258.083) (-31.222,-40.902)      205.286
78    630.93933 580.66292 1500.68670 -3850.72446 -3673.61970 -1536.90080       (-220.131,-19.658) (-275.022,-260.185) (-30.619,-39.588)      208.368
79    630.19132 579.97294 1498.77986 -3846.56828 -3669.71067 -1535.36150       (-222.503,-20.203) (-274.979,-262.286) (-30.015,-38.274)      211.465
80    629.44331 579.28297 1496.87301 -3842.41210 -3665.80164 -1533.82220       (-224.875,-20.749) (-274.936,-264.387) (-29.412,-36.960)      214.575
81    628.69531 578.59299 1494.96617 -3838.25592 -3661.89261 -1532.28290       (-227.247,-21.294) (-274.892,-266.489) (-28.808,-35.646)      217.697
82    627.94730 577.90302 1493.05932 -3834.09973 -3657.98358 -1530.74360       (-229.620,-21.839) (-274.849,-268.590) (-28.205,-34.332)      220.832
83    627.19930 577.21305 1491.15248 -3829.94355 -3654.07455 -1529.20431       (-231.992,-22.385) (-274.806,-270.691) (-27.602,-33.018)      223.978
84    626.45129 576.52307 1489.24563 -3825.78737 -3650.16552 -1527.66501       (-234.364,-22.930) (-274.762,-272.793) (-26.998,-31.703)      227.135
85    625.70329 575.83310 1487.33879 -3821.63119 -3646.25649 -1526.12571       (-236.737,-23.475) (-274.719,-274.894) (-26.395,-30.389)      230.304
86    624.95528 575.14313 1485.43194 -3817.47501 -3642.34746 -1524.58641       (-239.109,-24.021) (-274.676,-276.995) (-25.791,-29.075)      232.62
