Fol_.98_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -909.21351 -166.96260 3177.15802 -6101.65724 -12047.35227 -2907.20058       (-656.555,-81.266) (-2924.499,-5774.303) (-85.696,-3159.859)      1.28622e-12
1    -908.96059 -169.72290 3173.89190 -6095.63082 -12041.07295 -2907.45349       (-656.808,-87.293) (-2921.739,-5780.582) (-82.430,-3159.606)      9.70373
2    -908.70768 -172.48319 3170.62578 -6089.60440 -12034.79362 -2907.70640       (-657.061,-93.319) (-2918.979,-5786.861) (-79.164,-3159.354)      19.4075
3    -908.45477 -175.24349 3167.35966 -6083.57798 -12028.51429 -2907.95931       (-657.313,-99.346) (-2916.218,-5793.141) (-75.898,-3159.101)      29.1112
4    -908.20186 -178.00379 3164.09354 -6077.55157 -12022.23496 -2908.21222       (-657.566,-105.372) (-2913.458,-5799.420) (-72.632,-3158.848)      38.8149
5    -907.94895 -180.76408 3160.82742 -6071.52515 -12015.95563 -2908.46514       (-657.819,-111.398) (-2910.698,-5805.699) (-69.366,-3158.595)      48.5187
6    -907.69604 -183.52438 3157.56130 -6065.49873 -12009.67630 -2908.71805       (-658.072,-117.425) (-2907.937,-5811.979) (-66.099,-3158.342)      58.2224
7    -907.44312 -186.28468 3154.29518 -6059.47231 -12003.39697 -2908.97096       (-658.325,-123.451) (-2905.177,-5818.258) (-62.833,-3158.089)      67.9261
8    -907.19021 -189.04497 3151.02906 -6053.44590 -11997.11764 -2909.22387       (-658.578,-129.478) (-2902.417,-5824.537) (-59.567,-3157.836)      77.6298
9    -906.93730 -191.80527 3147.76294 -6047.41948 -11990.83831 -2909.47678       (-658.831,-135.504) (-2899.657,-5830.817) (-56.301,-3157.583)      87.3336
10    -906.68439 -194.56557 3144.49682 -6041.39306 -11984.55898 -2909.72969       (-659.084,-141.531) (-2896.896,-5837.096) (-53.035,-3157.330)      97.0373
11    -906.43148 -197.32587 3141.23070 -6035.36665 -11978.27966 -2909.98261       (-659.337,-147.557) (-2894.136,-5843.375) (-49.769,-3157.077)      106.741
12    -906.17857 -200.08616 3137.96458 -6029.34023 -11972.00033 -2910.23552       (-659.590,-153.583) (-2891.376,-5849.655) (-46.503,-3156.824)      116.445
13    -905.92565 -202.84646 3134.69846 -6023.31381 -11965.72100 -2910.48843       (-659.843,-159.610) (-2888.615,-5855.934) (-43.237,-3156.572)      126.148
14    -905.67274 -205.60676 3131.43234 -6017.28739 -11959.44167 -2910.74134       (-660.095,-165.636) (-2885.855,-5862.213) (-39.971,-3156.319)      135.852
15    -905.41983 -208.36705 3128.16622 -6011.26098 -11953.16234 -2910.99425       (-660.348,-171.663) (-2883.095,-5868.493) (-36.704,-3156.066)      145.556
16    -905.16692 -211.12735 3124.90010 -6005.23456 -11946.88301 -2911.24716       (-660.601,-177.689) (-2880.334,-5874.772) (-33.438,-3155.813)      155.26
17    -904.91401 -213.88765 3121.63398 -5999.20814 -11940.60368 -2911.50008       (-660.854,-183.715) (-2877.574,-5881.051) (-30.172,-3155.560)      164.963
18    -904.66109 -216.64794 3118.36786 -5993.18173 -11934.32435 -2911.75299       (-661.107,-189.742) (-2874.814,-5887.331) (-26.906,-3155.307)      174.667
19    -904.40818 -219.40824 3115.10174 -5987.15531 -11928.04502 -2912.00590       (-661.360,-195.768) (-2872.054,-5893.610) (-23.640,-3155.054)      184.371
20    -904.15527 -222.16854 3111.83562 -5981.12889 -11921.76569 -2912.25881       (-661.613,-201.795) (-2869.293,-5899.889) (-20.374,-3154.801)      194.075
21    -903.90236 -224.92883 3108.56950 -5975.10247 -11915.48637 -2912.51172       (-661.866,-207.821) (-2866.533,-5906.169) (-17.108,-3154.548)      203.778
22    -903.64945 -227.68913 3105.30338 -5969.07606 -11909.20704 -2912.76464       (-662.119,-213.848) (-2863.773,-5912.448) (-13.842,-3154.295)      213.482
23    -903.39654 -230.44943 3102.03726 -5963.04964 -11902.92771 -2913.01755       (-662.372,-219.874) (-2861.012,-5918.727) (-10.575,-3154.042)      223.186
24    -903.14362 -233.20973 3098.77114 -5957.02322 -11896.64838 -2913.27046       (-662.625,-225.900) (-2858.252,-5925.007) (-7.309,-3153.790)      232.89
25    -902.89071 -235.97002 3095.50502 -5950.99680 -11890.36905 -2913.52337       (-662.877,-231.927) (-2855.492,-5931.286) (-4.043,-3153.537)      242.593
26    -902.63780 -238.73032 3092.23890 -5944.97039 -11884.08972 -2913.77628       (-663.130,-237.953) (-2852.731,-5937.565) (-0.777,-3153.284)      252.297
27    -902.38489 -241.49062 3088.97277 -5938.94397 -11877.81039 -2914.02919       (-660.894,-2847.482) (-241.491,-5941.355) (-2.489,-3155.520)      259.469
28    -902.13198 -244.25091 3085.70665 -5932.91755 -11871.53106 -2914.28211       (-657.881,-2841.456) (-244.251,-5944.369) (-5.755,-3158.533)      265.988
29    -901.87907 -247.01121 3082.44053 -5926.89114 -11865.25173 -2914.53502       (-654.868,-2835.429) (-247.011,-5947.382) (-9.021,-3161.546)      272.651
30    -901.62615 -249.77151 3079.17441 -5920.86472 -11858.97240 -2914.78793       (-651.855,-2829.403) (-249.772,-5950.395) (-12.287,-3164.559)      279.447
31    -901.37324 -252.53180 3075.90829 -5914.83830 -11852.69308 -2915.04084       (-648.841,-2823.376) (-252.532,-5953.408) (-15.554,-3167.573)      286.369
32    -901.12033 -255.29210 3072.64217 -5908.81188 -11846.41375 -2915.29375       (-645.828,-2817.350) (-255.292,-5956.422) (-18.820,-3170.586)      293.406
33    -900.86742 -258.05240 3069.37605 -5902.78547 -11840.13442 -2915.54666       (-642.815,-2811.324) (-258.052,-5959.435) (-22.086,-3173.599)      300.55
34    -900.61451 -260.81269 3066.10993 -5896.75905 -11833.85509 -2915.79958       (-639.802,-2805.297) (-260.813,-5962.448) (-25.352,-3176.612)      307.795
35    -900.36160 -263.57299 3062.84381 -5890.73263 -11827.57576 -2916.05249       (-636.789,-2799.271) (-263.573,-5965.461) (-28.618,-3179.625)      315.133
36    -900.10868 -266.33329 3059.57769 -5884.70621 -11821.29643 -2916.30540       (-633.775,-2793.244) (-266.333,-5968.474) (-31.884,-3182.639)      322.557
37    -899.85577 -269.09359 3056.31157 -5878.67980 -11815.01710 -2916.55831       (-630.762,-2787.218) (-269.094,-5971.488) (-35.150,-3185.652)      330.063
38    -899.60286 -271.85388 3053.04545 -5872.65338 -11808.73777 -2916.81122       (-627.749,-2781.192) (-271.854,-5974.501) (-38.416,-3188.665)      337.644
39    -899.34995 -274.61418 3049.77933 -5866.62696 -11802.45844 -2917.06413       (-624.736,-2775.165) (-274.614,-5977.514) (-41.682,-3191.678)      345.296
40    -899.09704 -277.37448 3046.51321 -5860.60055 -11796.17911 -2917.31705       (-621.723,-2769.139) (-277.374,-5980.527) (-44.949,-3194.692)      353.013
41    -898.84413 -280.13477 3043.24709 -5854.57413 -11789.89979 -2917.56996       (-618.709,-2763.112) (-280.135,-5983.540) (-48.215,-3197.705)      360.793
42    -898.59121 -282.89507 3039.98097 -5848.54771 -11783.62046 -2917.82287       (-615.696,-2757.086) (-282.895,-5986.554) (-51.481,-3200.718)      368.63
43    -898.33830 -285.65537 3036.71485 -5842.52129 -11777.34113 -2918.07578       (-612.683,-2751.059) (-285.655,-5989.567) (-54.747,-3203.731)      376.522
44    -898.08539 -288.41566 3033.44873 -5836.49488 -11771.06180 -2918.32869       (-609.670,-2745.033) (-288.416,-5992.580) (-58.013,-3206.744)      384.464
45    -897.83248 -291.17596 3030.18261 -5830.46846 -11764.78247 -2918.58160       (-606.657,-2739.007) (-291.176,-5995.593) (-61.279,-3209.758)      392.454
46    -897.57957 -293.93626 3026.91649 -5824.44204 -11758.50314 -2918.83452       (-603.643,-2732.980) (-293.936,-5998.606) (-64.545,-3212.771)      400.49
47    -897.32665 -296.69655 3023.65037 -5818.41562 -11752.22381 -2919.08743       (-600.630,-2726.954) (-296.697,-6001.620) (-67.811,-3215.784)      408.567
48    -897.07374 -299.45685 3020.38425 -5812.38921 -11745.94448 -2919.34034       (-597.617,-2720.927) (-299.457,-6004.633) (-71.078,-3218.797)      416.684
49    -896.82083 -302.21715 3017.11813 -5806.36279 -11739.66515 -2919.59325       (-594.604,-2714.901) (-302.217,-6007.646) (-74.344,-3221.810)      424.839
50    -896.56792 -304.97744 3013.85201 -5800.33637 -11733.38582 -2919.84616       (-591.590,-2708.875) (-304.977,-6010.659) (-77.610,-3224.824)      433.03
51    -896.31501 -307.73774 3010.58589 -5794.30996 -11727.10650 -2920.09908       (-588.577,-2702.848) (-307.738,-6013.672) (-80.876,-3227.837)      441.253
52    -896.06210 -310.49804 3007.31977 -5788.28354 -11720.82717 -2920.35199       (-585.564,-2696.822) (-310.498,-6016.686) (-84.142,-3230.850)      449.509
