Fol_.73_.txt     Output is probe cell, reduced cell, NCDist distance between
0    1603.31515 2486.73168 3672.57404 -11471.52557 -8099.53706 -7328.09847       (-698.023,-1254.823) (-1565.756,-58.207) (-34.490,-603.486)      0
1    1601.10614 2483.54374 3668.83953 -11460.07709 -8092.68550 -7322.33036       (-703.072,-1257.972) (-1563.899,-53.345) (-36.338,-611.978)      11.7485
2    1598.89713 2480.35580 3665.10501 -11448.62860 -8085.83393 -7316.56225       (-708.120,-1261.120) (-1562.041,-48.484) (-38.185,-620.471)      23.4971
3    1596.68812 2477.16786 3661.37050 -11437.18012 -8078.98237 -7310.79414       (-713.169,-1264.269) (-1560.184,-43.622) (-40.033,-628.964)      35.2456
4    1594.47911 2473.97992 3657.63598 -11425.73164 -8072.13080 -7305.02602       (-718.218,-1267.417) (-1558.327,-38.761) (-41.881,-637.457)      46.9941
5    1592.27010 2470.79197 3653.90147 -11414.28315 -8065.27924 -7299.25791       (-723.267,-1270.566) (-1556.470,-33.899) (-43.728,-645.950)      58.7427
6    1590.06109 2467.60403 3650.16695 -11402.83467 -8058.42767 -7293.48980       (-728.316,-1273.714) (-1554.612,-29.038) (-45.576,-654.442)      70.4912
7    1587.85208 2464.41609 3646.43244 -11391.38618 -8051.57611 -7287.72169       (-733.365,-1276.863) (-1552.755,-24.176) (-47.423,-662.935)      82.2397
8    1585.64307 2461.22815 3642.69792 -11379.93770 -8044.72454 -7281.95358       (-738.414,-1280.011) (-1550.898,-19.315) (-49.271,-671.428)      93.9883
9    1583.43406 2458.04020 3638.96341 -11368.48922 -8037.87297 -7276.18547       (-743.462,-1283.160) (-1549.041,-14.454) (-51.118,-679.921)      105.737
10    1581.22505 2454.85226 3635.22889 -11357.04073 -8031.02141 -7270.41736       (-748.511,-1286.308) (-1547.183,-9.592) (-52.966,-688.414)      117.485
11    1579.01604 2451.66432 3631.49438 -11345.59225 -8024.16984 -7264.64925       (-753.560,-1289.457) (-1545.326,-4.731) (-54.813,-696.906)      129.234
12    1576.80703 2448.47638 3627.75986 -11334.14377 -8017.31828 -7258.88114       (-56.530,-1292.475) (-1543.600,-0.131) (-758.478,-705.268)      140.756
13    1574.59802 2445.28843 3624.02535 -11322.69528 -8010.46671 -7253.11303       (-53.516,-1290.762) (-1546.604,-4.992) (-758.666,-708.900)      144.236
14    1572.38901 2442.10049 3620.29083 -11311.24680 -8003.61515 -7247.34492       (-50.502,-1289.049) (-1549.608,-9.854) (-758.853,-712.531)      148.027
15    1570.18000 2438.91255 3616.55632 -11299.79832 -7996.76358 -7241.57681       (-47.488,-1287.336) (-1552.612,-14.715) (-759.041,-716.162)      152.104
16    1567.97099 2435.72461 3612.82180 -11288.34983 -7989.91202 -7235.80869       (-44.475,-1285.623) (-1555.616,-19.576) (-759.228,-719.794)      156.445
17    1565.76198 2432.53666 3609.08729 -11276.90135 -7983.06045 -7230.04058       (-41.461,-1283.910) (-1558.621,-24.438) (-759.415,-723.425)      161.029
18    1563.55297 2429.34872 3605.35277 -11265.45286 -7976.20888 -7224.27247       (-38.447,-1282.197) (-1561.625,-29.299) (-759.603,-727.057)      165.835
19    1561.34396 2426.16078 3601.61826 -11254.00438 -7969.35732 -7218.50436       (-35.433,-1280.484) (-1564.629,-34.161) (-759.790,-730.688)      170.845
20    1559.13495 2422.97284 3597.88374 -11242.55590 -7962.50575 -7212.73625       (-32.419,-1278.771) (-1567.633,-39.022) (-759.978,-734.319)      176.042
21    1556.92594 2419.78490 3594.14923 -11231.10741 -7955.65419 -7206.96814       (-29.405,-1277.058) (-1570.638,-43.884) (-760.165,-737.951)      181.408
22    1554.71693 2416.59695 3590.41471 -11219.65893 -7948.80262 -7201.20003       (-26.391,-1275.345) (-1573.642,-48.745) (-760.353,-741.582)      186.931
23    1552.50792 2413.40901 3586.68019 -11208.21045 -7941.95106 -7195.43192       (-23.377,-1273.632) (-1576.646,-53.607) (-760.540,-745.213)      192.596
24    1550.29891 2410.22107 3582.94568 -11196.76196 -7935.09949 -7189.66381       (-20.363,-1271.919) (-1579.650,-58.468) (-760.727,-748.845)      198.391
25    1548.08991 2407.03313 3579.21116 -11185.31348 -7928.24793 -7183.89570       (-17.350,-1270.206) (-1582.654,-63.329) (-760.915,-752.476)      204.305
26    1545.88090 2403.84518 3575.47665 -11173.86499 -7921.39636 -7178.12759       (-14.336,-1268.494) (-1585.659,-68.191) (-761.102,-756.107)      208.953
27    1543.67189 2400.65724 3571.74213 -11162.41651 -7914.54479 -7172.35948       (-11.322,-1266.781) (-1588.663,-73.052) (-761.290,-759.739)      213.272
28    1541.46288 2397.46930 3568.00762 -11150.96803 -7907.69323 -7166.59137       (-8.308,-1265.068) (-1591.667,-77.914) (-761.477,-763.370)      217.772
29    1539.25387 2394.28136 3564.27310 -11139.51954 -7900.84166 -7160.82325       (-5.294,-1263.355) (-1594.671,-82.775) (-761.664,-767.002)      222.441
30    1537.04486 2391.09341 3560.53859 -11128.07106 -7893.99010 -7155.05514       (-2.280,-1261.642) (-1597.675,-87.637) (-761.852,-770.633)      227.269
31    1534.83585 2387.90547 3556.80407 -11116.62258 -7887.13853 -7149.28703       (-0.734,-1260.663) (-1599.946,-761.305) (-91.764,-773.530)      231.012
32    1532.62684 2384.71753 3553.06956 -11105.17409 -7880.28697 -7143.51892       (-3.748,-1261.964) (-1599.936,-758.479) (-93.612,-774.148)      231.032
33    1530.41783 2381.52959 3549.33504 -11093.72561 -7873.43540 -7137.75081       (-6.762,-1263.265) (-1599.926,-755.653) (-95.459,-774.765)      231.15
34    1528.20882 2378.34164 3545.60053 -11082.27713 -7866.58384 -7131.98270       (-9.776,-1264.566) (-1599.917,-752.826) (-97.307,-775.383)      231.366
35    1525.99981 2375.15370 3541.86601 -11070.82864 -7859.73227 -7126.21459       (-12.789,-1265.867) (-1599.907,-750.000) (-99.154,-776.000)      231.678
36    1523.79080 2371.96576 3538.13150 -11059.38016 -7852.88070 -7120.44648       (-15.803,-1267.168) (-1599.897,-747.173) (-101.002,-776.618)      232.088
37    1521.58179 2368.77782 3534.39698 -11047.93167 -7846.02914 -7114.67837       (-18.817,-1268.469) (-1599.888,-744.347) (-102.849,-777.235)      232.594
38    1519.37278 2365.58988 3530.66247 -11036.48319 -7839.17757 -7108.91026       (-21.831,-1269.770) (-1599.878,-741.520) (-104.697,-777.853)      233.195
39    1517.16377 2362.40193 3526.92795 -11025.03471 -7832.32601 -7103.14215       (-24.845,-1271.071) (-1599.868,-738.694) (-106.544,-778.470)      233.891
40    1514.95476 2359.21399 3523.19344 -11013.58622 -7825.47444 -7097.37404       (-27.859,-1272.371) (-1599.858,-735.867) (-108.392,-779.088)      234.682
41    1512.74575 2356.02605 3519.45892 -11002.13774 -7818.62288 -7091.60592       (-30.873,-1273.672) (-1599.849,-733.041) (-110.240,-779.705)      235.565
42    1510.53674 2352.83811 3515.72441 -10990.68926 -7811.77131 -7085.83781       (-33.887,-1274.973) (-1599.839,-730.214) (-112.087,-780.322)      236.541
43    1508.32773 2349.65016 3511.98989 -10979.24077 -7804.91975 -7080.06970       (-36.901,-1276.274) (-1599.829,-727.388) (-113.935,-780.940)      237.608
44    1506.11872 2346.46222 3508.25538 -10967.79229 -7798.06818 -7074.30159       (-39.915,-1277.575) (-1599.820,-724.561) (-115.782,-781.557)      238.764
45    1503.90971 2343.27428 3504.52086 -10956.34380 -7791.21661 -7068.53348       (-42.928,-1278.876) (-1599.810,-721.735) (-117.630,-782.175)      240.009
46    1501.70070 2340.08634 3500.78635 -10944.89532 -7784.36505 -7062.76537       (-45.942,-1280.177) (-1599.800,-718.908) (-119.477,-782.792)      241.341
47    1499.49169 2336.89839 3497.05183 -10933.44684 -7777.51348 -7056.99726       (-48.956,-1281.478) (-1599.791,-716.082) (-121.325,-783.410)      242.759
48    1497.28268 2333.71045 3493.31732 -10921.99835 -7770.66192 -7051.22915       (-51.970,-1282.779) (-1599.781,-713.255) (-123.172,-784.027)      244.26
49    1495.07367 2330.52251 3489.58280 -10910.54987 -7763.81035 -7045.46104       (-54.984,-1284.080) (-1599.771,-710.429) (-125.020,-784.645)      245.845
50    1492.86466 2327.33457 3485.84829 -10899.10139 -7756.95879 -7039.69293       (-57.998,-1285.381) (-1599.762,-707.602) (-126.867,-785.262)      247.51
51    1490.65565 2324.14662 3482.11377 -10887.65290 -7750.10722 -7033.92482       (-61.012,-1286.682) (-1599.752,-704.776) (-128.715,-785.880)      249.255
52    1488.44664 2320.95868 3478.37926 -10876.20442 -7743.25566 -7028.15671       (-64.026,-1287.983) (-1599.742,-701.950) (-130.563,-786.497)      251.077
53    1486.23763 2317.77074 3474.64474 -10864.75594 -7736.40409 -7022.38859       (-67.040,-1289.284) (-1599.733,-699.123) (-132.410,-787.115)      252.976
54    1484.02862 2314.58280 3470.91023 -10853.30745 -7729.55253 -7016.62048       (-70.053,-1290.585) (-1599.723,-696.297) (-134.258,-787.732)      254.948
55    1481.81961 2311.39486 3467.17571 -10841.85897 -7722.70096 -7010.85237       (-73.067,-1291.886) (-1599.713,-693.470) (-136.105,-788.350)      256.994
56    1479.61060 2308.20691 3463.44120 -10830.41048 -7715.84939 -7005.08426       (-76.081,-1293.187) (-1599.703,-690.644) (-137.953,-788.967)      259.11
57    1477.40159 2305.01897 3459.70668 -10818.96200 -7708.99783 -6999.31615       (-79.095,-1294.488) (-1599.694,-687.817) (-139.800,-789.584)      261.296
58    1475.19258 2301.83103 3455.97217 -10807.51352 -7702.14626 -6993.54804       (-82.109,-1295.789) (-1599.684,-684.991) (-141.648,-790.202)      263.549
59    1472.98358 2298.64309 3452.23765 -10796.06503 -7695.29470 -6987.77993       (-85.123,-1297.090) (-1599.674,-682.164) (-143.495,-790.819)      265.868
60    1470.77457 2295.45514 3448.50314 -10784.61655 -7688.44313 -6982.01182       (-88.137,-1298.391) (-1599.665,-679.338) (-145.343,-791.437)      268.251
61    1468.56556 2292.26720 3444.76862 -10773.16807 -7681.59157 -6976.24371       (-91.151,-1299.692) (-1599.655,-676.511) (-147.190,-792.054)      270.696
62    1466.35655 2289.07926 3441.03411 -10761.71958 -7674.74000 -6970.47560       (-94.165,-1300.993) (-1599.645,-673.685) (-149.038,-792.672)      273.202
63    1464.14754 2285.89132 3437.29959 -10750.27110 -7667.88844 -6964.70749       (-97.179,-1302.294) (-1599.636,-670.858) (-150.885,-793.289)      275.767
64    1461.93853 2282.70337 3433.56508 -10738.82261 -7661.03687 -6958.93938       (-100.192,-1303.595) (-1599.626,-668.032) (-152.733,-793.907)      278.39
65    1459.72952 2279.51543 3429.83056 -10727.37413 -7654.18530 -6953.17126       (-103.206,-1304.896) (-1599.616,-665.205) (-154.581,-794.524)      281.068
66    1457.52051 2276.32749 3426.09605 -10715.92565 -7647.33374 -6947.40315       (-106.220,-1306.197) (-1599.607,-662.379) (-156.428,-795.142)      283.801
67    1455.31150 2273.13955 3422.36153 -10704.47716 -7640.48217 -6941.63504       (-109.234,-1307.498) (-1599.597,-659.552) (-158.276,-795.759)      286.586
68    1453.10249 2269.95160 3418.62702 -10693.02868 -7633.63061 -6935.86693       (-112.248,-1308.799) (-1599.587,-656.726) (-160.123,-796.377)      289.422
69    1450.89348 2266.76366 3414.89250 -10681.58020 -7626.77904 -6930.09882       (-115.262,-1310.100) (-1599.577,-653.899) (-161.971,-796.994)      292.308
70    1448.68447 2263.57572 3411.15799 -10670.13171 -7619.92748 -6924.33071       (-118.276,-1311.401) (-1599.568,-651.073) (-163.818,-797.612)      295.242
71    1446.47546 2260.38778 3407.42347 -10658.68323 -7613.07591 -6918.56260       (-121.290,-1312.702) (-1599.558,-648.246) (-165.666,-798.229)      298.223
72    1444.26645 2257.19983 3403.68896 -10647.23475 -7606.22435 -6912.79449       (-124.304,-1314.002) (-1599.548,-645.420) (-167.513,-798.846)      301.25
73    1442.05744 2254.01189 3399.95444 -10635.78626 -7599.37278 -6907.02638       (-127.317,-1315.303) (-1599.539,-642.594) (-169.361,-799.464)      304.32
74    1439.84843 2250.82395 3396.21993 -10624.33778 -7592.52121 -6901.25827       (-130.331,-1316.604) (-1599.529,-639.767) (-171.208,-800.081)      307.433
75    1437.63942 2247.63601 3392.48541 -10612.88929 -7585.66965 -6895.49016       (-133.345,-1317.905) (-1599.519,-636.941) (-173.056,-800.699)      310.588
76    1435.43041 2244.44807 3388.75090 -10601.44081 -7578.81808 -6889.72205       (-136.359,-1319.206) (-1599.510,-634.114) (-174.904,-801.316)      313.783
77    1433.22140 2241.26012 3385.01638 -10589.99233 -7571.96652 -6883.95393       (-139.373,-1320.507) (-1599.500,-631.288) (-176.751,-801.934)      317.016
78    1431.01239 2238.07218 3381.28186 -10578.54384 -7565.11495 -6878.18582       (-142.387,-1321.808) (-1599.490,-628.461) (-178.599,-802.551)      320.288
79    1428.80338 2234.88424 3377.54735 -10567.09536 -7558.26339 -6872.41771       (-145.401,-1323.109) (-1599.481,-625.635) (-180.446,-803.169)      323.596
80    1426.59437 2231.69630 3373.81283 -10555.64688 -7551.41182 -6866.64960       (-148.415,-1324.410) (-1599.471,-622.808) (-182.294,-803.786)      326.94
81    1424.38536 2228.50835 3370.07832 -10544.19839 -7544.56026 -6860.88149       (-151.429,-1325.711) (-1599.461,-619.982) (-184.141,-804.404)      330.318
82    1422.17635 2225.32041 3366.34380 -10532.74991 -7537.70869 -6855.11338       (-154.443,-1327.012) (-1599.451,-617.155) (-185.989,-805.021)      333.729
83    1419.96734 2222.13247 3362.60929 -10521.30142 -7530.85712 -6849.34527       (-157.456,-1328.313) (-1599.442,-614.329) (-187.836,-805.639)      337.173
84    1417.75833 2218.94453 3358.87477 -10509.85294 -7524.00556 -6843.57716       (-160.470,-1329.614) (-1599.432,-611.502) (-189.684,-806.256)      340.649
85    1415.54932 2215.75658 3355.14026 -10498.40446 -7517.15399 -6837.80905       (-163.484,-1330.915) (-1599.422,-608.676) (-191.531,-806.873)      344.154
86    1413.34031 2212.56864 3351.40574 -10486.95597 -7510.30243 -6832.04094       (-166.498,-1332.216) (-1599.413,-605.849) (-193.379,-807.491)      347.69
87    1411.13130 2209.38070 3347.67123 -10475.50749 -7503.45086 -6826.27283       (-169.512,-1333.517) (-1599.403,-603.023) (-195.226,-808.108)      351.254
88    1408.92229 2206.19276 3343.93671 -10464.05901 -7496.59930 -6820.50472       (-172.526,-1334.818) (-1599.393,-600.196) (-197.074,-808.726)      354.845
89    1406.71328 2203.00481 3340.20220 -10452.61052 -7489.74773 -6814.73660       (-175.540,-1336.119) (-1599.384,-597.370) (-198.922,-809.343)      358.464
90    1404.50427 2199.81687 3336.46768 -10441.16204 -7482.89617 -6808.96849       (-178.554,-1337.420) (-1599.374,-594.543) (-200.769,-809.961)      362.109
91    1402.29526 2196.62893 3332.73317 -10429.71356 -7476.04460 -6803.20038       (-181.568,-1338.721) (-1599.364,-591.717) (-202.617,-810.578)      365.779
92    1400.08626 2193.44099 3328.99865 -10418.26507 -7469.19303 -6797.43227       (-184.582,-1340.022) (-1599.355,-588.891) (-204.464,-811.196)      369.474
93    1397.87725 2190.25305 3325.26414 -10406.81659 -7462.34147 -6791.66416       (-187.595,-1341.323) (-1599.345,-586.064) (-206.312,-811.813)      373.193
94    1395.66824 2187.06510 3321.52962 -10395.36810 -7455.48990 -6785.89605       (-190.609,-1342.624) (-1599.335,-583.238) (-208.159,-812.431)      376.934
95    1393.45923 2183.87716 3317.79511 -10383.91962 -7448.63834 -6780.12794       (-193.623,-1343.925) (-1599.325,-580.411) (-210.007,-813.048)      380.699
96    1391.25022 2180.68922 3314.06059 -10372.47114 -7441.78677 -6774.35983       (-196.637,-1345.226) (-1599.316,-577.585) (-211.854,-813.666)      384.485
97    1389.04121 2177.50128 3310.32608 -10361.02265 -7434.93521 -6768.59172       (-199.651,-1346.527) (-1599.306,-574.758) (-213.702,-814.283)      388.292
98    1386.83220 2174.31333 3306.59156 -10349.57417 -7428.08364 -6762.82361       (-202.665,-1347.828) (-1599.296,-571.932) (-215.549,-814.901)      392.12
99    1384.62319 2171.12539 3302.85705 -10338.12569 -7421.23208 -6757.05550       (-205.679,-1349.129) (-1599.287,-569.105) (-217.397,-815.518)      395.968
100    1382.41418 2167.93745 3299.12253 -10326.67720 -7414.38051 -6751.28739       (-208.693,-1350.430) (-1599.277,-566.279) (-219.245,-816.135)      399.835
101    1380.20517 2164.74951 3295.38802 -10315.22872 -7407.52894 -6745.51927       (-211.707,-1351.731) (-1599.267,-563.452) (-221.092,-816.753)      403.721
102    1377.99616 2161.56156 3291.65350 -10303.78023 -7400.67738 -6739.75116       (-214.720,-1353.032) (-1599.258,-560.626) (-222.940,-817.370)      407.626
103    1375.78715 2158.37362 3287.91899 -10292.33175 -7393.82581 -6733.98305       (-217.734,-1354.333) (-1599.248,-557.799) (-224.787,-817.988)      411.548
104    1373.57814 2155.18568 3284.18447 -10280.88327 -7386.97425 -6728.21494       (-220.748,-1355.633) (-1599.238,-554.973) (-226.635,-818.605)      415.487
105    1371.36913 2151.99774 3280.44996 -10269.43478 -7380.12268 -6722.44683       (-223.762,-1356.934) (-1599.229,-552.146) (-228.482,-819.223)      419.444
106    1369.16012 2148.80979 3276.71544 -10257.98630 -7373.27112 -6716.67872       (-226.776,-1358.235) (-1599.219,-549.320) (-230.330,-819.840)      423.416
107    1366.95111 2145.62185 3272.98093 -10246.53782 -7366.41955 -6710.91061       (-229.790,-1359.536) (-1599.209,-546.493) (-232.177,-820.458)      427.404
108    1364.74210 2142.43391 3269.24641 -10235.08933 -7359.56799 -6705.14250       (-232.804,-1360.837) (-1599.200,-543.667) (-234.025,-821.075)      431.408
109    1362.53309 2139.24597 3265.51190 -10223.64085 -7352.71642 -6699.37439       (-235.818,-1362.138) (-1599.190,-540.840) (-235.872,-821.693)      435.427
110    1360.32408 2136.05803 3261.77738 -10212.19237 -7345.86486 -6693.60628       (-238.832,-1363.439) (-1599.180,-538.014) (-237.720,-822.310)      439.461
111    1358.11507 2132.87008 3258.04287 -10200.74388 -7339.01329 -6687.83817       (-241.846,-1364.740) (-1599.170,-535.188) (-239.567,-822.928)      443.508
112    1355.90606 2129.68214 3254.30835 -10189.29540 -7332.16172 -6682.07006       (-244.859,-1366.041) (-1599.161,-532.361) (-241.415,-823.545)      447.569
113    1353.69705 2126.49420 3250.57384 -10177.84691 -7325.31016 -6676.30194       (-247.873,-1367.342) (-1599.151,-529.535) (-243.263,-824.162)      451.644
114    1351.48804 2123.30626 3246.83932 -10166.39843 -7318.45859 -6670.53383       (-250.887,-1368.643) (-1599.141,-526.708) (-245.110,-824.780)      455.732
115    1349.27903 2120.11831 3243.10481 -10154.94995 -7311.60703 -6664.76572       (-253.901,-1369.944) (-1599.132,-523.882) (-246.958,-825.397)      459.833
116    1347.07002 2116.93037 3239.37029 -10143.50146 -7304.75546 -6658.99761       (-256.915,-1371.245) (-1599.122,-521.055) (-248.805,-826.015)      463.946
117    1344.86101 2113.74243 3235.63578 -10132.05298 -7297.90390 -6653.22950       (-259.929,-1372.546) (-1599.112,-518.229) (-250.653,-826.632)      468.071
118    1342.65200 2110.55449 3231.90126 -10120.60450 -7291.05233 -6647.46139       (-262.943,-1373.847) (-1599.103,-515.402) (-252.500,-827.250)      472.208
119    1340.44299 2107.36654 3228.16675 -10109.15601 -7284.20077 -6641.69328       (-265.957,-1375.148) (-1599.093,-512.576) (-254.348,-827.867)      476.356
120    1338.23398 2104.17860 3224.43223 -10097.70753 -7277.34920 -6635.92517       (-268.971,-1376.449) (-1599.083,-509.749) (-256.195,-828.485)      480.515
121    1336.02497 2100.99066 3220.69772 -10086.25904 -7270.49763 -6630.15706       (-271.984,-1377.750) (-1599.074,-506.923) (-258.043,-829.102)      484.685
122    1333.81596 2097.80272 3216.96320 -10074.81056 -7263.64607 -6624.38895       (-274.998,-1379.051) (-1599.064,-504.096) (-259.890,-829.720)      488.866
123    1331.60695 2094.61477 3213.22869 -10063.36208 -7256.79450 -6618.62084       (-278.012,-1380.352) (-1599.054,-501.270) (-261.738,-830.337)      493.057
124    1329.39794 2091.42683 3209.49417 -10051.91359 -7249.94294 -6612.85273       (-281.026,-1381.653) (-1599.044,-498.443) (-263.586,-830.955)      497.258
125    1327.18894 2088.23889 3205.75966 -10040.46511 -7243.09137 -6607.08461       (-284.040,-1382.954) (-1599.035,-495.617) (-265.433,-831.572)      501.469
126    1324.97993 2085.05095 3202.02514 -10029.01663 -7236.23981 -6601.31650       (-287.054,-1384.255) (-1599.025,-492.790) (-267.281,-832.190)      505.69
127    1322.77092 2081.86301 3198.29063 -10017.56814 -7229.38824 -6595.54839       (-290.068,-1385.556) (-1599.015,-489.964) (-269.128,-832.807)      509.92
128    1320.56191 2078.67506 3194.55611 -10006.11966 -7222.53668 -6589.78028       (-293.082,-1386.857) (-1599.006,-487.137) (-270.976,-833.424)      514.158
129    1318.35290 2075.48712 3190.82160 -9994.67118 -7215.68511 -6584.01217       (-296.096,-1388.158) (-1598.996,-484.311) (-272.823,-834.042)      518.406
130    1316.14389 2072.29918 3187.08708 -9983.22269 -7208.83354 -6578.24406       (-299.110,-1389.459) (-1598.986,-481.485) (-274.671,-834.659)      522.662
131    1313.93488 2069.11124 3183.35257 -9971.77421 -7201.98198 -6572.47595       (-302.123,-1390.760) (-1598.977,-478.658) (-276.518,-835.277)      526.927
132    1311.72587 2065.92329 3179.61805 -9960.32572 -7195.13041 -6566.70784       (-305.137,-1392.061) (-1598.967,-475.832) (-278.366,-835.894)      531.2
