Fol_.84_.txt     Output is probe cell, reduced cell, NCDist distance between
0    588.75467 761.94521 813.54928 -2774.29153 -2099.69728 -2470.80741       (-95.901,-108.639) (-474.318,-116.156) (-57.035,-472.599)      0
1    587.69225 761.08650 812.61865 -2771.57156 -2097.70423 -2468.80893       (-96.628,-109.701) (-474.169,-115.225) (-58.169,-472.467)      1.96205
2    586.62984 760.22780 811.68801 -2768.85158 -2095.71118 -2466.81044       (-97.355,-110.763) (-474.020,-114.295) (-59.303,-472.335)      3.92409
3    585.56742 759.36909 810.75737 -2766.13160 -2093.71812 -2464.81195       (-98.082,-111.826) (-473.870,-113.364) (-60.438,-472.203)      5.88614
4    584.50500 758.51038 809.82674 -2763.41162 -2091.72507 -2462.81346       (-98.809,-112.888) (-473.721,-112.433) (-61.572,-472.072)      7.84819
5    583.44259 757.65168 808.89610 -2760.69165 -2089.73202 -2460.81497       (-99.536,-113.951) (-473.572,-111.503) (-62.706,-471.940)      9.81023
6    582.38017 756.79297 807.96547 -2757.97167 -2087.73897 -2458.81649       (-100.263,-115.013) (-473.423,-110.572) (-63.841,-471.808)      11.7723
7    581.31776 755.93427 807.03483 -2755.25169 -2085.74592 -2456.81800       (-100.990,-116.076) (-473.273,-109.641) (-64.975,-471.676)      13.7343
8    580.25534 755.07556 806.10419 -2752.53172 -2083.75287 -2454.81951       (-101.717,-117.138) (-473.124,-108.711) (-66.109,-471.544)      15.6964
9    579.19292 754.21686 805.17356 -2749.81174 -2081.75981 -2452.82102       (-102.444,-118.200) (-472.975,-107.780) (-67.244,-471.413)      17.6584
10    578.13051 753.35815 804.24292 -2747.09176 -2079.76676 -2450.82254       (-103.171,-119.263) (-472.825,-106.850) (-68.378,-471.281)      19.6205
11    577.06809 752.49945 803.31229 -2744.37179 -2077.77371 -2448.82405       (-103.897,-120.325) (-472.676,-105.919) (-69.512,-471.149)      21.5825
