Fol_.89_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -3624.55702 -3121.05629 2887.79731 -2802.91491 -7729.22231 2580.29565       (-222.619,-148.377) (-84.882,-4926.307) (-2802.915,-651.877)      0
1    -3621.58136 -3118.01708 2884.75810 -2802.91491 -7726.41659 2577.48993       (-225.425,-151.416) (-81.843,-4923.502) (-2802.915,-654.980)      6.62155
2    -3618.60571 -3114.97787 2881.71889 -2802.91491 -7723.61087 2574.68421       (-228.231,-154.455) (-78.804,-4920.696) (-2802.915,-658.083)      13.2431
3    -3615.63005 -3111.93865 2878.67967 -2802.91491 -7720.80515 2571.87849       (-231.036,-157.494) (-75.765,-4917.890) (-2802.915,-661.186)      19.8647
4    -3612.65440 -3108.89944 2875.64046 -2802.91491 -7717.99943 2569.07277       (-233.842,-160.533) (-72.726,-4915.085) (-2802.915,-664.288)      26.4862
5    -3609.67874 -3105.86023 2872.60125 -2802.91491 -7715.19371 2566.26705       (-236.648,-163.573) (-69.686,-4912.279) (-2802.915,-667.391)      33.1078
6    -3606.70309 -3102.82101 2869.56203 -2802.91491 -7712.38799 2563.46133       (-239.454,-166.612) (-66.647,-4909.473) (-2802.915,-670.494)      39.7293
7    -3603.72743 -3099.78180 2866.52282 -2802.91491 -7709.58227 2560.65561       (-242.259,-169.651) (-63.608,-4906.667) (-2802.915,-673.597)      46.3509
8    -3600.75178 -3096.74259 2863.48361 -2802.91491 -7706.77655 2557.84989       (-245.065,-172.690) (-60.569,-4903.862) (-2802.915,-676.699)      52.9724
9    -3597.77612 -3093.70337 2860.44440 -2802.91491 -7703.97083 2555.04417       (-247.871,-175.729) (-57.529,-4901.056) (-2802.915,-679.802)      59.594
10    -3594.80046 -3090.66416 2857.40518 -2802.91491 -7701.16511 2552.23845       (-250.676,-178.769) (-54.490,-4898.250) (-2802.915,-682.905)      66.2155
11    -3591.82481 -3087.62495 2854.36597 -2802.91491 -7698.35939 2549.43273       (-253.482,-181.808) (-51.451,-4895.444) (-2802.915,-686.008)      72.8371
12    -3588.84915 -3084.58573 2851.32676 -2802.91491 -7695.55367 2546.62700       (-256.288,-184.847) (-48.412,-4892.639) (-2802.915,-689.111)      79.4586
13    -3585.87350 -3081.54652 2848.28754 -2802.91491 -7692.74795 2543.82128       (-259.094,-187.886) (-45.373,-4889.833) (-2802.915,-692.213)      86.0802
14    -3582.89784 -3078.50731 2845.24833 -2802.91491 -7689.94222 2541.01556       (-261.899,-190.926) (-42.333,-4887.027) (-2802.915,-695.316)      92.7017
15    -3579.92219 -3075.46810 2842.20912 -2802.91491 -7687.13650 2538.20984       (-264.705,-193.965) (-39.294,-4884.222) (-2802.915,-698.419)      99.3233
16    -3576.94653 -3072.42888 2839.16990 -2802.91491 -7684.33078 2535.40412       (-267.511,-197.004) (-36.255,-4881.416) (-2802.915,-701.522)      105.945
17    -3573.97088 -3069.38967 2836.13069 -2802.91491 -7681.52506 2532.59840       (-270.317,-200.043) (-33.216,-4878.610) (-2802.915,-704.624)      112.566
18    -3570.99522 -3066.35046 2833.09148 -2802.91491 -7678.71934 2529.79268       (-273.122,-203.082) (-30.177,-4875.804) (-2802.915,-707.727)      119.188
19    -3568.01957 -3063.31124 2830.05226 -2802.91491 -7675.91362 2526.98696       (-275.928,-206.122) (-27.137,-4872.999) (-2802.915,-710.830)      125.809
20    -3565.04391 -3060.27203 2827.01305 -2802.91491 -7673.10790 2524.18124       (-278.734,-209.161) (-24.098,-4870.193) (-2802.915,-713.933)      132.431
21    -3562.06826 -3057.23282 2823.97384 -2802.91491 -7670.30218 2521.37552       (-281.539,-212.200) (-21.059,-4867.387) (-2802.915,-717.035)      139.053
22    -3559.09260 -3054.19360 2820.93462 -2802.91491 -7667.49646 2518.56980       (-284.345,-215.239) (-18.020,-4864.582) (-2802.915,-720.138)      145.674
23    -3556.11694 -3051.15439 2817.89541 -2802.91491 -7664.69074 2515.76408       (-287.151,-218.278) (-14.981,-4861.776) (-2802.915,-723.241)      152.296
24    -3553.14129 -3048.11518 2814.85620 -2802.91491 -7661.88502 2512.95836       (-289.957,-221.318) (-11.941,-4858.970) (-2802.915,-726.344)      158.917
25    -3550.16563 -3045.07596 2811.81699 -2802.91491 -7659.07930 2510.15264       (-292.762,-224.357) (-8.902,-4856.164) (-2802.915,-729.447)      165.539
26    -3547.18998 -3042.03675 2808.77777 -2802.91491 -7656.27358 2507.34692       (-295.568,-227.396) (-5.863,-4853.359) (-2802.915,-732.549)      172.16
27    -3544.21432 -3038.99754 2805.73856 -2802.91491 -7653.46786 2504.54120       (-298.374,-230.435) (-2.824,-4850.553) (-2802.915,-735.652)      178.782
28    -3541.23867 -3035.95832 2802.69935 -2802.91491 -7650.66214 2501.73547       (-738.539,-233.259) (-0.216,-4847.963) (-2802.699,-300.964)      185.021
29    -3538.26301 -3032.91911 2799.66013 -2802.91491 -7647.85642 2498.92975       (-738.603,-233.259) (-3.255,-4848.196) (-2799.660,-300.730)      186.3
30    -3535.28736 -3029.87990 2796.62092 -2802.91491 -7645.05069 2496.12403       (-738.666,-233.259) (-6.294,-4848.430) (-2796.621,-300.497)      187.67
31    -3532.31170 -3026.84069 2793.58171 -2802.91491 -7642.24497 2493.31831       (-738.730,-233.259) (-9.333,-4848.663) (-2793.582,-300.263)      189.128
32    -3529.33605 -3023.80147 2790.54249 -2802.91491 -7639.43925 2490.51259       (-738.794,-233.259) (-12.372,-4848.897) (-2790.542,-300.030)      190.672
33    -3526.36039 -3020.76226 2787.50328 -2802.91491 -7636.63353 2487.70687       (-738.857,-233.259) (-15.412,-4849.130) (-2787.503,-299.796)      192.301
34    -3523.38474 -3017.72305 2784.46407 -2802.91491 -7633.82781 2484.90115       (-738.921,-233.259) (-18.451,-4849.364) (-2784.464,-299.563)      194.011
35    -3520.40908 -3014.68383 2781.42485 -2802.91491 -7631.02209 2482.09543       (-738.984,-233.259) (-21.490,-4849.597) (-2781.425,-299.329)      195.802
36    -3517.43342 -3011.64462 2778.38564 -2802.91491 -7628.21637 2479.28971       (-739.048,-233.259) (-24.529,-4849.831) (-2778.386,-299.096)      197.671
37    -3514.45777 -3008.60541 2775.34643 -2802.91491 -7625.41065 2476.48399       (-739.111,-233.259) (-27.568,-4850.064) (-2775.346,-298.862)      199.615
38    -3511.48211 -3005.56619 2772.30722 -2802.91491 -7622.60493 2473.67827       (-739.175,-233.259) (-30.608,-4850.298) (-2772.307,-298.629)      201.632
39    -3508.50646 -3002.52698 2769.26800 -2802.91491 -7619.79921 2470.87255       (-739.238,-233.259) (-33.647,-4850.531) (-2769.268,-298.395)      203.721
40    -3505.53080 -2999.48777 2766.22879 -2802.91491 -7616.99349 2468.06683       (-739.302,-233.259) (-36.686,-4850.765) (-2766.229,-298.162)      205.879
41    -3502.55515 -2996.44855 2763.18958 -2802.91491 -7614.18777 2465.26111       (-739.366,-233.259) (-39.725,-4850.998) (-2763.190,-297.928)      208.104
42    -3499.57949 -2993.40934 2760.15036 -2802.91491 -7611.38205 2462.45539       (-739.429,-233.259) (-42.765,-4851.232) (-2760.150,-297.695)      210.394
43    -3496.60384 -2990.37013 2757.11115 -2802.91491 -7608.57633 2459.64967       (-739.493,-233.259) (-45.804,-4851.465) (-2757.111,-297.461)      212.746
44    -3493.62818 -2987.33092 2754.07194 -2802.91491 -7605.77061 2456.84394       (-739.556,-233.259) (-48.843,-4851.699) (-2754.072,-297.228)      215.16
45    -3490.65253 -2984.29170 2751.03272 -2802.91491 -7602.96489 2454.03822       (-739.620,-233.259) (-51.882,-4851.932) (-2751.033,-296.994)      217.631
46    -3487.67687 -2981.25249 2747.99351 -2802.91491 -7600.15916 2451.23250       (-739.683,-233.259) (-54.921,-4852.166) (-2747.994,-296.761)      220.16
47    -3484.70122 -2978.21328 2744.95430 -2802.91491 -7597.35344 2448.42678       (-739.747,-233.259) (-57.961,-4852.399) (-2744.954,-296.528)      222.743
48    -3481.72556 -2975.17406 2741.91508 -2802.91491 -7594.54772 2445.62106       (-739.810,-233.259) (-61.000,-4852.633) (-2741.915,-296.294)      225.379
49    -3478.74990 -2972.13485 2738.87587 -2802.91491 -7591.74200 2442.81534       (-739.874,-233.259) (-64.039,-4852.866) (-2738.876,-296.061)      228.066
50    -3475.77425 -2969.09564 2735.83666 -2802.91491 -7588.93628 2440.00962       (-739.938,-233.259) (-67.078,-4853.100) (-2735.837,-295.827)      230.803
51    -3472.79859 -2966.05642 2732.79745 -2802.91491 -7586.13056 2437.20390       (-740.001,-233.259) (-70.117,-4853.333) (-2732.797,-295.594)      233.587
52    -3469.82294 -2963.01721 2729.75823 -2802.91491 -7583.32484 2434.39818       (-740.065,-233.259) (-73.157,-4853.567) (-2729.758,-295.360)      236.416
53    -3466.84728 -2959.97800 2726.71902 -2802.91491 -7580.51912 2431.59246       (-740.128,-233.259) (-76.196,-4853.800) (-2726.719,-295.127)      239.29
54    -3463.87163 -2956.93878 2723.67981 -2802.91491 -7577.71340 2428.78674       (-740.192,-233.259) (-79.235,-4854.034) (-2723.680,-294.893)      242.207
55    -3460.89597 -2953.89957 2720.64059 -2802.91491 -7574.90768 2425.98102       (-740.255,-233.259) (-82.274,-4854.267) (-2720.641,-294.660)      245.165
56    -3457.92032 -2950.86036 2717.60138 -2802.91491 -7572.10196 2423.17530       (-740.319,-233.259) (-85.314,-4854.501) (-2717.601,-294.426)      248.162
57    -3454.94466 -2947.82115 2714.56217 -2802.91491 -7569.29624 2420.36958       (-740.382,-233.259) (-88.353,-4854.734) (-2714.562,-294.193)      251.198
58    -3451.96901 -2944.78193 2711.52295 -2802.91491 -7566.49052 2417.56386       (-740.446,-233.259) (-91.392,-4854.968) (-2711.523,-293.959)      254.27
59    -3448.99335 -2941.74272 2708.48374 -2802.91491 -7563.68480 2414.75814       (-740.510,-233.259) (-94.431,-4855.201) (-2708.484,-293.726)      257.378
60    -3446.01770 -2938.70351 2705.44453 -2802.91491 -7560.87908 2411.95241       (-740.573,-233.259) (-97.470,-4855.435) (-2705.445,-293.492)      260.52
61    -3443.04204 -2935.66429 2702.40531 -2802.91491 -7558.07336 2409.14669       (-740.637,-233.259) (-100.510,-4855.668) (-2702.405,-293.259)      263.696
62    -3440.06638 -2932.62508 2699.36610 -2802.91491 -7555.26763 2406.34097       (-740.700,-233.259) (-103.549,-4855.902) (-2699.366,-293.025)      266.903
63    -3437.09073 -2929.58587 2696.32689 -2802.91491 -7552.46191 2403.53525       (-740.764,-233.259) (-106.588,-4856.135) (-2696.327,-292.792)      270.141
64    -3434.11507 -2926.54665 2693.28767 -2802.91491 -7549.65619 2400.72953       (-740.827,-233.259) (-109.627,-4856.369) (-2693.288,-292.558)      273.408
65    -3431.13942 -2923.50744 2690.24846 -2802.91491 -7546.85047 2397.92381       (-740.891,-233.259) (-112.666,-4856.602) (-2690.248,-292.325)      276.705
66    -3428.16376 -2920.46823 2687.20925 -2802.91491 -7544.04475 2395.11809       (-740.955,-233.259) (-115.706,-4856.836) (-2687.209,-292.091)      280.028
67    -3425.18811 -2917.42901 2684.17004 -2802.91491 -7541.23903 2392.31237       (-741.018,-233.259) (-118.745,-4857.069) (-2684.170,-291.858)      283.379
68    -3422.21245 -2914.38980 2681.13082 -2802.91491 -7538.43331 2389.50665       (-741.082,-233.259) (-121.784,-4857.302) (-2681.131,-291.624)      286.755
69    -3419.23680 -2911.35059 2678.09161 -2802.91491 -7535.62759 2386.70093       (-741.145,-233.259) (-124.823,-4857.536) (-2678.092,-291.391)      290.155
70    -3416.26114 -2908.31137 2675.05240 -2802.91491 -7532.82187 2383.89521       (-741.209,-233.259) (-127.863,-4857.769) (-2675.052,-291.157)      293.58
71    -3413.28549 -2905.27216 2672.01318 -2802.91491 -7530.01615 2381.08949       (-741.272,-233.259) (-130.902,-4858.003) (-2672.013,-290.924)      297.028
