Fol_.29_.txt     Output is probe cell, reduced cell, NCDist distance between
0    1005.46323 -246.75977 2499.58934 -7629.65870 -7809.18059 -2176.39306       (-799.075,-246.760) (-2630.480,-1005.463) (-2499.589,-165.467)      6.4311e-13
1    1003.65689 -249.14588 2494.58516 -7622.26841 -7802.37006 -2174.38012       (-805.886,-249.146) (-2633.098,-1003.657) (-2494.585,-167.066)      9.47602
2    1001.85054 -251.53199 2489.58097 -7614.87812 -7795.55953 -2172.36718       (-812.697,-251.532) (-2635.716,-1001.851) (-2489.581,-168.666)      18.952
3    1000.04420 -253.91809 2484.57679 -7607.48783 -7788.74901 -2170.35424       (-819.507,-253.918) (-2638.334,-1000.044) (-2484.577,-170.266)      28.4281
4    998.23785 -256.30420 2479.57261 -7600.09754 -7781.93848 -2168.34130       (-826.318,-256.304) (-2640.952,-998.238) (-2479.573,-171.866)      37.9041
5    996.43151 -258.69031 2474.56843 -7592.70725 -7775.12795 -2166.32836       (-833.128,-258.690) (-2643.570,-996.432) (-2474.568,-173.465)      47.3801
6    994.62516 -261.07641 2469.56424 -7585.31696 -7768.31742 -2164.31542       (-839.939,-261.076) (-2646.188,-994.625) (-2469.564,-175.065)      56.8561
7    992.81882 -263.46252 2464.56006 -7577.92667 -7761.50690 -2162.30248       (-846.749,-263.463) (-2648.807,-992.819) (-2464.560,-176.665)      66.3322
8    991.01247 -265.84862 2459.55588 -7570.53638 -7754.69637 -2160.28954       (-853.560,-265.849) (-2651.425,-991.012) (-2459.556,-178.265)      75.8082
9    989.20613 -268.23473 2454.55169 -7563.14609 -7747.88584 -2158.27660       (-860.370,-268.235) (-2654.043,-989.206) (-2454.552,-179.864)      85.2842
10    987.39978 -270.62084 2449.54751 -7555.75580 -7741.07531 -2156.26366       (-867.181,-270.621) (-2656.661,-987.400) (-2449.548,-181.464)      94.7602
11    985.59344 -273.00694 2444.54333 -7548.36551 -7734.26478 -2154.25072       (-873.991,-273.007) (-2659.279,-985.593) (-2444.543,-183.064)      104.236
12    983.78709 -275.39305 2439.53915 -7540.97523 -7727.45426 -2152.23779       (-880.802,-275.393) (-2661.897,-983.787) (-2439.539,-184.664)      113.712
13    981.98075 -277.77916 2434.53496 -7533.58494 -7720.64373 -2150.22485       (-887.612,-277.779) (-2664.515,-981.981) (-2434.535,-186.263)      123.188
