Fol_.46_.txt     Output is probe cell, reduced cell, NCDist distance between
0    7528.07422 1010.06369 1152.98525 -2340.86955 -17474.09613 -15037.51406       (-77.826,-12.938) (-142.922,-352.552) (-21.961,-15.517)      0
1    7520.39554 1009.03708 1151.81816 -2338.87924 -17456.62653 -15022.53940       (-76.655,-11.379) (-142.781,-362.779) (-23.864,-17.293)      10.7328
2    7512.71687 1008.01047 1150.65107 -2336.88893 -17439.15692 -15007.56474       (-75.484,-9.820) (-142.641,-373.006) (-25.767,-19.068)      21.4656
3    7505.03819 1006.98387 1149.48398 -2334.89862 -17421.68732 -14992.59007       (-74.313,-8.261) (-142.500,-383.233) (-27.670,-20.844)      32.1984
4    7497.35952 1005.95726 1148.31689 -2332.90831 -17404.21771 -14977.61541       (-73.142,-6.701) (-142.360,-393.461) (-29.573,-22.619)      42.9312
5    7489.68084 1004.93065 1147.14980 -2330.91801 -17386.74811 -14962.64075       (-71.971,-5.142) (-142.219,-403.688) (-31.476,-24.395)      53.664
6    7482.00217 1003.90404 1145.98271 -2328.92770 -17369.27850 -14947.66608       (-70.800,-3.583) (-142.079,-413.915) (-33.379,-26.171)      64.3968
7    7474.32350 1002.87744 1144.81562 -2326.93739 -17351.80890 -14932.69142       (-69.629,-2.024) (-141.938,-424.142) (-35.282,-27.946)      75.1296
8    7466.64482 1001.85083 1143.64853 -2324.94708 -17334.33929 -14917.71676       (-68.458,-0.465) (-141.798,-434.370) (-37.185,-29.722)      85.8624
9    7458.96615 1000.82422 1142.48143 -2322.95677 -17316.86969 -14902.74210       (-68.381,-1.095) (-37.994,-443.502) (-140.563,-30.403)      95.0912
10    7451.28747 999.79762 1141.31434 -2320.96646 -17299.40009 -14887.76743       (-68.770,-2.654) (-38.338,-452.170) (-138.863,-30.619)      103.739
11    7443.60880 998.77101 1140.14725 -2318.97616 -17281.93048 -14872.79277       (-69.158,-4.213) (-38.682,-460.838) (-137.163,-30.836)      112.44
12    7435.93012 997.74440 1138.98016 -2316.98585 -17264.46088 -14857.81811       (-69.546,-5.772) (-39.026,-469.506) (-135.464,-31.052)      121.182
13    7428.25145 996.71779 1137.81307 -2314.99554 -17246.99127 -14842.84344       (-69.934,-7.331) (-39.369,-478.174) (-133.764,-31.269)      129.959
14    7420.57277 995.69119 1136.64598 -2313.00523 -17229.52167 -14827.86878       (-70.322,-8.891) (-39.713,-486.842) (-132.064,-31.485)      138.762
15    7412.89410 994.66458 1135.47889 -2311.01492 -17212.05206 -14812.89412       (-70.711,-10.450) (-40.057,-495.510) (-130.364,-31.701)      147.587
16    7405.21543 993.63797 1134.31180 -2309.02461 -17194.58246 -14797.91946       (-71.099,-12.009) (-40.401,-504.178) (-128.665,-31.918)      156.431
17    7397.53675 992.61136 1133.14471 -2307.03431 -17177.11285 -14782.94479       (-71.487,-13.568) (-40.745,-512.847) (-126.965,-32.134)      165.29
18    7389.85808 991.58476 1131.97762 -2305.04400 -17159.64325 -14767.97013       (-71.875,-15.127) (-41.089,-521.515) (-125.265,-32.351)      174.162
19    7382.17940 990.55815 1130.81053 -2303.05369 -17142.17364 -14752.99547       (-72.263,-16.687) (-41.433,-530.183) (-123.566,-32.567)      183.046
20    7374.50073 989.53154 1129.64344 -2301.06338 -17124.70404 -14738.02080       (-72.652,-18.246) (-41.777,-538.851) (-121.866,-32.783)      191.939
21    7366.82205 988.50494 1128.47635 -2299.07307 -17107.23443 -14723.04614       (-73.040,-19.805) (-42.120,-547.519) (-120.166,-33.000)      200.841
