Fol_.18_.txt     Output is probe cell, reduced cell, NCDist distance between
0    4632.74119 2219.21141 4769.47649 -16604.74713 -15430.56394 -13530.40470       (-3373.871,-1154.660) (-3691.923,-1395.605) (-1258.870,-891.051)      0
1    4624.72656 2213.29436 4763.44211 -16589.28158 -15416.51493 -13517.75269       (-3359.822,-1146.528) (-3702.575,-1403.620) (-1264.904,-908.477)      27.9517
2    4616.71194 2207.37731 4757.40773 -16573.81602 -15402.46592 -13505.10068       (-3345.773,-1138.396) (-3713.227,-1411.634) (-1270.939,-925.903)      55.9033
3    4608.69731 2201.46026 4751.37335 -16558.35047 -15388.41692 -13492.44868       (-3331.724,-1130.264) (-3723.879,-1419.649) (-1276.973,-943.330)      83.855
4    4600.68268 2195.54321 4745.33897 -16542.88492 -15374.36791 -13479.79667       (-3317.675,-1122.132) (-3734.532,-1427.664) (-1283.007,-960.756)      111.807
5    4592.66806 2189.62616 4739.30459 -16527.41937 -15360.31890 -13467.14467       (-3303.626,-1114.000) (-3745.184,-1435.678) (-1289.042,-978.182)      139.758
6    4584.65343 2183.70910 4733.27021 -16511.95381 -15346.26989 -13454.49266       (-3289.577,-1105.868) (-3755.836,-1443.693) (-1295.076,-995.608)      167.71
7    4576.63880 2177.79205 4727.23583 -16496.48826 -15332.22089 -13441.84066       (-3275.528,-1097.736) (-3766.488,-1451.707) (-1301.110,-1013.035)      195.662
8    4568.62417 2171.87500 4721.20145 -16481.02271 -15318.17188 -13429.18865       (-3261.479,-1089.604) (-3777.140,-1459.722) (-1307.145,-1030.461)      223.613
9    4560.60955 2165.95795 4715.16707 -16465.55715 -15304.12287 -13416.53664       (-3247.430,-1081.472) (-3787.793,-1467.737) (-1313.179,-1047.887)      251.565
10    4552.59492 2160.04090 4709.13269 -16450.09160 -15290.07386 -13403.88464       (-3233.381,-1073.340) (-3798.445,-1475.751) (-1319.214,-1065.313)      279.517
11    4544.58029 2154.12385 4703.09830 -16434.62605 -15276.02485 -13391.23263       (-3219.332,-1065.208) (-3809.097,-1483.766) (-1325.248,-1082.740)      307.468
12    4536.56566 2148.20680 4697.06392 -16419.16050 -15261.97585 -13378.58063       (-3205.283,-1057.077) (-3819.749,-1491.781) (-1331.282,-1100.166)      335.42
13    4528.55104 2142.28975 4691.02954 -16403.69494 -15247.92684 -13365.92862       (-3191.234,-1048.945) (-3830.402,-1499.795) (-1337.317,-1117.592)      363.372
14    4520.53641 2136.37269 4684.99516 -16388.22939 -15233.87783 -13353.27661       (-3177.185,-1040.813) (-3841.054,-1507.810) (-1343.351,-1135.018)      391.323
15    4512.52178 2130.45564 4678.96078 -16372.76384 -15219.82882 -13340.62461       (-3163.136,-1032.681) (-3851.706,-1515.824) (-1349.385,-1152.445)      419.275
16    4504.50716 2124.53859 4672.92640 -16357.29829 -15205.77981 -13327.97260       (-3149.087,-1024.549) (-3862.358,-1523.839) (-1355.420,-1169.871)      447.227
17    4496.49253 2118.62154 4666.89202 -16341.83273 -15191.73081 -13315.32060       (-3135.038,-1016.417) (-3873.010,-1531.854) (-1361.454,-1187.297)      475.178
18    4488.47790 2112.70449 4660.85764 -16326.36718 -15177.68180 -13302.66859       (-3120.989,-1008.285) (-3883.663,-1539.868) (-1367.489,-1204.724)      503.13
19    4480.46327 2106.78744 4654.82326 -16310.90163 -15163.63279 -13290.01659       (-3106.940,-1000.153) (-3894.315,-1547.883) (-1373.523,-1222.150)      531.082
20    4472.44865 2100.87039 4648.78888 -16295.43608 -15149.58378 -13277.36458       (-3092.891,-992.021) (-3904.967,-1555.898) (-1379.557,-1239.576)      559.033
21    4464.43402 2094.95334 4642.75450 -16279.97052 -15135.53477 -13264.71257       (-3078.842,-983.889) (-3915.619,-1563.912) (-1385.592,-1257.002)      586.985
22    4456.41939 2089.03629 4636.72012 -16264.50497 -15121.48577 -13252.06057       (-3064.793,-975.757) (-3926.271,-1571.927) (-1391.626,-1274.429)      614.937
23    4448.40477 2083.11923 4630.68574 -16249.03942 -15107.43676 -13239.40856       (-3050.744,-967.625) (-3936.924,-1579.941) (-1397.661,-1291.855)      642.888
24    4440.39014 2077.20218 4624.65136 -16233.57386 -15093.38775 -13226.75656       (-3036.695,-959.493) (-3947.576,-1587.956) (-1403.695,-1309.281)      670.84
25    4432.37551 2071.28513 4618.61698 -16218.10831 -15079.33874 -13214.10455       (-3022.646,-951.361) (-3958.228,-1595.971) (-1409.729,-1326.707)      698.792
26    4424.36088 2065.36808 4612.58260 -16202.64276 -15065.28974 -13201.45254       (-3008.597,-943.229) (-3968.880,-1603.985) (-1415.764,-1344.134)      726.743
27    4416.34626 2059.45103 4606.54821 -16187.17721 -15051.24073 -13188.80054       (-2994.548,-935.097) (-3979.533,-1612.000) (-1421.798,-1361.560)      754.695
28    4408.33163 2053.53398 4600.51383 -16171.71165 -15037.19172 -13176.14853       (-2980.499,-926.965) (-3990.185,-1620.015) (-1427.832,-1378.986)      782.647
29    4400.31700 2047.61693 4594.47945 -16156.24610 -15023.14271 -13163.49653       (-2966.450,-918.833) (-4000.837,-1628.029) (-1433.867,-1396.412)      810.598
30    4392.30237 2041.69988 4588.44507 -16140.78055 -15009.09370 -13150.84452       (-2952.401,-910.701) (-4011.489,-1636.044) (-1439.901,-1413.839)      838.55
31    4384.28775 2035.78282 4582.41069 -16125.31500 -14995.04470 -13138.19252       (-2938.352,-902.569) (-4022.141,-1644.059) (-1445.936,-1431.265)      866.502
32    4376.27312 2029.86577 4576.37631 -16109.84944 -14980.99569 -13125.54051       (-2924.303,-894.437) (-4032.794,-1652.073) (-1451.970,-1448.691)      894.453
33    4368.25849 2023.94872 4570.34193 -16094.38389 -14966.94668 -13112.88850       (-2910.254,-886.305) (-4043.446,-1660.088) (-1458.004,-1466.117)      922.405
34    4360.24387 2018.03167 4564.30755 -16078.91834 -14952.89767 -13100.23650       (-2896.205,-878.173) (-4054.098,-1668.102) (-1464.039,-1483.544)      950.357
35    4352.22924 2012.11462 4558.27317 -16063.45279 -14938.84866 -13087.58449       (-2882.156,-870.042) (-4064.750,-1676.117) (-1470.073,-1500.970)      978.308
36    4344.21461 2006.19757 4552.23879 -16047.98723 -14924.79966 -13074.93249       (-2868.107,-861.910) (-4075.403,-1684.132) (-1476.107,-1518.396)      1006.26
37    4336.19998 2000.28052 4546.20441 -16032.52168 -14910.75065 -13062.28048       (-2854.058,-853.778) (-4086.055,-1692.146) (-1482.142,-1535.822)      1034.21
38    4328.18536 1994.36347 4540.17003 -16017.05613 -14896.70164 -13049.62847       (-2840.009,-845.646) (-4096.707,-1700.161) (-1488.176,-1553.249)      1062.16
39    4320.17073 1988.44642 4534.13565 -16001.59057 -14882.65263 -13036.97647       (-2825.960,-837.514) (-4107.359,-1708.176) (-1494.211,-1570.675)      1090.11
40    4312.15610 1982.52936 4528.10127 -15986.12502 -14868.60362 -13024.32446       (-2811.911,-829.382) (-4118.011,-1716.190) (-1500.245,-1588.101)      1118.07
41    4304.14147 1976.61231 4522.06689 -15970.65947 -14854.55462 -13011.67246       (-2797.862,-821.250) (-4128.664,-1724.205) (-1506.279,-1605.527)      1146.02
42    4296.12685 1970.69526 4516.03251 -15955.19392 -14840.50561 -12999.02045       (-2783.813,-813.118) (-4139.316,-1732.219) (-1512.314,-1622.954)      1173.97
43    4288.11222 1964.77821 4509.99812 -15939.72836 -14826.45660 -12986.36845       (-2769.764,-804.986) (-4149.968,-1740.234) (-1518.348,-1640.380)      1201.92
44    4280.09759 1958.86116 4503.96374 -15924.26281 -14812.40759 -12973.71644       (-2755.715,-796.854) (-4160.620,-1748.249) (-1524.383,-1657.806)      1229.87
45    4272.08297 1952.94411 4497.92936 -15908.79726 -14798.35859 -12961.06443       (-2741.666,-788.722) (-4171.272,-1756.263) (-1530.417,-1675.232)      1257.82
46    4264.06834 1947.02706 4491.89498 -15893.33171 -14784.30958 -12948.41243       (-2727.617,-780.590) (-4181.925,-1764.278) (-1536.451,-1692.659)      1285.78
47    4256.05371 1941.11001 4485.86060 -15877.86615 -14770.26057 -12935.76042       (-2713.568,-772.458) (-4192.577,-1772.293) (-1542.486,-1710.085)      1313.73
48    4248.03908 1935.19295 4479.82622 -15862.40060 -14756.21156 -12923.10842       (-2699.519,-764.326) (-4203.229,-1780.307) (-1548.520,-1727.511)      1341.68
49    4240.02446 1929.27590 4473.79184 -15846.93505 -14742.16255 -12910.45641       (-2685.470,-756.194) (-4213.881,-1788.322) (-1554.554,-1744.937)      1369.63
50    4232.00983 1923.35885 4467.75746 -15831.46950 -14728.11355 -12897.80441       (-2671.421,-748.062) (-4224.534,-1796.336) (-1560.589,-1762.364)      1397.58
51    4223.99520 1917.44180 4461.72308 -15816.00394 -14714.06454 -12885.15240       (-2657.372,-739.930) (-4235.186,-1804.351) (-1566.623,-1779.790)      1425.53
52    4215.98058 1911.52475 4455.68870 -15800.53839 -14700.01553 -12872.50039       (-2643.323,-731.798) (-4245.838,-1812.366) (-1572.658,-1797.216)      1453.49
53    4207.96595 1905.60770 4449.65432 -15785.07284 -14685.96652 -12859.84839       (-2629.274,-723.666) (-4256.490,-1820.380) (-1578.692,-1814.642)      1481.44
54    4199.95132 1899.69065 4443.61994 -15769.60728 -14671.91751 -12847.19638       (-2615.225,-715.534) (-4267.142,-1828.395) (-1584.726,-1832.069)      1509.39
55    4191.93669 1893.77360 4437.58556 -15754.14173 -14657.86851 -12834.54438       (-2601.176,-707.402) (-4277.795,-1836.410) (-1590.761,-1849.495)      1537.34
56    4183.92207 1887.85655 4431.55118 -15738.67618 -14643.81950 -12821.89237       (-2587.127,-699.270) (-4288.447,-1844.424) (-1596.795,-1866.921)      1565.29
57    4175.90744 1881.93949 4425.51680 -15723.21063 -14629.77049 -12809.24036       (-2573.078,-691.138) (-4299.099,-1852.439) (-1602.829,-1884.348)      1593.24
58    4167.89281 1876.02244 4419.48241 -15707.74507 -14615.72148 -12796.58836       (-2559.029,-683.007) (-4309.751,-1860.453) (-1608.864,-1901.774)      1621.2
59    4159.87818 1870.10539 4413.44803 -15692.27952 -14601.67248 -12783.93635       (-2544.980,-674.875) (-4320.403,-1868.468) (-1614.898,-1919.200)      1649.15
60    4151.86356 1864.18834 4407.41365 -15676.81397 -14587.62347 -12771.28435       (-2530.931,-666.743) (-4331.056,-1876.483) (-1620.933,-1936.626)      1677.1
61    4143.84893 1858.27129 4401.37927 -15661.34842 -14573.57446 -12758.63234       (-2516.882,-658.611) (-4341.708,-1884.497) (-1626.967,-1954.053)      1705.05
62    4135.83430 1852.35424 4395.34489 -15645.88286 -14559.52545 -12745.98034       (-2502.833,-650.479) (-4352.360,-1892.512) (-1633.001,-1971.479)      1733
63    4127.81968 1846.43719 4389.31051 -15630.41731 -14545.47644 -12733.32833       (-2488.784,-642.347) (-4363.012,-1900.527) (-1639.036,-1988.905)      1760.95
64    4119.80505 1840.52014 4383.27613 -15614.95176 -14531.42744 -12720.67632       (-2474.735,-634.215) (-4373.665,-1908.541) (-1645.070,-2006.331)      1788.91
65    4111.79042 1834.60308 4377.24175 -15599.48621 -14517.37843 -12708.02432       (-2460.686,-626.083) (-4384.317,-1916.556) (-1651.105,-2023.758)      1816.86
66    4103.77579 1828.68603 4371.20737 -15584.02065 -14503.32942 -12695.37231       (-2446.637,-617.951) (-4394.969,-1924.570) (-1657.139,-2041.184)      1844.81
67    4095.76117 1822.76898 4365.17299 -15568.55510 -14489.28041 -12682.72031       (-2432.588,-609.819) (-4405.621,-1932.585) (-1663.173,-2058.610)      1872.76
68    4087.74654 1816.85193 4359.13861 -15553.08955 -14475.23140 -12670.06830       (-2418.539,-601.687) (-4416.273,-1940.600) (-1669.208,-2076.036)      1900.71
69    4079.73191 1810.93488 4353.10423 -15537.62399 -14461.18240 -12657.41629       (-2404.490,-593.555) (-4426.926,-1948.614) (-1675.242,-2093.463)      1928.66
70    4071.71728 1805.01783 4347.06985 -15522.15844 -14447.13339 -12644.76429       (-2390.441,-585.423) (-4437.578,-1956.629) (-1681.276,-2110.889)      1956.62
71    4063.70266 1799.10078 4341.03547 -15506.69289 -14433.08438 -12632.11228       (-2376.392,-577.291) (-4448.230,-1964.644) (-1687.311,-2128.315)      1984.57
72    4055.68803 1793.18373 4335.00109 -15491.22734 -14419.03537 -12619.46028       (-2362.343,-569.159) (-4458.882,-1972.658) (-1693.345,-2145.741)      2012.52
73    4047.67340 1787.26668 4328.96671 -15475.76178 -14404.98636 -12606.80827       (-2348.294,-561.027) (-4469.535,-1980.673) (-1699.380,-2163.168)      2040.47
74    4039.65878 1781.34962 4322.93232 -15460.29623 -14390.93736 -12594.15627       (-2334.245,-552.895) (-4480.187,-1988.687) (-1705.414,-2180.594)      2068.42
75    4031.64415 1775.43257 4316.89794 -15444.83068 -14376.88835 -12581.50426       (-2320.196,-544.763) (-4490.839,-1996.702) (-1711.448,-2198.020)      2096.37
76    4023.62952 1769.51552 4310.86356 -15429.36513 -14362.83934 -12568.85225       (-2306.147,-536.631) (-4501.491,-2004.717) (-1717.483,-2215.446)      2124.33
77    4015.61489 1763.59847 4304.82918 -15413.89957 -14348.79033 -12556.20025       (-2292.098,-528.499) (-4512.143,-2012.731) (-1723.517,-2232.873)      2152.28
78    4007.60027 1757.68142 4298.79480 -15398.43402 -14334.74133 -12543.54824       (-2278.049,-520.367) (-4522.796,-2020.746) (-1729.551,-2250.299)      2180.23
79    3999.58564 1751.76437 4292.76042 -15382.96847 -14320.69232 -12530.89624       (-2264.000,-512.235) (-4533.448,-2028.761) (-1735.586,-2267.725)      2208.18
80    3991.57101 1745.84732 4286.72604 -15367.50292 -14306.64331 -12518.24423       (-2249.951,-504.103) (-4544.100,-2036.775) (-1741.620,-2285.151)      2236.13
81    3983.55638 1739.93027 4280.69166 -15352.03736 -14292.59430 -12505.59222       (-2235.902,-495.972) (-4554.752,-2044.790) (-1747.655,-2302.578)      2248.53
82    3975.54176 1734.01321 4274.65728 -15336.57181 -14278.54529 -12492.94022       (-2221.853,-487.840) (-4565.404,-2052.804) (-1753.689,-2320.004)      2242.74
83    3967.52713 1728.09616 4268.62290 -15321.10626 -14264.49629 -12480.28821       (-2207.804,-479.708) (-4576.057,-2060.819) (-1759.723,-2337.430)      2237.29
84    3959.51250 1722.17911 4262.58852 -15305.64070 -14250.44728 -12467.63621       (-2193.755,-471.576) (-4586.709,-2068.834) (-1765.758,-2354.856)      2232.17
85    3951.49788 1716.26206 4256.55414 -15290.17515 -14236.39827 -12454.98420       (-2179.706,-463.444) (-4597.361,-2076.848) (-1771.792,-2372.283)      2227.39
86    3943.48325 1710.34501 4250.51976 -15274.70960 -14222.34926 -12442.33220       (-2165.657,-455.312) (-4608.013,-2084.863) (-1777.826,-2389.709)      2222.96
87    3935.46862 1704.42796 4244.48538 -15259.24405 -14208.30025 -12429.68019       (-2151.608,-447.180) (-4618.666,-2092.878) (-1783.861,-2407.135)      2218.86
88    3927.45399 1698.51091 4238.45100 -15243.77849 -14194.25125 -12417.02818       (-2137.559,-439.048) (-4629.318,-2100.892) (-1789.895,-2424.561)      2215.12
89    3919.43937 1692.59386 4232.41662 -15228.31294 -14180.20224 -12404.37618       (-2123.510,-430.916) (-4639.970,-2108.907) (-1795.930,-2441.988)      2211.72
90    3911.42474 1686.67681 4226.38223 -15212.84739 -14166.15323 -12391.72417       (-2109.461,-422.784) (-4650.622,-2116.922) (-1801.964,-2459.414)      2208.66
91    3903.41011 1680.75975 4220.34785 -15197.38184 -14152.10422 -12379.07217       (-2095.412,-414.652) (-4661.274,-2124.936) (-1807.998,-2476.840)      2205.96
92    3895.39549 1674.84270 4214.31347 -15181.91628 -14138.05521 -12366.42016       (-2081.363,-406.520) (-4671.927,-2132.951) (-1814.033,-2494.266)      2203.61
93    3887.38086 1668.92565 4208.27909 -15166.45073 -14124.00621 -12353.76815       (-2067.314,-398.388) (-4682.579,-2140.965) (-1820.067,-2511.693)      2201.61
94    3879.36623 1663.00860 4202.24471 -15150.98518 -14109.95720 -12341.11615       (-2053.265,-390.256) (-4693.231,-2148.980) (-1826.102,-2529.119)      2199.97
95    3871.35160 1657.09155 4196.21033 -15135.51963 -14095.90819 -12328.46414       (-2039.216,-382.124) (-4703.883,-2156.995) (-1832.136,-2546.545)      2198.68
