Fol_.86_.txt     Output is probe cell, reduced cell, NCDist distance between
0    2084.10949 2528.62320 804.18449 -4870.36388 -5378.24940 -9563.35425       (-510.613,-151.006) (-439.864,-1174.154) (-840.061,-35.876)      0
1    2081.51217 2524.91672 803.34359 -4865.63980 -5373.30607 -9554.62223       (-523.219,-157.571) (-448.202,-1183.659) (-829.966,-26.623)      23.4391
2    2078.91485 2521.21024 802.50269 -4860.91572 -5368.36274 -9545.89020       (-535.826,-164.135) (-456.540,-1193.164) (-819.872,-17.369)      46.8782
3    2076.31753 2517.50375 801.66178 -4856.19163 -5363.41941 -9537.15818       (-548.432,-170.700) (-464.878,-1202.668) (-809.778,-8.116)      70.3173
4    2073.72021 2513.79727 800.82088 -4851.46755 -5358.47609 -9528.42615       (-176.127,-472.078) (-559.902,-1211.036) (-1.137,-800.821)      91.4776
5    2071.12289 2510.09079 799.97998 -4846.74347 -5353.53276 -9519.69413       (-173.438,-471.163) (-563.255,-1211.287) (-10.391,-799.980)      96.8496
6    2068.52557 2506.38430 799.13908 -4842.01939 -5348.58943 -9510.96210       (-170.749,-470.247) (-566.608,-1211.538) (-19.644,-799.139)      102.971
7    2065.92825 2502.67782 798.29818 -4837.29531 -5343.64610 -9502.23007       (-168.060,-469.332) (-569.961,-1211.790) (-28.897,-798.298)      109.715
8    2063.33093 2498.97133 797.45728 -4832.57123 -5338.70277 -9493.49805       (-165.371,-468.416) (-573.314,-1212.041) (-38.151,-797.457)      116.976
9    2060.73361 2495.26485 796.61637 -4827.84714 -5333.75944 -9484.76602       (-162.683,-467.501) (-576.667,-1212.292) (-47.404,-796.616)      124.663
10    2058.13629 2491.55837 795.77547 -4823.12306 -5328.81612 -9476.03400       (-159.994,-466.585) (-580.020,-1212.544) (-56.657,-795.775)      132.701
11    2055.53897 2487.85188 794.93457 -4818.39898 -5323.87279 -9467.30197       (-157.305,-465.670) (-583.373,-1212.795) (-65.911,-794.935)      141.031
12    2052.94165 2484.14540 794.09367 -4813.67490 -5318.92946 -9458.56995       (-154.616,-464.754) (-586.726,-1213.046) (-75.164,-794.094)      149.604
13    2050.34433 2480.43891 793.25277 -4808.95082 -5313.98613 -9449.83792       (-151.927,-463.839) (-590.079,-1213.297) (-84.417,-793.253)      158.38
14    2047.74701 2476.73243 792.41187 -4804.22674 -5309.04280 -9441.10589       (-149.238,-462.923) (-593.432,-1213.549) (-93.671,-792.412)      167.328
15    2045.14969 2473.02595 791.57096 -4799.50265 -5304.09947 -9432.37387       (-146.549,-462.008) (-596.786,-1213.800) (-102.924,-791.571)      176.421
16    2042.55237 2469.31946 790.73006 -4794.77857 -5299.15614 -9423.64184       (-143.860,-461.092) (-600.139,-1214.051) (-112.177,-790.730)      185.639
17    2039.95505 2465.61298 789.88916 -4790.05449 -5294.21282 -9414.90982       (-141.171,-460.177) (-603.492,-1214.303) (-121.431,-789.889)      194.962
18    2037.35773 2461.90649 789.04826 -4785.33041 -5289.26949 -9406.17779       (-138.483,-459.261) (-606.845,-1214.554) (-130.684,-789.048)      204.378
19    2034.76041 2458.20001 788.20736 -4780.60633 -5284.32616 -9397.44577       (-135.794,-458.346) (-610.198,-1214.805) (-139.938,-788.207)      213.874
20    2032.16309 2454.49353 787.36646 -4775.88225 -5279.38283 -9388.71374       (-133.105,-457.430) (-613.551,-1215.057) (-149.191,-787.366)      223.439
21    2029.56577 2450.78704 786.52556 -4771.15816 -5274.43950 -9379.98172       (-130.416,-456.515) (-616.904,-1215.308) (-158.444,-786.526)      232.973
22    2026.96845 2447.08056 785.68465 -4766.43408 -5269.49617 -9371.24969       (-127.727,-455.599) (-620.257,-1215.559) (-167.698,-785.685)      241.16
23    2024.37113 2443.37407 784.84375 -4761.71000 -5264.55285 -9362.51766       (-125.038,-454.684) (-623.610,-1215.811) (-176.951,-784.844)      249.502
24    2021.77381 2439.66759 784.00285 -4756.98592 -5259.60952 -9353.78564       (-122.349,-453.768) (-626.963,-1216.062) (-186.204,-784.003)      257.984
25    2019.17649 2435.96111 783.16195 -4752.26184 -5254.66619 -9345.05361       (-119.660,-452.853) (-630.316,-1216.313) (-195.458,-783.162)      266.593
26    2016.57917 2432.25462 782.32105 -4747.53776 -5249.72286 -9336.32159       (-116.971,-451.937) (-633.670,-1216.565) (-204.711,-782.321)      275.317
27    2013.98185 2428.54814 781.48015 -4742.81368 -5244.77953 -9327.58956       (-114.283,-451.022) (-637.023,-1216.816) (-213.964,-781.480)      284.145
28    2011.38453 2424.84166 780.63924 -4738.08959 -5239.83620 -9318.85754       (-111.594,-450.106) (-640.376,-1217.067) (-223.218,-780.639)      293.067
29    2008.78721 2421.13517 779.79834 -4733.36551 -5234.89288 -9310.12551       (-108.905,-449.191) (-643.729,-1217.318) (-232.471,-779.798)      302.077
30    2006.18989 2417.42869 778.95744 -4728.64143 -5229.94955 -9301.39349       (-106.216,-448.275) (-647.082,-1217.570) (-241.724,-778.957)      311.165
31    2003.59257 2413.72220 778.11654 -4723.91735 -5225.00622 -9292.66146       (-103.527,-447.359) (-650.435,-1217.821) (-250.978,-778.117)      320.325
32    2000.99525 2410.01572 777.27564 -4719.19327 -5220.06289 -9283.92943       (-100.838,-446.444) (-653.788,-1218.072) (-260.231,-777.276)      329.551
