Fol_.58_.txt     Output is probe cell, reduced cell, NCDist distance between
0    3853.77572 1284.63755  -3.07568 -6358.55210 -8309.56281 -10840.66680       (-3853.776,-3789.277) (-563.840,-3.076) (-602.011,-1284.638)      2.08391e-12
1    3848.63217 1279.49400  -3.07568 -6352.78979 -8305.03800 -10830.37968       (-3848.632,-3793.802) (-574.127,-3.076) (-607.774,-1279.494)      14.5745
2    3843.48861 1274.35044  -3.07568 -6347.02749 -8300.51319 -10820.09257       (-3843.489,-3798.327) (-584.414,-3.076) (-613.536,-1274.350)      29.1489
3    3838.34505 1269.20688  -3.07568 -6341.26519 -8295.98838 -10809.80545       (-3838.345,-3802.851) (-594.702,-3.076) (-619.298,-1269.207)      43.7234
4    3833.20150 1264.06333  -3.07568 -6335.50289 -8291.46357 -10799.51834       (-3833.201,-3807.376) (-604.989,-3.076) (-625.061,-1264.063)      58.2979
5    3828.05794 1258.91977  -3.07568 -6329.74058 -8286.93876 -10789.23123       (-3828.058,-3811.901) (-615.276,-3.076) (-630.823,-1258.920)      72.8723
6    3822.91438 1253.77621  -3.07568 -6323.97828 -8282.41395 -10778.94411       (-3822.914,-3816.426) (-625.563,-3.076) (-636.585,-1253.776)      87.4468
7    3817.77083 1248.63266  -3.07568 -6318.21598 -8277.88914 -10768.65700       (-3817.771,-3820.951) (-635.850,-3.076) (-642.347,-1248.633)      102.021
8    3812.62727 1243.48910  -3.07568 -6312.45367 -8273.36433 -10758.36989       (-3812.627,-3825.475) (-646.137,-3.076) (-648.110,-1243.489)      116.596
9    3807.48371 1238.34554  -3.07568 -6306.69137 -8268.83952 -10748.08277       (-3807.484,-3830.000) (-656.424,-3.076) (-653.872,-1238.346)      131.17
10    3802.34016 1233.20199  -3.07568 -6300.92907 -8264.31471 -10737.79566       (-3802.340,-3834.525) (-666.711,-3.076) (-659.634,-1233.202)      145.745
11    3797.19660 1228.05843  -3.07568 -6295.16676 -8259.78990 -10727.50855       (-3797.197,-3839.050) (-676.998,-3.076) (-665.397,-1228.058)      160.319
12    3792.05304 1222.91487  -3.07568 -6289.40446 -8255.26509 -10717.22143       (-3792.053,-3843.575) (-687.286,-3.076) (-671.159,-1222.915)      174.894
13    3786.90949 1217.77131  -3.07568 -6283.64216 -8250.74028 -10706.93432       (-3786.909,-3848.100) (-697.573,-3.076) (-676.921,-1217.771)      189.468
14    3781.76593 1212.62776  -3.07568 -6277.87985 -8246.21547 -10696.64720       (-3781.766,-3852.624) (-707.860,-3.076) (-682.684,-1212.628)      204.043
15    3776.62237 1207.48420  -3.07568 -6272.11755 -8241.69066 -10686.36009       (-3776.622,-3857.149) (-718.147,-3.076) (-688.446,-1207.484)      218.617
16    3771.47881 1202.34064  -3.07568 -6266.35525 -8237.16584 -10676.07298       (-3771.479,-3861.674) (-728.434,-3.076) (-694.208,-1202.341)      233.191
17    3766.33526 1197.19709  -3.07568 -6260.59295 -8232.64103 -10665.78586       (-3766.335,-3866.199) (-738.721,-3.076) (-699.971,-1197.197)      247.766
18    3761.19170 1192.05353  -3.07568 -6254.83064 -8228.11622 -10655.49875       (-3761.192,-3870.724) (-749.008,-3.076) (-705.733,-1192.054)      262.34
19    3756.04814 1186.90997  -3.07568 -6249.06834 -8223.59141 -10645.21164       (-3756.048,-3875.248) (-759.295,-3.076) (-711.495,-1186.910)      276.915
20    3750.90459 1181.76642  -3.07568 -6243.30604 -8219.06660 -10634.92452       (-3750.905,-3879.773) (-769.583,-3.076) (-717.257,-1181.766)      291.489
21    3745.76103 1176.62286  -3.07568 -6237.54373 -8214.54179 -10624.63741       (-3745.761,-3884.298) (-779.870,-3.076) (-723.020,-1176.623)      306.064
22    3740.61747 1171.47930  -3.07568 -6231.78143 -8210.01698 -10614.35030       (-3740.617,-3888.823) (-790.157,-3.076) (-728.782,-1171.479)      320.638
23    3735.47392 1166.33575  -3.07568 -6226.01913 -8205.49217 -10604.06318       (-3735.474,-3893.348) (-800.444,-3.076) (-734.544,-1166.336)      335.213
24    3730.33036 1161.19219  -3.07568 -6220.25682 -8200.96736 -10593.77607       (-3730.330,-3897.872) (-810.731,-3.076) (-740.307,-1161.192)      349.787
25    3725.18680 1156.04863  -3.07568 -6214.49452 -8196.44255 -10583.48895       (-3725.187,-3902.397) (-821.018,-3.076) (-746.069,-1156.049)      364.362
26    3720.04325 1150.90508  -3.07568 -6208.73222 -8191.91774 -10573.20184       (-3720.043,-3906.922) (-831.305,-3.076) (-751.831,-1150.905)      378.936
27    3714.89969 1145.76152  -3.07568 -6202.96992 -8187.39293 -10562.91473       (-3714.900,-3911.447) (-841.592,-3.076) (-757.594,-1145.762)      393.511
28    3709.75613 1140.61796  -3.07568 -6197.20761 -8182.86812 -10552.62761       (-3709.756,-3915.972) (-851.879,-3.076) (-763.356,-1140.618)      408.085
29    3704.61258 1135.47441  -3.07568 -6191.44531 -8178.34331 -10542.34050       (-3704.613,-3920.496) (-862.167,-3.076) (-769.118,-1135.474)      422.66
30    3699.46902 1130.33085  -3.07568 -6185.68301 -8173.81850 -10532.05339       (-3699.469,-3925.021) (-872.454,-3.076) (-774.880,-1130.331)      437.234
31    3694.32546 1125.18729  -3.07568 -6179.92070 -8169.29369 -10521.76627       (-3694.325,-3929.546) (-882.741,-3.076) (-780.643,-1125.187)      451.808
32    3689.18191 1120.04373  -3.07568 -6174.15840 -8164.76887 -10511.47916       (-3689.182,-3934.071) (-893.028,-3.076) (-786.405,-1120.044)      466.383
33    3684.03835 1114.90018  -3.07568 -6168.39610 -8160.24406 -10501.19204       (-3684.038,-3938.596) (-903.315,-3.076) (-792.167,-1114.900)      480.957
34    3678.89479 1109.75662  -3.07568 -6162.63379 -8155.71925 -10490.90493       (-3678.895,-3943.121) (-913.602,-3.076) (-797.930,-1109.757)      495.532
35    3673.75124 1104.61306  -3.07568 -6156.87149 -8151.19444 -10480.61782       (-3673.751,-3947.645) (-923.889,-3.076) (-803.692,-1104.613)      510.106
36    3668.60768 1099.46951  -3.07568 -6151.10919 -8146.66963 -10470.33070       (-3668.608,-3952.170) (-934.176,-3.076) (-809.454,-1099.470)      524.681
37    3663.46412 1094.32595  -3.07568 -6145.34689 -8142.14482 -10460.04359       (-3663.464,-3956.695) (-944.463,-3.076) (-815.217,-1094.326)      539.255
38    3658.32056 1089.18239  -3.07568 -6139.58458 -8137.62001 -10449.75648       (-3658.321,-3961.220) (-954.751,-3.076) (-820.979,-1089.182)      553.83
39    3653.17701 1084.03884  -3.07568 -6133.82228 -8133.09520 -10439.46936       (-3653.177,-3965.745) (-965.038,-3.076) (-826.741,-1084.039)      568.404
40    3648.03345 1078.89528  -3.07568 -6128.05998 -8128.57039 -10429.18225       (-3648.033,-3970.269) (-975.325,-3.076) (-832.503,-1078.895)      582.979
41    3642.88989 1073.75172  -3.07568 -6122.29767 -8124.04558 -10418.89514       (-3642.890,-3974.794) (-985.612,-3.076) (-838.266,-1073.752)      597.553
42    3637.74634 1068.60817  -3.07568 -6116.53537 -8119.52077 -10408.60802       (-3637.746,-3979.319) (-995.899,-3.076) (-844.028,-1068.608)      612.128
43    3632.60278 1063.46461  -3.07568 -6110.77307 -8114.99596 -10398.32091       (-3632.603,-3983.844) (-1006.186,-3.076) (-849.790,-1063.465)      626.702
44    3627.45922 1058.32105  -3.07568 -6105.01076 -8110.47115 -10388.03379       (-3627.459,-3988.369) (-1016.473,-3.076) (-855.553,-1058.321)      641.277
45    3622.31567 1053.17750  -3.07568 -6099.24846 -8105.94634 -10377.74668       (-3622.316,-3992.893) (-1026.760,-3.076) (-861.315,-1053.177)      655.851
46    3617.17211 1048.03394  -3.07568 -6093.48616 -8101.42153 -10367.45957       (-3617.172,-3997.418) (-1037.047,-3.076) (-867.077,-1048.034)      670.426
47    3612.02855 1042.89038  -3.07568 -6087.72385 -8096.89672 -10357.17245       (-3612.029,-4001.943) (-1047.335,-3.076) (-872.840,-1042.890)      685
48    3606.88500 1037.74683  -3.07568 -6081.96155 -8092.37190 -10346.88534       (-3606.885,-4006.468) (-1057.622,-3.076) (-878.602,-1037.747)      699.574
49    3601.74144 1032.60327  -3.07568 -6076.19925 -8087.84709 -10336.59823       (-3601.741,-4010.993) (-1067.909,-3.076) (-884.364,-1032.603)      714.149
50    3596.59788 1027.45971  -3.07568 -6070.43695 -8083.32228 -10326.31111       (-3596.598,-4015.518) (-1078.196,-3.076) (-890.127,-1027.460)      728.723
51    3591.45433 1022.31615  -3.07568 -6064.67464 -8078.79747 -10316.02400       (-3591.454,-4020.042) (-1088.483,-3.076) (-895.889,-1022.316)      743.298
52    3586.31077 1017.17260  -3.07568 -6058.91234 -8074.27266 -10305.73689       (-3586.311,-4024.567) (-1098.770,-3.076) (-901.651,-1017.173)      757.872
53    3581.16721 1012.02904  -3.07568 -6053.15004 -8069.74785 -10295.44977       (-3581.167,-4029.092) (-1109.057,-3.076) (-907.413,-1012.029)      772.447
54    3576.02366 1006.88548  -3.07568 -6047.38773 -8065.22304 -10285.16266       (-3576.024,-4033.617) (-1119.344,-3.076) (-913.176,-1006.885)      787.021
55    3570.88010 1001.74193  -3.07568 -6041.62543 -8060.69823 -10274.87554       (-3570.880,-4038.142) (-1129.631,-3.076) (-918.938,-1001.742)      801.596
56    3565.73654 996.59837  -3.07568 -6035.86313 -8056.17342 -10264.58843       (-3565.737,-4042.666) (-1139.919,-3.076) (-924.700,-996.598)      816.17
57    3560.59298 991.45481  -3.07568 -6030.10082 -8051.64861 -10254.30132       (-3560.593,-4047.191) (-1150.206,-3.076) (-930.463,-991.455)      830.745
58    3555.44943 986.31126  -3.07568 -6024.33852 -8047.12380 -10244.01420       (-3555.449,-4051.716) (-1160.493,-3.076) (-936.225,-986.311)      845.319
59    3550.30587 981.16770  -3.07568 -6018.57622 -8042.59899 -10233.72709       (-3550.306,-4056.241) (-1170.780,-3.076) (-941.987,-981.168)      853.02
60    3545.16231 976.02414  -3.07568 -6012.81392 -8038.07418 -10223.43998       (-3545.162,-4060.766) (-1181.067,-3.076) (-947.750,-976.024)      858.362
61    3540.01876 970.88059  -3.07568 -6007.05161 -8033.54937 -10213.15286       (-3540.019,-4065.290) (-1191.354,-3.076) (-953.512,-970.881)      863.916
62    3534.87520 965.73703  -3.07568 -6001.28931 -8029.02456 -10202.86575       (-3534.875,-4069.815) (-1201.641,-3.076) (-959.274,-965.737)      869.679
63    3529.73164 960.59347  -3.07568 -5995.52701 -8024.49974 -10192.57863       (-3529.732,-4074.340) (-1211.928,-3.076) (-965.036,-960.593)      875.646
64    3524.58809 955.44992  -3.07568 -5989.76470 -8019.97493 -10182.29152       (-3524.588,-4078.865) (-1222.216,-3.076) (-970.799,-955.450)      881.815
65    3519.44453 950.30636  -3.07568 -5984.00240 -8015.45012 -10172.00441       (-3519.445,-4083.390) (-1232.503,-3.076) (-976.561,-950.306)      888.179
66    3514.30097 945.16280  -3.07568 -5978.24010 -8010.92531 -10161.71729       (-3514.301,-4087.914) (-1242.790,-3.076) (-982.323,-945.163)      894.736
67    3509.15742 940.01925  -3.07568 -5972.47779 -8006.40050 -10151.43018       (-3509.157,-4092.439) (-1253.077,-3.076) (-988.086,-940.019)      901.48
68    3504.01386 934.87569  -3.07568 -5966.71549 -8001.87569 -10141.14307       (-3504.014,-4096.964) (-1263.364,-3.076) (-993.848,-934.876)      908.409
69    3498.87030 929.73213  -3.07568 -5960.95319 -7997.35088 -10130.85595       (-3498.870,-4101.489) (-1273.651,-3.076) (-999.610,-929.732)      915.517
