Fol_.96_.txt     Output is probe cell, reduced cell, NCDist distance between
0    6247.69503 -3520.59026 3759.55305 -10102.32596 -19787.16585 -11246.59478       (-512.267,-227.330) (-738.063,-6475.025) (-141.701,-3077.562)      0
1    6240.92830 -3517.80495 3755.64789 -10092.44108 -19773.84039 -11238.41757       (-561.525,-219.312) (-774.038,-6460.240) (-125.045,-3097.712)      68.4606
2    6234.16157 -3515.01963 3751.74273 -10082.55620 -19760.51492 -11230.24036       (-610.783,-211.294) (-810.012,-6445.455) (-108.389,-3117.862)      136.921
3    6227.39484 -3512.23432 3747.83757 -10072.67132 -19747.18946 -11222.06315       (-660.041,-203.275) (-845.987,-6430.670) (-91.732,-3138.011)      205.382
4    6220.62812 -3509.44901 3743.93241 -10062.78644 -19733.86399 -11213.88594       (-709.299,-195.257) (-881.961,-6415.885) (-75.076,-3158.161)      273.842
5    6213.86139 -3506.66370 3740.02725 -10052.90156 -19720.53852 -11205.70873       (-758.557,-187.239) (-917.936,-6401.100) (-58.420,-3178.311)      342.303
6    6207.09466 -3503.87838 3736.12209 -10043.01668 -19707.21306 -11197.53152       (-807.815,-179.220) (-953.910,-6386.315) (-41.764,-3198.461)      410.764
7    6200.32793 -3501.09307 3732.21694 -10033.13180 -19693.88759 -11189.35431       (-857.073,-171.202) (-989.885,-6371.530) (-25.107,-3218.611)      479.224
8    6193.56120 -3498.30776 3728.31178 -10023.24692 -19680.56213 -11181.17710       (-906.331,-163.184) (-1025.859,-6356.745) (-8.451,-3238.760)      547.685
9    6186.79447 -3495.52245 3724.40662 -10013.36204 -19667.23666 -11172.99989       (-947.384,-1053.629) (-146.960,-6333.755) (-8.205,-3267.115)      611.332
10    6180.02774 -3492.73713 3720.50146 -10003.47716 -19653.91119 -11164.82268       (-979.986,-1072.947) (-122.286,-6302.313) (-24.861,-3303.921)      671.382
11    6173.26101 -3489.95182 3716.59630 -9993.59228 -19640.58573 -11156.64547       (-1012.588,-1092.265) (-97.611,-6270.872) (-41.518,-3340.727)      732.878
12    6166.49428 -3487.16651 3712.69114 -9983.70740 -19627.26026 -11148.46826       (-1045.189,-1111.584) (-72.937,-6239.431) (-58.174,-3377.533)      795.486
13    6159.72755 -3484.38120 3708.78598 -9973.82251 -19613.93480 -11140.29105       (-1077.791,-1130.902) (-48.262,-6207.990) (-74.830,-3414.339)      858.963
14    6152.96082 -3481.59588 3704.88082 -9963.93763 -19600.60933 -11132.11384       (-1110.393,-1150.220) (-23.588,-6176.548) (-91.486,-3451.145)      923.129
15    6146.19409 -3478.81057 3700.97566 -9954.05275 -19587.28386 -11123.93663       (-3486.864,-1168.452) (-1.087,-6146.194) (-107.056,-1141.907)      985.593
16    6139.42737 -3476.02526 3697.07050 -9944.16787 -19573.95840 -11115.75942       (-3498.996,-1163.095) (-25.762,-6139.427) (-99.037,-1149.835)      998.666
17    6132.66064 -3473.23994 3693.16534 -9934.28299 -19560.63293 -11107.58221       (-3511.127,-1157.739) (-50.436,-6132.661) (-91.019,-1157.762)      1003.82
18    6125.89391 -3470.45463 3689.26018 -9924.39811 -19547.30747 -11099.40500       (-3523.259,-1152.383) (-75.111,-6125.894) (-83.001,-1165.689)      1009.77
19    6119.12718 -3467.66932 3685.35502 -9914.51323 -19533.98200 -11091.22779       (-3535.390,-1147.027) (-99.785,-6119.127) (-74.982,-1173.616)      1016.52
20    6112.36045 -3464.88401 3681.44987 -9904.62835 -19520.65653 -11083.05058       (-3547.522,-1141.670) (-124.460,-6112.360) (-66.964,-1181.543)      1024.22
21    6105.59372 -3462.09869 3677.54471 -9894.74347 -19507.33107 -11074.87337       (-3559.653,-1136.314) (-149.134,-6105.594) (-58.946,-1189.471)      1032.84
22    6098.82699 -3459.31338 3673.63955 -9884.85859 -19494.00560 -11066.69616       (-3571.785,-1130.958) (-173.809,-6098.827) (-50.927,-1197.398)      1042.35
23    6092.06026 -3456.52807 3669.73439 -9874.97371 -19480.68014 -11058.51895       (-3583.916,-1125.602) (-198.483,-6092.060) (-42.909,-1205.325)      1052.75
24    6085.29353 -3453.74276 3665.82923 -9865.08883 -19467.35467 -11050.34174       (-3596.048,-1120.245) (-223.158,-6085.294) (-34.891,-1213.252)      1063.99
25    6078.52680 -3450.95744 3661.92407 -9855.20395 -19454.02921 -11042.16453       (-3608.179,-1114.889) (-247.833,-6078.527) (-26.873,-1221.179)      1076.05
26    6071.76007 -3448.17213 3658.01891 -9845.31907 -19440.70374 -11033.98732       (-3620.310,-1109.533) (-272.507,-6071.760) (-18.854,-1229.106)      1088.9
27    6064.99335 -3445.38682 3654.11375 -9835.43419 -19427.37827 -11025.81011       (-3632.442,-1104.177) (-297.182,-6064.993) (-10.836,-1237.034)      1102.53
28    6058.22662 -3442.60151 3650.20859 -9825.54931 -19414.05281 -11017.63290       (-3644.573,-1098.820) (-321.856,-6058.227) (-2.818,-1244.961)      1116.89
29    6051.45989 -3439.81619 3646.30343 -9815.66443 -19400.72734 -11009.45569       (-3651.504,-341.330) (-1088.263,-6046.259) (-5.201,-1258.089)      1131.96
30    6044.69316 -3437.03088 3642.39827 -9805.77955 -19387.40188 -11001.27848       (-3655.617,-357.986) (-1074.889,-6031.474) (-13.219,-1274.034)      1147.71
31    6037.92643 -3434.24557 3638.49311 -9795.89466 -19374.07641 -10993.10127       (-3659.730,-374.643) (-1061.514,-6016.689) (-21.237,-1289.980)      1164.12
32    6031.15970 -3431.46026 3634.58795 -9786.00978 -19360.75094 -10984.92407       (-3663.844,-391.299) (-1048.140,-6001.904) (-29.256,-1305.925)      1181.16
33    6024.39297 -3428.67494 3630.68280 -9776.12490 -19347.42548 -10976.74686       (-3667.957,-407.955) (-1034.765,-5987.119) (-37.274,-1321.871)      1198.8
34    6017.62624 -3425.88963 3626.77764 -9766.24002 -19334.10001 -10968.56965       (-3672.070,-424.611) (-1021.391,-5972.334) (-45.292,-1337.816)      1217.01
35    6010.85951 -3423.10432 3622.87248 -9756.35514 -19320.77455 -10960.39244       (-3676.183,-441.268) (-1008.016,-5957.549) (-53.311,-1353.762)      1235.77
36    6004.09278 -3420.31901 3618.96732 -9746.47026 -19307.44908 -10952.21523       (-3680.296,-457.924) (-994.641,-5942.764) (-61.329,-1369.707)      1255.06
37    5997.32605 -3417.53369 3615.06216 -9736.58538 -19294.12361 -10944.03802       (-3684.409,-474.580) (-981.267,-5927.979) (-69.347,-1385.653)      1274.85
38    5990.55932 -3414.74838 3611.15700 -9726.70050 -19280.79815 -10935.86081       (-3688.522,-491.236) (-967.892,-5913.194) (-77.365,-1401.598)      1295.11
39    5983.79260 -3411.96307 3607.25184 -9716.81562 -19267.47268 -10927.68360       (-3692.636,-507.893) (-954.518,-5898.409) (-85.384,-1417.544)      1315.84
40    5977.02587 -3409.17775 3603.34668 -9706.93074 -19254.14722 -10919.50639       (-3696.749,-524.549) (-941.143,-5883.624) (-93.402,-1433.489)      1336.99
41    5970.25914 -3406.39244 3599.44152 -9697.04586 -19240.82175 -10911.32918       (-3700.862,-541.205) (-927.769,-5868.839) (-101.420,-1449.435)      1358.56
42    5963.49241 -3403.60713 3595.53636 -9687.16098 -19227.49628 -10903.15197       (-3704.975,-557.861) (-914.394,-5854.054) (-109.439,-1465.380)      1380.53
43    5956.72568 -3400.82182 3591.63120 -9677.27610 -19214.17082 -10894.97476       (-3709.088,-574.518) (-901.020,-5839.269) (-117.457,-1481.326)      1402.87
44    5949.95895 -3398.03650 3587.72604 -9667.39122 -19200.84535 -10886.79755       (-3713.201,-591.174) (-887.645,-5824.484) (-125.475,-1497.271)      1425.57
45    5943.19222 -3395.25119 3583.82088 -9657.50634 -19187.51989 -10878.62034       (-3717.315,-607.830) (-874.270,-5809.699) (-133.494,-1513.217)      1448.61
46    5936.42549 -3392.46588 3579.91573 -9647.62146 -19174.19442 -10870.44313       (-3721.428,-624.486) (-860.896,-5794.914) (-141.512,-1529.162)      1471.98
47    5929.65876 -3389.68057 3576.01057 -9637.73658 -19160.86895 -10862.26592       (-3725.541,-641.143) (-847.521,-5780.128) (-149.530,-1545.108)      1495.66
48    5922.89203 -3386.89525 3572.10541 -9627.85170 -19147.54349 -10854.08871       (-3729.654,-657.799) (-834.147,-5765.343) (-157.549,-1561.053)      1519.63
49    5916.12530 -3384.10994 3568.20025 -9617.96682 -19134.21802 -10845.91150       (-3733.767,-674.455) (-820.772,-5750.558) (-165.567,-1576.999)      1543.89
50    5909.35858 -3381.32463 3564.29509 -9608.08193 -19120.89256 -10837.73429       (-3737.880,-691.111) (-807.398,-5735.773) (-173.585,-1592.944)      1568.41
51    5902.59185 -3378.53932 3560.38993 -9598.19705 -19107.56709 -10829.55708       (-3741.993,-707.768) (-794.023,-5720.988) (-181.604,-1608.890)      1593.2
52    5895.82512 -3375.75400 3556.48477 -9588.31217 -19094.24162 -10821.37987       (-3746.107,-724.424) (-780.649,-5706.203) (-189.622,-1624.835)      1618.22
53    5889.05839 -3372.96869 3552.57961 -9578.42729 -19080.91616 -10813.20266       (-3750.220,-741.080) (-767.274,-5691.418) (-197.640,-1640.781)      1643.48
