Fol_.4_.txt     Output is probe cell, reduced cell, NCDist distance between
0    1625.44124 1437.29404 3732.91469 -8975.89227 -10325.88560 -3651.13312       (-149.862,-10.110) (-149.600,-200.890) (-317.789,-110.636)      0
1    1623.66416 1435.70556 3728.85993 -8966.91751 -10315.75046 -3647.58908       (-143.128,-2.134) (-153.140,-216.813) (-326.818,-116.138)      22.0638
2    1621.88708 1434.11707 3724.80517 -8957.94276 -10305.61533 -3644.04504       (-142.236,-5.841) (-330.006,-226.894) (-150.839,-115.800)      34.1503
3    1620.10999 1432.52859 3720.75041 -8948.96800 -10295.48020 -3640.50100       (-143.477,-13.817) (-331.059,-234.841) (-146.404,-113.327)      44.2657
4    1618.33291 1430.94011 3716.69565 -8939.99324 -10285.34507 -3636.95696       (-144.719,-21.793) (-332.112,-242.788) (-141.968,-110.853)      55.345
5    1616.55583 1429.35162 3712.64089 -8931.01849 -10275.20994 -3633.41292       (-145.961,-29.768) (-333.165,-250.734) (-137.532,-108.380)      66.9112
6    1614.77875 1427.76314 3708.58613 -8922.04373 -10265.07481 -3629.86888       (-147.202,-37.744) (-334.218,-258.681) (-133.097,-105.907)      78.7499
7    1613.00167 1426.17466 3704.53137 -8913.06897 -10254.93968 -3626.32483       (-148.444,-45.720) (-335.271,-266.628) (-128.661,-103.434)      90.7547
8    1611.22459 1424.58617 3700.47662 -8904.09421 -10244.80455 -3622.78079       (-149.685,-53.695) (-336.324,-274.575) (-124.225,-100.961)      102.867
9    1609.44751 1422.99769 3696.42186 -8895.11946 -10234.66942 -3619.23675       (-150.927,-61.671) (-337.377,-282.522) (-119.790,-98.487)      115.054
10    1607.67043 1421.40921 3692.36710 -8886.14470 -10224.53429 -3615.69271       (-152.169,-69.647) (-338.430,-290.469) (-115.354,-96.014)      127.293
11    1605.89335 1419.82073 3688.31234 -8877.16994 -10214.39916 -3612.14867       (-153.410,-77.622) (-339.483,-298.416) (-110.919,-93.541)      139.571
12    1604.11627 1418.23224 3684.25758 -8868.19519 -10204.26403 -3608.60463       (-154.652,-85.598) (-340.536,-306.363) (-106.483,-91.068)      151.878
13    1602.33919 1416.64376 3680.20282 -8859.22043 -10194.12890 -3605.06059       (-155.894,-93.574) (-341.589,-314.310) (-102.047,-88.595)      160.593
14    1600.56211 1415.05528 3676.14806 -8850.24567 -10183.99376 -3601.51655       (-157.135,-101.549) (-342.642,-322.256) (-97.612,-86.122)      165.763
15    1598.78503 1413.46679 3672.09330 -8841.27092 -10173.85863 -3597.97250       (-158.377,-109.525) (-343.695,-330.203) (-93.176,-83.648)      171.684
16    1597.00795 1411.87831 3668.03854 -8832.29616 -10163.72350 -3594.42846       (-159.619,-117.501) (-344.748,-338.150) (-88.740,-81.175)      178.279
17    1595.23086 1410.28983 3663.98379 -8823.32140 -10153.58837 -3590.88442       (-160.860,-125.476) (-345.801,-346.097) (-84.305,-78.702)      185.478
18    1593.45378 1408.70135 3659.92903 -8814.34664 -10143.45324 -3587.34038       (-162.102,-133.452) (-346.854,-354.044) (-79.869,-76.229)      191.872
19    1591.67670 1407.11286 3655.87427 -8805.37189 -10133.31811 -3583.79634       (-163.344,-141.428) (-347.907,-361.991) (-75.433,-73.756)      194.46
20    1589.89962 1405.52438 3651.81951 -8796.39713 -10123.18298 -3580.25230       (-164.585,-149.403) (-348.961,-369.938) (-70.998,-71.283)      197.801
21    1588.12254 1403.93590 3647.76475 -8787.42237 -10113.04785 -3576.70826       (-165.827,-157.379) (-350.014,-377.885) (-66.562,-68.809)      201.856
22    1586.34546 1402.34741 3643.70999 -8778.44762 -10102.91272 -3573.16422       (-167.069,-165.355) (-351.067,-385.831) (-62.127,-66.336)      206.584
23    1584.56838 1400.75893 3639.65523 -8769.47286 -10092.77759 -3569.62018       (-168.310,-173.330) (-352.120,-393.778) (-57.691,-63.863)      211.939
24    1582.79130 1399.17045 3635.60047 -8760.49810 -10082.64246 -3566.07613       (-169.552,-181.306) (-353.173,-401.725) (-53.255,-61.390)      217.876
25    1581.01422 1397.58196 3631.54572 -8751.52335 -10072.50733 -3562.53209       (-170.794,-189.282) (-354.226,-409.672) (-48.820,-58.917)      224.349
26    1579.23714 1395.99348 3627.49096 -8742.54859 -10062.37220 -3558.98805       (-172.035,-197.257) (-355.279,-417.619) (-44.384,-56.443)      231.312
27    1577.46006 1394.40500 3623.43620 -8733.57383 -10052.23707 -3555.44401       (-173.277,-205.233) (-356.332,-425.566) (-39.948,-53.970)      238.722
28    1575.68298 1392.81652 3619.38144 -8724.59908 -10042.10193 -3551.89997       (-174.518,-213.209) (-357.385,-433.513) (-35.513,-51.497)      246.54
29    1573.90590 1391.22803 3615.32668 -8715.62432 -10031.96680 -3548.35593       (-175.760,-221.184) (-358.438,-441.460) (-31.077,-49.024)      254.727
