Fol_.55_.txt     Output is probe cell, reduced cell, NCDist distance between
0    2996.08869 475.61027 3325.75094 -9232.25780 -10104.51118 -11046.76945       (-2539.168,-2063.558) (-41.588,-786.583) (-456.921,-2515.424)      0
1    2990.54790 475.09255 3321.96448 -9225.08192 -10095.18393 -11038.22957       (-2529.841,-2054.748) (-51.312,-792.124) (-460.707,-2527.293)      21.0969
2    2985.00710 474.57484 3318.17803 -9217.90605 -10085.85667 -11029.68968       (-2520.514,-2045.939) (-61.036,-797.664) (-464.494,-2539.162)      42.1937
3    2979.46630 474.05712 3314.39157 -9210.73017 -10076.52941 -11021.14980       (-2511.186,-2037.129) (-70.761,-803.205) (-468.280,-2551.031)      63.2906
4    2973.92550 473.53940 3310.60511 -9203.55430 -10067.20216 -11012.60991       (-2501.859,-2028.320) (-80.485,-808.746) (-472.066,-2562.900)      84.3875
5    2968.38470 473.02169 3306.81865 -9196.37842 -10057.87490 -11004.07002       (-2492.532,-2019.510) (-90.209,-814.287) (-475.853,-2574.769)      105.484
6    2962.84391 472.50397 3303.03219 -9189.20254 -10048.54765 -10995.53014       (-2483.205,-2010.701) (-99.934,-819.828) (-479.639,-2586.638)      126.581
7    2957.30311 471.98626 3299.24574 -9182.02667 -10039.22039 -10986.99025       (-2473.877,-2001.891) (-109.658,-825.368) (-483.426,-2598.507)      147.678
8    2951.76231 471.46854 3295.45928 -9174.85079 -10029.89314 -10978.45037       (-2464.550,-1993.082) (-119.382,-830.909) (-487.212,-2610.376)      168.775
9    2946.22151 470.95083 3291.67282 -9167.67492 -10020.56588 -10969.91048       (-2455.223,-1984.272) (-129.106,-836.450) (-490.999,-2622.245)      189.872
10    2940.68072 470.43311 3287.88636 -9160.49904 -10011.23863 -10961.37060       (-2445.896,-1975.462) (-138.831,-841.991) (-494.785,-2634.114)      210.969
11    2935.13992 469.91539 3284.09990 -9153.32317 -10001.91137 -10952.83071       (-2436.568,-1966.653) (-148.555,-847.532) (-498.572,-2645.983)      232.066
12    2929.59912 469.39768 3280.31345 -9146.14729 -9992.58411 -10944.29083       (-2427.241,-1957.843) (-158.279,-853.072) (-502.358,-2657.852)      253.162
13    2924.05832 468.87996 3276.52699 -9138.97141 -9983.25686 -10935.75094       (-2417.914,-1949.034) (-168.004,-858.613) (-506.145,-2669.721)      274.259
14    2918.51753 468.36225 3272.74053 -9131.79554 -9973.92960 -10927.21106       (-2408.587,-1940.224) (-177.728,-864.154) (-509.931,-2681.589)      295.356
