Fol_.95_.txt     Output is probe cell, reduced cell, NCDist distance between
0    668.25643 4868.76374 997.11864 -13380.39921 -1830.62013 -10909.10769       (-661.283,-157.969) (-1831.697,-5.648) (-830.984,-1.628)      0
1    667.42938 4863.05829 996.11487 -13367.66737 -1828.78931 -10900.02119       (-664.034,-158.796) (-1832.311,-4.645) (-835.259,-1.805)      5.28654
2    666.60233 4857.35284 995.11110 -13354.93552 -1826.95848 -10890.93470       (-666.785,-159.623) (-1832.925,-3.641) (-839.535,-1.981)      10.5731
3    665.77527 4851.64738 994.10733 -13342.20367 -1825.12766 -10881.84820       (-669.535,-160.450) (-1833.538,-2.637) (-843.811,-2.158)      15.8596
4    664.94822 4845.94193 993.10356 -13329.47182 -1823.29684 -10872.76170       (-672.286,-161.277) (-1834.152,-1.633) (-848.086,-2.335)      21.1462
5    664.12117 4840.23648 992.09979 -13316.73998 -1821.46601 -10863.67520       (-675.037,-162.104) (-1834.766,-0.629) (-852.362,-2.511)      26.4327
6    663.29412 4834.53102 991.09602 -13304.00813 -1819.63519 -10854.58871       (-856.264,-162.557) (-1835.754,-0.374) (-677.413,-2.314)      31.2009
7    662.46707 4828.82557 990.09225 -13291.27628 -1817.80437 -10845.50221       (-859.536,-162.380) (-1837.372,-1.378) (-679.160,-1.487)      35.1545
8    661.64001 4823.12012 989.08847 -13278.54443 -1815.97354 -10836.41571       (-862.807,-162.203) (-1838.989,-2.382) (-680.907,-0.660)      39.171
9    660.81296 4817.41467 988.08470 -13265.81258 -1814.14272 -10827.32922       (-1840.439,-161.859) (-865.912,-3.218) (-682.821,-0.167)      42.7664
10    659.98591 4811.70921 987.08093 -13253.08074 -1812.31190 -10818.24272       (-1841.230,-160.856) (-868.357,-3.395) (-685.395,-0.994)      46.0895
11    659.15886 4806.00376 986.07716 -13240.34889 -1810.48107 -10809.15622       (-1842.020,-159.852) (-870.802,-3.572) (-687.969,-1.821)      49.4916
12    658.33180 4800.29831 985.07339 -13227.61704 -1808.65025 -10800.06972       (-1842.811,-158.848) (-873.247,-3.749) (-690.543,-2.648)      52.9575
13    657.50475 4794.59286 984.06962 -13214.88519 -1806.81943 -10790.98323       (-1843.601,-157.844) (-875.692,-3.925) (-693.117,-3.475)      56.4754
14    656.67770 4788.88740 983.06585 -13202.15334 -1804.98861 -10781.89673       (-1844.392,-156.841) (-878.137,-4.102) (-695.691,-4.303)      60.0363
15    655.85065 4783.18195 982.06208 -13189.42150 -1803.15778 -10772.81023       (-1845.182,-155.837) (-880.582,-4.279) (-698.265,-5.130)      63.6328
16    655.02359 4777.47650 981.05831 -13176.68965 -1801.32696 -10763.72374       (-1845.973,-154.833) (-883.026,-4.455) (-700.839,-5.957)      67.2593
17    654.19654 4771.77104 980.05454 -13163.95780 -1799.49614 -10754.63724       (-1846.763,-153.829) (-885.471,-4.632) (-703.413,-6.784)      70.9112
18    653.36949 4766.06559 979.05077 -13151.22595 -1797.66531 -10745.55074       (-1847.554,-152.825) (-887.916,-4.809) (-705.987,-7.611)      74.5847
19    652.54244 4760.36014 978.04700 -13138.49411 -1795.83449 -10736.46425       (-1848.344,-151.822) (-890.361,-4.986) (-708.561,-8.438)      78.2768
20    651.71538 4754.65469 977.04323 -13125.76226 -1794.00367 -10727.37775       (-1849.135,-150.818) (-892.806,-5.162) (-711.135,-9.265)      81.985
21    650.88833 4748.94923 976.03946 -13113.03041 -1792.17284 -10718.29125       (-1849.925,-149.814) (-895.251,-5.339) (-713.709,-10.092)      85.7072
22    650.06128 4743.24378 975.03568 -13100.29856 -1790.34202 -10709.20475       (-1850.716,-148.810) (-897.696,-5.516) (-716.282,-10.919)      89.4417
