Fol_.39_.txt     Output is probe cell, reduced cell, NCDist distance between
0    1509.36881 2779.85314 4387.53064 -15338.15307 -9060.75539 -5363.41815       (-196.288,-302.160) (-435.173,-414.521) (-481.982,-442.735)      0
1    1507.66145 2776.63490 4382.65625 -15323.10203 -9052.10050 -5358.49254       (-194.777,-305.626) (-433.465,-420.188) (-481.565,-445.954)      7.7366
2    1505.95408 2773.41665 4377.78187 -15308.05098 -9043.44561 -5353.56693       (-193.266,-309.092) (-431.758,-425.855) (-481.148,-449.172)      15.4732
3    1504.24672 2770.19841 4372.90748 -15292.99994 -9034.79072 -5348.64132       (-191.755,-312.557) (-430.051,-431.522) (-480.731,-452.390)      23.2098
4    1502.53935 2766.98016 4368.03309 -15277.94890 -9026.13583 -5343.71571       (-190.245,-316.023) (-428.343,-437.189) (-480.314,-455.608)      30.9464
5    1500.83199 2763.76192 4363.15871 -15262.89785 -9017.48094 -5338.79010       (-188.734,-319.489) (-426.636,-442.855) (-479.897,-458.827)      38.683
6    1499.12462 2760.54368 4358.28432 -15247.84681 -9008.82605 -5333.86450       (-187.223,-322.955) (-424.928,-448.522) (-479.480,-462.045)      46.4196
7    1497.41726 2757.32543 4353.40993 -15232.79576 -9000.17116 -5328.93889       (-185.712,-326.421) (-423.221,-454.189) (-479.063,-465.263)      52.3167
8    1495.70990 2754.10719 4348.53554 -15217.74472 -8991.51627 -5324.01328       (-184.201,-329.887) (-421.514,-459.856) (-478.646,-468.481)      55.181
9    1494.00253 2750.88894 4343.66116 -15202.69367 -8982.86138 -5319.08767       (-182.690,-333.353) (-419.806,-465.523) (-478.229,-471.700)      58.9284
10    1492.29517 2747.67070 4338.78677 -15187.64263 -8974.20649 -5314.16206       (-181.179,-336.819) (-418.099,-471.190) (-477.812,-474.918)      63.4025
11    1490.58780 2744.45246 4333.91238 -15172.59158 -8965.55161 -5309.23645       (-179.668,-340.285) (-416.392,-476.857) (-477.395,-478.136)      68.461
12    1488.88044 2741.23421 4329.03799 -15157.54054 -8956.89672 -5304.31085       (-178.158,-343.751) (-414.684,-482.523) (-476.978,-481.354)      73.9841
13    1487.17307 2738.01597 4324.16361 -15142.48950 -8948.24183 -5299.38524       (-176.647,-347.217) (-412.977,-488.190) (-476.561,-484.573)      79.8756
14    1485.46571 2734.79772 4319.28922 -15127.43845 -8939.58694 -5294.45963       (-175.136,-350.683) (-411.270,-493.857) (-476.144,-487.791)      86.0597
15    1483.75835 2731.57948 4314.41483 -15112.38741 -8930.93205 -5289.53402       (-173.625,-354.149) (-409.562,-499.524) (-475.727,-491.009)      92.4778
16    1482.05098 2728.36124 4309.54045 -15097.33636 -8922.27716 -5284.60841       (-172.114,-357.615) (-407.855,-505.191) (-475.310,-494.227)      99.0844
