Fol_.36_.txt     Output is probe cell, reduced cell, NCDist distance between
0     30.68680 -217.82369 -1618.71943 570.18364 -1898.55101 -320.64694       (-187.137,-696.176) (-217.824,-976.007) (-352.360,-102.823)      5.33239e-13
1     30.46876 -217.82369 -1617.45180 568.91601 -1897.62754 -320.42890       (-187.355,-697.443) (-217.824,-977.619) (-351.092,-102.605)      2.43037
2     30.25072 -217.82369 -1616.18418 567.64838 -1896.70408 -320.21085       (-187.573,-698.711) (-217.824,-979.231) (-349.825,-102.387)      4.86074
3     30.03268 -217.82369 -1614.91655 566.38076 -1895.78061 -319.99281       (-187.791,-699.979) (-217.824,-980.843) (-348.557,-102.169)      7.29111
4     29.81464 -217.82369 -1613.64892 565.11313 -1894.85714 -319.77477       (-188.009,-701.246) (-217.824,-982.455) (-347.289,-101.951)      9.72148
5     29.59660 -217.82369 -1612.38130 563.84550 -1893.93368 -319.55673       (-188.227,-702.514) (-217.824,-984.066) (-346.022,-101.733)      12.1519
6     29.37855 -217.82369 -1611.11367 562.57788 -1893.01021 -319.33869       (-188.445,-703.782) (-217.824,-985.678) (-344.754,-101.515)      14.5822
7     29.16051 -217.82369 -1609.84604 561.31025 -1892.08674 -319.12065       (-188.663,-705.049) (-217.824,-987.290) (-343.487,-101.297)      17.0126
8     28.94247 -217.82369 -1608.57841 560.04262 -1891.16327 -318.90260       (-188.881,-706.317) (-217.824,-988.902) (-342.219,-101.079)      19.443
9     28.72443 -217.82369 -1607.31079 558.77499 -1890.23981 -318.68456       (-189.099,-707.584) (-217.824,-990.514) (-340.951,-100.861)      21.8733
10     28.50639 -217.82369 -1606.04316 557.50737 -1889.31634 -318.46652       (-189.317,-708.852) (-217.824,-992.125) (-339.684,-100.643)      24.3037
11     28.28834 -217.82369 -1604.77553 556.23974 -1888.39287 -318.24848       (-189.535,-710.120) (-217.824,-993.737) (-338.416,-100.425)      26.7341
12     28.07030 -217.82369 -1603.50791 554.97211 -1887.46941 -318.03044       (-189.753,-711.387) (-217.824,-995.349) (-337.148,-100.207)      29.1644
13     27.85226 -217.82369 -1602.24028 553.70449 -1886.54594 -317.81240       (-189.971,-712.655) (-217.824,-996.961) (-335.881,-99.989)      31.5948
14     27.63422 -217.82369 -1600.97265 552.43686 -1885.62247 -317.59435       (-190.189,-713.923) (-217.824,-998.572) (-334.613,-99.771)      34.0252
15     27.41618 -217.82369 -1599.70502 551.16923 -1884.69900 -317.37631       (-190.408,-715.190) (-217.824,-1000.184) (-333.346,-99.553)      36.4556
16     27.19814 -217.82369 -1598.43740 549.90160 -1883.77554 -317.15827       (-190.626,-716.458) (-217.824,-1001.796) (-332.078,-99.335)      38.8859
17     26.98009 -217.82369 -1597.16977 548.63398 -1882.85207 -316.94023       (-190.844,-717.726) (-217.824,-1003.408) (-330.810,-99.117)      41.3163
18     26.76205 -217.82369 -1595.90214 547.36635 -1881.92860 -316.72219       (-191.062,-718.993) (-217.824,-1005.020) (-329.543,-98.898)      43.7467
19     26.54401 -217.82369 -1594.63452 546.09872 -1881.00514 -316.50415       (-191.280,-720.261) (-217.824,-1006.631) (-328.275,-98.680)      46.177
20     26.32597 -217.82369 -1593.36689 544.83110 -1880.08167 -316.28610       (-191.498,-721.528) (-217.824,-1008.243) (-327.007,-98.462)      48.6074
21     26.10793 -217.82369 -1592.09926 543.56347 -1879.15820 -316.06806       (-191.716,-722.796) (-217.824,-1009.855) (-325.740,-98.244)      51.0378
22     25.88989 -217.82369 -1590.83164 542.29584 -1878.23474 -315.85002       (-191.934,-724.064) (-217.824,-1011.467) (-324.472,-98.026)      53.4681
23     25.67184 -217.82369 -1589.56401 541.02822 -1877.31127 -315.63198       (-192.152,-725.331) (-217.824,-1013.079) (-323.205,-97.808)      55.8985
