Fol_.88_.txt     Output is probe cell, reduced cell, NCDist distance between
0    1586.23526 4962.06256 -350.06529 -9035.42867 -3635.32333 -14109.87344       (-289.468,-176.681) (-2642.742,-124.581) (-1646.832,-286.172)      0
1    1582.00205 4956.80907 -349.89174 -9026.50890 -3633.33284 -14096.03920       (-274.602,-155.165) (-2684.935,-131.308) (-1657.292,-314.164)      58.3298
2    1577.76884 4951.55559 -349.71818 -9017.58914 -3631.34236 -14082.20496       (-259.736,-133.649) (-2727.127,-138.034) (-1667.751,-342.155)      116.66
3    1573.53563 4946.30210 -349.54462 -9008.66937 -3629.35188 -14068.37072       (-244.869,-112.133) (-2769.320,-144.760) (-1678.211,-370.147)      174.989
4    1569.30242 4941.04861 -349.37106 -8999.74960 -3627.36140 -14054.53648       (-230.003,-90.617) (-2811.513,-151.487) (-1688.671,-398.139)      233.319
5    1565.06921 4935.79512 -349.19750 -8990.82983 -3625.37092 -14040.70224       (-215.137,-69.102) (-2853.706,-158.213) (-1699.130,-426.131)      291.649
6    1560.83600 4930.54163 -349.02395 -8981.91007 -3623.38044 -14026.86800       (-200.270,-47.586) (-2895.899,-164.940) (-1709.590,-454.123)      349.979
7    1556.60279 4925.28815 -348.85039 -8972.99030 -3621.38995 -14013.03377       (-185.404,-26.070) (-2938.091,-171.666) (-1720.049,-482.115)      408.308
8    1552.36958 4920.03466 -348.67683 -8964.07053 -3619.39947 -13999.19953       (-170.537,-4.554) (-2980.284,-178.392) (-1730.509,-510.106)      466.638
9    1548.13637 4914.78117 -348.50327 -8955.15077 -3617.40899 -13985.36529       (-172.633,-16.962) (-1724.007,-168.157) (-3005.515,-521.136)      495.798
10    1543.90316 4909.52768 -348.32972 -8946.23100 -3615.41851 -13971.53105       (-179.282,-38.478) (-1712.950,-153.367) (-3026.192,-527.612)      518.615
11    1539.66995 4904.27419 -348.15616 -8937.31123 -3613.42803 -13957.69681       (-185.932,-59.994) (-1701.894,-138.578) (-3046.869,-534.088)      542.903
12    1535.43674 4899.02071 -347.98260 -8928.39146 -3611.43755 -13943.86257       (-192.581,-81.510) (-1690.838,-123.788) (-3067.546,-540.564)      568.472
13    1531.20353 4893.76722 -347.80904 -8919.47170 -3609.44706 -13930.02833       (-199.231,-103.025) (-1679.782,-108.999) (-3088.223,-547.040)      595.157
14    1526.97032 4888.51373 -347.63548 -8910.55193 -3607.45658 -13916.19409       (-205.880,-124.541) (-1668.725,-94.209) (-3108.899,-553.516)      622.816
15    1522.73711 4883.26024 -347.46193 -8901.63216 -3605.46610 -13902.35985       (-212.530,-146.057) (-1657.669,-79.420) (-3129.576,-559.992)      651.323
16    1518.50390 4878.00676 -347.28837 -8892.71240 -3603.47562 -13888.52561       (-219.179,-167.573) (-1646.613,-64.630) (-3150.253,-566.468)      680.573
17    1514.27068 4872.75327 -347.11481 -8883.79263 -3601.48514 -13874.69137       (-225.829,-189.089) (-1635.557,-49.841) (-3170.930,-572.944)      710.473
18    1510.03747 4867.49978 -346.94125 -8874.87286 -3599.49466 -13860.85713       (-232.478,-210.605) (-1624.500,-35.051) (-3191.607,-579.420)      740.945
