Fol_.61_.txt     Output is probe cell, reduced cell, NCDist distance between
0    509.18780 175.21170 2199.30452 -3490.49671 -8034.86206 -4118.89241       (-158.764,-908.112) (-801.653,-175.212) (-3100.517,-32.656)      0
1    507.76908 174.23386 2197.07032 -3487.16164 -8026.99454 -4117.87301       (-159.301,-906.979) (-803.358,-174.234) (-3102.335,-34.645)      3.56283
2    506.35036 173.25602 2194.83613 -3483.82657 -8019.12702 -4116.85362       (-159.838,-905.846) (-805.063,-173.256) (-3104.153,-36.633)      7.12566
3    504.93164 172.27818 2192.60193 -3480.49151 -8011.25950 -4115.83422       (-160.375,-904.712) (-806.768,-172.278) (-3105.971,-38.621)      10.6885
4    503.51292 171.30033 2190.36774 -3477.15644 -8003.39199 -4114.81483       (-160.912,-903.579) (-808.473,-171.300) (-3107.789,-40.609)      14.2513
5    502.09420 170.32249 2188.13354 -3473.82137 -7995.52447 -4113.79543       (-161.449,-902.446) (-810.178,-170.322) (-3109.607,-42.597)      17.8142
6    500.67548 169.34465 2185.89935 -3470.48631 -7987.65695 -4112.77604       (-161.986,-901.312) (-811.883,-169.345) (-3111.425,-44.585)      21.377
7    499.25676 168.36681 2183.66515 -3467.15124 -7979.78943 -4111.75664       (-162.523,-900.179) (-813.587,-168.367) (-3113.243,-46.573)      24.9398
8    497.83804 167.38896 2181.43096 -3463.81617 -7971.92192 -4110.73725       (-163.060,-899.046) (-815.292,-167.389) (-3115.061,-48.562)      28.5026
9    496.41933 166.41112 2179.19676 -3460.48110 -7964.05440 -4109.71785       (-163.597,-897.912) (-816.997,-166.411) (-3116.879,-50.550)      32.0655
10    495.00061 165.43328 2176.96257 -3457.14604 -7956.18688 -4108.69846       (-164.134,-896.779) (-818.702,-165.433) (-3118.697,-52.538)      35.6283
11    493.58189 164.45544 2174.72837 -3453.81097 -7948.31936 -4107.67906       (-164.671,-895.646) (-820.407,-164.455) (-3120.515,-54.526)      39.1911
12    492.16317 163.47759 2172.49418 -3450.47590 -7940.45184 -4106.65967       (-165.208,-894.512) (-822.112,-163.478) (-3122.333,-56.514)      42.754
13    490.74445 162.49975 2170.25998 -3447.14083 -7932.58433 -4105.64027       (-165.745,-893.379) (-823.817,-162.500) (-3124.151,-58.502)      46.3168
14    489.32573 161.52191 2168.02579 -3443.80577 -7924.71681 -4104.62088       (-166.282,-892.246) (-825.522,-161.522) (-3125.969,-60.490)      49.8796
15    487.90701 160.54407 2165.79159 -3440.47070 -7916.84929 -4103.60148       (-166.819,-891.112) (-827.227,-160.544) (-3127.787,-62.478)      53.4425
16    486.48829 159.56622 2163.55739 -3437.13563 -7908.98177 -4102.58209       (-167.356,-889.979) (-828.932,-159.566) (-3129.606,-64.467)      57.0053
