Fol_.19_.txt     Output is probe cell, reduced cell, NCDist distance between
0    2150.92921 4318.49141 4229.02019 -16873.70450 -8947.17025 -8841.90547       (-188.527,-1929.611) (-115.688,-267.811) (-16.396,-237.952)      0
1    2148.53793 4313.90052 4224.59822 -16856.83032 -8938.32993 -8834.98626       (-194.203,-1928.371) (-121.726,-268.966) (-12.982,-236.992)      9.17182
2    2146.14666 4309.30963 4220.17625 -16839.95614 -8929.48961 -8828.06704       (-199.880,-1927.131) (-127.763,-270.121) (-9.568,-236.032)      18.3436
3    2143.75539 4304.71873 4215.75428 -16823.08196 -8920.64928 -8821.14783       (-205.557,-1925.891) (-133.800,-271.277) (-6.154,-235.072)      27.5154
4    2141.36412 4300.12784 4211.33232 -16806.20777 -8911.80896 -8814.22862       (-211.233,-1924.652) (-139.837,-272.432) (-2.740,-234.112)      36.6873
5    2138.97284 4295.53694 4206.91035 -16789.33359 -8902.96864 -8807.30940       (-216.236,-145.200) (-1922.737,-272.912) (-0.675,-233.827)      44.949
6    2136.58157 4290.94605 4202.48838 -16772.45941 -8894.12832 -8800.39019       (-218.498,-147.823) (-1918.083,-270.653) (-4.089,-236.281)      49.9431
7    2134.19030 4286.35516 4198.06641 -16755.58522 -8885.28799 -8793.47097       (-220.761,-150.446) (-1913.430,-268.395) (-7.503,-238.735)      55.5075
8    2131.79903 4281.76426 4193.64444 -16738.71104 -8876.44767 -8786.55176       (-223.023,-153.070) (-1908.776,-266.136) (-10.917,-241.189)      61.4878
9    2129.40776 4277.17337 4189.22247 -16721.83686 -8867.60735 -8779.63254       (-225.286,-155.693) (-1904.122,-263.877) (-14.331,-243.644)      67.7738
10    2127.01648 4272.58248 4184.80050 -16704.96268 -8858.76703 -8772.71333       (-227.548,-158.316) (-1899.468,-261.618) (-17.745,-246.098)      74.288
11    2124.62521 4267.99158 4180.37853 -16688.08849 -8849.92671 -8765.79412       (-229.811,-160.939) (-1894.814,-259.359) (-21.159,-248.552)      80.9754
12    2122.23394 4263.40069 4175.95657 -16671.21431 -8841.08638 -8758.87490       (-232.074,-163.562) (-1890.160,-257.100) (-24.573,-251.006)      87.7963
13    2119.84267 4258.80980 4171.53460 -16654.34013 -8832.24606 -8751.95569       (-234.336,-166.185) (-1885.507,-254.841) (-27.987,-253.461)      94.722
14    2117.45140 4254.21890 4167.11263 -16637.46595 -8823.40574 -8745.03647       (-236.599,-168.809) (-1880.853,-252.582) (-31.402,-255.915)      101.731
15    2115.06012 4249.62801 4162.69066 -16620.59176 -8814.56542 -8738.11726       (-238.861,-171.432) (-1876.199,-250.323) (-34.816,-258.369)      106.645
16    2112.66885 4245.03712 4158.26869 -16603.71758 -8805.72509 -8731.19805       (-241.124,-174.055) (-1871.545,-248.064) (-38.230,-260.823)      109.704
17    2110.27758 4240.44622 4153.84672 -16586.84340 -8796.88477 -8724.27883       (-243.386,-176.678) (-1866.891,-245.805) (-41.644,-263.277)      113.18
18    2107.88631 4235.85533 4149.42475 -16569.96922 -8788.04445 -8717.35962       (-245.649,-179.301) (-1862.237,-243.546) (-45.058,-265.732)      117.035
19    2105.49503 4231.26444 4145.00278 -16553.09503 -8779.20413 -8710.44040       (-247.912,-181.924) (-1857.584,-241.287) (-48.472,-268.186)      121.234
20    2103.10376 4226.67354 4140.58082 -16536.22085 -8770.36381 -8703.52119       (-250.174,-184.547) (-1852.930,-239.028) (-51.886,-270.640)      125.742
21    2100.71249 4222.08265 4136.15885 -16519.34667 -8761.52348 -8696.60197       (-252.437,-187.171) (-1848.276,-236.769) (-55.300,-273.094)      130.527
22    2098.32122 4217.49176 4131.73688 -16502.47249 -8752.68316 -8689.68276       (-254.699,-189.794) (-1843.622,-234.510) (-58.714,-275.549)      135.56
23    2095.92995 4212.90086 4127.31491 -16485.59830 -8743.84284 -8682.76355       (-256.962,-192.417) (-1838.968,-232.251) (-62.129,-278.003)      140.813
24    2093.53867 4208.30997 4122.89294 -16468.72412 -8735.00252 -8675.84433       (-259.224,-195.040) (-1834.314,-229.992) (-65.543,-280.457)      146.264
