Fol_.16_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -525.85885 -369.50627 -707.00841 -552.05186 102.52128 -1289.32538       (-604.487,-449.531) (-472.028,-102.521) (-423.338,-1186.804)      7.19019e-13
1    -525.93756 -369.60889 -706.72446 -551.94924 102.31603 -1289.22275       (-604.408,-449.633) (-471.925,-102.316) (-423.622,-1186.907)      0.400683
2    -526.01627 -369.71152 -706.44050 -551.84661 102.11079 -1289.12013       (-604.330,-449.736) (-471.822,-102.111) (-423.905,-1187.009)      0.801366
3    -526.09497 -369.81414 -706.15655 -551.74399 101.90554 -1289.01750       (-604.251,-449.838) (-471.720,-101.906) (-424.189,-1187.112)      1.20205
4    -526.17368 -369.91676 -705.87259 -551.64137 101.70029 -1288.91488       (-604.172,-449.941) (-471.617,-101.700) (-424.473,-1187.215)      1.60273
5    -526.25239 -370.01939 -705.58864 -551.53874 101.49504 -1288.81226       (-604.094,-450.044) (-471.514,-101.495) (-424.757,-1187.317)      2.00341
6    -526.33109 -370.12201 -705.30468 -551.43612 101.28980 -1288.70963       (-604.015,-450.146) (-471.412,-101.290) (-425.041,-1187.420)      2.4041
7    -526.40980 -370.22464 -705.02073 -551.33349 101.08455 -1288.60701       (-603.936,-450.249) (-471.309,-101.085) (-425.325,-1187.522)      2.80478
8    -526.48851 -370.32726 -704.73677 -551.23087 100.87930 -1288.50439       (-603.857,-450.352) (-471.207,-100.879) (-425.609,-1187.625)      3.20546
9    -526.56721 -370.42988 -704.45282 -551.12825 100.67405 -1288.40176       (-603.779,-450.454) (-471.104,-100.674) (-425.893,-1187.728)      3.60615
10    -526.64592 -370.53251 -704.16886 -551.02562 100.46880 -1288.29914       (-603.700,-450.557) (-471.001,-100.469) (-426.177,-1187.830)      4.00683
11    -526.72463 -370.63513 -703.88491 -550.92300 100.26356 -1288.19651       (-603.621,-450.659) (-470.899,-100.264) (-426.461,-1187.933)      4.40751
12    -526.80334 -370.73776 -703.60096 -550.82037 100.05831 -1288.09389       (-603.543,-450.762) (-470.796,-100.058) (-426.745,-1188.036)      4.80819
13    -526.88204 -370.84038 -703.31700 -550.71775  99.85306 -1287.99127       (-603.464,-450.865) (-470.693,-99.853) (-427.029,-1188.138)      5.20888
14    -526.96075 -370.94300 -703.03305 -550.61513  99.64781 -1287.88864       (-603.385,-450.967) (-470.591,-99.648) (-427.313,-1188.241)      5.60956
15    -527.03946 -371.04563 -702.74909 -550.51250  99.44257 -1287.78602       (-603.307,-451.070) (-470.488,-99.443) (-427.597,-1188.343)      6.01024
16    -527.11816 -371.14825 -702.46514 -550.40988  99.23732 -1287.68339       (-603.228,-451.173) (-470.386,-99.237) (-427.881,-1188.446)      6.41093
17    -527.19687 -371.25088 -702.18118 -550.30725  99.03207 -1287.58077       (-603.149,-451.275) (-470.283,-99.032) (-428.165,-1188.549)      6.81161
18    -527.27558 -371.35350 -701.89723 -550.20463  98.82682 -1287.47815       (-603.070,-451.378) (-470.180,-98.827) (-428.449,-1188.651)      7.21229
19    -527.35428 -371.45612 -701.61327 -550.10201  98.62157 -1287.37552       (-602.992,-451.480) (-470.078,-98.622) (-428.733,-1188.754)      7.61297
20    -527.43299 -371.55875 -701.32932 -549.99938  98.41633 -1287.27290       (-602.913,-451.583) (-469.975,-98.416) (-429.017,-1188.857)      8.01366
21    -527.51170 -371.66137 -701.04536 -549.89676  98.21108 -1287.17027       (-602.834,-451.686) (-469.872,-98.211) (-429.301,-1188.959)      8.41434
22    -527.59041 -371.76399 -700.76141 -549.79413  98.00583 -1287.06765       (-602.756,-451.788) (-469.770,-98.006) (-429.585,-1189.062)      8.81502
23    -527.66911 -371.86662 -700.47745 -549.69151  97.80058 -1286.96503       (-602.677,-451.891) (-469.667,-97.801) (-429.869,-1189.164)      9.21571
24    -527.74782 -371.96924 -700.19350 -549.58889  97.59534 -1286.86240       (-602.598,-451.994) (-469.565,-97.595) (-430.152,-1189.267)      9.61639
25    -527.82653 -372.07187 -699.90954 -549.48626  97.39009 -1286.75978       (-602.519,-452.096) (-469.462,-97.390) (-430.436,-1189.370)      10.0171
26    -527.90523 -372.17449 -699.62559 -549.38364  97.18484 -1286.65715       (-602.441,-452.199) (-469.359,-97.185) (-430.720,-1189.472)      10.4178
27    -527.98394 -372.27711 -699.34163 -549.28102  96.97959 -1286.55453       (-602.362,-452.301) (-469.257,-96.980) (-431.004,-1189.575)      10.8184
28    -528.06265 -372.37974 -699.05768 -549.17839  96.77434 -1286.45191       (-602.283,-452.404) (-469.154,-96.774) (-431.288,-1189.678)      11.2191
29    -528.14135 -372.48236 -698.77372 -549.07577  96.56910 -1286.34928       (-602.205,-452.507) (-469.051,-96.569) (-431.572,-1189.780)      11.6198
30    -528.22006 -372.58499 -698.48977 -548.97314  96.36385 -1286.24666       (-602.126,-452.609) (-468.949,-96.364) (-431.856,-1189.883)      12.0205
31    -528.29877 -372.68761 -698.20581 -548.87052  96.15860 -1286.14404       (-602.047,-452.712) (-468.846,-96.159) (-432.140,-1189.985)      12.4212
32    -528.37748 -372.79023 -697.92186 -548.76790  95.95335 -1286.04141       (-601.969,-452.815) (-468.744,-95.953) (-432.424,-1190.088)      12.8219
33    -528.45618 -372.89286 -697.63790 -548.66527  95.74810 -1285.93879       (-601.890,-452.917) (-468.641,-95.748) (-432.708,-1190.191)      13.2225
34    -528.53489 -372.99548 -697.35395 -548.56265  95.54286 -1285.83616       (-601.811,-453.020) (-468.538,-95.543) (-432.992,-1190.293)      13.6232
35    -528.61360 -373.09811 -697.06999 -548.46002  95.33761 -1285.73354       (-601.732,-453.122) (-468.436,-95.338) (-433.276,-1190.396)      14.0239
36    -528.69230 -373.20073 -696.78604 -548.35740  95.13236 -1285.63092       (-601.654,-453.225) (-468.333,-95.132) (-433.560,-1190.499)      14.4246
37    -528.77101 -373.30335 -696.50209 -548.25478  94.92711 -1285.52829       (-601.575,-453.328) (-468.230,-94.927) (-433.844,-1190.601)      14.8253
38    -528.84972 -373.40598 -696.21813 -548.15215  94.72187 -1285.42567       (-601.496,-453.430) (-468.128,-94.722) (-434.128,-1190.704)      15.2259
39    -528.92842 -373.50860 -695.93418 -548.04953  94.51662 -1285.32304       (-601.418,-453.533) (-468.025,-94.517) (-434.412,-1190.806)      15.6266
40    -529.00713 -373.61122 -695.65022 -547.94690  94.31137 -1285.22042       (-601.339,-453.636) (-467.923,-94.311) (-434.696,-1190.909)      16.0273
41    -529.08584 -373.71385 -695.36627 -547.84428  94.10612 -1285.11780       (-601.260,-453.738) (-467.820,-94.106) (-434.980,-1191.012)      16.428
42    -529.16455 -373.81647 -695.08231 -547.74166  93.90087 -1285.01517       (-601.181,-453.841) (-467.717,-93.901) (-435.264,-1191.114)      16.8287
43    -529.24325 -373.91910 -694.79836 -547.63903  93.69563 -1284.91255       (-601.103,-453.943) (-467.615,-93.696) (-435.548,-1191.217)      17.2294
44    -529.32196 -374.02172 -694.51440 -547.53641  93.49038 -1284.80992       (-601.024,-454.046) (-467.512,-93.490) (-435.832,-1191.320)      17.63
45    -529.40067 -374.12434 -694.23045 -547.43379  93.28513 -1284.70730       (-600.945,-454.149) (-467.409,-93.285) (-436.116,-1191.422)      18.0307
46    -529.47937 -374.22697 -693.94649 -547.33116  93.07988 -1284.60468       (-600.867,-454.251) (-467.307,-93.080) (-436.399,-1191.525)      18.4314
47    -529.55808 -374.32959 -693.66254 -547.22854  92.87464 -1284.50205       (-600.788,-454.354) (-467.204,-92.875) (-436.683,-1191.627)      18.8321
48    -529.63679 -374.43222 -693.37858 -547.12591  92.66939 -1284.39943       (-600.709,-454.457) (-467.102,-92.669) (-436.967,-1191.730)      19.2328
49    -529.71549 -374.53484 -693.09463 -547.02329  92.46414 -1284.29680       (-600.630,-454.559) (-466.999,-92.464) (-437.251,-1191.833)      19.6335
50    -529.79420 -374.63746 -692.81067 -546.92067  92.25889 -1284.19418       (-600.552,-454.662) (-466.896,-92.259) (-437.535,-1191.935)      20.0341
51    -529.87291 -374.74009 -692.52672 -546.81804  92.05364 -1284.09156       (-600.473,-454.764) (-466.794,-92.054) (-437.819,-1192.038)      20.4348
52    -529.95161 -374.84271 -692.24276 -546.71542  91.84840 -1283.98893       (-600.394,-454.867) (-466.691,-91.848) (-438.103,-1192.141)      20.8355
