Fol_.69_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -1306.13096 -39.33517 1012.06259 -1536.81034 -5329.59193 747.36914       (-39.335,-1088.247) (-194.774,-527.495) (-31.267,-329.974)      9.97598e-13
1    -1304.86290 -39.49077 1011.01821 -1536.36132 -5324.78503 746.29072       (-39.491,-1095.232) (-197.631,-528.817) (-29.755,-327.712)      8.13202
2    -1303.59484 -39.64636 1009.97384 -1535.91231 -5319.97813 745.21230       (-39.646,-1102.217) (-200.489,-530.138) (-28.244,-325.450)      16.264
3    -1302.32677 -39.80196 1008.92947 -1535.46330 -5315.17122 744.13388       (-39.802,-1109.203) (-203.346,-531.460) (-26.733,-323.188)      24.3961
4    -1301.05871 -39.95755 1007.88509 -1535.01429 -5310.36432 743.05546       (-39.958,-1116.188) (-206.203,-532.781) (-25.222,-320.926)      32.5281
5    -1299.79065 -40.11314 1006.84072 -1534.56527 -5305.55742 741.97703       (-40.113,-1123.173) (-209.061,-534.103) (-23.711,-318.664)      40.6601
6    -1298.52258 -40.26874 1005.79635 -1534.11626 -5300.75051 740.89861       (-40.269,-1130.158) (-211.918,-535.424) (-22.200,-316.401)      48.7921
7    -1297.25452 -40.42433 1004.75197 -1533.66725 -5295.94361 739.82019       (-40.424,-1137.143) (-214.776,-536.746) (-20.689,-314.139)      56.9242
8    -1295.98645 -40.57993 1003.70760 -1533.21824 -5291.13671 738.74177       (-40.580,-1144.129) (-217.633,-538.067) (-19.177,-311.877)      65.0562
9    -1294.71839 -40.73552 1002.66322 -1532.76922 -5286.32980 737.66335       (-40.736,-1151.114) (-220.491,-539.389) (-17.666,-309.615)      73.1882
10    -1293.45033 -40.89111 1001.61885 -1532.32021 -5281.52290 736.58493       (-40.891,-1158.099) (-223.348,-540.710) (-16.155,-307.353)      81.3202
11    -1292.18226 -41.04671 1000.57448 -1531.87120 -5276.71599 735.50650       (-41.047,-1165.084) (-226.206,-542.032) (-14.644,-305.091)      89.4522
12    -1290.91420 -41.20230 999.53010 -1531.42219 -5271.90909 734.42808       (-41.202,-1172.070) (-229.063,-543.353) (-13.133,-302.829)      97.5843
