Fol_.27_.txt     Output is probe cell, reduced cell, NCDist distance between
0    1311.51783 410.15128 340.16100 -879.14957 -2751.71931 -3351.61681       (-69.990,-170.753) (-12.496,-1.506) (-35.456,-46.351)      0
1    1310.20349 409.67066 339.77410 -878.28205 -2749.13576 -3348.29733       (-69.897,-171.956) (-12.203,-1.356) (-35.922,-46.738)      1.38998
2    1308.88915 409.19004 339.38720 -877.41453 -2746.55221 -3344.97785       (-69.803,-173.159) (-11.910,-1.205) (-36.389,-47.125)      2.77995
3    1307.57481 408.70942 339.00030 -876.54701 -2743.96866 -3341.65837       (-69.709,-174.362) (-11.617,-1.054) (-36.855,-47.512)      4.16993
4    1306.26047 408.22880 338.61341 -875.67949 -2741.38511 -3338.33889       (-69.615,-175.565) (-11.323,-0.903) (-37.321,-47.898)      5.5599
5    1304.94613 407.74817 338.22651 -874.81197 -2738.80156 -3335.01941       (-69.522,-176.768) (-11.030,-0.752) (-37.788,-48.285)      6.94988
6    1303.63179 407.26755 337.83961 -873.94445 -2736.21801 -3331.69993       (-69.428,-177.971) (-10.737,-0.601) (-38.254,-48.672)      8.33985
7    1302.31746 406.78693 337.45271 -873.07693 -2733.63446 -3328.38045       (-69.334,-179.174) (-10.444,-0.450) (-38.721,-49.059)      9.72983
8    1301.00312 406.30631 337.06581 -872.20940 -2731.05091 -3325.06097       (-69.240,-180.377) (-10.151,-0.300) (-39.187,-49.446)      11.1198
9    1299.68878 405.82569 336.67891 -871.34188 -2728.46736 -3321.74149       (-69.147,-181.580) (-9.858,-0.149) (-39.654,-49.833)      12.5098
10    1298.37444 405.34506 336.29201 -870.47436 -2725.88381 -3318.42201       (-40.118,-182.781) (-9.566,-0.002) (-69.051,-50.218)      13.8964
11    1297.06010 404.86444 335.90511 -869.60684 -2723.30026 -3315.10253       (-40.434,-183.833) (-9.424,-0.153) (-68.806,-50.454)      15.0434
12    1295.74576 404.38382 335.51822 -868.73932 -2720.71671 -3311.78305       (-40.749,-184.885) (-9.282,-0.304) (-68.562,-50.690)      16.1934
13    1294.43142 403.90320 335.13132 -867.87180 -2718.13316 -3308.46357       (-41.065,-185.938) (-9.140,-0.455) (-68.317,-50.926)      17.346
14    1293.11708 403.42257 334.74442 -867.00428 -2715.54961 -3305.14409       (-41.380,-186.990) (-8.997,-0.605) (-68.073,-51.162)      18.5005
15    1291.80275 402.94195 334.35752 -866.13676 -2712.96606 -3301.82461       (-41.696,-188.042) (-8.855,-0.756) (-67.828,-51.398)      19.6566
16    1290.48841 402.46133 333.97062 -865.26924 -2710.38251 -3298.50513       (-42.011,-189.094) (-8.713,-0.907) (-67.584,-51.634)      20.8141
17    1289.17407 401.98071 333.58372 -864.40172 -2707.79896 -3295.18565       (-42.327,-190.146) (-8.570,-1.058) (-67.339,-51.870)      21.9728
18    1287.85973 401.50009 333.19682 -863.53419 -2705.21541 -3291.86617       (-42.642,-191.198) (-8.428,-1.209) (-67.094,-52.106)      23.1325
19    1286.54539 401.01946 332.80992 -862.66667 -2702.63186 -3288.54668       (-42.958,-192.251) (-8.286,-1.360) (-66.850,-52.342)      24.293
20    1285.23105 400.53884 332.42303 -861.79915 -2700.04831 -3285.22720       (-43.274,-193.303) (-8.143,-1.511) (-66.605,-52.578)      25.4542
