Fol_.8_.txt     Output is probe cell, reduced cell, NCDist distance between
0    1120.41464 -1376.68478 -1891.94260 -99.48146 -976.72791 -982.54291       (-976.728,-112.583) (-1076.209,-627.841) (-143.687,-5.815)      0
1    1118.31540 -1376.38400 -1890.19259 -99.49457 -976.37867 -981.56521       (-976.379,-116.132) (-1075.873,-629.940) (-141.937,-5.187)      4.54873
2    1116.21616 -1376.08323 -1888.44258 -99.50769 -976.02944 -980.58750       (-976.029,-119.680) (-1075.537,-632.040) (-140.187,-4.558)      9.09745
3    1114.11692 -1375.78245 -1886.69258 -99.52080 -975.68020 -979.60980       (-975.680,-123.229) (-1075.201,-634.139) (-138.437,-3.930)      13.6462
4    1112.01767 -1375.48168 -1884.94257 -99.53392 -975.33096 -978.63209       (-975.331,-126.777) (-1074.865,-636.238) (-136.687,-3.301)      18.1949
5    1109.91843 -1375.18090 -1883.19257 -99.54703 -974.98173 -977.65439       (-974.982,-130.326) (-1074.529,-638.337) (-134.937,-2.673)      22.7436
6    1107.81919 -1374.88012 -1881.44256 -99.56015 -974.63249 -976.67668       (-974.632,-133.874) (-1074.193,-640.437) (-133.187,-2.044)      27.2924
7    1105.71995 -1374.57935 -1879.69255 -99.57326 -974.28326 -975.69898       (-974.283,-137.423) (-1073.857,-642.536) (-131.437,-1.416)      31.8411
8    1103.62071 -1374.27857 -1877.94255 -99.58638 -973.93402 -974.72127       (-973.934,-140.971) (-1073.520,-644.635) (-129.687,-0.787)      36.3898
9    1101.52147 -1373.97779 -1876.19254 -99.59949 -973.58479 -973.74356       (-973.585,-144.520) (-1073.184,-646.734) (-127.937,-0.159)      40.9385
10    1099.42222 -1373.67702 -1874.44254 -99.61261 -973.23555 -972.76586       (-147.598,-1072.378) (-972.766,-648.364) (-0.470,-126.656)      44.8011
11    1097.32298 -1373.37624 -1872.69253 -99.62572 -972.88631 -971.78815       (-150.518,-1071.414) (-971.788,-649.835) (-1.098,-125.535)      48.4506
12    1095.22374 -1373.07547 -1870.94253 -99.63884 -972.53708 -970.81045       (-153.438,-1070.449) (-970.810,-651.305) (-1.727,-124.413)      52.1176
13    1093.12450 -1372.77469 -1869.19252 -99.65195 -972.18784 -969.83274       (-156.358,-1069.485) (-969.833,-652.776) (-2.355,-123.292)      55.7986
14    1091.02526 -1372.47391 -1867.44251 -99.66507 -971.83861 -968.85504       (-159.278,-1068.520) (-968.855,-654.247) (-2.984,-122.170)      59.491
