Fol_.43_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -919.91225 783.04496 -2305.62570 -741.27978 602.51540 -323.85013       (-1.523,-95.102) (-136.867,-741.058) (-43.662,-322.328)      5.68434e-14
1    -918.99294 781.93849 -2304.05957 -740.63296 601.86857 -323.66296       (-2.442,-95.749) (-137.054,-742.624) (-43.015,-321.221)      2.3225
2    -918.07363 780.83201 -2302.49343 -739.98613 601.22175 -323.47579       (-3.361,-96.396) (-137.242,-744.191) (-42.369,-320.115)      4.645
3    -917.15432 779.72553 -2300.92730 -739.33931 600.57492 -323.28862       (-4.281,-97.043) (-137.429,-745.757) (-41.722,-319.008)      6.96749
4    -916.23501 778.61905 -2299.36116 -738.69249 599.92810 -323.10145       (-5.200,-97.689) (-137.616,-747.323) (-41.075,-317.902)      9.28999
5    -915.31570 777.51257 -2297.79503 -738.04566 599.28127 -322.91428       (-6.119,-98.336) (-137.803,-748.889) (-40.428,-316.795)      11.6125
6    -914.39640 776.40609 -2296.22890 -737.39884 598.63445 -322.72711       (-7.038,-98.983) (-137.990,-750.455) (-39.781,-315.689)      13.935
7    -913.47709 775.29961 -2294.66276 -736.75201 597.98762 -322.53994       (-7.958,-99.630) (-138.177,-752.021) (-39.135,-314.582)      16.2575
8    -912.55778 774.19313 -2293.09663 -736.10519 597.34080 -322.35277       (-8.877,-100.277) (-138.365,-753.587) (-38.488,-313.476)      18.58
9    -911.63847 773.08665 -2291.53050 -735.45836 596.69397 -322.16560       (-9.796,-100.924) (-138.552,-755.154) (-37.841,-312.369)      20.9025
10    -910.71916 771.98017 -2289.96436 -734.81154 596.04715 -321.97843       (-10.716,-101.570) (-138.739,-756.720) (-37.194,-311.263)      23.225
11    -909.79985 770.87370 -2288.39823 -734.16471 595.40033 -321.79126       (-11.635,-102.217) (-138.926,-758.286) (-36.547,-310.156)      25.5475
12    -908.88054 769.76722 -2286.83210 -733.51789 594.75350 -321.60409       (-12.554,-102.864) (-139.113,-759.852) (-35.900,-309.050)      27.87
13    -907.96123 768.66074 -2285.26596 -732.87107 594.10668 -321.41692       (-13.474,-103.511) (-139.300,-761.418) (-35.254,-307.943)      30.1925
14    -907.04192 767.55426 -2283.69983 -732.22424 593.45985 -321.22975       (-14.393,-104.158) (-139.488,-762.984) (-34.607,-306.837)      32.515
15    -906.12262 766.44778 -2282.13370 -731.57742 592.81303 -321.04258       (-15.312,-104.804) (-139.675,-764.550) (-33.960,-305.730)      34.8375
16    -905.20331 765.34130 -2280.56756 -730.93059 592.16620 -320.85541       (-16.232,-105.451) (-139.862,-766.116) (-33.313,-304.624)      37.16
