Fol_.30_.txt     Output is probe cell, reduced cell, NCDist distance between
0    7894.39006 4850.81671 5768.18789 -14177.16796 -23141.22909 -19556.85057       (-165.375,-94.342) (-293.729,-85.106) (-251.033,-209.069)      0
1    7886.19375 4845.75176 5762.31950 -14163.06179 -23118.31598 -19537.43968       (-164.132,-97.444) (-293.516,-85.395) (-253.383,-211.333)      4.68406
2    7877.99743 4840.68681 5756.45110 -14148.95562 -23095.40287 -19518.02879       (-162.889,-100.546) (-293.303,-85.683) (-255.732,-213.597)      9.36811
3    7869.80112 4835.62185 5750.58270 -14134.84945 -23072.48976 -19498.61791       (-161.645,-103.648) (-293.090,-85.972) (-258.082,-215.861)      14.0522
4    7861.60480 4830.55690 5744.71430 -14120.74329 -23049.57665 -19479.20702       (-160.402,-106.750) (-292.877,-86.260) (-260.431,-218.124)      18.7362
5    7853.40848 4825.49195 5738.84590 -14106.63712 -23026.66354 -19459.79613       (-159.159,-109.851) (-292.664,-86.548) (-262.781,-220.388)      23.4203
6    7845.21217 4820.42700 5732.97750 -14092.53095 -23003.75044 -19440.38525       (-157.916,-112.953) (-292.451,-86.837) (-265.130,-222.652)      28.1043
7    7837.01585 4815.36205 5727.10910 -14078.42478 -22980.83733 -19420.97436       (-156.672,-116.055) (-292.238,-87.125) (-267.480,-224.916)      32.7884
8    7828.81954 4810.29710 5721.24071 -14064.31862 -22957.92422 -19401.56347       (-155.429,-119.157) (-292.025,-87.414) (-269.829,-227.180)      37.4724
9    7820.62322 4805.23215 5715.37231 -14050.21245 -22935.01111 -19382.15259       (-154.186,-122.259) (-291.812,-87.702) (-272.178,-229.444)      42.1565
10    7812.42690 4800.16720 5709.50391 -14036.10628 -22912.09800 -19362.74170       (-152.943,-125.361) (-291.598,-87.991) (-274.528,-231.707)      46.8406
11    7804.23059 4795.10225 5703.63551 -14022.00011 -22889.18489 -19343.33082       (-151.699,-128.462) (-291.385,-88.279) (-276.877,-233.971)      51.5246
12    7796.03427 4790.03730 5697.76711 -14007.89394 -22866.27178 -19323.91993       (-150.456,-131.564) (-291.172,-88.567) (-279.227,-236.235)      56.2087
13    7787.83796 4784.97235 5691.89871 -13993.78778 -22843.35867 -19304.50904       (-149.213,-134.666) (-290.959,-88.856) (-281.576,-238.499)      60.8927
14    7779.64164 4779.90739 5686.03032 -13979.68161 -22820.44557 -19285.09816       (-147.970,-137.768) (-290.746,-89.144) (-283.926,-240.763)      65.5768
15    7771.44533 4774.84244 5680.16192 -13965.57544 -22797.53246 -19265.68727       (-146.726,-140.870) (-290.533,-89.433) (-286.275,-243.026)      70.2608
16    7763.24901 4769.77749 5674.29352 -13951.46927 -22774.61935 -19246.27638       (-145.483,-143.972) (-290.320,-89.721) (-288.624,-245.290)      74.9449
17    7755.05269 4764.71254 5668.42512 -13937.36310 -22751.70624 -19226.86550       (-144.240,-147.074) (-290.107,-90.010) (-290.974,-247.554)      79.6289
