Fol_.67_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -242.77622 -537.68723 142.65782 -2808.68188 -1048.83581 -496.53371       (-100.118,-395.029) (-2666.024,-906.178) (-142.658,-639.192)      1.96911e-13
1    -242.63342 -539.81770 142.37222 -2806.26581 -1048.69301 -496.67651       (-100.261,-397.445) (-2663.894,-906.321) (-142.372,-639.049)      3.2433
2    -242.49062 -541.94816 142.08662 -2803.84974 -1048.55021 -496.81931       (-100.404,-399.862) (-2661.763,-906.464) (-142.087,-638.906)      6.48661
3    -242.34782 -544.07863 141.80102 -2801.43367 -1048.40741 -496.96211       (-100.547,-402.278) (-2659.633,-906.606) (-141.801,-638.763)      9.72991
4    -242.20502 -546.20910 141.51541 -2799.01760 -1048.26461 -497.10491       (-100.690,-404.694) (-2657.502,-906.749) (-141.515,-638.620)      12.9732
5    -242.06222 -548.33956 141.22981 -2796.60153 -1048.12181 -497.24771       (-100.832,-407.110) (-2655.372,-906.892) (-141.230,-638.478)      16.2165
6    -241.91942 -550.47003 140.94421 -2794.18547 -1047.97901 -497.39051       (-100.975,-409.526) (-2653.241,-907.035) (-140.944,-638.335)      19.4598
7    -241.77661 -552.60050 140.65861 -2791.76940 -1047.83621 -497.53331       (-101.118,-411.942) (-2651.111,-907.178) (-140.659,-638.192)      22.7031
8    -241.63381 -554.73097 140.37301 -2789.35333 -1047.69341 -497.67611       (-101.261,-414.358) (-2648.980,-907.320) (-140.373,-638.049)      25.9464
9    -241.49101 -556.86143 140.08741 -2786.93726 -1047.55060 -497.81892       (-101.404,-416.774) (-2646.850,-907.463) (-140.087,-637.906)      29.1897
10    -241.34821 -558.99190 139.80181 -2784.52119 -1047.40780 -497.96172       (-101.546,-419.190) (-2644.719,-907.606) (-139.802,-637.764)      32.433
11    -241.20541 -561.12237 139.51621 -2782.10512 -1047.26500 -498.10452       (-101.689,-421.606) (-2642.589,-907.749) (-139.516,-637.621)      35.6763
12    -241.06261 -563.25284 139.23060 -2779.68905 -1047.12220 -498.24732       (-101.832,-424.022) (-2640.458,-907.892) (-139.231,-637.478)      38.9197
13    -240.91981 -565.38330 138.94500 -2777.27299 -1046.97940 -498.39012       (-101.975,-426.438) (-2638.328,-908.034) (-138.945,-637.335)      42.163
14    -240.77701 -567.51377 138.65940 -2774.85692 -1046.83660 -498.53292       (-102.118,-428.854) (-2636.198,-908.177) (-138.659,-637.192)      45.4063
15    -240.63421 -569.64424 138.37380 -2772.44085 -1046.69380 -498.67572       (-102.260,-431.270) (-2634.067,-908.320) (-138.374,-637.050)      48.6496
16    -240.49141 -571.77470 138.08820 -2770.02478 -1046.55100 -498.81852       (-102.403,-433.687) (-2631.937,-908.463) (-138.088,-636.907)      51.8929
17    -240.34861 -573.90517 137.80260 -2767.60871 -1046.40820 -498.96132       (-102.546,-436.103) (-2629.806,-908.606) (-137.803,-636.764)      55.1362
18    -240.20581 -576.03564 137.51700 -2765.19264 -1046.26540 -499.10412       (-102.689,-438.519) (-2627.676,-908.748) (-137.517,-636.621)      58.3795
19    -240.06301 -578.16611 137.23140 -2762.77657 -1046.12260 -499.24692       (-102.832,-440.935) (-2625.545,-908.891) (-137.231,-636.478)      61.6228
20    -239.92021 -580.29657 136.94579 -2760.36051 -1045.97980 -499.38972       (-102.974,-443.351) (-2623.415,-909.034) (-136.946,-636.336)      64.8661
21    -239.77741 -582.42704 136.66019 -2757.94444 -1045.83700 -499.53252       (-103.117,-445.767) (-2621.284,-909.177) (-136.660,-636.193)      68.1094
22    -239.63461 -584.55751 136.37459 -2755.52837 -1045.69420 -499.67532       (-103.260,-448.183) (-2619.154,-909.320) (-136.375,-636.050)      71.3527
23    -239.49180 -586.68798 136.08899 -2753.11230 -1045.55140 -499.81812       (-103.403,-450.599) (-2617.023,-909.462) (-136.089,-635.907)      74.596
24    -239.34900 -588.81844 135.80339 -2750.69623 -1045.40860 -499.96092       (-103.546,-453.015) (-2614.893,-909.605) (-135.803,-635.764)      77.8393
25    -239.20620 -590.94891 135.51779 -2748.28016 -1045.26579 -500.10373       (-103.688,-455.431) (-2612.762,-909.748) (-135.518,-635.622)      81.0826
26    -239.06340 -593.07938 135.23219 -2745.86410 -1045.12299 -500.24653       (-103.831,-457.847) (-2610.632,-909.891) (-135.232,-635.479)      84.3259
27    -238.92060 -595.20984 134.94659 -2743.44803 -1044.98019 -500.38933       (-103.974,-460.263) (-2608.501,-910.034) (-134.947,-635.336)      87.5692
28    -238.77780 -597.34031 134.66098 -2741.03196 -1044.83739 -500.53213       (-104.117,-462.679) (-2606.371,-910.176) (-134.661,-635.193)      90.8125
29    -238.63500 -599.47078 134.37538 -2738.61589 -1044.69459 -500.67493       (-104.260,-465.095) (-2604.241,-910.319) (-134.375,-635.050)      94.0558
30    -238.49220 -601.60125 134.08978 -2736.19982 -1044.55179 -500.81773       (-104.402,-467.511) (-2602.110,-910.462) (-134.090,-634.908)      97.2991
31    -238.34940 -603.73171 133.80418 -2733.78375 -1044.40899 -500.96053       (-104.545,-469.928) (-2599.980,-910.605) (-133.804,-634.765)      100.542
32    -238.20660 -605.86218 133.51858 -2731.36768 -1044.26619 -501.10333       (-104.688,-472.344) (-2597.849,-910.748) (-133.519,-634.622)      103.786
33    -238.06380 -607.99265 133.23298 -2728.95162 -1044.12339 -501.24613       (-104.831,-474.760) (-2595.719,-910.890) (-133.233,-634.479)      107.029
34    -237.92100 -610.12312 132.94738 -2726.53555 -1043.98059 -501.38893       (-104.974,-477.176) (-2593.588,-911.033) (-132.947,-634.336)      110.272
35    -237.77820 -612.25358 132.66178 -2724.11948 -1043.83779 -501.53173       (-105.116,-479.592) (-2591.458,-911.176) (-132.662,-634.194)      113.516
36    -237.63540 -614.38405 132.37617 -2721.70341 -1043.69499 -501.67453       (-105.259,-482.008) (-2589.327,-911.319) (-132.376,-634.051)      116.759
37    -237.49260 -616.51452 132.09057 -2719.28734 -1043.55219 -501.81733       (-105.402,-484.424) (-2587.197,-911.462) (-132.091,-633.908)      120.002
38    -237.34980 -618.64499 131.80497 -2716.87127 -1043.40939 -501.96013       (-105.545,-486.840) (-2585.066,-911.604) (-131.805,-633.765)      123.246
