Fol_.79_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -510.99936 1371.63727 -368.20742 -5253.99768 -1581.72141 -1513.38890       (-1296.138,-66.135) (-655.096,-510.999) (-653.791,-75.616)      4.54747e-13
1    -511.14360 1370.19806 -367.91453 -5249.24993 -1581.43554 -1512.52845       (-1294.977,-63.250) (-662.447,-511.144) (-654.373,-79.080)      8.72174
2    -511.28784 1368.75885 -367.62165 -5244.50219 -1581.14967 -1511.66799       (-1293.817,-60.365) (-669.799,-511.288) (-654.954,-82.544)      17.4435
3    -511.43208 1367.31964 -367.32877 -5239.75444 -1580.86380 -1510.80753       (-1292.657,-57.480) (-677.150,-511.432) (-655.535,-86.008)      26.1652
4    -511.57633 1365.88042 -367.03588 -5235.00670 -1580.57793 -1509.94707       (-1291.497,-54.594) (-684.501,-511.576) (-656.117,-89.472)      34.887
5    -511.72057 1364.44121 -366.74300 -5230.25895 -1580.29206 -1509.08661       (-1290.337,-51.709) (-691.852,-511.721) (-656.698,-92.936)      43.6087
6    -511.86481 1363.00200 -366.45011 -5225.51120 -1580.00620 -1508.22616       (-1289.177,-48.824) (-699.204,-511.865) (-657.280,-96.400)      52.3305
7    -512.00905 1361.56279 -366.15723 -5220.76346 -1579.72033 -1507.36570       (-1288.017,-45.939) (-706.555,-512.009) (-657.861,-99.864)      61.0522
8    -512.15329 1360.12358 -365.86435 -5216.01571 -1579.43446 -1506.50524       (-1286.857,-43.054) (-713.906,-512.153) (-658.442,-103.328)      69.7739
9    -512.29753 1358.68437 -365.57146 -5211.26797 -1579.14859 -1505.64478       (-1285.696,-40.168) (-721.257,-512.298) (-659.024,-106.792)      78.4957
10    -512.44177 1357.24515 -365.27858 -5206.52022 -1578.86272 -1504.78432       (-1284.536,-37.283) (-728.609,-512.442) (-659.605,-110.256)      87.2174
11    -512.58601 1355.80594 -364.98569 -5201.77247 -1578.57685 -1503.92387       (-1283.376,-34.398) (-735.960,-512.586) (-660.186,-113.720)      95.9392
12    -512.73025 1354.36673 -364.69281 -5197.02473 -1578.29098 -1503.06341       (-1282.216,-31.513) (-743.311,-512.730) (-660.768,-117.184)      104.661
13    -512.87449 1352.92752 -364.39993 -5192.27698 -1578.00511 -1502.20295       (-1281.056,-28.628) (-750.662,-512.874) (-661.349,-120.648)      113.383
14    -513.01874 1351.48831 -364.10704 -5187.52923 -1577.71924 -1501.34249       (-1279.896,-25.742) (-758.014,-513.019) (-661.930,-124.112)      122.104
15    -513.16298 1350.04910 -363.81416 -5182.78149 -1577.43337 -1500.48203       (-1278.736,-22.857) (-765.365,-513.163) (-662.512,-127.576)      130.826
16    -513.30722 1348.60988 -363.52127 -5178.03374 -1577.14750 -1499.62158       (-1277.576,-19.972) (-772.716,-513.307) (-663.093,-131.040)      139.548
17    -513.45146 1347.17067 -363.22839 -5173.28600 -1576.86163 -1498.76112       (-1276.415,-17.087) (-780.067,-513.451) (-663.675,-134.504)      148.27
18    -513.59570 1345.73146 -362.93551 -5168.53825 -1576.57576 -1497.90066       (-1275.255,-14.202) (-787.418,-513.596) (-664.256,-137.968)      156.991
19    -513.73994 1344.29225 -362.64262 -5163.79050 -1576.28989 -1497.04020       (-1274.095,-11.316) (-794.770,-513.740) (-664.837,-141.431)      165.713
20    -513.88418 1342.85304 -362.34974 -5159.04276 -1576.00402 -1496.17974       (-1272.935,-8.431) (-802.121,-513.884) (-665.419,-144.895)      174.435
21    -514.02842 1341.41382 -362.05685 -5154.29501 -1575.71815 -1495.31929       (-1271.775,-5.546) (-809.472,-514.028) (-666.000,-148.359)      183.157
22    -514.17266 1339.97461 -361.76397 -5149.54727 -1575.43228 -1494.45883       (-1270.615,-2.661) (-816.823,-514.173) (-666.581,-151.823)      191.878
23    -514.31690 1338.53540 -361.47109 -5144.79952 -1575.14641 -1493.59837       (-1269.679,-0.224) (-666.938,-514.093) (-823.950,-155.063)      200.274
24    -514.46115 1337.09619 -361.17820 -5140.05177 -1574.86054 -1492.73791       (-1271.404,-3.110) (-664.635,-511.352) (-828.416,-155.642)      203.895
