Fol_.76_.txt     Output is probe cell, reduced cell, NCDist distance between
0    3758.06501 3408.48792 3710.44151 -10228.62386 -15453.86686 -11368.26813       (-2766.725,-195.640) (-2154.624,-243.264) (-656.277,-55.530)      0
1    3751.53369 3402.91924 3706.07042 -10218.58083 -15438.64103 -11356.94406       (-2799.194,-212.916) (-2184.835,-258.379) (-631.428,-34.949)      59.4547
2    3745.00237 3397.35056 3701.69933 -10208.53780 -15423.41520 -11345.62000       (-2831.663,-230.191) (-2215.045,-273.494) (-606.580,-14.368)      118.909
3    3738.47105 3391.78188 3697.32824 -10198.49478 -15408.18938 -11334.29594       (-2239.044,-241.254) (-2857.920,-282.397) (-587.944,-6.212)      165.942
4    3731.93972 3386.21320 3692.95716 -10188.45175 -15392.96355 -11322.97188       (-2248.674,-237.949) (-2869.809,-276.932) (-583.676,-26.793)      179.457
5    3725.40840 3380.64452 3688.58607 -10178.40873 -15377.73772 -11311.64781       (-2258.304,-234.644) (-2881.697,-271.466) (-579.408,-47.374)      189.123
6    3718.87708 3375.07584 3684.21498 -10168.36570 -15362.51189 -11300.32375       (-2267.934,-231.339) (-2893.586,-266.001) (-575.140,-67.954)      201.899
7    3712.34576 3369.50715 3679.84389 -10158.32267 -15347.28606 -11288.99969       (-2277.564,-228.034) (-2905.474,-260.536) (-570.872,-88.535)      217.238
8    3705.81444 3363.93847 3675.47280 -10148.27965 -15332.06023 -11277.67563       (-2287.194,-224.728) (-2917.363,-255.070) (-566.604,-109.116)      234.637
9    3699.28312 3358.36979 3671.10171 -10138.23662 -15316.83440 -11266.35156       (-2296.824,-221.423) (-2929.251,-249.605) (-562.337,-129.696)      253.673
10    3692.75180 3352.80111 3666.73062 -10128.19359 -15301.60857 -11255.02750       (-2306.454,-218.118) (-2941.140,-244.139) (-558.069,-150.277)      274.006
11    3686.22048 3347.23243 3662.35953 -10118.15057 -15286.38274 -11243.70344       (-2316.084,-214.813) (-2953.028,-238.674) (-553.801,-170.858)      295.367
12    3679.68915 3341.66375 3657.98844 -10108.10754 -15271.15692 -11232.37938       (-2325.714,-211.508) (-2964.917,-233.208) (-549.533,-191.438)      317.548
13    3673.15783 3336.09507 3653.61735 -10098.06451 -15255.93109 -11221.05532       (-2335.344,-208.202) (-2976.806,-227.743) (-545.265,-212.019)      340.391
14    3666.62651 3330.52639 3649.24626 -10088.02149 -15240.70526 -11209.73125       (-2344.974,-204.897) (-2988.694,-222.278) (-540.997,-232.600)      363.769
