Fol_.75_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -1884.40662 -596.86610 -294.22272 -1889.01502 -4099.24976 819.16352       (-222.297,-1292.149) (-842.946,-891.089) (-3057.789,-596.866)      9.64665e-13
1    -1882.74284 -597.11243 -296.98905 -1888.41756 -4096.03839 817.74607       (-220.634,-1291.305) (-844.363,-894.101) (-3057.659,-597.112)      3.82662
2    -1881.07907 -597.35876 -299.75539 -1887.82009 -4092.82701 816.32862       (-218.970,-1290.461) (-845.781,-897.114) (-3057.529,-597.359)      7.65324
3    -1879.41530 -597.60508 -302.52172 -1887.22263 -4089.61564 814.91118       (-217.306,-1289.618) (-847.198,-900.127) (-3057.398,-597.605)      11.4799
4    -1877.75152 -597.85141 -305.28805 -1886.62517 -4086.40427 813.49373       (-215.642,-1288.774) (-848.615,-903.139) (-3057.268,-597.851)      15.3065
5    -1876.08775 -598.09773 -308.05438 -1886.02770 -4083.19290 812.07628       (-213.979,-1287.930) (-850.033,-906.152) (-3057.138,-598.098)      19.1331
6    -1874.42398 -598.34406 -310.82072 -1885.43024 -4079.98153 810.65884       (-212.315,-1287.086) (-851.450,-909.165) (-3057.008,-598.344)      22.9597
7    -1872.76021 -598.59039 -313.58705 -1884.83278 -4076.77015 809.24139       (-210.651,-1286.242) (-852.868,-912.177) (-3056.878,-598.590)      26.7863
8    -1871.09643 -598.83671 -316.35338 -1884.23531 -4073.55878 807.82394       (-208.987,-1285.399) (-854.285,-915.190) (-3056.748,-598.837)      30.6129
9    -1869.43266 -599.08304 -319.11971 -1883.63785 -4070.34741 806.40649       (-207.323,-1284.555) (-855.703,-918.203) (-3056.617,-599.083)      34.4396
10    -1867.76889 -599.32936 -321.88605 -1883.04039 -4067.13604 804.98905       (-205.660,-1283.711) (-857.120,-921.215) (-3056.487,-599.329)      38.2662
11    -1866.10511 -599.57569 -324.65238 -1882.44292 -4063.92466 803.57160       (-203.996,-1282.867) (-858.538,-924.228) (-3056.357,-599.576)      42.0928
12    -1864.44134 -599.82202 -327.41871 -1881.84546 -4060.71329 802.15415       (-202.332,-1282.023) (-859.955,-927.241) (-3056.227,-599.822)      45.9194
13    -1862.77757 -600.06834 -330.18504 -1881.24800 -4057.50192 800.73671       (-200.668,-1281.180) (-861.372,-930.253) (-3056.097,-600.068)      49.746
14    -1861.11379 -600.31467 -332.95138 -1880.65053 -4054.29055 799.31926       (-199.005,-1280.336) (-862.790,-933.266) (-3055.967,-600.315)      53.5726
15    -1859.45002 -600.56099 -335.71771 -1880.05307 -4051.07917 797.90181       (-197.341,-1279.492) (-864.207,-936.279) (-3055.837,-600.561)      57.3993
16    -1857.78625 -600.80732 -338.48404 -1879.45560 -4047.86780 796.48436       (-195.677,-1278.648) (-865.625,-939.291) (-3055.706,-600.807)      61.2259
17    -1856.12248 -601.05364 -341.25037 -1878.85814 -4044.65643 795.06692       (-194.013,-1277.804) (-867.042,-942.304) (-3055.576,-601.054)      65.0525
18    -1854.45870 -601.29997 -344.01671 -1878.26068 -4041.44506 793.64947       (-192.349,-1276.961) (-868.460,-945.317) (-3055.446,-601.300)      68.8791
19    -1852.79493 -601.54630 -346.78304 -1877.66321 -4038.23369 792.23202       (-190.686,-1276.117) (-869.877,-948.329) (-3055.316,-601.546)      72.7057
20    -1851.13116 -601.79262 -349.54937 -1877.06575 -4035.02231 790.81458       (-189.022,-1275.273) (-871.295,-951.342) (-3055.186,-601.793)      76.5324
21    -1849.46738 -602.03895 -352.31570 -1876.46829 -4031.81094 789.39713       (-187.358,-1274.429) (-872.712,-954.355) (-3055.056,-602.039)      80.359
22    -1847.80361 -602.28527 -355.08203 -1875.87082 -4028.59957 787.97968       (-185.694,-1273.586) (-874.130,-957.367) (-3054.925,-602.285)      84.1856
23    -1846.13984 -602.53160 -357.84837 -1875.27336 -4025.38820 786.56224       (-184.031,-1272.742) (-875.547,-960.380) (-3054.795,-602.532)      88.0122
24    -1844.47606 -602.77793 -360.61470 -1874.67590 -4022.17682 785.14479       (-182.367,-1271.898) (-876.964,-963.393) (-3054.665,-602.778)      91.8388
25    -1842.81229 -603.02425 -363.38103 -1874.07843 -4018.96545 783.72734       (-180.703,-1271.054) (-878.382,-966.405) (-3054.535,-603.024)      95.6654
