Fol_.25_.txt     Output is probe cell, reduced cell, NCDist distance between
0    4781.59812 1332.45458 819.46080 -2445.24839 -9535.67897 -15123.43960       (-159.123,-570.927) (-73.672,-1026.387) (-1857.569,-60.538)      0
1    4776.24024 1331.04705 818.57992 -2442.95998 -9527.16116 -15110.16045       (-157.715,-570.664) (-74.199,-1028.775) (-1861.334,-61.419)      4.79466
2    4770.88235 1329.63951 817.69904 -2440.67156 -9518.64335 -15096.88130       (-156.307,-570.401) (-74.726,-1031.164) (-1865.100,-62.300)      9.58933
3    4765.52447 1328.23198 816.81816 -2438.38315 -9510.12554 -15083.60215       (-154.900,-570.138) (-75.252,-1033.552) (-1868.866,-63.181)      14.384
4    4760.16659 1326.82444 815.93728 -2436.09473 -9501.60773 -15070.32300       (-153.492,-569.875) (-75.779,-1035.940) (-1872.632,-64.062)      19.1787
5    4754.80871 1325.41691 815.05640 -2433.80632 -9493.08992 -15057.04385       (-152.085,-569.612) (-76.306,-1038.328) (-1876.398,-64.943)      23.9733
6    4749.45082 1324.00938 814.17553 -2431.51791 -9484.57211 -15043.76470       (-150.677,-569.350) (-76.832,-1040.717) (-1880.164,-65.823)      28.768
7    4744.09294 1322.60184 813.29465 -2429.22949 -9476.05430 -15030.48555       (-149.270,-569.087) (-77.359,-1043.105) (-1883.929,-66.704)      33.5626
8    4738.73506 1321.19431 812.41377 -2426.94108 -9467.53649 -15017.20640       (-147.862,-568.824) (-77.885,-1045.493) (-1887.695,-67.585)      38.3573
9    4733.37717 1319.78677 811.53289 -2424.65266 -9459.01868 -15003.92725       (-146.455,-568.561) (-78.412,-1047.881) (-1891.461,-68.466)      43.152
10    4728.01929 1318.37924 810.65201 -2422.36425 -9450.50087 -14990.64810       (-145.047,-568.298) (-78.939,-1050.270) (-1895.227,-69.347)      47.9466
11    4722.66141 1316.97170 809.77113 -2420.07583 -9441.98306 -14977.36895       (-143.640,-568.035) (-79.465,-1052.658) (-1898.993,-70.228)      52.7413
12    4717.30353 1315.56417 808.89025 -2417.78742 -9433.46525 -14964.08980       (-142.232,-567.772) (-79.992,-1055.046) (-1902.759,-71.109)      57.536
13    4711.94564 1314.15664 808.00937 -2415.49901 -9424.94744 -14950.81065       (-1906.524,-71.990) (-567.509,-140.825) (-1057.434,-80.519)      62.3306
14    4706.58776 1312.74910 807.12849 -2413.21059 -9416.42963 -14937.53150       (-1910.290,-72.871) (-567.246,-139.417) (-1059.823,-81.045)      67.1253
15    4701.22988 1311.34157 806.24761 -2410.92218 -9407.91182 -14924.25235       (-1914.056,-73.751) (-566.984,-138.010) (-1062.211,-81.572)      71.9199
16    4695.87199 1309.93403 805.36673 -2408.63376 -9399.39401 -14910.97320       (-1917.822,-74.632) (-566.721,-136.602) (-1064.599,-82.099)      76.7146
17    4690.51411 1308.52650 804.48585 -2406.34535 -9390.87620 -14897.69405       (-1921.588,-75.513) (-566.458,-135.194) (-1066.987,-82.625)      81.5093
18    4685.15623 1307.11896 803.60497 -2404.05694 -9382.35839 -14884.41490       (-1925.354,-76.394) (-566.195,-133.787) (-1069.376,-83.152)      86.3039
19    4679.79835 1305.71143 802.72409 -2401.76852 -9373.84059 -14871.13575       (-1929.119,-77.275) (-565.932,-132.379) (-1071.764,-83.679)      91.0986
20    4674.44046 1304.30389 801.84321 -2399.48011 -9365.32278 -14857.85660       (-1932.885,-78.156) (-565.669,-130.972) (-1074.152,-84.205)      95.8933
21    4669.08258 1302.89636 800.96233 -2397.19169 -9356.80497 -14844.57745       (-1936.651,-79.037) (-565.406,-129.564) (-1076.540,-84.732)      100.688
22    4663.72470 1301.48883 800.08145 -2394.90328 -9348.28716 -14831.29830       (-1940.417,-79.918) (-565.143,-128.157) (-1078.928,-85.259)      105.483
23    4658.36681 1300.08129 799.20057 -2392.61486 -9339.76935 -14818.01915       (-1944.183,-80.798) (-564.880,-126.749) (-1081.317,-85.785)      110.277
24    4653.00893 1298.67376 798.31969 -2390.32645 -9331.25154 -14804.74000       (-1947.949,-81.679) (-564.618,-125.342) (-1083.705,-86.312)      115.072
25    4647.65105 1297.26622 797.43881 -2388.03804 -9322.73373 -14791.46085       (-1951.714,-82.560) (-564.355,-123.934) (-1086.093,-86.839)      119.867
26    4642.29317 1295.85869 796.55793 -2385.74962 -9314.21592 -14778.18170       (-1955.480,-83.441) (-564.092,-122.527) (-1088.481,-87.365)      124.661
27    4636.93528 1294.45115 795.67705 -2383.46121 -9305.69811 -14764.90255       (-1959.246,-84.322) (-563.829,-121.119) (-1090.870,-87.892)      129.456
28    4631.57740 1293.04362 794.79617 -2381.17279 -9297.18030 -14751.62340       (-1963.012,-85.203) (-563.566,-119.712) (-1093.258,-88.419)      134.251
29    4626.21952 1291.63609 793.91529 -2378.88438 -9288.66249 -14738.34425       (-1966.778,-86.084) (-563.303,-118.304) (-1095.646,-88.945)      139.045
