Fol_.7_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -26.37676 -364.64099 4137.63764 -7916.24306 -8835.92701  28.65114       (-56.454,-316.436) (-21.828,-197.919) (-24.102,-3306.664)      0
1    -29.66033 -364.59274 4133.47401 -7908.34302 -8827.13875  28.42434       (-35.906,-302.800) (-32.132,-225.000) (-30.896,-3344.452)      54.0542
2    -32.94391 -364.54448 4129.31039 -7900.44298 -8818.35049  28.19755       (-15.358,-289.164) (-42.437,-252.082) (-37.690,-3382.240)      108.108
3    -36.22748 -364.49623 4125.14676 -7892.54294 -8809.56223  27.97075       (-5.191,-280.719) (-47.550,-39.293) (-273.973,-3414.837)      146.288
4    -39.51105 -364.44798 4120.98313 -7884.64290 -8800.77397  27.74395       (-25.739,-287.631) (-37.306,-25.539) (-280.506,-3432.076)      166.429
5    -42.79462 -364.39972 4116.81950 -7876.74286 -8791.98571  27.51716       (-46.288,-294.543) (-27.062,-11.784) (-287.040,-3449.315)      190.277
6    -46.07819 -364.35147 4112.65587 -7868.84282 -8783.19745  27.29036       (-291.603,-299.485) (-18.788,-1.970) (-64.866,-3464.584)      211.886
7    -49.36176 -364.30322 4108.49224 -7860.94278 -8774.40919  27.06356       (-284.382,-292.643) (-22.298,-15.725) (-71.660,-3468.069)      211.95
8    -52.64533 -364.25497 4104.32861 -7853.04274 -8765.62093  26.83677       (-277.161,-285.801) (-25.809,-29.479) (-78.454,-3471.554)      213.7
9    -55.92890 -364.20671 4100.16498 -7845.14270 -8756.83266  26.60997       (-269.939,-278.959) (-29.319,-43.234) (-85.248,-3475.038)      217.094
10    -59.21247 -364.15846 4096.00135 -7837.24266 -8748.04440  26.38317       (-262.718,-272.117) (-32.829,-56.988) (-92.042,-3478.523)      222.057
11    -62.49605 -364.11021 4091.83772 -7829.34261 -8739.25614  26.15638       (-255.497,-265.274) (-36.340,-70.743) (-98.836,-3482.008)      228.488
12    -65.77962 -364.06195 4087.67409 -7821.44257 -8730.46788  25.92958       (-248.276,-258.432) (-39.850,-84.497) (-105.630,-3485.493)      236.266
13    -69.06319 -364.01370 4083.51046 -7813.54253 -8721.67962  25.70278       (-241.055,-251.590) (-43.360,-98.252) (-112.424,-3488.977)      245.263
14    -72.34676 -363.96545 4079.34683 -7805.64249 -8712.89136  25.47599       (-233.834,-244.748) (-46.871,-112.006) (-119.218,-3492.462)      255.35
15    -75.63033 -363.91719 4075.18320 -7797.74245 -8704.10310  25.24919       (-226.612,-237.906) (-50.381,-125.761) (-126.011,-3495.947)      266.404
16    -78.91390 -363.86894 4071.01958 -7789.84241 -8695.31484  25.02239       (-219.391,-231.064) (-53.892,-139.515) (-132.805,-3499.432)      278.309
17    -82.19747 -363.82069 4066.85595 -7781.94237 -8686.52658  24.79560       (-212.170,-224.221) (-57.402,-153.270) (-139.599,-3502.916)      290.961
18    -85.48104 -363.77244 4062.69232 -7774.04233 -8677.73832  24.56880       (-204.949,-217.379) (-60.912,-167.024) (-146.393,-3506.401)      298.655
19    -88.76461 -363.72418 4058.52869 -7766.14229 -8668.95006  24.34200       (-197.728,-210.537) (-64.423,-180.779) (-153.187,-3509.886)      302.064
20    -92.04819 -363.67593 4054.36506 -7758.24225 -8660.16180  24.11521       (-190.507,-203.695) (-67.933,-194.533) (-159.981,-3513.370)      306.608
21    -95.33176 -363.62768 4050.20143 -7750.34221 -8651.37353  23.88841       (-183.286,-196.853) (-71.443,-208.288) (-166.775,-3516.855)      312.236
22    -98.61533 -363.57942 4046.03780 -7742.44217 -8642.58527  23.66161       (-176.064,-190.010) (-74.954,-222.043) (-173.569,-3520.340)      317.964
23    -101.89890 -363.53117 4041.87417 -7734.54213 -8633.79701  23.43482       (-168.843,-183.168) (-78.464,-235.797) (-180.363,-3523.825)      316.85
24    -105.18247 -363.48292 4037.71054 -7726.64209 -8625.00875  23.20802       (-161.622,-176.326) (-81.974,-249.552) (-187.157,-3527.309)      316.867
25    -108.46604 -363.43466 4033.54691 -7718.74204 -8616.22049  22.98123       (-154.401,-169.484) (-85.485,-263.306) (-193.951,-3530.794)      318.013
26    -111.74961 -363.38641 4029.38328 -7710.84200 -8607.43223  22.75443       (-147.180,-162.642) (-88.995,-277.061) (-200.745,-3534.279)      320.278
27    -115.03318 -363.33816 4025.21965 -7702.94196 -8598.64397  22.52763       (-139.959,-155.799) (-92.506,-290.815) (-207.539,-3537.764)      323.637
28    -118.31676 -363.28991 4021.05602 -7695.04192 -8589.85571  22.30084       (-132.737,-148.957) (-96.016,-304.570) (-214.333,-3541.248)      326.461
