Fol_.1_.txt     Output is probe cell, reduced cell, NCDist distance between
0    4987.82598 -878.89889 -838.44348 -213.86742 -10183.27970 -8269.68679       (-999.355,-889.579) (-41.365,-0.910) (-169.141,-7.588)      0
1    4982.66385 -878.90958 -837.60511 -213.66094 -10174.08658 -8261.45024       (-160.780,-886.048) (-41.304,-36.851) (-1002.823,-19.312)      40.7157
2    4977.50172 -878.92027 -836.76674 -213.45445 -10164.89346 -8253.21368       (-151.508,-881.607) (-42.154,-74.612) (-1005.381,-30.126)      81.3818
3    4972.33959 -878.93097 -835.92836 -213.24797 -10155.70034 -8244.97712       (-142.236,-877.166) (-43.003,-112.373) (-1007.939,-40.940)      122.065
4    4967.17746 -878.94166 -835.08999 -213.04148 -10146.50722 -8236.74056       (-132.964,-872.725) (-43.852,-150.134) (-1010.497,-51.754)      162.752
5    4962.01533 -878.95235 -834.25162 -212.83499 -10137.31411 -8228.50400       (-123.692,-868.284) (-44.701,-187.895) (-1013.055,-62.568)      203.441
6    4956.85320 -878.96304 -833.41325 -212.62851 -10128.12099 -8220.26745       (-114.420,-863.843) (-45.550,-225.656) (-1015.612,-73.382)      244.131
7    4951.69107 -878.97373 -832.57488 -212.42202 -10118.92787 -8212.03089       (-105.148,-859.401) (-46.399,-263.418) (-1018.170,-84.196)      284.821
8    4946.52894 -878.98442 -831.73650 -212.21554 -10109.73475 -8203.79433       (-95.876,-854.960) (-47.248,-301.179) (-1020.728,-95.010)      325.511
9    4941.36681 -878.99511 -830.89813 -212.00905 -10100.54164 -8195.55777       (-86.605,-850.519) (-48.097,-338.940) (-1023.286,-105.824)      366.202
10    4936.20468 -879.00580 -830.05976 -211.80257 -10091.34852 -8187.32122       (-77.333,-846.078) (-48.946,-376.701) (-1025.844,-116.638)      401.199
11    4931.04255 -879.01649 -829.22139 -211.59608 -10082.15540 -8179.08466       (-68.061,-841.637) (-49.795,-414.462) (-1028.402,-127.452)      435.179
12    4925.88042 -879.02719 -828.38302 -211.38959 -10072.96228 -8170.84810       (-58.789,-837.196) (-50.644,-452.223) (-1030.960,-138.266)      470.226
13    4920.71829 -879.03788 -827.54464 -211.18311 -10063.76917 -8162.61154       (-49.517,-832.755) (-51.493,-489.984) (-1033.518,-149.080)      506.119
14    4915.55617 -879.04857 -826.70627 -210.97662 -10054.57605 -8154.37498       (-40.245,-828.314) (-52.342,-527.745) (-1036.075,-159.894)      542.689
15    4910.39404 -879.05926 -825.86790 -210.77014 -10045.38293 -8146.13843       (-30.973,-823.873) (-53.191,-565.506) (-1038.633,-170.708)      579.808
16    4905.23191 -879.06995 -825.02953 -210.56365 -10036.18981 -8137.90187       (-21.701,-819.431) (-54.040,-603.267) (-1041.191,-181.522)      617.378
