Fol_.74_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -230.14577 485.42481 346.55609 -4723.21435 -465.45085 -1823.23699       (-2831.591,-118.895) (-713.086,-227.661) (-624.726,-2.484)      0
1    -230.03441 484.22510 346.20670 -4721.32083 -465.21282 -1822.03728       (-2833.257,-119.006) (-711.426,-227.201) (-626.387,-2.834)      2.93849
2    -229.92304 483.02539 345.85731 -4719.42731 -464.97480 -1820.83757       (-2834.922,-119.117) (-709.765,-226.740) (-628.047,-3.183)      5.87698
3    -229.81168 481.82568 345.50792 -4717.53380 -464.73677 -1819.63786       (-2836.588,-119.229) (-708.105,-226.279) (-629.707,-3.533)      8.81547
4    -229.70032 480.62597 345.15853 -4715.64028 -464.49874 -1818.43815       (-2838.253,-119.340) (-706.444,-225.818) (-631.368,-3.882)      11.754
5    -229.58896 479.42626 344.80914 -4713.74676 -464.26071 -1817.23844       (-2839.918,-119.452) (-704.784,-225.358) (-633.028,-4.231)      14.6924
6    -229.47759 478.22655 344.45975 -4711.85325 -464.02269 -1816.03873       (-2841.584,-119.563) (-703.123,-224.897) (-634.689,-4.581)      17.6309
7    -229.36623 477.02683 344.11036 -4709.95973 -463.78466 -1814.83902       (-2843.249,-119.674) (-701.463,-224.436) (-636.349,-4.930)      20.5694
8    -229.25487 475.82712 343.76097 -4708.06621 -463.54663 -1813.63931       (-2844.915,-119.786) (-699.802,-223.975) (-638.010,-5.280)      23.5079
9    -229.14351 474.62741 343.41158 -4706.17270 -463.30860 -1812.43960       (-2846.580,-119.897) (-698.142,-223.515) (-639.670,-5.629)      26.4464
10    -229.03214 473.42770 343.06219 -4704.27918 -463.07058 -1811.23989       (-2848.246,-120.008) (-696.482,-223.054) (-641.331,-5.978)      29.3849
11    -228.92078 472.22799 342.71280 -4702.38566 -462.83255 -1810.04018       (-2849.911,-120.120) (-694.821,-222.593) (-642.991,-6.328)      32.3234
12    -228.80942 471.02828 342.36341 -4700.49215 -462.59452 -1808.84047       (-2851.576,-120.231) (-693.161,-222.132) (-644.652,-6.677)      35.2619
