Fol_.34_.txt     Output is probe cell, reduced cell, NCDist distance between
0    1184.82318  51.42878   0.38101 -644.73591 -1669.94928 -6825.12246       (-2522.939,-0.381) (-542.259,-269.412) (-50.286,-214.952)      0
1    1183.36749  51.32696   0.38025 -644.63333 -1668.49283 -6820.81597       (-2527.568,-0.380) (-542.360,-270.868) (-50.186,-213.497)      5.06789
2    1181.91179  51.22515   0.37949 -644.53076 -1667.03638 -6816.50948       (-2532.197,-0.379) (-542.460,-272.323) (-50.087,-212.042)      10.1358
3    1180.45610  51.12333   0.37872 -644.42818 -1665.57992 -6812.20299       (-2536.826,-0.379) (-542.560,-273.779) (-49.987,-210.587)      15.2037
4    1179.00041  51.02151   0.37796 -644.32560 -1664.12347 -6807.89650       (-2541.455,-0.378) (-542.661,-275.235) (-49.888,-209.132)      20.2715
5    1177.54472  50.91970   0.37720 -644.22302 -1662.66701 -6803.59001       (-2546.084,-0.377) (-542.761,-276.691) (-49.788,-207.677)      25.3394
6    1176.08903  50.81788   0.37644 -644.12044 -1661.21056 -6799.28352       (-2550.713,-0.376) (-542.861,-278.146) (-49.689,-206.222)      30.4073
7    1174.63334  50.71606   0.37567 -644.01786 -1659.75411 -6794.97703       (-2555.342,-0.376) (-542.961,-279.602) (-49.589,-204.767)      35.4752
8    1173.17765  50.61425   0.37491 -643.91528 -1658.29765 -6790.67054       (-2559.971,-0.375) (-543.062,-281.058) (-49.490,-203.313)      40.5431
9    1171.72196  50.51243   0.37415 -643.81270 -1656.84120 -6786.36405       (-2564.600,-0.374) (-543.162,-282.513) (-49.390,-201.858)      45.611
10    1170.26627  50.41062   0.37339 -643.71012 -1655.38475 -6782.05756       (-2569.229,-0.373) (-543.262,-283.969) (-49.290,-200.403)      50.6789
11    1168.81058  50.30880   0.37262 -643.60754 -1653.92829 -6777.75107       (-2573.858,-0.373) (-543.363,-285.425) (-49.191,-198.948)      55.7467
12    1167.35489  50.20698   0.37186 -643.50496 -1652.47184 -6773.44458       (-2578.487,-0.372) (-543.463,-286.880) (-49.091,-197.493)      60.8146
13    1165.89919  50.10517   0.37110 -643.40239 -1651.01538 -6769.13809       (-2583.116,-0.371) (-543.563,-288.336) (-48.992,-196.038)      65.8825
14    1164.44350  50.00335   0.37033 -643.29981 -1649.55893 -6764.83160       (-2587.745,-0.370) (-543.663,-289.792) (-48.892,-194.583)      70.9504
15    1162.98781  49.90153   0.36957 -643.19723 -1648.10248 -6760.52512       (-2592.374,-0.370) (-543.764,-291.247) (-48.793,-193.128)      76.0183
16    1161.53212  49.79972   0.36881 -643.09465 -1646.64602 -6756.21863       (-2597.003,-0.369) (-543.864,-292.703) (-48.693,-191.673)      81.0862
17    1160.07643  49.69790   0.36805 -642.99207 -1645.18957 -6751.91214       (-2601.632,-0.368) (-543.964,-294.159) (-48.594,-190.218)      86.1541
18    1158.62074  49.59608   0.36728 -642.88949 -1643.73312 -6747.60565       (-2606.261,-0.367) (-544.065,-295.615) (-48.494,-188.763)      91.2219
19    1157.16505  49.49427   0.36652 -642.78691 -1642.27666 -6743.29916       (-2610.890,-0.367) (-544.165,-297.070) (-48.395,-187.308)      96.2898
20    1155.70936  49.39245   0.36576 -642.68433 -1640.82021 -6738.99267       (-2615.519,-0.366) (-544.265,-298.526) (-48.295,-185.853)      101.358
21    1154.25367  49.29064   0.36499 -642.58175 -1639.36375 -6734.68618       (-2620.148,-0.365) (-544.365,-299.982) (-48.196,-184.398)      106.426
22    1152.79798  49.18882   0.36423 -642.47917 -1637.90730 -6730.37969       (-2624.777,-0.364) (-544.466,-301.437) (-48.096,-182.944)      111.493
23    1151.34228  49.08700   0.36347 -642.37659 -1636.45085 -6726.07320       (-2629.406,-0.363) (-544.566,-302.893) (-47.997,-181.489)      116.561
24    1149.88659  48.98519   0.36271 -642.27401 -1634.99439 -6721.76671       (-2634.035,-0.363) (-544.666,-304.349) (-47.897,-180.034)      121.629
25    1148.43090  48.88337   0.36194 -642.17144 -1633.53794 -6717.46022       (-2638.664,-0.362) (-544.767,-305.804) (-47.798,-178.579)      126.697
26    1146.97521  48.78155   0.36118 -642.06886 -1632.08149 -6713.15373       (-2643.293,-0.361) (-544.867,-307.260) (-47.698,-177.124)      131.765
27    1145.51952  48.67974   0.36042 -641.96628 -1630.62503 -6708.84724       (-2647.922,-0.360) (-544.967,-308.716) (-47.598,-175.669)      136.833
28    1144.06383  48.57792   0.35965 -641.86370 -1629.16858 -6704.54075       (-2652.551,-0.360) (-545.068,-310.171) (-47.499,-174.214)      141.901
29    1142.60814  48.47611   0.35889 -641.76112 -1627.71212 -6700.23426       (-2657.180,-0.359) (-545.168,-311.627) (-47.399,-172.759)      146.969
30    1141.15245  48.37429   0.35813 -641.65854 -1626.25567 -6695.92777       (-2661.809,-0.358) (-545.268,-313.083) (-47.300,-171.304)      152.037
31    1139.69676  48.27247   0.35737 -641.55596 -1624.79922 -6691.62128       (-2666.438,-0.357) (-545.368,-314.539) (-47.200,-169.849)      157.104
32    1138.24107  48.17066   0.35660 -641.45338 -1623.34276 -6687.31479       (-2671.067,-0.357) (-545.469,-315.994) (-47.101,-168.394)      162.172
33    1136.78537  48.06884   0.35584 -641.35080 -1621.88631 -6683.00830       (-2675.696,-0.356) (-545.569,-317.450) (-47.001,-166.939)      167.24
34    1135.32968  47.96702   0.35508 -641.24822 -1620.42986 -6678.70181       (-2680.325,-0.355) (-545.669,-318.906) (-46.902,-165.484)      172.308
35    1133.87399  47.86521   0.35432 -641.14564 -1618.97340 -6674.39532       (-2684.954,-0.354) (-545.770,-320.361) (-46.802,-164.029)      177.376
36    1132.41830  47.76339   0.35355 -641.04307 -1617.51695 -6670.08884       (-2689.583,-0.354) (-545.870,-321.817) (-46.703,-162.575)      182.444
37    1130.96261  47.66157   0.35279 -640.94049 -1616.06049 -6665.78235       (-2694.212,-0.353) (-545.970,-323.273) (-46.603,-161.120)      187.512
38    1129.50692  47.55976   0.35203 -640.83791 -1614.60404 -6661.47586       (-2698.841,-0.352) (-546.070,-324.728) (-46.504,-159.665)      192.58
39    1128.05123  47.45794   0.35126 -640.73533 -1613.14759 -6657.16937       (-2703.470,-0.351) (-546.171,-326.184) (-46.404,-158.210)      197.648
40    1126.59554  47.35613   0.35050 -640.63275 -1611.69113 -6652.86288       (-2708.099,-0.351) (-546.271,-327.640) (-46.305,-156.755)      202.715
41    1125.13985  47.25431   0.34974 -640.53017 -1610.23468 -6648.55639       (-2712.728,-0.350) (-546.371,-329.095) (-46.205,-155.300)      207.783
42    1123.68416  47.15249   0.34898 -640.42759 -1608.77823 -6644.24990       (-2717.357,-0.349) (-546.472,-330.551) (-46.106,-153.845)      212.851
43    1122.22847  47.05068   0.34821 -640.32501 -1607.32177 -6639.94341       (-2721.986,-0.348) (-546.572,-332.007) (-46.006,-152.390)      217.919
44    1120.77277  46.94886   0.34745 -640.22243 -1605.86532 -6635.63692       (-2726.615,-0.347) (-546.672,-333.463) (-45.907,-150.935)      222.987
45    1119.31708  46.84704   0.34669 -640.11985 -1604.40886 -6631.33043       (-2731.244,-0.347) (-546.772,-334.918) (-45.807,-149.480)      228.055
46    1117.86139  46.74523   0.34592 -640.01727 -1602.95241 -6627.02394       (-2735.873,-0.346) (-546.873,-336.374) (-45.707,-148.025)      233.123
47    1116.40570  46.64341   0.34516 -639.91469 -1601.49596 -6622.71745       (-2740.502,-0.345) (-546.973,-337.830) (-45.608,-146.570)      238.191
48    1114.95001  46.54159   0.34440 -639.81212 -1600.03950 -6618.41096       (-2745.131,-0.344) (-547.073,-339.285) (-45.508,-145.115)      243.259
49    1113.49432  46.43978   0.34364 -639.70954 -1598.58305 -6614.10447       (-2749.760,-0.344) (-547.174,-340.741) (-45.409,-143.660)      248.326
50    1112.03863  46.33796   0.34287 -639.60696 -1597.12660 -6609.79798       (-2754.389,-0.343) (-547.274,-342.197) (-45.309,-142.206)      253.394
51    1110.58294  46.23615   0.34211 -639.50438 -1595.67014 -6605.49149       (-2759.018,-0.342) (-547.374,-343.652) (-45.210,-140.751)      258.462
52    1109.12725  46.13433   0.34135 -639.40180 -1594.21369 -6601.18500       (-2763.647,-0.341) (-547.474,-345.108) (-45.110,-139.296)      263.53
53    1107.67156  46.03251   0.34059 -639.29922 -1592.75723 -6596.87851       (-2768.276,-0.341) (-547.575,-346.564) (-45.011,-137.841)      268.598
54    1106.21586  45.93070   0.33982 -639.19664 -1591.30078 -6592.57202       (-2772.905,-0.340) (-547.675,-348.019) (-44.911,-136.386)      273.666
55    1104.76017  45.82888   0.33906 -639.09406 -1589.84433 -6588.26553       (-2777.534,-0.339) (-547.775,-349.475) (-44.812,-134.931)      278.734
56    1103.30448  45.72706   0.33830 -638.99148 -1588.38787 -6583.95905       (-2782.163,-0.338) (-547.876,-350.931) (-44.712,-133.476)      283.802
57    1101.84879  45.62525   0.33753 -638.88890 -1586.93142 -6579.65256       (-2786.792,-0.338) (-547.976,-352.386) (-44.613,-132.021)      288.869
58    1100.39310  45.52343   0.33677 -638.78632 -1585.47497 -6575.34607       (-2791.421,-0.337) (-548.076,-353.842) (-44.513,-130.566)      293.937
59    1098.93741  45.42162   0.33601 -638.68375 -1584.01851 -6571.03958       (-2796.050,-0.336) (-548.177,-355.298) (-44.414,-129.111)      299.005
60    1097.48172  45.31980   0.33525 -638.58117 -1582.56206 -6566.73309       (-2800.679,-0.335) (-548.277,-356.754) (-44.314,-127.656)      304.073
61    1096.02603  45.21798   0.33448 -638.47859 -1581.10560 -6562.42660       (-2805.308,-0.334) (-548.377,-358.209) (-44.215,-126.201)      309.141
62    1094.57034  45.11617   0.33372 -638.37601 -1579.64915 -6558.12011       (-2809.937,-0.334) (-548.477,-359.665) (-44.115,-124.746)      314.209
63    1093.11465  45.01435   0.33296 -638.27343 -1578.19270 -6553.81362       (-2814.566,-0.333) (-548.578,-361.121) (-44.015,-123.292)      319.277
64    1091.65895  44.91253   0.33219 -638.17085 -1576.73624 -6549.50713       (-2819.195,-0.332) (-548.678,-362.576) (-43.916,-121.837)      324.345
65    1090.20326  44.81072   0.33143 -638.06827 -1575.27979 -6545.20064       (-2823.824,-0.331) (-548.778,-364.032) (-43.816,-120.382)      329.413
66    1088.74757  44.70890   0.33067 -637.96569 -1573.82334 -6540.89415       (-2828.453,-0.331) (-548.879,-365.488) (-43.717,-118.927)      334.48
67    1087.29188  44.60708   0.32991 -637.86311 -1572.36688 -6536.58766       (-2833.082,-0.330) (-548.979,-366.943) (-43.617,-117.472)      339.548
68    1085.83619  44.50527   0.32914 -637.76053 -1570.91043 -6532.28117       (-2837.711,-0.329) (-549.079,-368.399) (-43.518,-116.017)      344.616
69    1084.38050  44.40345   0.32838 -637.65795 -1569.45397 -6527.97468       (-2842.340,-0.328) (-549.179,-369.855) (-43.418,-114.562)      349.684
70    1082.92481  44.30164   0.32762 -637.55537 -1567.99752 -6523.66819       (-2846.969,-0.328) (-549.280,-371.310) (-43.319,-113.107)      354.752
