Fol_.68_.txt     Output is probe cell, reduced cell, NCDist distance between
0    1586.63742 3445.52430 677.33586 -10998.95965 -3393.39101 -11693.81942       (-457.220,-3887.795) (-1849.612,-452.082) (-220.116,-2310.969)      4.54747e-13
1    1582.73591 3441.61765 676.20531 -10988.17002 -3393.88591 -11683.96536       (-447.791,-3876.521) (-1863.672,-458.739) (-228.414,-2317.621)      23.8982
2    1578.83440 3437.71100 675.07477 -10977.38038 -3394.38081 -11674.11130       (-438.363,-3865.246) (-1877.732,-465.397) (-236.712,-2324.273)      47.7964
3    1574.93290 3433.80435 673.94422 -10966.59075 -3394.87571 -11664.25723       (-428.934,-3853.972) (-1891.793,-472.054) (-245.010,-2330.926)      71.6946
4    1571.03139 3429.89770 672.81367 -10955.80112 -3395.37061 -11654.40317       (-419.506,-3842.698) (-1905.853,-478.712) (-253.308,-2337.578)      95.5928
5    1567.12988 3425.99105 671.68312 -10945.01148 -3395.86550 -11644.54911       (-410.077,-3831.424) (-1919.913,-485.369) (-261.606,-2344.231)      119.491
6    1563.22837 3422.08440 670.55257 -10934.22185 -3396.36040 -11634.69505       (-400.649,-3820.149) (-1933.973,-492.027) (-269.904,-2350.883)      143.389
7    1559.32687 3418.17775 669.42202 -10923.43222 -3396.85530 -11624.84099       (-391.220,-3808.875) (-1948.033,-498.684) (-278.202,-2357.535)      167.287
8    1555.42536 3414.27110 668.29148 -10912.64258 -3397.35020 -11614.98693       (-381.792,-3797.601) (-1962.094,-505.342) (-286.499,-2364.188)      191.186
9    1551.52385 3410.36445 667.16093 -10901.85295 -3397.84510 -11605.13287       (-372.364,-3786.327) (-1976.154,-511.999) (-294.797,-2370.840)      215.084
10    1547.62234 3406.45779 666.03038 -10891.06332 -3398.34000 -11595.27881       (-362.935,-3775.052) (-1990.214,-518.657) (-303.095,-2377.492)      238.982
11    1543.72084 3402.55114 664.89983 -10880.27368 -3398.83490 -11585.42474       (-353.507,-3763.778) (-2004.274,-525.314) (-311.393,-2384.145)      262.88
12    1539.81933 3398.64449 663.76928 -10869.48405 -3399.32980 -11575.57068       (-344.078,-3752.504) (-2018.334,-531.972) (-319.691,-2390.797)      286.779
13    1535.91782 3394.73784 662.63874 -10858.69442 -3399.82469 -11565.71662       (-334.650,-3741.230) (-2032.394,-538.629) (-327.989,-2397.449)      310.677
14    1532.01631 3390.83119 661.50819 -10847.90479 -3400.31959 -11555.86256       (-325.221,-3729.955) (-2046.455,-545.287) (-336.287,-2404.102)      334.575
15    1528.11480 3386.92454 660.37764 -10837.11515 -3400.81449 -11546.00850       (-315.793,-3718.681) (-2060.515,-551.944) (-344.585,-2410.754)      358.473
16    1524.21330 3383.01789 659.24709 -10826.32552 -3401.30939 -11536.15444       (-306.364,-3707.407) (-2074.575,-558.602) (-352.883,-2417.407)      382.371
17    1520.31179 3379.11124 658.11654 -10815.53589 -3401.80429 -11526.30038       (-296.936,-3696.133) (-2088.635,-565.259) (-361.181,-2424.059)      406.27
18    1516.41028 3375.20459 656.98599 -10804.74625 -3402.29919 -11516.44631       (-287.507,-3684.858) (-2102.695,-571.917) (-369.479,-2430.711)      430.168
19    1512.50877 3371.29794 655.85545 -10793.95662 -3402.79409 -11506.59225       (-278.079,-3673.584) (-2116.755,-578.574) (-377.777,-2437.364)      454.066
20    1508.60727 3367.39129 654.72490 -10783.16699 -3403.28899 -11496.73819       (-268.650,-3662.310) (-2130.816,-585.232) (-386.074,-2444.016)      477.964
21    1504.70576 3363.48464 653.59435 -10772.37735 -3403.78388 -11486.88413       (-259.222,-3651.036) (-2144.876,-591.889) (-394.372,-2450.668)      501.862
22    1500.80425 3359.57799 652.46380 -10761.58772 -3404.27878 -11477.03007       (-249.794,-3639.761) (-2158.936,-598.547) (-402.670,-2457.321)      525.761
23    1496.90274 3355.67134 651.33325 -10750.79809 -3404.77368 -11467.17601       (-240.365,-3628.487) (-2172.996,-605.204) (-410.968,-2463.973)      549.659
24    1493.00124 3351.76469 650.20270 -10740.00845 -3405.26858 -11457.32195       (-230.937,-3617.213) (-2187.056,-611.862) (-419.266,-2470.625)      573.557
25    1489.09973 3347.85804 649.07216 -10729.21882 -3405.76348 -11447.46789       (-221.508,-3605.939) (-2201.116,-618.519) (-427.564,-2477.278)      597.455
26    1485.19822 3343.95138 647.94161 -10718.42919 -3406.25838 -11437.61382       (-212.080,-3594.664) (-2215.177,-625.177) (-435.862,-2483.930)      621.353
27    1481.29671 3340.04473 646.81106 -10707.63955 -3406.75328 -11427.75976       (-202.651,-3583.390) (-2229.237,-631.834) (-444.160,-2490.582)      645.252
28    1477.39521 3336.13808 645.68051 -10696.84992 -3407.24818 -11417.90570       (-193.223,-3572.116) (-2243.297,-638.492) (-452.458,-2497.235)      669.15
29    1473.49370 3332.23143 644.54996 -10686.06029 -3407.74307 -11408.05164       (-183.794,-3560.842) (-2257.357,-645.149) (-460.756,-2503.887)      693.048
30    1469.59219 3328.32478 643.41941 -10675.27066 -3408.23797 -11398.19758       (-174.366,-3549.567) (-2271.417,-651.807) (-469.054,-2510.540)      716.946
31    1465.69068 3324.41813 642.28887 -10664.48102 -3408.73287 -11388.34352       (-164.937,-3538.293) (-2285.477,-658.464) (-477.352,-2517.192)      740.845
32    1461.78917 3320.51148 641.15832 -10653.69139 -3409.22777 -11378.48946       (-155.509,-3527.019) (-2299.538,-665.122) (-485.649,-2523.844)      764.743
33    1457.88767 3316.60483 640.02777 -10642.90176 -3409.72267 -11368.63539       (-146.080,-3515.745) (-2313.598,-671.779) (-493.947,-2530.497)      788.641
34    1453.98616 3312.69818 638.89722 -10632.11212 -3410.21757 -11358.78133       (-136.652,-3504.471) (-2327.658,-678.437) (-502.245,-2537.149)      812.539
35    1450.08465 3308.79153 637.76667 -10621.32249 -3410.71247 -11348.92727       (-127.224,-3493.196) (-2341.718,-685.094) (-510.543,-2543.801)      836.437
36    1446.18314 3304.88488 636.63612 -10610.53286 -3411.20737 -11339.07321       (-117.795,-3481.922) (-2355.778,-691.752) (-518.841,-2550.454)      860.336
37    1442.28164 3300.97823 635.50558 -10599.74322 -3411.70226 -11329.21915       (-108.367,-3470.648) (-2369.838,-698.409) (-527.139,-2557.106)      884.234
38    1438.38013 3297.07158 634.37503 -10588.95359 -3412.19716 -11319.36509       (-98.938,-3459.374) (-2383.899,-705.067) (-535.437,-2563.758)      908.132
39    1434.47862 3293.16493 633.24448 -10578.16396 -3412.69206 -11309.51103       (-89.510,-3448.099) (-2397.959,-711.724) (-543.735,-2570.411)      932.03
40    1430.57711 3289.25828 632.11393 -10567.37432 -3413.18696 -11299.65697       (-80.081,-3436.825) (-2412.019,-718.382) (-552.033,-2577.063)      955.928
41    1426.67561 3285.35162 630.98338 -10556.58469 -3413.68186 -11289.80290       (-70.653,-3425.551) (-2426.079,-725.039) (-560.331,-2583.716)      979.827
42    1422.77410 3281.44497 629.85284 -10545.79506 -3414.17676 -11279.94884       (-61.224,-3414.277) (-2440.139,-731.697) (-568.629,-2590.368)      1003.72
43    1418.87259 3277.53832 628.72229 -10535.00543 -3414.67166 -11270.09478       (-51.796,-3403.002) (-2454.199,-738.354) (-576.926,-2597.020)      1027.62
44    1414.97108 3273.63167 627.59174 -10524.21579 -3415.16656 -11260.24072       (-42.367,-3391.728) (-2468.260,-745.012) (-585.224,-2603.673)      1051.52
45    1411.06957 3269.72502 626.46119 -10513.42616 -3415.66145 -11250.38666       (-32.939,-3380.454) (-2482.320,-751.669) (-593.522,-2610.325)      1075.42
46    1407.16807 3265.81837 625.33064 -10502.63653 -3416.15635 -11240.53260       (-23.510,-3369.180) (-2496.380,-758.327) (-601.820,-2616.977)      1099.32
47    1403.26656 3261.91172 624.20009 -10491.84689 -3416.65125 -11230.67854       (-14.082,-3357.905) (-2510.440,-764.985) (-610.118,-2623.630)      1123.22
48    1399.36505 3258.00507 623.06955 -10481.05726 -3417.14615 -11220.82447       (-4.653,-3346.631) (-2524.500,-771.642) (-618.416,-2630.282)      1147.11
49    1395.46354 3254.09842 621.93900 -10470.26763 -3417.64105 -11210.97041       (-4.775,-3340.132) (-2533.785,-621.939) (-773.525,-2632.159)      1161.64
50    1391.56204 3250.19177 620.80845 -10459.47799 -3418.13595 -11201.11635       (-14.203,-3338.286) (-2538.417,-620.808) (-770.754,-2629.383)      1167.11
51    1387.66053 3246.28512 619.67790 -10448.68836 -3418.63085 -11191.26229       (-23.632,-3336.440) (-2543.049,-619.678) (-767.983,-2626.607)      1172.66
52    1383.75902 3242.37847 618.54735 -10437.89873 -3419.12575 -11181.40823       (-33.060,-3334.594) (-2547.681,-618.547) (-765.212,-2623.831)      1178.3
53    1379.85751 3238.47182 617.41680 -10427.10909 -3419.62064 -11171.55417       (-42.489,-3332.749) (-2552.312,-617.417) (-762.441,-2621.055)      1177.97
54    1375.95601 3234.56517 616.28626 -10416.31946 -3420.11554 -11161.70011       (-51.917,-3330.903) (-2556.944,-616.286) (-759.670,-2618.279)      1173.59
55    1372.05450 3230.65852 615.15571 -10405.52983 -3420.61044 -11151.84605       (-61.346,-3329.057) (-2561.576,-615.156) (-756.899,-2615.503)      1169.3
56    1368.15299 3226.75187 614.02516 -10394.74019 -3421.10534 -11141.99198       (-70.774,-3327.211) (-2566.207,-614.025) (-754.128,-2612.727)      1165.11
57    1364.25148 3222.84521 612.89461 -10383.95056 -3421.60024 -11132.13792       (-80.203,-3325.366) (-2570.839,-612.895) (-751.357,-2609.951)      1161.02
58    1360.34997 3218.93856 611.76406 -10373.16093 -3422.09514 -11122.28386       (-89.631,-3323.520) (-2575.471,-611.764) (-748.586,-2607.175)      1157.02
59    1356.44847 3215.03191 610.63351 -10362.37130 -3422.59004 -11112.42980       (-99.060,-3321.674) (-2580.103,-610.634) (-745.815,-2604.398)      1153.12
60    1352.54696 3211.12526 609.50297 -10351.58166 -3423.08494 -11102.57574       (-108.488,-3319.828) (-2584.734,-609.503) (-743.044,-2601.622)      1149.32
61    1348.64545 3207.21861 608.37242 -10340.79203 -3423.57984 -11092.72168       (-117.917,-3317.982) (-2589.366,-608.372) (-740.273,-2598.846)      1145.63
62    1344.74394 3203.31196 607.24187 -10330.00240 -3424.07473 -11082.86762       (-127.345,-3316.137) (-2593.998,-607.242) (-737.502,-2596.070)      1142.04
63    1340.84244 3199.40531 606.11132 -10319.21276 -3424.56963 -11073.01355       (-136.773,-3314.291) (-2598.629,-606.111) (-734.731,-2593.294)      1138.55
64    1336.94093 3195.49866 604.98077 -10308.42313 -3425.06453 -11063.15949       (-146.202,-3312.445) (-2603.261,-604.981) (-731.960,-2590.518)      1135.16
