Fol_.70_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -159.06804 -1024.35167 3472.16298 -11934.06387 -9755.17015 986.05706       (-3643.723,-37.538) (-1499.979,-38.295) (-2639.284,-121.530)      1.87497e-12
1    -162.55619 -1024.82778 3466.04542 -11922.15543 -9745.44355 984.94836       (-3638.783,-12.650) (-1640.286,-39.879) (-2640.615,-149.906)      145.393
2    -166.04433 -1025.30388 3459.92785 -11910.24700 -9735.71695 983.83967       (-3646.083,-12.239) (-2629.706,-29.225) (-1768.353,-166.044)      276.881
3    -169.53247 -1025.77999 3453.81029 -11898.33857 -9725.99035 982.73097       (-3666.032,-37.127) (-2606.148,-5.922) (-1883.770,-169.532)      397.263
4    -173.02062 -1026.25609 3447.69272 -11886.43013 -9716.26374 981.62228       (-1981.805,-44.634) (-2599.972,-17.382) (-3668.599,-155.638)      457.901
5    -176.50876 -1026.73219 3441.57516 -11874.52170 -9706.53714 980.51358       (-2073.919,-46.219) (-2599.717,-40.686) (-3665.245,-135.823)      544.393
6    -179.99690 -1027.20830 3435.45759 -11862.61326 -9696.81054 979.40489       (-2166.033,-47.803) (-2599.463,-63.990) (-3661.890,-116.007)      633.532
7    -183.48504 -1027.68440 3429.34003 -11850.70483 -9687.08394 978.29619       (-2258.146,-49.388) (-2599.208,-87.294) (-3658.535,-96.191)      724.342
8    -186.97319 -1028.16051 3423.22246 -11838.79640 -9677.35734 977.18750       (-2350.260,-50.973) (-2598.954,-110.597) (-3655.181,-76.376)      816.266
9    -190.46133 -1028.63661 3417.10490 -11826.88796 -9667.63073 976.07880       (-2442.373,-52.558) (-2598.700,-133.901) (-3651.826,-56.560)      908.965
10    -193.94947 -1029.11271 3410.98733 -11814.97953 -9657.90413 974.97011       (-2534.487,-54.143) (-2598.445,-157.205) (-3648.472,-36.744)      994.294
11    -197.43762 -1029.58882 3404.86977 -11803.07109 -9648.17753 973.86141       (-2626.601,-55.727) (-2598.191,-180.509) (-3645.117,-16.929)      998.273
