Fol_.52_.txt     Output is probe cell, reduced cell, NCDist distance between
0    4656.48588 8092.29408 5622.70670 -21790.75415 -17031.93447 -21671.81258       (-493.611,-4.749) (-168.564,-5477.726) (-2258.444,-152.023)      0
1    4651.81998 8078.71047 5614.81767 -21769.43569 -17015.05421 -21650.27125       (-628.912,-43.028) (-2373.742,-5535.878) (-84.545,-81.742)      220.283
2    4647.15408 8065.12687 5606.92863 -21748.11723 -16998.17396 -21628.72991       (-764.739,-2480.068) (-86.583,-5585.059) (-4.223,-10.935)      438.464
3    4642.48817 8051.54327 5599.03959 -21726.79877 -16981.29371 -21607.18858       (-816.022,-2501.849) (-45.592,-5549.694) (-92.990,-24.673)      488.1
4    4637.82227 8037.95966 5591.15055 -21705.48031 -16964.41346 -21585.64725       (-867.304,-2523.630) (-4.602,-5514.330) (-181.758,-38.410)      534.356
5    4633.15637 8024.37606 5583.26151 -21684.16184 -16947.53321 -21564.10592       (-15.759,-2509.022) (-36.389,-5515.354) (-234.137,-882.197)      551.236
6    4628.49047 8010.79245 5575.37247 -21662.84338 -16930.65296 -21542.56459       (-11.493,-2501.306) (-65.886,-270.422) (-5509.486,-880.996)      563.844
7    4623.82457 7997.20885 5567.48343 -21641.52492 -16913.77271 -21521.02326       (-38.746,-2509.349) (-79.624,-290.946) (-5487.860,-864.035)      571.386
8    4619.15867 7983.62525 5559.59439 -21620.20646 -16896.89246 -21499.48193       (-65.999,-2517.392) (-93.362,-311.471) (-5466.233,-847.074)      582.571
9    4614.49277 7970.04164 5551.70535 -21598.88800 -16880.01221 -21477.94060       (-93.251,-2525.436) (-107.099,-331.996) (-5444.606,-830.113)      597.196
10    4609.82687 7956.45804 5543.81631 -21577.56954 -16863.13196 -21456.39927       (-120.504,-2533.479) (-120.837,-352.520) (-5422.979,-813.152)      615.013
11    4605.16097 7942.87444 5535.92727 -21556.25108 -16846.25170 -21434.85794       (-147.757,-2541.522) (-134.575,-373.045) (-5401.352,-796.191)      635.756
12    4600.49506 7929.29083 5528.03823 -21534.93261 -16829.37145 -21413.31661       (-175.009,-2549.565) (-148.313,-393.569) (-5379.726,-779.230)      659.148
13    4595.82916 7915.70723 5520.14919 -21513.61415 -16812.49120 -21391.77527       (-202.262,-2557.609) (-162.050,-414.094) (-5358.099,-762.270)      684.917
14    4591.16326 7902.12363 5512.26015 -21492.29569 -16795.61095 -21370.23394       (-229.515,-2565.652) (-175.788,-434.619) (-5336.472,-745.309)      712.806
15    4586.49736 7888.54002 5504.37111 -21470.97723 -16778.73070 -21348.69261       (-256.768,-2573.695) (-189.526,-455.143) (-5314.845,-728.348)      742.576
16    4581.83146 7874.95642 5496.48208 -21449.65877 -16761.85045 -21327.15128       (-284.020,-2581.738) (-203.264,-475.668) (-5293.218,-711.387)      774.01
17    4577.16556 7861.37282 5488.59304 -21428.34031 -16744.97020 -21305.60995       (-311.273,-2589.781) (-217.002,-496.193) (-5271.591,-694.426)      806.913
18    4572.49966 7847.78921 5480.70400 -21407.02185 -16728.08995 -21284.06862       (-338.526,-2597.825) (-230.739,-516.717) (-5249.965,-677.465)      841.113
19    4567.83376 7834.20561 5472.81496 -21385.70338 -16711.20970 -21262.52729       (-365.778,-2605.868) (-244.477,-537.242) (-5228.338,-660.504)      876.459
20    4563.16786 7820.62201 5464.92592 -21364.38492 -16694.32944 -21240.98596       (-393.031,-2613.911) (-258.215,-557.767) (-5206.711,-643.543)      912.817
21    4558.50195 7807.03840 5457.03688 -21343.06646 -16677.44919 -21219.44463       (-420.284,-2621.954) (-271.953,-578.291) (-5185.084,-626.582)      936.807
22    4553.83605 7793.45480 5449.14784 -21321.74800 -16660.56894 -21197.90330       (-447.536,-2629.998) (-285.691,-598.816) (-5163.457,-609.621)      956.464
23    4549.17015 7779.87120 5441.25880 -21300.42954 -16643.68869 -21176.36197       (-474.789,-2638.041) (-299.428,-619.341) (-5141.830,-592.660)      977.949
24    4544.50425 7766.28759 5433.36976 -21279.11108 -16626.80844 -21154.82063       (-502.042,-2646.084) (-313.166,-639.865) (-5120.204,-575.699)      1001.15
25    4539.83835 7752.70399 5425.48072 -21257.79262 -16609.92819 -21133.27930       (-529.295,-2654.127) (-326.904,-660.390) (-5098.577,-558.738)      1025.94
26    4535.17245 7739.12039 5417.59168 -21236.47415 -16593.04794 -21111.73797       (-556.547,-2662.170) (-340.642,-680.915) (-5076.950,-541.778)      1052.21
27    4530.50655 7725.53678 5409.70264 -21215.15569 -16576.16769 -21090.19664       (-583.800,-2670.214) (-354.379,-701.439) (-5055.323,-524.817)      1079.86
28    4525.84065 7711.95318 5401.81360 -21193.83723 -16559.28744 -21068.65531       (-611.053,-2678.257) (-368.117,-721.964) (-5033.696,-507.856)      1108.77
