Fol_.40_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -304.67077 1900.32643 -587.15754 -6585.04085 700.10701 -6522.09804       (-11.994,-3433.546) (-2500.098,-78.772) (-100.956,-962.327)      0
1    -305.32908 1898.34535 -586.58180 -6578.55027 696.90360 -6519.00639       (-1.560,-3420.779) (-2521.563,-84.685) (-108.762,-979.238)      33.3843
2    -305.98740 1896.36427 -586.00606 -6572.05970 693.70020 -6515.91475       (-8.874,-3416.886) (-2534.155,-107.694) (-81.725,-987.276)      50.4921
3    -306.64571 1894.38319 -585.43032 -6565.56912 690.49679 -6512.82311       (-19.307,-3414.554) (-2545.187,-105.066) (-77.205,-993.753)      66.1849
4    -307.30403 1892.40211 -584.85458 -6559.07854 687.29338 -6509.73146       (-29.741,-3412.221) (-2556.218,-102.439) (-72.685,-1000.231)      81.9471
5    -307.96234 1890.42103 -584.27884 -6552.58797 684.08997 -6506.63982       (-40.175,-3409.888) (-2567.250,-99.811) (-68.165,-1006.709)      96.7002
6    -308.62065 1888.43995 -583.70310 -6546.09739 680.88656 -6503.54818       (-50.608,-3407.555) (-2578.282,-97.183) (-63.645,-1013.186)      112.237
7    -309.27897 1886.45888 -583.12736 -6539.60682 677.68315 -6500.45653       (-61.042,-3405.222) (-2589.313,-94.556) (-59.125,-1019.664)      128.273
8    -309.93728 1884.47780 -582.55162 -6533.11624 674.47975 -6497.36489       (-71.476,-3402.889) (-2600.345,-91.928) (-54.605,-1026.142)      144.642
9    -310.59560 1882.49672 -581.97588 -6526.62567 671.27634 -6494.27324       (-81.910,-3400.556) (-2611.377,-89.300) (-50.085,-1032.619)      161.243
10    -311.25391 1880.51564 -581.40014 -6520.13509 668.07293 -6491.18160       (-92.343,-3398.223) (-2622.408,-86.673) (-45.565,-1039.097)      178.011
11    -311.91223 1878.53456 -580.82440 -6513.64452 664.86952 -6488.08996       (-102.777,-3395.890) (-2633.440,-84.045) (-41.045,-1045.575)      194.903
12    -312.57054 1876.55348 -580.24866 -6507.15394 661.66611 -6484.99831       (-113.211,-3393.557) (-2644.472,-81.417) (-36.525,-1052.052)      211.889
13    -313.22885 1874.57240 -579.67292 -6500.66336 658.46270 -6481.90667       (-123.644,-3391.225) (-2655.504,-78.790) (-32.005,-1058.530)      228.948
14    -313.88717 1872.59132 -579.09718 -6494.17279 655.25930 -6478.81502       (-134.078,-3388.892) (-2666.535,-76.162) (-27.485,-1065.008)      245.76
15    -314.54548 1870.61024 -578.52144 -6487.68221 652.05589 -6475.72338       (-144.512,-3386.559) (-2677.567,-73.534) (-22.965,-1071.485)      255.306
16    -315.20380 1868.62916 -577.94570 -6481.19164 648.85248 -6472.63174       (-154.945,-3384.226) (-2688.599,-70.907) (-18.445,-1077.963)      265.66
17    -315.86211 1866.64808 -577.36996 -6474.70106 645.64907 -6469.54009       (-165.379,-3381.893) (-2699.630,-68.279) (-13.925,-1084.441)      276.731
18    -316.52043 1864.66700 -576.79422 -6468.21049 642.44566 -6466.44845       (-175.813,-3379.560) (-2710.662,-65.651) (-9.405,-1090.918)      288.435
19    -317.17874 1862.68592 -576.21849 -6461.71991 639.24225 -6463.35681       (-186.246,-3377.227) (-2721.694,-63.024) (-4.885,-1097.396)      300.7
20    -317.83706 1860.70484 -575.64275 -6455.22933 636.03885 -6460.26516       (-196.680,-3374.894) (-2732.725,-60.396) (-0.365,-1103.874)      313.46
21    -318.49537 1858.72376 -575.06701 -6448.73876 632.83544 -6457.17352       (-202.959,-2739.602) (-3368.406,-53.613) (-4.155,-1114.507)      324.099
22    -319.15368 1856.74269 -574.49127 -6442.24818 629.63203 -6454.08187       (-208.872,-2746.113) (-3361.553,-46.465) (-8.675,-1125.504)      335.128
23    -319.81200 1854.76161 -573.91553 -6435.75761 626.42862 -6450.99023       (-214.786,-2752.625) (-3354.700,-39.318) (-13.195,-1136.502)      346.719
24    -320.47031 1852.78053 -573.33979 -6429.26703 623.22521 -6447.89859       (-220.699,-2759.137) (-3347.847,-32.170) (-17.715,-1147.500)      358.819
