Fol_.11_.txt     Output is probe cell, reduced cell, NCDist distance between
0    699.79599 863.55364 3599.59969 -8811.14251 -7679.83789 -1786.50026       (-163.758,-887.562) (-29.049,-272.115) (-93.359,-30.344)      0
1    699.06512 862.52530 3595.72410 -8802.41600 -7673.03881 -1784.74105       (-163.460,-889.695) (-30.077,-272.906) (-94.602,-29.613)      2.89814
2    698.33425 861.49696 3591.84851 -8793.68949 -7666.23974 -1782.98184       (-163.163,-891.828) (-31.106,-273.697) (-95.845,-28.882)      5.79628
3    697.60338 860.46862 3587.97292 -8784.96298 -7659.44066 -1781.22263       (-162.865,-893.961) (-32.134,-274.487) (-97.088,-28.151)      8.69442
4    696.87251 859.44028 3584.09733 -8776.23647 -7652.64159 -1779.46342       (-162.568,-896.094) (-33.162,-275.278) (-98.330,-27.421)      11.5926
5    696.14164 858.41194 3580.22174 -8767.50996 -7645.84252 -1777.70421       (-162.270,-898.227) (-34.191,-276.068) (-99.573,-26.690)      14.4907
6    695.41076 857.38360 3576.34615 -8758.78345 -7639.04344 -1775.94500       (-161.973,-900.360) (-35.219,-276.859) (-100.816,-25.959)      17.3888
7    694.67989 856.35526 3572.47056 -8750.05694 -7632.24437 -1774.18579       (-161.675,-902.493) (-36.247,-277.649) (-102.059,-25.228)      20.287
8    693.94902 855.32692 3568.59496 -8741.33043 -7625.44529 -1772.42658       (-161.378,-904.626) (-37.276,-278.440) (-103.302,-24.497)      23.1851
9    693.21815 854.29858 3564.71937 -8732.60392 -7618.64622 -1770.66737       (-161.080,-906.759) (-38.304,-279.231) (-104.545,-23.766)      26.0833
10    692.48728 853.27024 3560.84378 -8723.87741 -7611.84714 -1768.90816       (-160.783,-908.892) (-39.332,-280.021) (-105.788,-23.035)      28.9814
11    691.75641 852.24190 3556.96819 -8715.15090 -7605.04807 -1767.14895       (-160.485,-911.024) (-40.361,-280.812) (-107.031,-22.305)      31.8796
12    691.02554 851.21356 3553.09260 -8706.42439 -7598.24899 -1765.38973       (-160.188,-913.157) (-41.389,-281.602) (-108.274,-21.574)      34.7777
13    690.29467 850.18522 3549.21701 -8697.69788 -7591.44992 -1763.63052       (-159.891,-915.290) (-42.417,-282.393) (-109.516,-20.843)      37.6758
14    689.56380 849.15688 3545.34142 -8688.97137 -7584.65084 -1761.87131       (-159.593,-917.423) (-43.446,-283.183) (-110.759,-20.112)      40.574
15    688.83293 848.12854 3541.46583 -8680.24486 -7577.85177 -1760.11210       (-159.296,-919.556) (-44.474,-283.974) (-112.002,-19.381)      43.4721
16    688.10205 847.10020 3537.59024 -8671.51835 -7571.05270 -1758.35289       (-158.998,-921.689) (-45.502,-284.765) (-113.245,-18.650)      46.3703
17    687.37118 846.07187 3533.71465 -8662.79184 -7564.25362 -1756.59368       (-158.701,-923.822) (-46.531,-285.555) (-114.488,-17.919)      49.2684
18    686.64031 845.04353 3529.83906 -8654.06533 -7557.45455 -1754.83447       (-158.403,-925.955) (-47.559,-286.346) (-115.731,-17.188)      52.1665
19    685.90944 844.01519 3525.96347 -8645.33882 -7550.65547 -1753.07526       (-158.106,-928.088) (-48.587,-287.136) (-116.974,-16.458)      55.0647
20    685.17857 842.98685 3522.08788 -8636.61231 -7543.85640 -1751.31605       (-157.808,-930.221) (-49.616,-287.927) (-118.217,-15.727)      57.9628
21    684.44770 841.95851 3518.21229 -8627.88580 -7537.05732 -1749.55684       (-157.511,-932.354) (-50.644,-288.717) (-119.459,-14.996)      60.861
22    683.71683 840.93017 3514.33669 -8619.15929 -7530.25825 -1747.79763       (-157.213,-934.486) (-51.672,-289.508) (-120.702,-14.265)      63.7591
23    682.98596 839.90183 3510.46110 -8610.43278 -7523.45917 -1746.03842       (-156.916,-936.619) (-52.701,-290.299) (-121.945,-13.534)      66.6573
24    682.25509 838.87349 3506.58551 -8601.70627 -7516.66010 -1744.27921       (-156.618,-938.752) (-53.729,-291.089) (-123.188,-12.803)      69.5554
25    681.52422 837.84515 3502.70992 -8592.97976 -7509.86102 -1742.52000       (-156.321,-940.885) (-54.757,-291.880) (-124.431,-12.072)      72.4535
26    680.79335 836.81681 3498.83433 -8584.25325 -7503.06195 -1740.76079       (-156.023,-943.018) (-55.786,-292.670) (-125.674,-11.341)      75.3517
27    680.06247 835.78847 3494.95874 -8575.52674 -7496.26288 -1739.00158       (-155.726,-945.151) (-56.814,-293.461) (-126.917,-10.611)      78.2498
28    679.33160 834.76013 3491.08315 -8566.80023 -7489.46380 -1737.24237       (-155.429,-947.284) (-57.842,-294.251) (-128.160,-9.880)      81.148
29    678.60073 833.73179 3487.20756 -8558.07372 -7482.66473 -1735.48315       (-155.131,-949.417) (-58.871,-295.042) (-129.403,-9.149)      84.0461
30    677.86986 832.70345 3483.33197 -8549.34721 -7475.86565 -1733.72394       (-154.834,-951.550) (-59.899,-295.833) (-130.645,-8.418)      86.9442
31    677.13899 831.67511 3479.45638 -8540.62070 -7469.06658 -1731.96473       (-154.536,-953.683) (-60.927,-296.623) (-131.888,-7.687)      89.8424
32    676.40812 830.64677 3475.58079 -8531.89419 -7462.26750 -1730.20552       (-154.239,-955.816) (-61.956,-297.414) (-133.131,-6.956)      92.7405
33    675.67725 829.61843 3471.70520 -8523.16768 -7455.46843 -1728.44631       (-153.941,-957.949) (-62.984,-298.204) (-134.374,-6.225)      95.6387
34    674.94638 828.59009 3467.82961 -8514.44117 -7448.66935 -1726.68710       (-153.644,-960.081) (-64.012,-298.995) (-135.617,-5.494)      98.5368
35    674.21551 827.56175 3463.95401 -8505.71466 -7441.87028 -1724.92789       (-153.346,-962.214) (-65.041,-299.785) (-136.860,-4.764)      101.435
36    673.48464 826.53341 3460.07842 -8496.98815 -7435.07120 -1723.16868       (-153.049,-964.347) (-66.069,-300.576) (-138.103,-4.033)      104.333
37    672.75376 825.50507 3456.20283 -8488.26164 -7428.27213 -1721.40947       (-152.751,-966.480) (-67.097,-301.367) (-139.346,-3.302)      107.231
38    672.02289 824.47673 3452.32724 -8479.53513 -7421.47306 -1719.65026       (-152.454,-968.613) (-68.126,-302.157) (-140.589,-2.571)      110.129
39    671.29202 823.44839 3448.45165 -8470.80862 -7414.67398 -1717.89105       (-152.156,-970.746) (-69.154,-302.948) (-141.831,-1.840)      113.028
40    670.56115 822.42005 3444.57606 -8462.08211 -7407.87491 -1716.13184       (-151.859,-972.879) (-70.182,-303.738) (-143.074,-1.109)      115.926
41    669.83028 821.39171 3440.70047 -8453.35559 -7401.07583 -1714.37263       (-151.561,-975.012) (-71.211,-304.529) (-144.317,-0.378)      118.824
42    669.09941 820.36337 3436.82488 -8444.62908 -7394.27676 -1712.61342       (-71.887,-976.792) (-150.911,-304.967) (-145.913,-0.352)      121.431
43    668.36854 819.33503 3432.94929 -8435.90257 -7387.47768 -1710.85421       (-72.184,-978.194) (-149.883,-305.027) (-147.886,-1.083)      123.739
44    667.63767 818.30670 3429.07370 -8427.17606 -7380.67861 -1709.09500       (-72.482,-979.596) (-148.855,-305.086) (-149.860,-1.814)      126.065
45    666.90680 817.27836 3425.19811 -8418.44955 -7373.87953 -1707.33579       (-72.779,-980.998) (-147.826,-305.146) (-151.834,-2.545)      128.407
46    666.17593 816.25002 3421.32252 -8409.72304 -7367.08046 -1705.57657       (-73.077,-982.400) (-146.798,-305.206) (-153.808,-3.276)      130.766
47    665.44506 815.22168 3417.44693 -8400.99653 -7360.28138 -1703.81736       (-73.374,-983.802) (-145.770,-305.265) (-155.781,-4.007)      133.139
48    664.71418 814.19334 3413.57134 -8392.27002 -7353.48231 -1702.05815       (-73.671,-985.204) (-144.741,-305.325) (-157.755,-4.738)      135.526
49    663.98331 813.16500 3409.69574 -8383.54351 -7346.68324 -1700.29894       (-73.969,-986.607) (-143.713,-305.385) (-159.729,-5.469)      137.926
50    663.25244 812.13666 3405.82015 -8374.81700 -7339.88416 -1698.53973       (-74.266,-988.009) (-142.685,-305.445) (-161.703,-6.199)      140.34
51    662.52157 811.10832 3401.94456 -8366.09049 -7333.08509 -1696.78052       (-74.564,-989.411) (-141.656,-305.504) (-163.676,-6.930)      142.765
