Fol_.90_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -3600.42474 -1663.74333 1183.69322 -8341.56119 -4154.59233 393.69482       (-2416.732,-480.050) (-7157.868,-2970.899) (-1183.693,-789.998)      1.22444e-12
1    -3599.23986 -1669.24296 1181.32347 -8333.69181 -4153.40746 392.50994       (-2417.916,-487.919) (-7152.368,-2972.084) (-1181.323,-788.814)      10.0995
2    -3598.05499 -1674.74258 1178.95371 -8325.82243 -4152.22258 391.32506       (-2419.101,-495.789) (-7146.869,-2973.269) (-1178.954,-787.629)      20.1991
3    -3596.87011 -1680.24221 1176.58395 -8317.95305 -4151.03770 390.14019       (-2420.286,-503.658) (-7141.369,-2974.454) (-1176.584,-786.444)      30.2986
4    -3595.68523 -1685.74183 1174.21420 -8310.08367 -4149.85282 388.95531       (-2421.471,-511.528) (-7135.869,-2975.639) (-1174.214,-785.259)      40.3981
5    -3594.50035 -1691.24146 1171.84444 -8302.21429 -4148.66794 387.77043       (-2422.656,-519.397) (-7130.370,-2976.824) (-1171.844,-784.074)      50.4977
6    -3593.31547 -1696.74108 1169.47469 -8294.34491 -4147.48307 386.58555       (-2423.841,-527.266) (-7124.870,-2978.008) (-1169.475,-782.889)      60.5972
7    -3592.13060 -1702.24070 1167.10493 -8286.47553 -4146.29819 385.40067       (-2425.026,-535.136) (-7119.371,-2979.193) (-1167.105,-781.704)      70.6967
8    -3590.94572 -1707.74033 1164.73517 -8278.60615 -4145.11331 384.21580       (-2426.211,-543.005) (-7113.871,-2980.378) (-1164.735,-780.519)      80.7963
9    -3589.76084 -1713.23995 1162.36542 -8270.73677 -4143.92843 383.03092       (-2427.395,-550.875) (-7108.371,-2981.563) (-1162.365,-779.334)      90.8958
10    -3588.57596 -1718.73958 1159.99566 -8262.86739 -4142.74355 381.84604       (-2428.580,-558.744) (-7102.872,-2982.748) (-1159.996,-778.150)      100.995
11    -3587.39108 -1724.23920 1157.62590 -8254.99801 -4141.55868 380.66116       (-2429.765,-566.613) (-7097.372,-2983.933) (-1157.626,-776.965)      111.095
12    -3586.20620 -1729.73883 1155.25615 -8247.12863 -4140.37380 379.47628       (-2430.950,-574.483) (-7091.872,-2985.118) (-1155.256,-775.780)      121.194
13    -3585.02133 -1735.23845 1152.88639 -8239.25925 -4139.18892 378.29141       (-2432.135,-582.352) (-7086.373,-2986.303) (-1152.886,-774.595)      131.294
14    -3583.83645 -1740.73807 1150.51664 -8231.38987 -4138.00404 377.10653       (-2433.320,-590.221) (-7080.873,-2987.487) (-1150.517,-773.410)      141.393
15    -3582.65157 -1746.23770 1148.14688 -8223.52049 -4136.81916 375.92165       (-2434.505,-598.091) (-7075.374,-2988.672) (-1148.147,-772.225)      151.493
16    -3581.46669 -1751.73732 1145.77712 -8215.65111 -4135.63429 374.73677       (-2435.690,-605.960) (-7069.874,-2989.857) (-1145.777,-771.040)      161.593
17    -3580.28181 -1757.23695 1143.40737 -8207.78173 -4134.44941 373.55189       (-2436.874,-613.830) (-7064.374,-2991.042) (-1143.407,-769.855)      171.692
18    -3579.09694 -1762.73657 1141.03761 -8199.91235 -4133.26453 372.36701       (-2438.059,-621.699) (-7058.875,-2992.227) (-1141.038,-768.671)      181.792
19    -3577.91206 -1768.23620 1138.66785 -8192.04296 -4132.07965 371.18214       (-2439.244,-629.568) (-7053.375,-2993.412) (-1138.668,-767.486)      191.891
20    -3576.72718 -1773.73582 1136.29810 -8184.17358 -4130.89477 369.99726       (-2440.429,-637.438) (-7047.875,-2994.597) (-1136.298,-766.301)      201.991
21    -3575.54230 -1779.23544 1133.92834 -8176.30420 -4129.70989 368.81238       (-2441.614,-645.307) (-7042.376,-2995.782) (-1133.928,-765.116)      212.09
22    -3574.35742 -1784.73507 1131.55859 -8168.43482 -4128.52502 367.62750       (-2442.799,-653.176) (-7036.876,-2996.966) (-1131.559,-763.931)      222.19
23    -3573.17255 -1790.23469 1129.18883 -8160.56544 -4127.34014 366.44262       (-2443.984,-661.046) (-7031.377,-2998.151) (-1129.189,-762.746)      232.289
24    -3571.98767 -1795.73432 1126.81907 -8152.69606 -4126.15526 365.25775       (-2445.169,-668.915) (-7025.877,-2999.336) (-1126.819,-761.561)      242.389
25    -3570.80279 -1801.23394 1124.44932 -8144.82668 -4124.97038 364.07287       (-2446.353,-676.785) (-7020.377,-3000.521) (-1124.449,-760.376)      252.488
26    -3569.61791 -1806.73357 1122.07956 -8136.95730 -4123.78550 362.88799       (-2447.538,-684.654) (-7014.878,-3001.706) (-1122.080,-759.192)      262.588
27    -3568.43303 -1812.23319 1119.70981 -8129.08792 -4122.60063 361.70311       (-2448.723,-692.523) (-7009.378,-3002.891) (-1119.710,-758.007)      272.687
28    -3567.24816 -1817.73281 1117.34005 -8121.21854 -4121.41575 360.51823       (-2449.908,-700.393) (-7003.878,-3004.076) (-1117.340,-756.822)      282.787
29    -3566.06328 -1823.23244 1114.97029 -8113.34916 -4120.23087 359.33336       (-2451.093,-708.262) (-6998.379,-3005.261) (-1114.970,-755.637)      292.886
30    -3564.87840 -1828.73206 1112.60054 -8105.47978 -4119.04599 358.14848       (-2452.278,-716.132) (-6992.879,-3006.445) (-1112.601,-754.452)      302.986
31    -3563.69352 -1834.23169 1110.23078 -8097.61040 -4117.86111 356.96360       (-2453.463,-724.001) (-6987.380,-3007.630) (-1110.231,-753.267)      313.086
32    -3562.50864 -1839.73131 1107.86102 -8089.74102 -4116.67624 355.77872       (-2454.648,-731.870) (-6981.880,-3008.815) (-1107.861,-752.082)      323.185
33    -3561.32376 -1845.23094 1105.49127 -8081.87164 -4115.49136 354.59384       (-2455.832,-739.740) (-6976.380,-3010.000) (-1105.491,-750.897)      333.285
34    -3560.13889 -1850.73056 1103.12151 -8074.00226 -4114.30648 353.40897       (-2457.017,-747.609) (-6970.881,-3011.185) (-1103.122,-749.713)      343.384
35    -3558.95401 -1856.23018 1100.75176 -8066.13288 -4113.12160 352.22409       (-2458.202,-755.478) (-6965.381,-3012.370) (-1100.752,-748.528)      353.484
36    -3557.76913 -1861.72981 1098.38200 -8058.26350 -4111.93672 351.03921       (-2459.387,-763.348) (-6959.881,-3013.555) (-1098.382,-747.343)      363.583
37    -3556.58425 -1867.22943 1096.01224 -8050.39412 -4110.75184 349.85433       (-2460.572,-771.217) (-6954.382,-3014.740) (-1096.012,-746.158)      373.683
38    -3555.39937 -1872.72906 1093.64249 -8042.52474 -4109.56697 348.66945       (-2461.757,-779.087) (-6948.882,-3015.924) (-1093.642,-744.973)      383.782
