Fol_.44_.txt     Output is probe cell, reduced cell, NCDist distance between
0    -1499.56359 -234.45606 -522.96666 488.22046 -2685.81678 -5455.71085       (-1953.038,-219.018) (-34.746,-1724.814) (-15.438,-5002.237)      9.09939e-13
1    -1500.01752 -234.25615 -522.45863 487.51252 -2684.85482 -5455.25692       (-1952.584,-218.310) (-34.946,-1725.776) (-15.946,-5002.691)      1.46176
2    -1500.47145 -234.05624 -521.95059 486.80457 -2683.89285 -5454.80299       (-1952.130,-217.602) (-35.146,-1726.738) (-16.454,-5003.144)      2.92351
3    -1500.92538 -233.85633 -521.44255 486.09662 -2682.93089 -5454.34907       (-1951.676,-216.894) (-35.346,-1727.700) (-16.962,-5003.598)      4.38527
4    -1501.37931 -233.65642 -520.93452 485.38868 -2681.96892 -5453.89514       (-1951.222,-216.186) (-35.546,-1728.662) (-17.470,-5004.052)      5.84703
5    -1501.83324 -233.45651 -520.42648 484.68073 -2681.00696 -5453.44121       (-1950.768,-215.478) (-35.746,-1729.624) (-17.978,-5004.506)      7.30878
6    -1502.28716 -233.25660 -519.91844 483.97278 -2680.04499 -5452.98728       (-1950.314,-214.771) (-35.946,-1730.585) (-18.486,-5004.960)      8.77054
7    -1502.74109 -233.05669 -519.41040 483.26484 -2679.08303 -5452.53335       (-1949.860,-214.063) (-36.146,-1731.547) (-18.994,-5005.414)      10.2323
8    -1503.19502 -232.85678 -518.90237 482.55689 -2678.12106 -5452.07943       (-1949.406,-213.355) (-36.345,-1732.509) (-19.502,-5005.868)      11.6941
9    -1503.64895 -232.65687 -518.39433 481.84894 -2677.15910 -5451.62550       (-1948.953,-212.647) (-36.545,-1733.471) (-20.010,-5006.322)      13.1558
10    -1504.10288 -232.45696 -517.88629 481.14100 -2676.19713 -5451.17157       (-1948.499,-211.939) (-36.745,-1734.433) (-20.518,-5006.776)      14.6176
11    -1504.55680 -232.25705 -517.37826 480.43305 -2675.23517 -5450.71764       (-1948.045,-211.231) (-36.945,-1735.395) (-21.026,-5007.230)      16.0793
12    -1505.01073 -232.05714 -516.87022 479.72510 -2674.27320 -5450.26371       (-1947.591,-210.523) (-37.145,-1736.357) (-21.534,-5007.684)      17.5411
13    -1505.46466 -231.85723 -516.36218 479.01716 -2673.31124 -5449.80978       (-1947.137,-209.815) (-37.345,-1737.319) (-22.042,-5008.138)      19.0028
14    -1505.91859 -231.65732 -515.85415 478.30921 -2672.34927 -5449.35586       (-1946.683,-209.107) (-37.545,-1738.281) (-22.550,-5008.592)      20.4646
15    -1506.37252 -231.45741 -515.34611 477.60126 -2671.38731 -5448.90193       (-1946.229,-208.399) (-37.745,-1739.243) (-23.058,-5009.046)      21.9263
16    -1506.82645 -231.25750 -514.83807 476.89332 -2670.42534 -5448.44800       (-1945.775,-207.691) (-37.945,-1740.205) (-23.566,-5009.499)      23.3881
17    -1507.28037 -231.05759 -514.33004 476.18537 -2669.46338 -5447.99407       (-1945.321,-206.983) (-38.145,-1741.167) (-24.074,-5009.953)      24.8499
18    -1507.73430 -230.85768 -513.82200 475.47742 -2668.50141 -5447.54014       (-1944.867,-206.275) (-38.345,-1742.129) (-24.583,-5010.407)      26.3116
19    -1508.18823 -230.65777 -513.31396 474.76948 -2667.53945 -5447.08622       (-1944.413,-205.567) (-38.544,-1743.091) (-25.091,-5010.861)      27.7734
20    -1508.64216 -230.45786 -512.80593 474.06153 -2666.57748 -5446.63229       (-1943.959,-204.859) (-38.744,-1744.053) (-25.599,-5011.315)      29.2351
21    -1509.09609 -230.25795 -512.29789 473.35358 -2665.61552 -5446.17836       (-1943.505,-204.151) (-38.944,-1745.015) (-26.107,-5011.769)      30.6969
22    -1509.55001 -230.05804 -511.78985 472.64564 -2664.65355 -5445.72443       (-1943.051,-203.443) (-39.144,-1745.977) (-26.615,-5012.223)      32.1586
23    -1510.00394 -229.85813 -511.28182 471.93769 -2663.69159 -5445.27050       (-1942.598,-202.735) (-39.344,-1746.939) (-27.123,-5012.677)      33.6204
24    -1510.45787 -229.65822 -510.77378 471.22975 -2662.72962 -5444.81657       (-1942.144,-202.027) (-39.544,-1747.901) (-27.631,-5013.131)      35.0822
25    -1510.91180 -229.45831 -510.26574 470.52180 -2661.76766 -5444.36265       (-1941.690,-201.320) (-39.744,-1748.863) (-28.139,-5013.585)      36.5439
26    -1511.36573 -229.25840 -509.75770 469.81385 -2660.80569 -5443.90872       (-1941.236,-200.612) (-39.944,-1749.825) (-28.647,-5014.039)      38.0057
27    -1511.81966 -229.05849 -509.24967 469.10591 -2659.84373 -5443.45479       (-1940.782,-199.904) (-40.144,-1750.787) (-29.155,-5014.493)      39.4674
28    -1512.27358 -228.85858 -508.74163 468.39796 -2658.88176 -5443.00086       (-1940.328,-199.196) (-40.344,-1751.749) (-29.663,-5014.947)      40.9292
29    -1512.72751 -228.65867 -508.23359 467.69001 -2657.91980 -5442.54693       (-1939.874,-198.488) (-40.544,-1752.711) (-30.171,-5015.401)      42.3909
30    -1513.18144 -228.45877 -507.72556 466.98207 -2656.95783 -5442.09301       (-1939.420,-197.780) (-40.743,-1753.673) (-30.679,-5015.854)      43.8527
31    -1513.63537 -228.25886 -507.21752 466.27412 -2655.99587 -5441.63908       (-1938.966,-197.072) (-40.943,-1754.635) (-31.187,-5016.308)      45.3145
32    -1514.08930 -228.05895 -506.70948 465.56617 -2655.03390 -5441.18515       (-1938.512,-196.364) (-41.143,-1755.597) (-31.695,-5016.762)      46.7762
33    -1514.54323 -227.85904 -506.20145 464.85823 -2654.07194 -5440.73122       (-1938.058,-195.656) (-41.343,-1756.559) (-32.203,-5017.216)      48.238
34    -1514.99715 -227.65913 -505.69341 464.15028 -2653.10997 -5440.27729       (-1937.604,-194.948) (-41.543,-1757.521) (-32.711,-5017.670)      49.6997
35    -1515.45108 -227.45922 -505.18537 463.44233 -2652.14801 -5439.82336       (-1937.150,-194.240) (-41.743,-1758.482) (-33.219,-5018.124)      51.1615
36    -1515.90501 -227.25931 -504.67734 462.73439 -2651.18604 -5439.36944       (-1936.696,-193.532) (-41.943,-1759.444) (-33.727,-5018.578)      52.6232
37    -1516.35894 -227.05940 -504.16930 462.02644 -2650.22408 -5438.91551       (-1936.243,-192.824) (-42.143,-1760.406) (-34.235,-5019.032)      54.085
38    -1516.81287 -226.85949 -503.66126 461.31849 -2649.26211 -5438.46158       (-1935.789,-192.116) (-42.343,-1761.368) (-34.743,-5019.486)      55.5467
39    -1517.26679 -226.65958 -503.15323 460.61055 -2648.30015 -5438.00765       (-1935.335,-191.408) (-42.543,-1762.330) (-35.251,-5019.940)      57.0085
40    -1517.72072 -226.45967 -502.64519 459.90260 -2647.33818 -5437.55372       (-1934.881,-190.700) (-42.743,-1763.292) (-35.759,-5020.394)      58.4703
41    -1518.17465 -226.25976 -502.13715 459.19465 -2646.37622 -5437.09979       (-1934.427,-189.992) (-42.942,-1764.254) (-36.267,-5020.848)      59.932
42    -1518.62858 -226.05985 -501.62912 458.48671 -2645.41425 -5436.64587       (-1933.973,-189.284) (-43.142,-1765.216) (-36.775,-5021.302)      61.3938
43    -1519.08251 -225.85994 -501.12108 457.77876 -2644.45229 -5436.19194       (-1933.519,-188.577) (-43.342,-1766.178) (-37.283,-5021.755)      62.8555
44    -1519.53644 -225.66003 -500.61304 457.07081 -2643.49032 -5435.73801       (-1933.065,-187.869) (-43.542,-1767.140) (-37.791,-5022.209)      64.3173
45    -1519.99036 -225.46012 -500.10500 456.36287 -2642.52836 -5435.28408       (-1932.611,-187.161) (-43.742,-1768.102) (-38.300,-5022.663)      65.779
46    -1520.44429 -225.26021 -499.59697 455.65492 -2641.56639 -5434.83015       (-1932.157,-186.453) (-43.942,-1769.064) (-38.808,-5023.117)      67.2408
47    -1520.89822 -225.06030 -499.08893 454.94697 -2640.60443 -5434.37623       (-1931.703,-185.745) (-44.142,-1770.026) (-39.316,-5023.571)      68.7026
48    -1521.35215 -224.86039 -498.58089 454.23903 -2639.64246 -5433.92230       (-1931.249,-185.037) (-44.342,-1770.988) (-39.824,-5024.025)      70.1643
49    -1521.80608 -224.66048 -498.07286 453.53108 -2638.68050 -5433.46837       (-1930.795,-184.329) (-44.542,-1771.950) (-40.332,-5024.479)      71.6261
50    -1522.26000 -224.46057 -497.56482 452.82313 -2637.71853 -5433.01444       (-1930.341,-183.621) (-44.742,-1772.912) (-40.840,-5024.933)      73.0878
51    -1522.71393 -224.26066 -497.05678 452.11519 -2636.75657 -5432.56051       (-1929.888,-182.913) (-44.942,-1773.874) (-41.348,-5025.387)      74.5496
52    -1523.16786 -224.06075 -496.54875 451.40724 -2635.79460 -5432.10658       (-1929.434,-182.205) (-45.142,-1774.836) (-41.856,-5025.841)      76.0113
53    -1523.62179 -223.86084 -496.04071 450.69929 -2634.83264 -5431.65266       (-1928.980,-181.497) (-45.341,-1775.798) (-42.364,-5026.295)      77.4731
54    -1524.07572 -223.66093 -495.53267 449.99135 -2633.87067 -5431.19873       (-1928.526,-180.789) (-45.541,-1776.760) (-42.872,-5026.749)      78.9349
