Fol_.83_.txt     Output is probe cell, reduced cell, NCDist distance between
0    1265.69648 621.27289 2109.97248 -4006.36679 -7823.10016 -2327.04394       (-291.452,-449.486) (-171.969,-195.120) (-63.756,-9.229)      0
1    1263.97958 620.64175 2107.68826 -4002.64816 -7815.33305 -2324.90988       (-292.970,-453.170) (-170.674,-193.370) (-66.565,-9.679)      5.35813
2    1262.26268 620.01062 2105.40403 -3998.92952 -7807.56594 -2322.77582       (-294.488,-456.855) (-169.379,-191.621) (-69.374,-10.129)      10.7163
3    1260.54578 619.37949 2103.11981 -3995.21089 -7799.79883 -2320.64176       (-296.006,-460.539) (-168.084,-189.871) (-72.183,-10.579)      16.0744
4    1258.82888 618.74836 2100.83558 -3991.49226 -7792.03172 -2318.50771       (-297.524,-464.224) (-166.789,-188.121) (-74.991,-11.029)      21.4325
5    1257.11199 618.11722 2098.55135 -3987.77362 -7784.26461 -2316.37365       (-299.042,-467.908) (-165.494,-186.372) (-77.800,-11.479)      26.7906
6    1255.39509 617.48609 2096.26713 -3984.05499 -7776.49750 -2314.23959       (-300.560,-471.593) (-164.199,-184.622) (-80.609,-11.929)      32.1488
7    1253.67819 616.85496 2093.98290 -3980.33636 -7768.73038 -2312.10553       (-302.078,-475.277) (-162.904,-182.872) (-83.418,-12.379)      37.5069
8    1251.96129 616.22382 2091.69868 -3976.61772 -7760.96327 -2309.97147       (-303.596,-478.962) (-161.609,-181.123) (-86.226,-12.829)      42.865
9    1250.24439 615.59269 2089.41445 -3972.89909 -7753.19616 -2307.83742       (-305.115,-482.646) (-160.314,-179.373) (-89.035,-13.278)      48.2232
10    1248.52749 614.96156 2087.13022 -3969.18046 -7745.42905 -2305.70336       (-306.633,-486.330) (-159.019,-177.623) (-91.844,-13.728)      53.5813
11    1246.81059 614.33042 2084.84600 -3965.46182 -7737.66194 -2303.56930       (-308.151,-490.015) (-157.724,-175.874) (-94.653,-14.178)      58.9394
12    1245.09369 613.69929 2082.56177 -3961.74319 -7729.89483 -2301.43524       (-309.669,-493.699) (-156.429,-174.124) (-97.461,-14.628)      64.2975
13    1243.37679 613.06816 2080.27755 -3958.02455 -7722.12772 -2299.30118       (-311.187,-497.384) (-155.134,-172.374) (-100.270,-15.078)      69.6557
14    1241.65989 612.43702 2077.99332 -3954.30592 -7714.36061 -2297.16713       (-312.705,-501.068) (-153.839,-170.625) (-103.079,-15.528)      75.0138
15    1239.94299 611.80589 2075.70910 -3950.58729 -7706.59350 -2295.03307       (-314.223,-504.753) (-152.544,-168.875) (-105.888,-15.978)      80.3719
16    1238.22609 611.17476 2073.42487 -3946.86865 -7698.82639 -2292.89901       (-315.741,-508.437) (-151.249,-167.125) (-108.696,-16.428)      85.7301
17    1236.50919 610.54362 2071.14064 -3943.15002 -7691.05928 -2290.76495       (-317.259,-512.121) (-149.954,-165.376) (-111.505,-16.878)      91.0882
18    1234.79229 609.91249 2068.85642 -3939.43139 -7683.29217 -2288.63089       (-318.777,-515.806) (-148.659,-163.626) (-114.314,-17.328)      96.4463
19    1233.07539 609.28136 2066.57219 -3935.71275 -7675.52505 -2286.49683       (-320.295,-519.490) (-147.364,-161.876) (-117.123,-17.778)      101.804
20    1231.35849 608.65022 2064.28797 -3931.99412 -7667.75794 -2284.36278       (-321.813,-523.175) (-146.069,-160.127) (-119.931,-18.228)      107.163
21    1229.64160 608.01909 2062.00374 -3928.27549 -7659.99083 -2282.22872       (-323.331,-526.859) (-144.774,-158.377) (-122.740,-18.678)      112.521
22    1227.92470 607.38796 2059.71951 -3924.55685 -7652.22372 -2280.09466       (-324.850,-530.544) (-143.479,-156.627) (-125.549,-19.127)      117.879
23    1226.20780 606.75682 2057.43529 -3920.83822 -7644.45661 -2277.96060       (-326.368,-534.228) (-142.183,-154.878) (-128.358,-19.577)      123.237
