Fol_.50_.txt     Output is probe cell, reduced cell, NCDist distance between
0    550.12177 6834.64597 578.92535 -15309.43501 -1352.42665 -15089.30831       (-927.502,-91.213) (-974.807,-103.363) (-5366.707,-28.804)      0
1    549.46763 6822.43240 578.25454 -15295.08603 -1351.10170 -15075.13233       (-938.374,-91.884) (-985.606,-102.709) (-5357.798,-28.787)      17.7504
2    548.81350 6810.21883 577.58374 -15280.73705 -1349.77676 -15060.95635       (-949.246,-92.555) (-996.405,-102.054) (-5348.888,-28.770)      35.5007
3    548.15936 6798.00527 576.91293 -15266.38808 -1348.45181 -15046.78036       (-960.118,-93.226) (-1007.204,-101.400) (-5339.978,-28.754)      53.2511
4    547.50522 6785.79170 576.24212 -15252.03910 -1347.12686 -15032.60438       (-970.990,-93.896) (-1018.003,-100.746) (-5331.069,-28.737)      71.0014
5    546.85108 6773.57813 575.57131 -15237.69012 -1345.80191 -15018.42840       (-981.862,-94.567) (-1028.802,-100.092) (-5322.159,-28.720)      88.7518
6    546.19694 6761.36457 574.90050 -15223.34115 -1344.47696 -15004.25242       (-992.733,-95.238) (-1039.601,-99.438) (-5313.250,-28.704)      106.502
7    545.54280 6749.15100 574.22969 -15208.99217 -1343.15202 -14990.07643       (-1003.605,-95.909) (-1050.400,-98.784) (-5304.340,-28.687)      124.252
8    544.88866 6736.93743 573.55888 -15194.64319 -1341.82707 -14975.90045       (-1014.477,-96.580) (-1061.199,-98.130) (-5295.431,-28.670)      142.003
9    544.23453 6724.72387 572.88807 -15180.29421 -1340.50212 -14961.72447       (-1025.349,-97.251) (-1071.998,-97.475) (-5286.521,-28.654)      159.753
10    543.58039 6712.51030 572.21726 -15165.94524 -1339.17717 -14947.54849       (-1036.221,-97.921) (-1082.797,-96.821) (-5277.612,-28.637)      177.504
11    542.92625 6700.29673 571.54645 -15151.59626 -1337.85222 -14933.37250       (-1047.093,-98.592) (-1093.596,-96.167) (-5268.702,-28.620)      195.254
12    542.27211 6688.08317 570.87564 -15137.24728 -1336.52728 -14919.19652       (-1057.965,-99.263) (-1104.395,-95.513) (-5259.793,-28.604)      213.004
13    541.61797 6675.86960 570.20483 -15122.89831 -1335.20233 -14905.02054       (-1068.837,-99.934) (-1115.194,-94.859) (-5250.883,-28.587)      230.755
14    540.96383 6663.65603 569.53402 -15108.54933 -1333.87738 -14890.84456       (-1079.709,-100.605) (-1125.993,-94.205) (-5241.974,-28.570)      248.505
15    540.30969 6651.44247 568.86321 -15094.20035 -1332.55243 -14876.66857       (-1090.581,-101.275) (-1136.792,-93.551) (-5233.064,-28.554)      266.255
16    539.65556 6639.22890 568.19240 -15079.85138 -1331.22748 -14862.49259       (-1101.453,-101.946) (-1147.591,-92.897) (-5224.155,-28.537)      284.006
17    539.00142 6627.01533 567.52159 -15065.50240 -1329.90254 -14848.31661       (-1112.325,-102.617) (-1158.390,-92.242) (-5215.245,-28.520)      301.756
