Fol_.65_.txt     Output is probe cell, reduced cell, NCDist distance between
0    196.22509 992.20614 1010.73545 -7768.42340 -1418.66193 -1408.17986       (-16.819,-4.376) (-179.406,-19.147) (-835.286,-15.476)      0
1    196.01317 991.19610 1009.70454 -7761.48332 -1417.24623 -1406.94986       (-16.907,-4.310) (-179.106,-19.417) (-836.124,-15.515)      0.936839
2    195.80126 990.18607 1008.67362 -7754.54324 -1415.83053 -1405.71985       (-16.996,-4.244) (-178.805,-19.687) (-836.961,-15.554)      1.87368
3    195.58935 989.17603 1007.64271 -7747.60317 -1414.41482 -1404.48985       (-17.084,-4.178) (-178.505,-19.957) (-837.798,-15.593)      2.81052
4    195.37743 988.16600 1006.61179 -7740.66309 -1412.99912 -1403.25985       (-17.173,-4.113) (-178.205,-20.226) (-838.635,-15.632)      3.74736
5    195.16552 987.15596 1005.58088 -7733.72301 -1411.58342 -1402.02984       (-17.261,-4.047) (-177.904,-20.496) (-839.473,-15.672)      4.6842
6    194.95361 986.14593 1004.54997 -7726.78293 -1410.16772 -1400.79984       (-17.350,-3.981) (-177.604,-20.766) (-840.310,-15.711)      5.62104
7    194.74169 985.13589 1003.51905 -7719.84286 -1408.75202 -1399.56984       (-17.438,-3.915) (-177.304,-21.036) (-841.147,-15.750)      6.55788
8    194.52978 984.12586 1002.48814 -7712.90278 -1407.33632 -1398.33983       (-17.527,-3.849) (-177.003,-21.305) (-841.984,-15.789)      7.49471
9    194.31787 983.11582 1001.45722 -7705.96270 -1405.92062 -1397.10983       (-17.615,-3.783) (-176.703,-21.575) (-842.822,-15.828)      8.43155
10    194.10595 982.10579 1000.42631 -7699.02263 -1404.50491 -1395.87983       (-17.704,-3.717) (-176.402,-21.845) (-843.659,-15.867)      9.36839
11    193.89404 981.09575 999.39540 -7692.08255 -1403.08921 -1394.64982       (-17.792,-3.652) (-176.102,-22.114) (-844.496,-15.906)      10.3052
12    193.68213 980.08572 998.36448 -7685.14247 -1401.67351 -1393.41982       (-17.880,-3.586) (-175.802,-22.384) (-845.333,-15.945)      11.2421
13    193.47021 979.07568 997.33357 -7678.20239 -1400.25781 -1392.18981       (-17.969,-3.520) (-175.501,-22.654) (-846.171,-15.984)      12.1789
14    193.25830 978.06565 996.30266 -7671.26232 -1398.84211 -1390.95981       (-18.057,-3.454) (-175.201,-22.924) (-847.008,-16.023)      13.1158
